aller;1652;1992
voir;1215;2236
suisse;2603;577
emji_visage_riant_aux_larmes;635;991
parler;871;1248
gens;852;1226
femme;409;1410
monde;876;989
enfant;409;1282
vie;469;1061
homme;252;1187
prendre;821;690
penser;529;960
temps;468;981
comprendre;500;985
chose;476;961
mettre;757;614
passer;603;758
pays;1055;209
époque;123;1167
année;479;792
vraiment;373;843
petit;320;851
grand;530;658
jour;373;760
vrai;428;737
payer;1000;99
trouver;443;679
donner;431;670
vivre;409;677
problème;688;363
emji_visage_qui_pleure;101;699
rester;536;531
venir;467;589
beau;147;834
changer;285;688
commentaire;140;795
connaître;243;683
aimer;125;765
question;287;609
seul;365;525
france;642;223
français;456;366
travail;582;257
demander;376;471
fois;384;445
devenir;394;444
arrêter;413;403
emji_applaudissements;107;312
cas;454;338
sentir;287;497
jeune;146;624
tellement;118;593
raison;241;488
humain;193;486
laisser;247;445
exister;247;432
besoin;376;302
animal;85;547
travailler;410;230
arriver;271;409
riche;559;62
argent;549;94
emji_coeur_rouge;24;433
emji_visage_faisant_un_clin_d_oeil;136;465
niveau;358;238
droit;344;239
regarder;183;427
place;403;186
partir;417;173
ca;138;419
etc;345;202
plutôt;331;260
accord;324;238
utiliser;314;234
coup;223;341
moment;187;380
école;106;434
genre;207;344
rendre;293;259
apprendre;83;447
police;293;207
part;314;231
vidéo;49;485
sujet;247;288
société;306;217
lire;105;418
importer;206;313
premier;221;294
exemple;345;161
sûr;205;306
compte;287;218
cher;355;130
politique;426;64
social;352;131
mot;70;394
perdre;222;254
permettre;348;121
malheureusement;146;335
famille;168;296
pauvre;184;282
manquer;184;288
écrire;111;348
parent;108;336
idée;244;229
sortir;162;308
emji_se_rouler_par_terre_de_rire;106;146
emji_visage_en_pleine_réflexion;112;253
jouer;86;360
cause;281;170
meilleur;209;244
genève;339;92
état;366;81
partie;277;171
système;386;45
revenir;273;162
salaire;386;19
impôt;393;9
histoire;111;316
finir;179;252
continuer;247;186
manger;92;313
gros;239;183
fin;122;302
entreprise;372;15
gauche;334;76
aider;263;146
dernier;129;294
lieu;250;165
faux;272;144
rts;170;242
côté;208;206
oublier;190;228
appeler;120;279
triste;70;341
simplement;230;182
simple;162;245
espérer;104;303
souvenir;38;357
respect;70;330
population;349;52
heure;161;214
prix;334;43
classe;190;195
entendre;77;315
ville;250;117
moyen;285;101
répondre;80;301
public;305;66
droite;316;46
attendre;156;231
normal;197;178
commencer;202;178
nom;66;294
créer;231;137
dieu;15;337
chat;14;313
servir;269;98
nouveau;199;167
chercher;169;201
montrer;185;182
santé;279;81
mauvais;132;222
violence;129;202
poser;96;260
