"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"258";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"259";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"260";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"261";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"262";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"263";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"264";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"265";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"266";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"267";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"268";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"269";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"270";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"271";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"272";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"273";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"274";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"275";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"276";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"277";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"278";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"279";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"280";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"281";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"282";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"283";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"284";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;39;39;39;39;39;39
"285";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"286";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"287";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"288";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"289";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"290";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"291";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"292";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;40;40;40;40;40
"293";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"294";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"295";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"296";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"297";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"298";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"299";2;5;5;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"300";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"301";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"302";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"303";2;4;7;7;7;7;7;7;7;7;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"304";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"305";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;40;40;40;40;40
"306";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"307";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"308";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"309";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"310";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"311";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"312";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"313";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"314";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"315";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"316";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"317";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"318";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"319";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"320";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"321";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"322";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"323";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"324";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"325";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;34;34;34;34;34;34;34;34
"326";2;5;5;9;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"327";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"328";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"329";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"330";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"331";2;4;7;7;7;7;7;7;7;7;22;25;25;25;25;25;25;25;25;25;25;25;25;25
"332";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;35;35;35;35;35;35;35;35
"333";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"334";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"335";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"336";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"337";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"338";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"339";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"340";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"341";2;4;7;7;7;7;7;7;7;7;22;25;25;25;25;25;25;25;25;25;25;25;25;25
"342";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"343";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"344";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"345";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;44;47;47
"346";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;39;39;39;39;39;39
"347";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;44;47;47
"348";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"349";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"350";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"351";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"352";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"353";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"354";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"355";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"356";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;40;40;40;40;40
"357";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"358";2;4;7;7;7;7;7;7;7;7;22;25;25;25;25;25;25;25;25;25;25;25;25;25
"359";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"360";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"361";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"362";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"363";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"364";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"365";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"366";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"367";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"368";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"369";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"370";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"371";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"372";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;44;47;47
"373";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"374";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"375";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"376";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"377";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"378";2;5;5;9;10;13;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"379";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"380";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"381";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"382";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"383";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"384";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;34;34;34;34;34;34;34;34
"385";2;5;5;9;10;13;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
"386";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"387";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"388";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;48
"389";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"390";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"391";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"392";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"393";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;44;47;47
"394";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"395";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"396";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;45;45;45
"397";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"398";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"399";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"400";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"401";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"402";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"403";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"404";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"405";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"406";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"407";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"408";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"409";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"410";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"411";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"412";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"413";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"414";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"415";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"416";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"417";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"418";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"419";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"420";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;44;47;47
"421";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"422";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"423";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;34;34;34;34;34;34;34;34
"424";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"425";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"426";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;44;47;47
"427";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"428";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"429";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"430";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"431";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"432";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"433";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"434";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"435";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"436";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;35;35;35;35;35;35;35;35
"437";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"438";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"439";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"440";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"441";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"442";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"443";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"444";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"445";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"446";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"447";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"448";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"449";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"450";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"451";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"452";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"453";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"454";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;37;37;37;37;37;37;37
"455";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"456";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"457";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"458";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"459";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"460";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"461";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"462";2;5;5;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"463";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"464";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"465";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"466";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"467";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"468";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;40;40;40;40;40
"469";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"470";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"471";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"472";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"473";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"474";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;34;34;34;34;34;34;34;34
"475";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;41;41;41;41;41
"476";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"477";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"478";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"479";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;40;40;40;40;40
"480";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"481";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"482";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"483";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"484";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"485";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"486";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"487";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;40;40;40;40;40
"488";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"489";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"490";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"491";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"492";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"493";2;4;7;7;7;7;7;7;7;7;22;24;27;27;31;31;31;31;31;31;31;44;47;47
"494";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"495";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"496";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;34;34;34;34;34;34;34;34
"497";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"498";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"499";2;4;7;7;7;7;7;7;7;7;22;24;27;27;30;30;30;30;38;40;40;40;40;40
"500";2;5;5;9;10;13;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
"501";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"502";2;5;5;9;10;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14
"503";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"504";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"505";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"506";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"507";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"508";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"509";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"510";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"511";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"512";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"513";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;43;43;43;43
"514";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"515";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"516";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"517";2;4;7;7;7;7;7;7;7;7;22;24;26;26;26;26;26;26;26;26;26;26;26;26
"518";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;37;37;37;37;37;37;37
"519";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;32;32;32;32;32;32;32;32;32
"520";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"521";2;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;34;34;34;34;34;34;34;34
"522";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"523";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"524";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
"525";2;4;7;7;7;7;7;7;7;7;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"526";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"527";2;5;5;9;10;13;15;17;19;20;20;20;20;28;28;28;28;28;28;28;28;28;28;28
"528";2;5;5;9;10;13;15;17;19;21;21;21;21;21;21;21;21;36;36;36;42;42;42;42
"529";2;5;5;9;10;13;15;17;19;20;20;20;20;29;29;33;33;33;33;33;33;33;33;49
