"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"mass";"chi.distance";"inertie"
"classe 1";-1,74990763458878;2,22855405189475;1,26683369457675;0,443758857627655;0,136823934693325;0,629577459310857;0,0269337457252039;0,0110189246061162;0,229577800066534;-0,111420862366095;-0,544947570449803;0,69400526758745;0,394511076115041;0,138193186057273;0,0426090322235959;0,19605989486527;0,00838757372443358;0,00343145893782196;0,0714939816837062;-0,0346981332292398;0,389660781189751;0,438248188010946;0,127953598426157;0,0144778689425495;0,00134833720960055;0,0250172245056276;4,32519938948685e-05;6,84408215464668e-06;0,00263824069680403;0,000605664942463909;0,2707141746451;0,439063250572765;0,14187960027915;0,0174090396334827;0,00165502628319241;0,0350412092950886;6,41319220089655e-05;1,07339400985386e-05;0,00465951296128515;0,00109752336636908;0,0884057971014493;1,84991009631785;0,302539433669539
"classe 2";0,202789586394772;-0,86090508402196;0,00458099409513696;0,917596109425831;1,66700221702321;1,14276070634139;-1,83334159167761;-0,0262023300263392;-0,266418674856935;-0,212984406449659;0,0669041141552802;-0,28402884508152;0,00151135646230407;0,302732284950552;0,549975512094152;0,377018337620141;-0,604854013048001;-0,00864464349665303;-0,0878965520499052;-0,0702675778166582;0,0084224164838782;0,105262407672512;2,69290929470097e-06;0,0996328761693817;0,322133353000286;0,1326601095623;0,32254355847446;6,22881719307693e-05;0,00571837895449873;0,00356191860143632;0,00403677209630264;0,072753430695674;2,05997711772395e-06;0,0826506092553132;0,272781734866135;0,128189817700495;0,329936007244934;6,73942364225217e-05;0,00696742431735179;0,00445285494782649;0,0981618946624249;1,45816321460564;0,208715743022677
"classe 3";-1,34027380396575;-0,881562850225467;-1,9682011120385;-1,17640378701555;-1,27609385976785;2,65131985690024;0,70545120582025;0,223400684011278;0,324377903659798;-0,396111692194665;-0,322244187337311;-0,211955574612522;-0,473217760422219;-0,282844655476868;-0,306813300081133;0,637461099463472;0,169612768564925;0,053712585933414;0,0779907013371008;-0,0952377715421941;0,173942677287835;0,0521846761443134;0,235025445474701;0,0774258614058036;0,0892487729031416;0,337619622847014;0,0225792352584443;0,00214076223501573;0,00400792704739953;0,00582501939632366;0,0981665663625545;0,0424700823278814;0,211697382274518;0,0756291762170947;0,0889901174689619;0,384149958877184;0,0271963425332045;0,00272737929457154;0,00575014859299023;0,00857456043774741;0,0546482856132909;2,12065147668616;0,245762230890529
"classe 4";-1,06670334550265;-0,473328142807638;-0,459840794190727;-0,712053963057805;-0,804461036869112;-1,95768351813757;-1,81025203072727;-0,0847764992761029;1,69318876356898;-0,810283532901827;-0,29175299476228;-0,129459520073338;-0,125770608468273;-0,19475318703212;-0,220027355933281;-0,535444115387351;-0,495120272628665;-0,0231871378800358;0,463102412260942;-0,221619861161373;0,164811868543123;0,0225031421350783;0,0191899131368594;0,0424307893278925;0,0530553423842615;0,275340741392932;0,222400332418389;0,000461139657721775;0,163346605846264;0,0364601251574869;0,079195423038762;0,0155932780520845;0,0147172870897086;0,035288937659143;0,0450425321783668;0,266745890664622;0,228081917449526;0,000500223080922845;0,199537039388164;0,045696905827829;0,0696005655708731;1,73391682487646;0,209251842239521
"classe 5";1,10830431096674;1,22142524194219;-0,814143142600741;-1,92363838566688;1,53230959873525;-0,264670305607895;0,346762742875533;0,0569121381518023;0,16101619552735;-0,11196194984595;0,356528330735107;0,39291799040962;-0,26190017735985;-0,618811616803652;0,492925794838718;-0,0851412931627266;0,111549455014482;0,0183079587555955;0,0517969973089873;-0,0360168292132736;0,19645137890267;0,165458147753374;0,0664194724712648;0,341930650194643;0,212543586452474;0,00555689017799065;0,00901069048550147;0,000229470671530666;0,00163107656863821;0,000768636321905994;0,115192007651535;0,139906561903387;0,0621592607732778;0,347017336400347;0,220189875928456;0,00656923412474511;0,0112763659523836;0,000303748475336977;0,00243132728823739;0,0011755611063946;0,0937787203958996;1,65010023802561;0,255343587859556
"classe 6";1,23537825618158;0,883552614312207;-0,890363577888281;1,2747701797934;-1,12941785658881;-0,120216730279383;-0,145991735667723;0,547242347973475;-0,203545686193383;-0,2679381273383;0,48648035564238;0,347934721927126;-0,350616815420496;0,501992525224629;-0,444754145374417;-0,047340219408785;-0,0574901744733663;0,215498897388377;-0,0801543796916843;-0,105511518294467;0,345384324746016;0,12251376587728;0,1124072533639;0,212481260749342;0,163391680909506;0,00162224662746684;0,00226003641747418;0,0300221961594325;0,00368828704299401;0,0062289481065936;0,20489054568201;0,104806168757004;0,106428216633171;0,218165364612275;0,171250288822225;0,00194022383824576;0,00286139989334309;0,0402051242065801;0,00556218997898262;0,00963809157404546;0,134252386002121;1,38716296916756;0,258331274277378
"classe 7";0,598013331882953;-0,68097496422855;1,44812985241703;-0,519413507759084;-0,559255767192117;0,024045749710355;0,521005426469509;-0,713677276824743;-0,81477767487793;-1,81545329416259;0,208301555231746;-0,237198966243872;0,504416347184424;-0,180923460575575;-0,194801419747014;0,00837567792278017;0,181477961830823;-0,248589920609409;-0,283805473551546;-0,63236340138765;0,0850691465421671;0,0764944585104183;0,312551943191013;0,0370792506737339;0,0421103848176977;6,82199391612808e-05;0,0302545719931085;0,0536703500656138;0,0621193317943481;0,30058234247274;0,0386947561675839;0,0501756114080768;0,226905694330902;0,0291915302241918;0,033841634047873;6,25614818036843e-05;0,0293707391004269;0,0551104707299667;0,0718304560150834;0,356615768834142;0,108200777659951;1,35301830866881;0,198078678046597
"classe 8";0,505771829646363;-0,84555213843003;1,46012024819078;-0,47219214922426;-0,281857369078074;0,150719499160947;0,311429692010997;2,31024940450849;0,779074181103832;1,25474512071311;0,152195842123733;-0,25444184951515;0,439376449516158;-0,142091112203007;-0,0848159528291866;0,0453542086662014;0,0937147967910541;0,69519560605198;0,234437436250376;0,377575379061939;0,0463036720805457;0,0897437649856276;0,241791068832594;0,0233183497169012;0,00813922159179011;0,00203952665294939;0,00822588000474279;0,427961046461013;0,0432177323025117;0,109259737371331;0,02124023621302;0,0593650521657705;0,177022029901947;0,018513460062864;0,00659642846260121;0,00188620526994664;0,00805322998417057;0,443167397618018;0,0503973490854529;0,130725737429212;0,0830328738069989;1,55104988098049;0,199756812212699
"classe 9";-0,857973315547647;-0,851760503980938;-0,664858062498013;1,28645702291451;1,22506223226205;-1,04644277385031;1,94891440996855;0,167180405392783;0,29278635395498;-0,339758199546175;-0,268881617473691;-0,266934574607853;-0,208360922181807;0,403164805785188;0,383924195015662;-0,32794635978501;0,610773376483904;0,0523929322711232;0,091756779609619;-0,10647736076222;0,128355601244116;0,0877242370856455;0,0482927559457598;0,16672931059644;0,148115834563881;0,0947071069346936;0,310319433544033;0,00215882956891791;0,0058798617827677;0,00771702873374654;0,0658317098545532;0,0648817521752884;0,0395316965524774;0,148005596665582;0,134215871561492;0,0979306281982019;0,33968244838385;0,00249952981642479;0,00766636048524195;0,0103235119979467;0,0894308943089431;1,58032064339657;0,223345908092674
"classe 10";0,51910333130154;-0,255019540949127;0,296939022169589;0,160733013788346;-0,385561593645344;0,158087757202457;0,272760829721427;-2,05847008588287;0,795729411962477;1,65958084968059;0,179953159956857;-0,0884054666524277;0,102937338544794;0,0557199539985233;-0,133659375601613;0,0548029452782479;0,0945556891298636;-0,713592408861096;0,275848782927729;0,575312852173604;0,0728652490567924;0,0121948673645998;0,0149384045649305;0,00403624131806834;0,0227519318947689;0,0033519199455311;0,00942612086339295;0,507554038842803;0,0673506566005284;0,285530569548588;0,0289090206823953;0,00697706336574819;0,00945932824539206;0,00277163427800305;0,0159482590480846;0,00268115686801395;0,00798159622301256;0,454584756158732;0,0679292109078694;0,295476249231587;0,107281724991163;1,26903159336596;0,172770908319423
