"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"vétérinaire";-0,64;-0,675;-0,655;0,07;-0,635;-0,808;21,504;0,829;-0,871;-0,705;0,147
"voisin";0,182;-0,772;-0,749;-1,008;-0,726;-0,924;-0,743;-0,52;0,018;0,111;24,767
"visite";-0,64;0,268;3,625;-0,882;-0,635;8,053;-0,65;-0,455;0,076;-0,705;-0,777
"vendre";-0,64;3,452;-0,655;-0,882;-0,635;-0,808;0,308;0,829;2,206;-0,705;0,147
"vaste";-0,824;6,836;-0,843;1,121;0,095;0,006;-0,837;0,401;0;-0,908;-1
"vague";-0,824;2,052;-0,843;0;-0,817;-1,04;-0,837;0,401;-1,121;0,043;12,012
"ukrainien";-0,732;0,141;-0,749;-1,008;9,031;13,694;-0,743;-0,52;-0,996;-0,806;-0,888
"téléphone";-0,548;-0,578;-0,561;0,185;-0,544;-0,692;-0,557;-0,39;-0,746;-0,604;36,181
"tromper";0,182;-0,772;0,163;-1,008;-0,726;-0,924;0,169;-0,52;0,018;-0,806;14,385
"trajet";-0,64;-0,675;0,3;-0,882;-0,635;-0,808;-0,65;-0,455;-0,871;49,768;-0,777
"table";-0,64;-0,675;-0,655;2,156;-0,635;-0,808;-0,65;-0,455;2,206;-0,705;8,492
"symbole";0,091;2,052;-0,843;0;-0,817;1,389;0,082;-0,586;0;-0,908;0,014
"supprimer";0,182;-0,772;-0,749;-1,008;-0,726;6,427;8,75;0,581;-0,996;-0,806;-0,888
"supplémentaire";0,325;-0,675;-0,655;-0,882;-0,635;-0,808;3,669;-0,455;0,076;9,656;-0,777
"super";0,891;16,473;-0,467;-0,629;-0,453;-0,576;-0,464;1,702;-0,621;-0,503;-0,554
"subir";-0,64;0,268;-0,655;-0,882;-0,635;-0,808;10,735;6,229;-0,871;0,227;-0,777
"spécialiste";2,916;-0,772;0,163;1,558;0,188;-0,924;-0,743;0,581;-0,996;-0,806;0,058
"source";-0,732;-0,772;-0,749;-1,008;9,031;13,694;-0,743;-0,52;-0,996;0,111;-0,888
"sexe";2,279;-0,869;-0,843;18,023;0,095;-1,04;0,082;-0,586;-1,121;-0,908;-1
"sensation";-0,824;-0,869;14,978;0;-0,817;-1,04;-0,837;0,401;0;-0,908;1,52
"scrutin";-0,732;-0,772;-0,749;-1,008;-0,726;69,929;-0,743;-0,52;-0,996;-0,806;-0,888
"régional";-0,456;-0,482;-0,467;-0,629;-0,453;-0,576;-0,464;1,702;-0,621;30,406;-0,554
"réalité";0,091;-0,869;-0,843;-1,135;0,095;-1,04;2,212;23,329;0;-0,908;-1
"russie";-0,824;-0,869;-0,843;-1,135;2,314;44,542;-0,837;-0,586;-1,121;-0,908;-1
"routier";0,546;-0,578;-0,561;2,994;-0,544;-0,692;0,523;1,182;-0,746;0,414;-0,666
"retraité";3,761;-0,675;-0,655;0,07;-0,635;-0,808;0,308;-0,455;2,206;-0,705;0,147
"reposer";-0,548;0,471;-0,561;0,185;-0,544;0,263;-0,557;7,835;-0,746;-0,604;0,303
"relier";-0,732;-0,772;-0,749;-1,008;-0,726;-0,924;-0,743;-0,52;0,018;42,104;0,058
"refuser";0,091;-0,869;-0,843;-1,135;15,573;11,402;-0,837;-0,586;-1,121;-0,908;-1
"rapporter";-0,824;0,063;-0,843;-1,135;15,573;5,187;-0,837;-0,586;0;-0,908;-1
"qualité";-0,732;-0,772;8,658;0,015;-0,726;-0,924;0,169;5,041;-0,996;0,111;-0,888
"prévention";-0,824;-0,869;-0,843;0;-0,817;-1,04;56,123;-0,586;-1,121;0,043;-1
"propos";-0,824;2,052;-0,843;0;0,095;1,389;2,212;-0,586;-1,121;0,043;-1
"profession";2,916;0,141;-0,749;1,558;-0,726;0,042;-0,743;-0,52;-0,996;-0,806;2,031
"printemps";-0,548;-0,578;13,289;-0,755;-0,544;0,263;-0,557;-0,39;-0,746;4,261;-0,666
"principal";-0,732;0,141;-0,749;0,015;-0,726;1,876;-0,743;-0,52;1,6;0,111;0,058
"portrait";26,375;-0,869;-0,843;1,121;-0,817;0,006;-0,837;-0,586;-1,121;-0,908;0,014
"plage";0,182;-0,772;17,739;0,015;0,188;-0,924;-0,743;0,581;-0,996;-0,806;-0,888
"personnage";10,95;0,268;-0,655;-0,882;-0,635;-0,808;-0,65;-0,455;0,076;-0,705;2,719
"peau";0,182;-0,772;-0,749;0,015;-0,726;-0,924;0,169;5,041;0,018;-0,806;2,031
"patrimoine";-0,64;0,268;-0,655;-0,882;11,059;0,12;0,308;-0,455;-0,871;0,227;-0,777
"passant";0,546;-0,578;0,512;18,746;-0,544;-0,692;-0,557;-0,39;-0,746;-0,604;-0,666
"participant";0,182;2,652;0,163;-1,008;0,188;-0,924;-0,743;0,581;0,018;0,111;-0,888
"partenaire";-0,824;-0,869;0,078;0;-0,817;1,389;15,124;-0,586;-1,121;-0,908;0,014
"parcourir";0,325;-0,675;-0,655;-0,882;-0,635;-0,808;-0,65;-0,455;2,206;-0,705;17,467
"opposition";-0,732;-0,772;-0,749;-1,008;-0,726;36,378;-0,743;-0,52;-0,996;2,447;-0,888
"négociation";-0,824;-0,869;-0,843;-1,135;0,095;44,542;-0,837;-0,586;-1,121;0,043;-1
"nécessaire";0,182;-0,772;-0,749;-1,008;0,188;-0,924;0,169;-0,52;0,018;16,213;-0,888
"nyon";1,455;1,323;-0,374;-0,503;-0,362;-0,461;-0,371;-0,26;0,798;-0,402;1,013
"nobel";-0,64;0,268;-0,655;0,07;-0,635;8,053;-0,65;6,229;-0,871;-0,705;-0,777
"nicolas";-0,732;-0,772;-0,749;-1,008;0,188;36,378;-0,743;-0,52;0,018;-0,806;-0,888
"méthode";-0,824;0,063;7,145;0;-0,817;0,006;-0,837;4,131;-1,121;-0,908;0,014
"municipal";0,182;-0,772;-0,749;-1,008;-0,726;23,678;-0,743;0,581;-0,996;0,111;-0,888
"monter";-0,732;-0,772;17,739;-1,008;-0,726;-0,924;2,838;-0,52;0,018;0,111;-0,888
"moniteur";-0,64;-0,675;21,316;-0,882;-0,635;-0,808;3,669;-0,455;-0,871;-0,705;0,147
"modèle";-0,456;-0,482;0,847;-0,629;-0,453;0,509;-0,464;25,54;-0,621;-0,503;-0,554
"mobiliser";-0,824;-0,869;-0,843;-1,135;7,473;-1,04;-0,837;-0,586;-1,121;36,164;-1
"menu";0,546;-0,578;-0,561;-0,755;-0,544;-0,692;0,523;-0,39;3,055;-0,604;3,673
"matière";-0,548;-0,578;0,512;-0,755;0,557;-0,692;0,523;-0,39;-0,746;0,414;3,673
"maillot";-0,548;-0,578;64,637;-0,755;-0,544;-0,692;-0,557;-0,39;-0,746;-0,604;-0,666
"magazine";2,279;-0,869;-0,843;-1,135;-0,817;0,006;15,124;0,401;0;-0,908;-1
"londres";-0,732;2,652;-0,749;0,015;2,956;0,042;-0,743;-0,52;0,018;-0,806;0,058
"libérer";0,182;-0,772;-0,749;-1,008;9,031;-0,924;0,169;0,581;-0,996;2,447;-0,888
"largement";-0,824;0,063;-0,843;-1,135;-0,817;11,402;-0,837;11,773;-1,121;0,043;-1
"large";0,325;0,268;-0,655;-0,882;-0,635;0,12;0,308;6,229;0,076;-0,705;-0,777
"joie";-0,824;0,063;7,145;0;-0,817;-1,04;-0,837;-0,586;-1,121;-0,908;12,012
"invention";13,664;-0,578;0,512;2,994;-0,544;-0,692;-0,557;-0,39;-0,746;-0,604;-0,666
"intervention";-0,824;-0,869;-0,843;-1,135;26,614;-1,04;-0,837;4,131;-1,121;1,875;-1
"interrompre";0,891;-0,482;-0,467;-0,629;0,906;-0,576;17,196;-0,325;-0,621;-0,503;-0,554
"instagram";-0,824;6,836;-0,843;-1,135;2,314;-1,04;-0,837;23,329;-1,121;-0,908;-1
"incident";-0,732;-0,772;-0,749;-1,008;47,093;0,042;-0,743;-0,52;-0,996;0,111;-0,888
"incendie";-0,64;10,224;0,3;-0,882;0,333;2,535;-0,65;-0,455;-0,871;-0,705;-0,777
"illégal";-0,732;2,652;-0,749;-1,008;-0,726;1,876;17,904;-0,52;-0,996;-0,806;-0,888
"hésiter";-0,824;-0,869;-0,843;1,121;-0,817;0,006;-0,837;-0,586;0;-0,908;20,998
"htag_été";-0,824;-0,869;97,129;-1,135;-0,817;-1,04;-0,837;-0,586;-1,121;-0,908;-1
"genre";2,279;2,052;2,179;0;-0,817;-1,04;0,082;-0,586;0;-0,908;-1
"fumer";-0,456;-0,482;6,374;-0,629;-0,453;-0,576;-0,464;1,702;-0,621;0,717;0,565
"foyer";-0,64;-0,675;-0,655;0,07;-0,635;0,12;21,504;-0,455;-0,871;-0,705;0,147
"fond";0,091;-0,869;55,671;-1,135;-0,817;0,006;-0,837;-0,586;-1,121;-0,908;-1
"fm";0,891;-0,482;-0,467;-0,629;-0,453;0,509;0,862;-0,325;-0,621;5,772;-0,554
"exceptionnel";0,182;2,652;-0,749;-1,008;0,188;-0,924;0,169;5,041;-0,996;-0,806;0,058
"espoir";0,091;0,063;-0,843;0;2,314;0,006;0,082;0,401;-1,121;0,043;-1
"entretien";-0,824;-0,869;0,078;-1,135;-0,817;5,187;0,082;0,401;-1,121;-0,908;5,52
"entourer";8,936;-0,772;0,163;0,015;-0,726;-0,924;0,169;-0,52;0,018;0,111;-0,888
"engager";-0,64;-0,675;-0,655;-0,882;-0,635;8,053;3,669;-0,455;-0,871;0,227;0,147
"emji_voiture_de_police_de_face";-0,824;-0,869;-0,843;-1,135;40,596;1,389;0,082;-0,586;-1,121;-0,908;-1
"emji_robot";-0,824;0,063;-0,843;-1,135;-0,817;0,006;-0,837;58,181;-1,121;0,043;-1
"emji_explosion";-0,824;0,063;0,078;-1,135;40,596;-1,04;-0,837;-0,586;-1,121;0,043;-1
"emji_drapeau_brésil";-0,824;-0,869;-0,843;-1,135;0,095;44,542;0,082;-0,586;-1,121;-0,908;-1
"emji_billet_avec_des_ailes";-0,548;-0,578;-0,561;-0,755;-0,544;-0,692;26,334;-0,39;-0,746;4,261;-0,666
"détention";-0,732;-0,772;-0,749;-1,008;9,031;23,678;-0,743;-0,52;-0,996;-0,806;-0,888
"démocrate";0,182;-0,772;-0,749;-1,008;-0,726;51,795;-0,743;-0,52;-0,996;-0,806;-0,888
"doux";2,279;2,052;-0,843;1,121;-0,817;-1,04;-0,837;-0,586;0;0,043;0,014
"doute";0,091;2,052;0,078;-1,135;0,095;-1,04;-0,837;0,401;0;0,043;0,014
"disparaître";-0,64;0,268;0,3;-0,882;3,808;-0,808;-0,65;0,829;-0,871;0,227;0,147
"discours";-0,548;0,471;-0,561;-0,755;-0,544;3,452;0,523;1,182;0,195;-0,604;-0,666
"dieu";-0,548;-0,578;0,512;2,994;-0,544;-0,692;-0,557;-0,39;-0,746;-0,604;10,776
"cérémonie";-0,732;83,719;-0,749;-1,008;-0,726;-0,924;-0,743;-0,52;-0,996;-0,806;-0,888
"cycle";-0,365;-0,385;-0,374;0,777;-0,362;-0,461;8,931;2,514;-0,497;-0,402;-0,443
"crime";-0,732;-0,772;-0,749;-1,008;9,031;1,876;2,838;-0,52;-0,996;0,111;-0,888
"courageux";0,325;-0,675;35,682;-0,882;-0,635;-0,808;-0,65;0,829;-0,871;-0,705;-0,777
"consacrer";2,279;-0,869;-0,843;10,133;-0,817;-1,04;0,082;-0,586;0;-0,908;0,014
"confier";-0,64;-0,675;3,625;0,07;-0,635;0,12;0,308;-0,455;-0,871;-0,705;2,719
"conduire";-0,64;-0,675;-0,655;-0,882;11,059;0,12;-0,65;6,229;-0,871;-0,705;0,147
"condamner";-0,824;-0,869;-0,843;-1,135;-0,817;78,717;-0,837;-0,586;-1,121;-0,908;-1
"compétition";-0,824;0,063;0,078;-1,135;-0,817;0,006;-0,837;-0,586;18,291;-0,908;0,014
"composer";-0,732;0,141;0,163;-1,008;-0,726;1,876;-0,743;-0,52;5,744;0,111;-0,888
"commission";-0,732;0,141;-0,749;-1,008;-0,726;23,678;0,169;0,581;-0,996;-0,806;-0,888
"commentaire";0,325;0,268;-0,655;2,156;-0,635;-0,808;-0,65;-0,455;-0,871;9,656;-0,777
"classique";-0,732;0,141;-0,749;-1,008;-0,726;0,042;-0,743;5,041;12,448;-0,806;-0,888
"circuler";-0,548;-0,578;-0,561;-0,755;4,973;-0,692;-0,557;-0,39;-0,746;12,145;0,303
"chine";-0,824;0,063;-0,843;-1,135;-0,817;20,032;2,212;0,401;-1,121;-0,908;-1
"cher";-0,64;-0,675;-0,655;-0,882;-0,635;-0,808;0,308;-0,455;0,076;0,227;17,467
"chaux";-0,824;14,415;0,078;-1,135;-0,817;0,006;-0,837;-0,586;4,591;-0,908;-1
"champignon";-0,365;-0,385;1,397;0,777;-0,362;-0,461;8,931;-0,26;-0,497;-0,402;-0,443
"catastrophe";0,182;0,141;-0,749;0,015;-0,726;0,042;-0,743;0,581;1,6;0,111;-0,888
"capitale";-0,64;0,268;0,3;-0,882;3,808;2,535;-0,65;-0,455;-0,871;-0,705;0,147
"candidat";-0,732;-0,772;-0,749;-1,008;-0,726;13,694;-0,743;0,581;1,6;0,111;-0,888
"bureau";-0,732;-0,772;-0,749;0,015;-0,726;0,042;17,904;-0,52;-0,996;-0,806;2,031
"budgétaire";-0,824;-0,869;-0,843;-1,135;-0,817;11,402;2,212;-0,586;-1,121;6,403;-1
"brésilien";-0,732;-0,772;-0,749;-1,008;0,188;23,678;0,169;-0,52;0,018;-0,806;-0,888
"bloquer";0,546;-0,578;-0,561;0,185;4,973;-0,692;-0,557;7,835;-0,746;-0,604;-0,666
"blesser";-0,64;-0,675;-0,655;-0,882;36,891;0,12;0,308;-0,455;-0,871;-0,705;-0,777
"benjamin";-0,824;37,959;-0,843;-1,135;0,095;1,389;-0,837;-0,586;-1,121;-0,908;-1
"awards";-0,824;24,79;-0,843;-1,135;-0,817;-1,04;-0,837;-0,586;10,302;-0,908;-1
"auprès_de";-0,824;-0,869;-0,843;1,121;-0,817;0,006;25,906;-0,586;-1,121;0,043;-1
"attribuer";-0,824;0,063;-0,843;-1,135;0,095;0,006;7,225;11,773;-1,121;-0,908;-1
"article";-0,64;-0,675;-0,655;-0,882;-0,635;0,12;0,308;6,229;0,076;0,227;0,147
"août";-0,732;0,141;-0,749;5,639;0,188;0,042;0,169;-0,52;-0,996;0,111;-0,888
"améliorer";-0,548;-0,578;-0,561;-0,755;-0,544;-0,692;4,808;20,346;-0,746;0,414;-0,666
"action";-0,732;2,652;-0,749;-1,008;0,188;-0,924;0,169;0,581;-0,996;0,111;2,031
"acte";-0,548;-0,578;-0,561;-0,755;0,557;10,258;0,523;1,182;-0,746;-0,604;-0,666
"accent";4,917;-0,578;-0,561;-0,755;-0,544;-0,692;-0,557;-0,39;9,325;-0,604;0,303
"épreuve";-0,732;-0,772;-0,749;-1,008;-0,726;-0,924;-0,743;-0,52;47,924;-0,806;0,058
"écrivain";4,917;0,471;-0,561;-0,755;-0,544;3,452;-0,557;-0,39;-0,746;-0,604;0,303
"voyageur";-0,456;-0,482;-0,467;-0,629;-0,453;-0,576;-0,464;-0,325;-0,621;0,717;27,457
"volonté";-0,64;-0,675;-0,655;-0,882;-0,635;8,053;-0,65;0,829;0,076;0,227;0,147
"voie";0,325;0,268;-0,655;-0,882;11,059;0,12;-0,65;-0,455;-0,871;0,227;-0,777
"visiteur";-0,365;1,323;-0,374;-0,503;-0,362;-0,461;1,416;-0,26;6,209;-0,402;-0,443
"verre";-0,274;-0,289;-0,28;1,494;-0,271;-0,345;-0,278;-0,195;-0,372;-0,302;10,787
"urbain";0,546;-0,578;13,289;0,185;-0,544;-0,692;-0,557;1,182;-0,746;-0,604;-0,666
"univers";0,325;0,268;-0,655;0,07;-0,635;-0,808;-0,65;-0,455;15,241;-0,705;-0,777
"téléspectateur";8,936;-0,772;-0,749;-1,008;-0,726;-0,924;0,169;-0,52;1,6;-0,806;2,031
"trouble";-0,64;-0,675;-0,655;-0,882;0,333;-0,808;3,669;16,654;-0,871;-0,705;0,147
"transférer";-0,64;-0,675;-0,655;-0,882;11,059;0,12;-0,65;-0,455;-0,871;9,656;-0,777
"touriste";-0,548;0,471;-0,561;-0,755;-0,544;0,263;13,412;1,182;-0,746;-0,604;-0,666
"touchant";0,182;-0,772;-0,749;-1,008;-0,726;-0,924;17,904;-0,52;-0,996;-0,806;6,807
"tokyo";-0,274;-0,289;-0,28;-0,377;-0,271;-0,345;-0,278;-0,195;9,485;2,127;-0,332
"thomas";-0,548;-0,578;-0,561;-0,755;-0,544;-0,692;-0,557;7,835;19,005;-0,604;-0,666
"texte";-0,732;0,141;-0,749;0,015;-0,726;13,694;-0,743;-0,52;-0,996;2,447;-0,888
"territoire";-0,732;-0,772;-0,749;-1,008;66,393;-0,924;-0,743;-0,52;-0,996;0,111;-0,888
"terrain";-0,64;-0,675;-0,655;0,07;0,333;0,12;-0,65;0,829;2,206;-0,705;0,147
"tenue";-0,456;0,793;0,847;-0,629;0,906;-0,576;-0,464;-0,325;-0,621;0,717;0,565
"sûr";0,891;-0,482;-0,467;-0,629;-0,453;-0,576;0,862;-0,325;0,412;-0,503;5,052
"surprise";-0,365;1,323;1,397;-0,503;-0,362;-0,461;-0,371;-0,26;0,798;1,22;-0,443
"supérieur";-0,64;-0,675;-0,655;-0,882;-0,635;0,12;10,735;6,229;-0,871;0,227;-0,777
"studio";-0,548;0,471;0,512;0,185;-0,544;-0,692;-0,557;7,835;0,195;-0,604;-0,666
"stress";-0,64;-0,675;-0,655;0,07;-0,635;-0,808;3,669;16,654;0,076;-0,705;-0,777
"spectacle";-0,732;2,652;0,163;0,015;-0,726;-0,924;0,169;0,581;1,6;-0,806;-0,888
"sourire";0,546;-0,578;0,512;0,185;-0,544;-0,692;-0,557;-0,39;3,055;-0,604;0,303
"soulever";-0,548;-0,578;4,755;-0,755;-0,544;-0,692;4,808;7,835;-0,746;-0,604;-0,666
"souffrir";-0,732;-0,772;-0,749;-1,008;0,188;-0,924;8,75;-0,52;1,6;0,111;0,058
"sommeil";-0,365;-0,385;-0,374;-0,503;-0,362;-0,461;-0,371;33,36;-0,497;1,22;-0,443
"signer";-0,732;-0,772;-0,749;-1,008;9,031;1,876;-0,743;0,581;-0,996;2,447;-0,888
"secours";-0,64;0,268;3,625;-0,882;-0,635;-0,808;-0,65;-0,455;-0,871;19,564;-0,777
"satellite";-0,456;-0,482;0,847;-0,629;6,64;0,509;-0,464;1,702;-0,621;-0,503;-0,554
"sarkozy";-0,456;-0,482;-0,467;-0,629;-0,453;43,627;-0,464;-0,325;-0,621;-0,503;-0,554
"réclamer";-0,732;-0,772;-0,749;0,015;-0,726;13,694;2,838;-0,52;-0,996;0,111;-0,888
"rythme";-0,456;0,793;0,847;-0,629;-0,453;0,509;0,862;-0,325;0,412;-0,503;-0,554
"rentrer";-0,64;-0,675;0,3;25,798;-0,635;0,12;-0,65;-0,455;-0,871;-0,705;-0,777
"refléter";-0,732;8,306;-0,749;-1,008;0,188;-0,924;8,75;0,581;-0,996;-0,806;-0,888
"recueillir";3,761;-0,675;0,3;-0,882;-0,635;-0,808;3,669;-0,455;-0,871;0,227;0,147
"pêcheur";0,891;-0,482;-0,467;-0,629;-0,453;0,509;-0,464;-0,325;-0,621;-0,503;14,016
"pénal";-0,732;-0,772;-0,749;-1,008;-0,726;23,678;0,169;-0,52;-0,996;2,447;-0,888
"présence";-0,732;2,652;0,163;-1,008;-0,726;0,042;0,169;0,581;-0,996;2,447;-0,888
"provenir";-0,64;3,452;-0,655;-0,882;0,333;-0,808;3,669;-0,455;-0,871;3,21;-0,777
"progrès";0,182;-0,772;-0,749;-1,008;0,188;0,042;2,838;13,901;-0,996;-0,806;-0,888
"production";-0,64;20,586;-0,655;-0,882;-0,635;-0,808;0,308;0,829;-0,871;0,227;-0,777
"producteur";0,182;2,652;0,163;-1,008;0,188;-0,924;-0,743;0,581;1,6;-0,806;-0,888
"procédure";-0,732;-0,772;-0,749;-1,008;0,188;13,694;0,169;0,581;-0,996;0,111;-0,888
"principalement";-0,64;0,268;-0,655;-0,882;-0,635;0,12;10,735;0,829;-0,871;-0,705;0,147
"pression";-0,64;-0,675;-0,655;-0,882;-0,635;2,535;0,308;6,229;0,076;0,227;-0,777
"plateformes";-0,365;-0,385;-0,374;0,777;-0,362;-0,461;-0,371;2,514;6,209;-0,402;-0,443
"plante";4,917;0,471;-0,561;0,185;-0,544;-0,692;-0,557;-0,39;-0,746;-0,604;3,673
"percevoir";-0,732;-0,772;-0,749;-1,008;-0,726;-0,924;64,824;0,581;-0,996;-0,806;-0,888
"peine";0,182;-0,772;-0,749;-1,008;-0,726;23,678;-0,743;0,581;-0,996;0,111;-0,888
"payer";0,182;-0,772;-0,749;0,015;-0,726;0,042;-0,743;0,581;-0,996;16,213;-0,888
"parmelin";-0,732;0,141;-0,749;-1,008;-0,726;51,795;-0,743;-0,52;-0,996;-0,806;-0,888
"panne";-0,365;-0,385;-0,374;-0,503;-0,362;-0,461;-0,371;2,514;16,729;-0,402;-0,443
"outil";-0,64;-0,675;-0,655;-0,882;-0,635;-0,808;3,669;52,581;-0,871;-0,705;-0,777
"opération";0,182;0,141;-0,749;-1,008;9,031;-0,924;0,169;0,581;-0,996;0,111;-0,888
"opposer";-0,732;-0,772;-0,749;0,015;0,188;13,694;-0,743;-0,52;-0,996;2,447;-0,888
"oiseau";-0,548;-0,578;0,512;-0,755;-0,544;-0,692;13,412;7,835;-0,746;-0,604;-0,666
"of";0,182;8,306;-0,749;-1,008;-0,726;0,042;-0,743;-0,52;5,744;-0,806;-0,888
"observer";-0,732;0,141;-0,749;-1,008;0,188;-0,924;0,169;27,161;0,018;-0,806;-0,888
"numéro";-0,64;-0,675;-0,655;0,07;-0,635;-0,808;-0,65;-0,455;-0,871;9,656;8,492
"nes";-0,64;-0,675;-0,655;-0,882;36,891;0,12;0,308;-0,455;-0,871;-0,705;-0,777
"météo";10,95;10,224;-0,655;-0,882;-0,635;-0,808;-0,65;-0,455;0,076;-0,705;-0,777
"ménager";-0,548;-0,578;-0,561;31,689;-0,544;-0,692;-0,557;-0,39;-0,746;0,414;-0,666
"mémoire";46,704;-0,772;-0,749;0,015;-0,726;-0,924;-0,743;-0,52;0,018;-0,806;-0,888
"médicament";-0,64;-0,675;-0,655;-0,882;-0,635;0,12;0,308;52,581;-0,871;-0,705;-0,777
"montant";-0,732;0,141;-0,749;-1,008;0,188;-0,924;0,169;-0,52;-0,996;16,213;0,058
"milan";-0,64;0,268;-0,655;-0,882;-0,635;0,12;-0,65;32,105;-0,871;0,227;-0,777
"michel";-0,64;-0,675;-0,655;0,07;-0,635;-0,808;-0,65;-0,455;15,241;-0,705;2,719
"maurice";13,369;-0,289;-0,28;-0,377;2,482;-0,345;-0,278;-0,195;-0,372;-0,302;-0,332
"mari";-0,64;-0,675;-0,655;15,02;0,333;0,12;-0,65;-0,455;-0,871;0,227;-0,777
"lune";-0,548;4,549;0,512;0,185;-0,544;-0,692;-0,557;-0,39;0,195;-0,604;0,303
"louvre";-0,732;-0,772;-0,749;-1,008;66,393;-0,924;0,169;-0,52;-0,996;-0,806;-0,888
"look";0,182;-0,772;45,568;0,015;-0,726;-0,924;-0,743;-0,52;-0,996;-0,806;-0,888
"liste";-0,732;-0,772;0,163;-1,008;0,188;0,042;17,904;0,581;-0,996;-0,806;-0,888
"limiter";-0,548;-0,578;-0,561;-0,755;-0,544;0,263;0,523;20,346;-0,746;0,414;-0,666
"limite";-0,732;8,306;0,163;-1,008;0,188;-0,924;-0,743;0,581;-0,996;2,447;-0,888
"laurent";3,761;-0,675;0,3;-0,882;0,333;2,535;-0,65;0,829;-0,871;-0,705;-0,777
"lapin";-0,365;-0,385;-0,374;6,113;-0,362;-0,461;1,416;-0,26;-0,497;-0,402;1,013
"jurassien";-0,548;-0,578;-0,561;-0,755;-0,544;3,452;0,523;1,182;0,195;0,414;-0,666
"joyeux";0,546;-0,578;0,512;-0,755;-0,544;-0,692;-0,557;-0,39;9,325;-0,604;0,303
"jacques";13,664;-0,578;-0,561;-0,755;-0,544;-0,692;-0,557;-0,39;9,325;-0,604;-0,666
"italie";-0,64;0,268;-0,655;-0,882;-0,635;-0,808;-0,65;6,229;7,261;0,227;-0,777
"intérieur";-0,64;-0,675;-0,655;-0,882;-0,635;16,673;-0,65;6,229;-0,871;0,227;-0,777
"interviewer";10,95;-0,675;-0,655;-0,882;-0,635;-0,808;-0,65;-0,455;0,076;-0,705;8,492
"impliquer";-0,732;-0,772;-0,749;-1,008;-0,726;1,876;30,301;-0,52;-0,996;0,111;-0,888
"heureux";3,761;0,268;-0,655;0,07;-0,635;-0,808;-0,65;-0,455;0,076;-0,705;2,719
"harry";-0,548;12,812;-0,561;2,994;-0,544;-0,692;-0,557;-0,39;0,195;-0,604;-0,666
"glace";-0,64;-0,675;21,316;-0,882;-0,635;-0,808;-0,65;-0,455;7,261;-0,705;-0,777
"gall";-0,548;-0,578;-0,561;-0,755;0,557;-0,692;-0,557;-0,39;-0,746;40,024;-0,666
"février";-0,732;17,104;-0,749;-1,008;-0,726;-0,924;0,169;0,581;0,018;0,111;-0,888
"frontière";-0,732;-0,772;-0,749;-1,008;47,093;1,876;-0,743;-0,52;-0,996;-0,806;-0,888
"françois";8,936;0,141;2,8;-1,008;-0,726;-0,924;-0,743;0,581;0,018;-0,806;-0,888
"frais";0,182;0,141;2,8;-1,008;0,188;0,042;0,169;-0,52;-0,996;0,111;-0,888
"filmer";30,83;-0,772;-0,749;0,015;-0,726;-0,924;-0,743;0,581;-0,996;0,111;-0,888
"festif";-0,64;-0,675;-0,655;-0,882;-0,635;-0,808;-0,65;0,829;39,974;-0,705;-0,777
"faveur";-0,732;-0,772;-0,749;-1,008;2,956;13,694;-0,743;-0,52;-0,996;2,447;-0,888
"fantastique";-0,456;-0,482;-0,467;0,397;-0,453;4,781;-0,464;-0,325;0,412;-0,503;0,565
"examen";-0,64;-0,675;-0,655;-0,882;0,333;2,535;-0,65;-0,455;15,241;-0,705;-0,777
"envoyer";-0,274;-0,289;-0,28;-0,377;2,482;-0,345;2,4;3,91;-0,372;-0,302;-0,332
"envisager";-0,456;-0,482;-0,467;-0,629;-0,453;13,391;0,862;1,702;-0,621;-0,503;-0,554
"enthousiasme";0,891;-0,482;0,847;-0,629;-0,453;-0,576;-0,464;-0,325;0,412;0,717;0,565
"enseignant";-0,365;-0,385;-0,374;0,777;-0,362;-0,461;1,416;-0,26;-0,497;8,087;-0,443
"engagement";0,325;3,452;-0,655;-0,882;-0,635;-0,808;10,735;-0,455;-0,871;0,227;-0,777
"emji_téléviseur";0,546;4,549;-0,561;0,185;-0,544;-0,692;-0,557;-0,39;-0,746;4,261;-0,666
"emji_palette_de_peinture";-0,732;8,306;-0,749;-1,008;-0,726;-0,924;0,169;-0,52;1,6;0,111;0,058
"emji_ordinateur_portable";-0,732;0,141;-0,749;-1,008;-0,726;0,042;2,838;5,041;-0,996;2,447;-0,888
"emji_monument_classique";-0,548;-0,578;-0,561;-0,755;0,557;3,452;4,808;1,182;-0,746;-0,604;-0,666
"emji_maison";-0,732;-0,772;-0,749;-1,008;-0,726;-0,924;30,301;-0,52;0,018;2,447;-0,888
"emji_loupe_orientée_à_gauche";-0,732;-0,772;-0,749;-1,008;0,188;1,876;0,169;13,901;-0,996;0,111;-0,888
"emji_drapeau_russie";-0,732;-0,772;-0,749;-1,008;47,093;1,876;-0,743;-0,52;-0,996;-0,806;-0,888
"effort";-0,732;0,141;0,163;-1,008;0,188;6,427;-0,743;5,041;-0,996;-0,806;-0,888
"décès";-0,732;2,652;-0,749;-1,008;-0,726;-0,924;17,904;0,581;0,018;-0,806;-0,888
