"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"suisse";35,779;-5,513;-10,236;-12,274;-9,244;-12,612;72,321;-4,34;0,001;42,344;-7,616
"emji_drapeau_suisse";-27,625;3,221;-23,344;-32,932;0,177;3,593;69,587;-2,544;-7,126;177,423;-26,135
"année";3,222;0,986;0,087;0,284;-10,459;-11,477;41,728;-4,274;-2,686;0,065;0,01
"premier";0,638;9,703;-11,727;-10,324;-2,041;21,242;0,549;1,804;-0,119;1,113;-8,348
"émission";426,168;-5,943;-0,989;0;-5,324;-9,934;-7,304;-4,139;-5,728;-8,221;-1,298
"genève";-0,001;-1,546;-0,659;-0,981;0,122;-1,906;-0,627;3,288;-0,407;23,411;-0,374
"petit";-0,009;-3,955;13,749;49,892;-8,527;-11,38;-10,989;-1,275;-2,698;-7,678;30,938
"jeune";13,868;-9,402;-0,048;3,933;-5,053;-2,219;0,023;0,213;-0,206;-2,12;6,366
"grand";-0,603;0,016;0,049;0,738;-4,784;-0,189;-2,332;-2,316;6,146;1,851;0,457
"retrouver";481,73;-4,696;-1,742;-7,119;-6,05;-8,202;-4,407;-3,837;-1,514;-9,094;-1,732
"monde";0,264;-0,61;-5,032;-1,229;-1,04;-6,968;-0,092;-2,6;97,624;-1,594;-0,172
"rts";416,423;-5,481;-7,105;-8,175;-0,092;-2,682;-2,275;-1,454;-8,036;-1,734;-6,803
"jour";-3,662;2,765;-3,816;-3,096;1,055;16,927;-2,329;-0,15;0,225;-0,232;0,192
"femme";-0,164;-1,908;-0,208;-3,584;-0,685;0,074;32,044;-0,026;-3,494;0,413;0,614
"vie";12,113;-4,793;0,391;-3,971;-1,641;-6,368;-0,021;-0,018;-0,83;-5,149;55,972
"enfant";0,101;-5,418;-7,314;22,526;11,14;-1,127;0,492;1,457;-2,593;-2,482;-0,946
"miracle";460,12;-2,851;-4,702;-6,33;-4,559;-5,802;-4,666;-1,441;-6,254;-5,064;-1,941
"archive";592,615;-7,96;-5,599;-4,519;-3,61;-9,53;-5,543;-3,364;-3,004;-8,317;-5,094
"annoncer";-4,853;3,799;-5,008;-9,572;31,627;47,29;-4,956;-0,518;-3,721;0,949;-8,435
"samedi";264,872;0,011;-7,518;-7,9;10,407;-0,553;-7,461;-5,223;-7,783;-2,656;-8,92
"mettre";-1,716;-3,369;-0,849;-2,373;0,792;17,556;1,583;0,67;-2,294;5,173;-4,321
"lausanne";0,315;-0,001;0,256;-0,039;0,009;-0,757;1,009;0,07;-3,516;1,585;-0,119
"aller";-3,907;-0,056;-0,029;13,428;-3,863;-1,11;-3,994;-0,967;0,187;13,565;-0,013
"pays";-0,192;0,52;-4,91;-3,699;0,205;60,145;-0,002;-2,898;-2,294;-0,429;-0,759
"conseil";-4,567;-4,913;-1,682;-6,963;-4,518;35,232;-1,645;-0,411;-2,1;100,345;-5,922
"dernier";-4,283;0,883;-4,423;-8,753;4,052;0,201;5,702;-4,517;0,412;14,83;-1,235
"unir";-5,664;0,12;-5,797;-7,804;0;239,757;-2,113;-2,122;-2,303;-4,169;-6,877
"prendre";0,223;-1,908;-4,812;-2,273;0,242;-0,016;4,731;-0,446;0,206;-0,04;5,778
"heure";-1,098;-2,555;-4,038;1,478;-0,01;-1,11;-0,023;0,008;6,162;10,477;-1,968
"public";0,021;0;0,008;-3,244;-0,081;4,126;-0,609;0,202;0,04;4,261;-3,887
"nouveau";-4,001;2,34;-0,043;-2,801;-0,362;0,028;0,526;4,806;-0,7;7,449;-2,058
"homme";-0,301;-4,115;-0,017;-1,432;1,808;2,358;4,885;-0,173;-7,977;-0,552;8,717
"fin";-2,123;0,584;-0,009;-0,109;-0,001;8,286;0,742;-2,185;-2,407;1,22;-0,814
"passer";0,001;-0,3;-2,066;2,081;-5,523;-0,223;0;0,053;-1,124;12,31;0,249
"temps";5,055;-5,357;-0,089;27,742;-3,038;-2,633;-1,631;-0,027;-3,049;0,995;0,084
"novembre";-1,882;31,741;-3,561;-5,384;1,133;0,201;0,002;-0,086;-0,028;2,969;-6,64
"noël";-0,482;19,823;-3,622;0,159;-3,512;-4,469;-1,706;1,347;12,731;-0,07;-2,325
"fédéral";-3,627;-3,918;-3,751;-5,644;-2,007;11,413;43,252;-0,821;-3,753;23,125;-4,767
"canton";-0,971;-0,025;-2,232;-5,775;-0,001;-0,964;0,742;0,025;-5,685;103,358;-4,881
"face";-2,983;-0,101;-5,098;-1,662;3,341;0,06;1,591;11,394;-4,659;15,684;-3,973
"franc";-4,209;0,001;-4,308;-3,717;5,486;-5,315;5,18;-2,993;-2,041;78,674;-3,083
"décembre";-0,243;38,668;-4,505;-1,107;-0,23;-0,806;0,296;0,008;-5,992;8,626;-3,303
"devenir";0,49;2,381;-5,297;-0,861;-1,616;2,254;-3,241;-3,68;12,07;-0,234;0,489
"partir";0,147;-0,055;-0,47;3,805;-4,751;3,062;-1,4;0,287;-2,706;4,617;-0,972
"ville";-0,787;8,177;-0,135;0,01;0,06;-0,53;-0,126;-1,089;0,386;0,335;-1,384
"notamment";-3,35;5,695;-5,497;-7,4;-0,709;0,885;4,089;18,061;-0,966;1,722;-1,448
"mondial";-0,205;17,764;-2,445;-0,286;-2,324;-3,386;18,966;-1,263;1,954;-1,299;-3,193
"jeudi";-2,354;6,908;-4,406;-5,932;7,923;12,732;0,003;0,016;-0,978;0,175;-5,227
"romand";16,52;-0,037;0,8;-0,068;-1,245;-5,924;-0,014;-1,502;0,465;0,048;-0,219
"fête";2,767;-2,933;2,599;0,941;-0,985;-3,511;0,093;-0,403;4,717;-0,222;-1,493
"connaître";0,006;3,431;-3,561;10,243;-3,402;-3,059;1,009;-0,086;0,469;0,109;-2,836
"travail";-0,003;-0,533;-0,471;-0,352;-3,417;0,42;8,458;-0,755;-1,218;7,138;-0,144
"national";-1,271;-1,461;-2,812;-1,377;-2,678;5,233;0,833;-0,39;0,05;32,563;-3,637
"lundi";-2,532;0,865;-0,002;-4,097;40,811;3,807;-2,596;-1,382;-4,028;1,781;-3,414
"lancer";-1,199;-0,023;-0,008;-4,224;2,393;-0,957;-0,006;0,384;2,774;7,764;-3,525
"dimanche";-0,987;2,467;-4,406;-5,932;59,235;4,381;-2,415;-1,263;-0,978;0,175;-5,227
"vaudois";-0,008;-2,947;-2,812;-0,515;-2,678;0,159;-0,403;-0,39;6,328;10,32;0,241
"révéler";-5,176;-0,157;-5,297;-7,132;-3,129;-1,45;73,012;91,352;-3,165;-3,657;-2,531
"permettre";-4,402;-0,004;-1,129;-3,97;-2,412;-0,169;-0,27;32,051;-2,259;24,929;-0,112
"voir";-2,892;-1,621;0,082;-0,646;-0,447;-0,028;0,092;8,14;5,612;-3,352;0,737
"viser";-4,498;-2,756;-4,603;-6,197;2,581;23,432;4,294;-1,382;-4,028;23,968;-3,414
"rester";-1,345;0,072;-0,47;-0,579;2,05;1,644;11,664;0,287;-0,08;-3,252;-3,748
"rencontre";0,114;-5,152;0,082;-0,646;-0,447;0,088;-2,962;-3,473;2,159;-3,352;36,423
"près_de";0,008;1,085;-0,243;-3,843;2,993;0,382;42,297;-1,263;-3,777;-2,752;-5,227
"place";-3,349;-1,647;-1,557;-0,294;-0,36;1,608;8,992;-0,702;0,308;1,011;0,055
"diffuser";417,732;-3,043;-2,905;-4,48;-0,399;-6,046;-4,863;-1,562;-6,518;-5,277;-5,813
"santé";-1,199;-1,382;-0,008;-2,542;-2,589;3,544;12,746;44,728;-6,254;-1,545;-1,941
"projet";-1,574;7,83;-3,525;-4,745;-1,551;3,032;-1,62;3,663;-1,218;19,397;-2,219
"prix";-0,848;1,088;-0,069;-0,46;-2,572;1,754;6,18;3,359;-1,613;-1,057;-0,251
"nombreux";1,116;-0,011;1,003;16,208;-0,269;-0,209;-1,177;0,44;-2,369;-1,462;-3,414
"service";-0,427;1,069;-3,525;-1,258;0,318;-0,198;-0,456;-0,755;-4,688;53,169;-0,873
"mort";-0,37;-0,037;-2,812;-2,656;21,29;13,72;0,833;-3,335;-4,279;-0,605;-0,219
"mois";-4,017;5,351;-0,848;-5,535;1,867;-0,048;8,856;0,062;-5,468;10,645;-2,864
"lien";385,747;-1,461;-4,801;-4,352;-4,655;-5,924;-2,778;-3,335;-1,327;-3,151;-5,696
"état";-2,266;0,001;-4,308;-3,717;5,486;44,08;-0,193;-1,205;-2,041;-0,003;-0,557
"suivre";9,646;-2,193;0,632;-0,114;-3,891;0,118;0,063;-0,131;0,467;1,388;-4,761
"semaine";-3,921;0,031;-0,105;-3,341;-0,074;8,49;-0,097;-1,032;-1,723;24,783;-1,295
"nouvelle";-0,66;12,845;-3,915;-3,216;-0,642;-0,407;0,091;5,388;-3,158;5,479;-0,002
"français";-0,919;-0,254;-0,204;-3,717;-0,897;21,637;-2,324;0,028;-0,215;-0,335;5,209
"vendredi";-3,73;9,678;-3,817;-5,139;10,9;2,291;-0,634;0,145;-3,036;5,856;-2,539
"bio";459,797;-4,643;-4,505;-6,065;-2,412;-5,558;-4,47;-3,13;-3,902;-4,851;-3,303
"beau";0,01;-3,332;19,426;-0,97;-0,263;-3,989;-0,298;-2,246;8,44;-3,482;2,293
"américain";0,11;-0,11;-1,995;-3,216;-0,642;128,173;-0,071;-2,72;-3,158;-4,216;-4,645
"question";0,539;-4,338;-2,264;95,191;-4,081;-0,596;-0,895;0,043;-1,934;-0,288;-4,994
"président";-2,354;-0,297;-4,406;-3,843;-0,193;193,011;-1,034;-3,061;-3,777;-1,299;-5,227
"aimer";2,819;-3,733;15,791;-0,015;-3,512;-4,469;-3,594;-2,516;-2,792;-3,901;52,494
"proposer";0,531;-3,332;-3,233;-0,189;-3,134;-0,736;6,587;-0,002;3,235;5,51;-0,641
"offrir";-3,349;21,864;0,316;-2,601;-3,323;-2,257;-0,001;7,224;0;2,53;-4,066
"mardi";-3,539;-1,827;-3,622;-4,876;21,851;29,599;-0,016;-0,045;-4,818;4,061;-4,297
"journée";-0,374;-0,008;-0,002;13,999;-3,323;-0,155;-0,401;-0,702;-2,551;7,624;-0,794
"fois";3,903;1,645;-2,084;-5,403;-3,891;3,557;0,659;-1,032;-0,099;0,404;0,183
"atteindre";-2,266;93,157;-0,986;-5,799;-4,176;-1,72;15,247;0,028;-5,73;-1,219;-1,565
"âge";-0,081;1,645;-0,105;2,717;-1,976;0,118;-0,762;0,085;1,398;-4,322;-0,009
"présenter";5,719;-1,004;11,696;-5,667;-4,081;0,054;0,023;0,718;-0,815;4,48;-4,994
"début";-0,081;1,645;-0,781;-0,697;-0,703;-1,434;0,063;0,896;-1,723;0,404;6,331
"clip";459,91;-2,473;-4,308;-5,799;-4,176;-5,315;-4,275;-2,993;-3,653;-4,639;-5,111
"équipe";-0,148;-3,033;-2,942;0,793;-1,063;-1,714;-0,165;0,008;30,763;-0,271;-0,003
"social";-1,83;-3,934;-1,906;-5,139;-0,582;0,213;14,467;60,035;-0,519;-2,166;-0,275
"ski";-2,216;-0,643;91;-0,194;-2,199;-0,994;-0,001;-1,576;-0,18;-2,443;-0,909
"prévoir";-1,243;25,43;-3,136;-4,222;0,029;7,066;0,582;-2,179;-4,171;1,479;-1,8
"jeu";-0,112;0,059;-2,846;38,925;-2,759;-1,608;-2,824;0,823;2,508;-3,065;-1,493
"initiative";-3,254;-0,002;-3,33;-4,483;-1,385;1,805;0,001;-2,313;-4,429;124,574;-3,951
"europe";-3,635;0,823;-3,72;-2,968;0,205;0,272;20,091;1,221;-1,415;3,757;-4,413
"couper";4,094;-0,798;-2,46;-3,312;-2,385;-0,196;-0,727;-1,709;14,982;14,94;-2,919
"animal";1,651;-0,002;-3,33;-1,064;-3,228;-4,109;9,562;40,235;-4,429;-1,691;0,749
"retour";-1,243;14,433;-1,302;-2,238;0,029;-0,054;-0,251;0;3,561;-0,38;-0,569
"rendre";-1,574;1,069;-0,008;-4,745;-1,551;0,42;-0,006;6,81;-0,002;2,3;-0,144
"famille";0,11;0,62;-1,995;-3,216;-0,052;-0,407;0,756;-2,72;0,059;1,543;4,286
"découvrir";32,962;0;0,468;-0,97;-1,304;-3,989;0,006;-0,598;0,019;-1,598;-0,049
"droit";-0,148;0,033;-2,942;-2;-0,14;41,486;-0,165;-2,044;-0,673;1,873;-3,491
"police";-2,781;-2,933;-1,055;-3,831;170,128;-0,003;-2,824;-1,977;-3,785;0,029;-1,493
"occasion";1,323;-1,737;5,246;6,637;-0,413;-0,984;-1,62;-0,03;1,039;-1,879;-2,219
"gaza";-3,444;-3,633;-3,525;-4,745;283,864;0,42;-3,498;-2,449;-4,688;-1,879;-4,182
"amour";2,589;-1,918;7,364;3,539;-1,719;-4,59;-1,793;-2,584;-4,948;-4,006;29,991
"étude";-1,49;-0,473;-3,427;-4,614;-3,323;-4,229;43,967;124,308;-4,559;-3,691;-2,113
"école";-0,848;-0,959;0,176;35,801;-0,832;-0,309;1,247;-1,843;-1,613;-1,057;-1,294
"octobre";-0,112;0,799;-2,846;-3,831;32,389;-3,511;-0,127;2,816;-0,033;0,655;-3,376
"matin";-1,243;0,005;-1,302;-0,879;82,808;-0,054;-3,112;-0,548;-4,171;0;-0,569
"international";-1,574;0,199;-3,525;-4,745;3,134;8,036;0,269;1,484;-0,002;0,882;-4,182
"emji_drapeau_états";-3,826;-0,793;-3,915;-5,271;-3,796;326,922;-3,885;-2,72;-5,208;-4,216;-4,645
"18h45";461,695;-4,035;-3,915;-5,271;-3,796;-4,831;-3,885;-2,72;-5,208;-4,216;-4,645
"nuit";-2,97;33,71;-1,219;0,061;4,704;-1,821;-3,016;-2,111;-4,042;1,667;-0,012
"histoire";9,627;-0,128;-2,749;-0,538;0,165;1,533;-0,093;-0,358;-0,513;-2,961;1,75
"enquête";-3,444;-3,633;-3,525;-2,723;1,362;3,032;50,258;3,663;-4,688;-0,629;-0,873
"emji_ballon_de_football";-0,357;-0,425;-1,981;-0,056;-1,921;-0,708;-1,966;-1,376;79,098;-0,487;-2,35
"victime";-1,082;-0,211;-1,136;-3,961;2,559;1,157;45,683;-0,45;-3,914;0,012;-3,491
"saison";-0,031;-0,063;15,683;-3,442;-2,478;-3,154;0,249;-0,271;9,683;0,132;-3,033
"mercredi";-1,324;0,392;-1,386;-4,352;-1,304;42,895;-3,208;-0,002;-4,3;17,247;-3,835
"ligne";-0,004;-0,018;-2,364;-3,183;-0,003;-1,093;-0,652;21,361;-3,145;29,207;-2,805
"créer";-1,324;0;-1,386;-4,352;1,884;0,079;-3,208;8,135;1,551;-0,004;0,875
"souligner";-3,254;0,318;-3,33;-4,483;1,695;0,048;37,957;7,665;-4,429;-1,691;-0,716
"revenir";4,62;0,571;-1,219;-4,091;-2,946;-1,821;7,576;0,621;-0,758;0,003;1,171
"partie";-3,254;0,318;-3,33;-2,479;3,693;6,086;13,734;-0,65;-1,028;-0,013;-2,008
"marquer";-0,003;2,631;-0,471;-2,723;-0,413;20,024;0,269;-0,03;-1,218;-0,047;-4,182
"emji_drapeau_france";-3,349;-0,473;-3,427;-4,614;18,402;46,357;-1,535;-2,381;-1,122;1,011;-4,066
"trouver";0,209;-0,959;-0,895;22,773;-0,832;-3,273;0,186;-0,314;-0,437;-2,857;1,985
"tour";-0,229;0,005;4,029;-2,238;0,029;2,256;-3,112;-2,179;3,561;-1,505;0,177
"demander";-2,686;-2,833;-2,749;-0,019;-0,908;13,707;-0,093;3,076;-3,657;17,105;-1,393
"attendre";-3,254;22,98;-1,471;-0,239;-0,311;0,611;0,406;-0,008;-2,431;-0,5;0,087
"armée";0,045;-3,132;0,662;-2,119;54,01;-1,821;-3,016;-2,111;-4,042;-0,324;5,174
"ancien";0,002;-0,002;-3,33;-4,483;-1,385;40,95;-0,349;-0,008;0,387;-0,013;-2,008
"suite";-2,781;-0,168;-2,846;-3,831;49,392;8,838;0,093;-0,403;-0,592;-3,065;-1,493
"soir";-1,003;-0,168;-1,055;-1,882;2,825;5,603;-2,824;-0,403;0,166;4,365;-0,368
"partager";0,369;0,254;-1,557;0;-0,36;-2,257;0,333;-0,018;0;-3,691;13,044
"ouvrir";-0,925;2,656;-0,974;-3,701;-0,075;13,707;-0,093;-0,358;1,162;-2,961;0,005
"groupe";-2,781;8,116;-2,846;-3,831;-0,985;8,838;-0,127;0,823;-0,033;0,029;0
"train";-1,193;-1,258;-0,012;0,238;0,87;-1,506;-1,211;-0,848;0,254;7,412;0,431
"souvenir";74,026;-0,257;-0,216;0,661;-2,946;-3,75;-3,016;-2,111;-0,758;-3,273;1,171
"publier";-2,97;0,015;-3,039;-4,091;2,314;-0,031;16,282;36,204;-4,042;-0,324;-3,605
"prochain";-2,31;0,333;-2,364;-0,253;-2,292;0,889;-0,652;-1,642;-1,277;67,312;-2,805
"jean";46,768;-2,635;-0,817;-1,534;-2,478;-3,154;-0,802;-1,776;1,571;0,132;0,724
"voiture";-0,015;-2,536;16,767;1,744;-0,012;-3,036;-0,727;-0,231;0,007;1,252;-2,919
"télévision";125,117;-0,257;-1,219;-2,119;0,051;-3,75;-3,016;-2,111;-0,758;-1,414;-0,499
"trump";-2,875;-3,033;-2,942;-3,961;-0,14;236,652;-2,92;-2,044;-3,914;-3,169;-3,491
"sortir";0,11;0,799;-1,055;0,941;2,825;3,102;-2,824;-1,977;-0,592;0,655;-3,376
"saint";0,982;0,016;-0,386;-2,667;-0,347;-0,014;-1,966;-0,065;-0,85;29,213;-0,639
"population";-1,003;-1,126;-2,846;-3,831;5,519;0,302;18,292;-0,403;-3,785;4,365;-0,368
"france";-2,686;0,093;-2,749;-0,538;-0,075;9,525;-0,958;0,035;-0,014;8,034;-1,393
"eau";-0,081;0,093;13,758;-3,701;1,179;-3,392;-2,728;-0,358;1,162;0,778;-0,307
"également";-1,082;0,033;-2,942;-0,069;0,887;0,23;-1,118;47,834;-1,958;0,012;-3,491
"valoir";0,004;0,535;0,001;2,644;0,005;-0,896;-2,156;-1,509;2,729;0,434;-2,577
"sécurité";-0,925;-2,833;-2,749;-0,538;3,117;9,525;5,695;-0,358;-3,657;4,769;-3,262
"réseau";-1,082;-3,033;-1,136;-3,961;0,887;1,157;-0,165;84,5;-1,958;-0,271;-1,595
"rapport";-1,003;-2,933;-2,846;-3,831;-0,985;-0,438;118,726;2,816;-0,592;-3,065;-1,493
"raconter";46,605;-3,033;0,054;-0,702;-2,853;-1,714;-2,92;-2,044;2,234;-1,323;1,345
"neige";-2,31;17,148;17,944;0,604;-2,292;-2,917;-2,346;-1,642;0,025;-0,802;-1,003
"haut";2,767;0,799;-2,846;-1,882;-2,759;-1,608;5,249;-0,403;2,508;-1,233;1,537
"art";-0,772;6,222;10,662;-1,534;-2,478;-1,295;-0,802;-0,271;3,507;-0,097;-1,196
"vivre";6,376;-2,734;-2,653;-0,005;-0,832;-3,273;0,186;-0,314;0,309;-0,134;11,015
"venir";-0,054;-0,093;27,008;-0,005;-2,572;-1,398;-2,632;-1,843;5,669;-0,134;-1,294
"vacance";-0,42;-2,14;60,569;-2,796;-0,41;-2,563;-0,442;-1,443;0,155;-2,237;1,685
"record";-0,772;43,717;-0,817;-1,534;0,289;-1,295;-0,039;-1,776;1,571;-0,971;-3,033
"musique";-2,029;0,003;22,166;-0,98;-2,013;-0,801;-2,061;-1,443;20,295;-0,562;-2,464
"genevois";-2,31;-0,72;-0,009;4,236;-0,613;-0,146;-2,346;-0,192;-1,277;-0,038;19,213
"désormais";-0,054;0,136;-2,653;-3,571;3,435;3,807;3,244;1,072;-3,528;-0,134;-0,251
"cas";-2,31;-2,437;0,394;4,236;-2,292;-2,917;24,844;-0,192;-3,145;6,783;-2,805
"artiste";-2,686;31,416;-2,749;-1,765;-0,908;-0,372;-2,728;-0,358;16,554;-1,145;-0,307
"affaire";-0,848;-2,734;-0,895;-3,571;0,221;32,621;3,244;-0,314;-3,528;-0,134;0,018
"violence";-2,31;-0,72;-2,364;-1,308;4,585;2,577;32,585;-0,192;-3,145;-0,802;-1,003
"réponse";-0,112;-2,933;-1,055;46,573;-0,985;-3,511;0,093;2,816;-0,592;-1,233;-1,493
"remporter";-2,029;9,558;-2,077;-0,98;0,019;16,364;-2,061;-1,443;3,112;-2,237;-2,464
"poste";-2,404;-2,536;-2,46;-3,312;-0,684;7,882;23,318;-1,709;-1,387;3,259;0,074
"lieu";3,055;0,093;-2,749;-3,701;5,978;1,533;-2,728;-1,91;8,251;-0,176;-3,262
"festival";-1,656;1,423;-1,695;-2,282;-0,178;-0,445;-1,682;-0,009;9,231;-0,279;6,451
"emji_drapeau_territoires_palestiniens";-2,875;-3,033;-2,942;-3,961;258,219;-0,014;-2,92;-2,044;-3,914;-1,323;-3,491
"centre";-2,592;0,136;-0,895;-0,46;6,476;3,807;3,244;3,359;-3,528;-1,057;-3,147
"sexuel";0,275;-2,635;-2,556;-0,387;-0,028;11,077;28,925;-0,271;-3,4;-2,753;-1,196
"rue";-0,031;-2,635;21,669;0,373;-0,028;0,019;-0,802;-1,776;0;-0,097;-1,196
"mode";0,155;-0,128;5,604;11,79;-2,665;-3,392;-0,958;-1,91;-3,657;-0,176;3,796
"meilleur";2,206;12,685;-0,592;-3,054;-2,199;-2,799;-0,001;-1,576;17,398;-2,443;-0,909
"laisser";-2,029;-0,495;-0,452;26,501;0,019;1,494;-2,061;-0,092;-0,085;-0,562;-2,464
"donner";10,331;-0,959;-2,653;-0,005;-2,572;1,754;-0,879;-1,843;-3,528;0,088;11,015
"donald";-2,781;-2,933;-2,846;-3,831;-0,105;227,698;-2,824;-1,977;-3,785;-3,065;-3,376
"compte";16,064;2,476;-2,077;-0,98;-0,41;-2,563;0,77;10,823;-2,762;-0,562;-2,464
"événement";8,834;12,685;-2,268;-3,054;-2,199;-0,103;-2,251;-0,156;0,054;0,336;-0,071
"évoquer";6,376;-0,093;-2,653;-1,649;-0,049;-1,398;-0,879;-0,314;1,355;-1,057;11,015
"village";13,568;12,519;-1,79;-0,671;-1,736;-2,209;-1,777;-0,022;-0,005;-0,345;0,007
"ministre";-2,498;-0,063;-2,556;-3,442;7,017;94,255;-2,537;-1,776;-3,4;-0,971;-3,033
"guerre";-2,029;-2,14;-2,077;-0,98;62,796;6,937;-2,061;-1,443;-0,954;-0,562;-0,727
"feu";-0,42;0,003;2,668;-2,796;2,875;0,267;-2,061;-1,443;-0,085;2,21;-0,018
"européen";-0,555;-0,006;-2,268;-3,054;-2,199;13,958;0,512;22,734;-3,017;0,336;-2,691
"emji_balance_à_poids";-2,686;-2,833;-2,749;-3,701;-0,075;183,831;-0,958;-0,358;-3,657;-2,961;-3,262
"célèbre";-0,848;41,417;-2,653;-3,571;-0,832;-3,273;-2,632;-0,314;3,142;-0,134;1,985
"cours";0,353;-0,038;-2,46;3,797;0,368;-0,196;7,282;-0,231;-3,272;0,187;-2,919
"âgé";1,946;-2,437;-2,364;0,019;4,585;-1,093;4,361;-0,192;0,64;-2,546;-0,108
"tête";-0,296;-1,943;1,09;17,02;-1,828;-0,617;-0,313;-0,041;-0,749;0,019;0
"succès";-2,216;-0,006;-2,268;2,308;-2,199;2,916;-0,58;9,284;0,79;-2,443;-0,071
"région";-0,626;1,664;-2,364;-3,183;8,251;0,889;-0,652;-1,642;-1,277;6,783;-0,108
"raison";-2,404;10,899;-0,741;0,004;1,753;0,043;-0,727;-0,231;-3,272;6,21;-2,919
"nombre";-2,216;-0,643;-0,592;-3,054;-0,543;-0,994;78,175;-0,156;-3,017;4,033;-2,691
"montrer";-0,555;-2,338;-0,592;-0,194;0,57;-0,103;4,81;15,269;-1,168;-0,72;-0,071
"mesure";-2,31;-2,437;-0,666;-3,183;-2,292;12,912;12,506;-0,192;-3,145;16,035;-2,805
"hiver";-2,029;5,441;15,519;-2,796;0,019;-2,563;0,77;-0,092;-2,762;0,549;-0,727
"fribourg";-0,357;-2,042;-1,981;1,341;-1,921;-0,014;3,076;-1,376;3,543;5,539;-2,35
"film";-0,487;19,756;0,001;-0,141;-2,106;-2,681;-2,156;-0,122;-1,06;-2,34;16,043
"expliquer";-0,031;0,19;-0,044;-1,534;-0,758;-1,295;-0,039;35,704;-1,499;2,926;-3,033
"course";-0,357;-2,042;0,027;-0,875;-0,347;0,364;-1,966;-0,065;29,031;0,004;-2,35
"commencer";-0,093;0,283;-1,505;-2,026;-0,088;-0,288;0,34;1,167;6,736;-1,621;0,117
"chiffre";-2,123;0;-2,172;-2,925;-0,475;0,188;36,911;-1,509;0,097;0,434;-0,817
"vin";1,788;5,678;0,028;-0,013;-0,909;-1,156;-0,93;-0,651;-0,011;0,009;0
"soleil";-1,656;0,126;94,706;-0,574;-1,643;-2,092;-1,682;-1,178;-2,255;-1,825;0,027
"seulement";-2,029;0,003;-0,452;-0,98;0,841;-2,563;30,297;5,72;-0,954;-0,562;-2,464
"réduire";-2,029;0,003;-2,077;-2,796;-2,013;-0,036;30,297;5,72;-2,762;4,982;-2,464
"politique";-0,555;-0,643;-2,268;-1,197;-2,199;71,721;0,512;-1,576;-3,017;0,336;-2,691
"plan";-1,843;-1,943;-0,322;-2,539;3,657;13,344;1,117;-0,041;-0,749;0,845;-2,237
"pari";-0,015;-0,798;-0,023;-3,312;4,166;11,955;-0,727;-0,231;0,007;-0,065;-1,099
"journaliste";8,834;-2,338;-0,592;2,308;0;-0,994;-0,58;-0,156;0,79;-0,72;-0,071
"israélien";-1,843;-1,943;-1,886;-2,539;177,904;-0,002;-1,871;-1,31;-2,508;-2,031;-2,237
"habitant";-0,015;3,622;-2,46;-1,42;4,166;-3,036;0,323;-1,709;-1,387;10,103;-0,151
"décision";-2,31;-0,72;-2,364;-3,183;0,461;47,701;0,41;0,164;-3,145;0,254;-2,805
"cinéma";0,016;5,441;-2,077;5,856;-2,013;-2,563;-2,061;-1,443;-2,762;-2,237;23,838
"campagne";0;-2,338;-0,592;-0,194;0,57;5,682;0,512;9,284;-3,017;-0,72;-0,909
"accueillir";-0,015;10,899;-2,46;-3,312;0,368;2,273;-0,02;-0,231;0,512;-0,886;-1,099
"voyage";0,353;-2,536;-0,023;10,272;-0,012;-0,196;-2,441;-0,231;-1,387;-0,065;2,537
"risque";-2,123;0;-2,172;-0,141;-0,475;0,188;5,306;44,621;-1,06;-2,34;-2,577
"membre";-2,123;0;-2,172;-1,088;9,729;3,294;5,306;-0,122;-1,06;-0,005;-2,577
"important";-2,029;0,003;-0,452;-0,98;6,121;6,937;0,77;-0,092;-2,762;0;-0,727
"emji_gyrophare";-2,31;-0,72;-2,364;-3,183;42,611;0,889;7,909;-0,192;-3,145;-0,038;-2,805
"danse";-1,47;-1,551;0,328;-0,391;-1,459;-1,857;-1,493;-1,046;67,399;-1,621;-0,247
"causer";-1,936;10,442;-1,981;-2,667;11,521;-0,014;11,101;-0,065;-2,635;-2,134;-2,35
"blanc";-0,487;-0,568;5,226;0,085;-0,475;-0,066;-2,156;-1,509;-1,06;-0,005;10,917
"appeler";37,644;-2,239;-0,521;-1,088;2,546;-0,066;-0,51;-0,122;-2,89;-0,005;-0,817
"annonce";-0,296;11,424;-0,322;0,304;-0,287;2,055;-0,313;-0,041;-2,508;0,019;-2,237
"édition";-2,029;58,465;-2,077;-2,796;-2,013;-0,801;-2,061;-1,443;14,591;-2,237;-0,727
"toucher";-2,029;0,663;-2,077;-2,796;2,875;1,494;5,856;5,72;-2,762;0;-2,464
"participer";4,059;1,188;-1,79;-0,671;-0,231;0,001;-1,777;0,666;-0,65;1,032;0,007
"parler";66,856;-2,338;-2,268;0,75;0;-2,799;-0,58;-1,576;-0,18;-0,72;-0,909
"mener";-2,31;-2,437;-2,364;-3,183;18,788;-1,093;7,909;14,277;-3,145;-0,038;-0,108
"manquer";-1,749;-1,845;3,871;-0,007;-1,736;-0,529;-1,777;13,786;0,445;-0,345;0,731
