"";"";"";"";"*postReposts_10";""
"1";"*postReposts_10";"0.870682492723686";"-0.361763549118312";"1.02690306374198";"39"
"2";"*postDate_3-11-2025";"0.580052387656206";"-0.307233630043902";"1.01762660924954";"45"
"3";"*postDate_31-5-2023";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"72"
"4";"*postLikes_354";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"74"
"5";"*postDate_24-6-2022";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"75"
"6";"*a_0222";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"76"
"7";"*postDate_8-6-2022";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"77"
"8";"*postDate_24-11-2021";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"79"
"9";"*i_0940";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"82"
"10";"*i_0918";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"84"
"11";"*postReposts_264";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"85"
"12";"*i_0899";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"86"
"13";"*postReposts_172";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"87"
"14";"*i_0896";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"88"
"15";"*postReposts_130";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"89"
"16";"*i_0882";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"90"
"17";"*i_0868";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"91"
"18";"*i_0865";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"92"
"19";"*postReposts_49";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"93"
"20";"*i_0850";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"94"
"21";"*i_0842";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"95"
"22";"*i_0824";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"96"
"23";"*i_0817";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"97"
"24";"*i_0809";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"98"
"25";"*i_0806";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"99"
"26";"*i_0801";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"100"
"27";"*i_0779";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"101"
"28";"*i_0773";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"102"
"29";"*i_0739";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"103"
"30";"*i_0735";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"104"
"31";"*i_0734";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"105"
"32";"*i_0732";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"106"
"33";"*i_0731";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"107"
"34";"*i_0729";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"108"
"35";"*i_0722";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"109"
"36";"*i_0711";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"110"
"37";"*postComments_332";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"111"
"38";"*i_0695";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"112"
"39";"*i_0682";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"113"
"40";"*i_0675";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"114"
"41";"*i_0673";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"115"
"42";"*i_0629";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"116"
"43";"*i_0623";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"117"
"44";"*i_0615";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"118"
"45";"*i_0608";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"119"
"46";"*i_0584";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"120"
"47";"*i_0583";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"121"
"48";"*i_0574";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"122"
"49";"*i_0552";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"123"
"50";"*i_0537";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"124"
"51";"*i_0535";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"125"
"52";"*i_0530";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"126"
"53";"*i_0519";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"127"
"54";"*i_0514";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"128"
"55";"*i_0485";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"129"
"56";"*i_0480";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"130"
"57";"*i_0478";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"131"
"58";"*postReposts_230";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"132"
"59";"*i_0477";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"133"
"60";"*i_0471";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"134"
"61";"*i_0468";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"135"
"62";"*postLikes_11900";"0.766435815817013";"-1.53869618508034";"0.990710088368546";"136"
"63";"*postDate_30-11-2025";"0.760347342583725";"0.171362262371625";"0.967926030592563";"145"
"64";"*postDate_25-11-2025";"0.457286418135871";"-0.741751296334167";"0.966963845153187";"146"
"65";"*postReposts_77";"0.859623015887476";"-1.33903629533831";"0.962140582245548";"155"
"66";"*postComments_176";"0.866357106735185";"-0.980828439740509";"0.962140582245548";"156"
"67";"*postLikes_3800";"0.680763654082752";"-0.241806668879866";"0.95934037590275";"160"
"68";"*postDate_20-12-2025";"0.827888738895423";"-0.725962031268066";"0.95934037590275";"161"
"69";"*postDate_16-12-2025";"0.725732031674475";"-0.734824484931478";"0.95934037590275";"162"
"70";"*postLikes_10700";"0.467081364792693";"-1.19911404376506";"0.955528641277531";"164"
"71";"*postReposts_24";"0.276769435332054";"-1.03858094787491";"0.951519535280133";"165"
"72";"*postLikes_4100";"1.12120592620451";"0.752193038572589";"0.941749652357242";"167"
"73";"*postComments_39";"0.578054590927658";"0.840693909567967";"0.940651774099493";"168"
"74";"*postDate_10-12-2025";"1.11468604515043";"0.66784603480252";"0.938517696137801";"170"
"75";"*postDate_18-11-2025";"0.925676187206608";"0.0217020056481366";"0.938517696137801";"171"
"76";"*postDate_24-7-2024";"1.67950065416504";"2.22269245705757";"0.936667339523617";"184"
"77";"*postLikes_585";"1.67950065416504";"2.22269245705757";"0.936667339523617";"185"
"78";"*postComments_297";"1.67950065416504";"2.22269245705757";"0.936667339523617";"186"
"79";"*postLikes_348";"1.67950065416504";"2.22269245705757";"0.936667339523617";"187"
"80";"*postDate_11-4-2024";"1.67950065416504";"2.22269245705757";"0.936667339523617";"190"
"81";"*postDate_9-11-2023";"1.67950065416504";"2.22269245705757";"0.936667339523617";"194"
"82";"*postDate_2-10-2023";"1.67950065416504";"2.22269245705757";"0.936667339523617";"196"
"83";"*a_0472";"1.67950065416504";"2.22269245705757";"0.936667339523617";"197"
"84";"*postDate_21-8-2023";"1.67950065416504";"2.22269245705757";"0.936667339523617";"198"
"85";"*postDate_22-5-2023";"1.67950065416504";"2.22269245705757";"0.936667339523617";"200"
"86";"*postDate_15-5-2023";"1.67950065416504";"2.22269245705757";"0.936667339523617";"202"
"87";"*a_0418";"1.67950065416504";"2.22269245705757";"0.936667339523617";"203"
"88";"*a_0286";"1.67950065416504";"2.22269245705757";"0.936667339523617";"204"
"89";"*postDate_26-9-2022";"1.67950065416504";"2.22269245705757";"0.936667339523617";"205"
"90";"*a_0202";"1.67950065416504";"2.22269245705757";"0.936667339523617";"206"
"91";"*postLikes_210";"1.67950065416504";"2.22269245705757";"0.936667339523617";"207"
"92";"*postDate_2-5-2022";"1.67950065416504";"2.22269245705757";"0.936667339523617";"208"
"93";"*a_0055";"1.67950065416504";"2.22269245705757";"0.936667339523617";"209"
"94";"*postLikes_991";"1.67950065416504";"2.22269245705757";"0.936667339523617";"210"
"95";"*postDate_13-9-2021";"1.67950065416504";"2.22269245705757";"0.936667339523617";"211"
"96";"*i_0978";"1.67950065416504";"2.22269245705757";"0.936667339523617";"214"
"97";"*postLikes_967";"1.67950065416504";"2.22269245705757";"0.936667339523617";"215"
"98";"*i_0975";"1.67950065416504";"2.22269245705757";"0.936667339523617";"216"
"99";"*i_0962";"1.67950065416504";"2.22269245705757";"0.936667339523617";"217"
"100";"*i_0957";"1.67950065416504";"2.22269245705757";"0.936667339523617";"218"
"101";"*i_0950";"1.67950065416504";"2.22269245705757";"0.936667339523617";"219"
"102";"*i_0944";"1.67950065416504";"2.22269245705757";"0.936667339523617";"220"
"103";"*i_0935";"1.67950065416504";"2.22269245705757";"0.936667339523617";"221"
"104";"*i_0930";"1.67950065416504";"2.22269245705757";"0.936667339523617";"222"
"105";"*postReposts_1400";"1.67950065416504";"2.22269245705757";"0.936667339523617";"223"
"106";"*i_0914";"1.67950065416504";"2.22269245705757";"0.936667339523617";"224"
"107";"*i_0911";"1.67950065416504";"2.22269245705757";"0.936667339523617";"225"
"108";"*postReposts_155";"1.67950065416504";"2.22269245705757";"0.936667339523617";"226"
"109";"*i_0892";"1.67950065416504";"2.22269245705757";"0.936667339523617";"227"
"110";"*i_0881";"1.67950065416504";"2.22269245705757";"0.936667339523617";"228"
"111";"*i_0863";"1.67950065416504";"2.22269245705757";"0.936667339523617";"229"
"112";"*postLikes_947";"1.67950065416504";"2.22269245705757";"0.936667339523617";"230"
"113";"*i_0857";"1.67950065416504";"2.22269245705757";"0.936667339523617";"231"
"114";"*postComments_137";"1.67950065416504";"2.22269245705757";"0.936667339523617";"232"
"115";"*i_0851";"1.67950065416504";"2.22269245705757";"0.936667339523617";"233"
"116";"*i_0840";"1.67950065416504";"2.22269245705757";"0.936667339523617";"234"
"117";"*i_0829";"1.67950065416504";"2.22269245705757";"0.936667339523617";"235"
"118";"*i_0825";"1.67950065416504";"2.22269245705757";"0.936667339523617";"236"
"119";"*postLikes_39500";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"256"
"120";"*postComments_745";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"257"
"121";"*postReposts_662";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"258"
"122";"*postLikes_33200";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"264"
"123";"*postComments_266";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"265"
"124";"*postReposts_591";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"266"
"125";"*a_0943";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"268"
"126";"*postDate_3-10-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"269"
"127";"*postDate_26-9-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"272"
"128";"*postLikes_44000";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"274"
"129";"*postComments_1200";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"275"
"130";"*postReposts_607";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"276"
"131";"*a_0935";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"277"
"132";"*postReposts_141";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"278"
"133";"*a_0934";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"279"
"134";"*postDate_21-9-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"281"
"135";"*postDate_19-9-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"283"
"136";"*a_0931";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"284"
"137";"*postLikes_195100";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"285"
"138";"*postComments_880";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"286"
"139";"*postDate_17-9-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"287"
"140";"*a_0928";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"288"
"141";"*postDate_12-9-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"289"
"142";"*a_0924";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"290"
"143";"*postComments_128";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"291"
"144";"*postDate_5-9-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"292"
"145";"*a_0921";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"293"
"146";"*postLikes_109300";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"294"
"147";"*postComments_1500";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"295"
"148";"*postDate_31-8-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"296"
"149";"*a_0920";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"297"
"150";"*postDate_29-8-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"298"
"151";"*a_0919";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"299"
"152";"*postComments_240";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"300"
"153";"*postDate_27-8-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"301"
"154";"*a_0916";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"302"
"155";"*postDate_22-8-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"303"
"156";"*postLikes_912";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"305"
"157";"*postDate_19-8-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"306"
"158";"*a_0911";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"307"
"159";"*postDate_15-8-2025";"-2.65177261149216";"4.05541830248665";"0.935594132687391";"308"
"160";"*postLikes_21700";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"310"
"161";"*postLikes_247";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"312"
"162";"*postDate_29-1-2025";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"313"
"163";"*postDate_9-1-2025";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"315"
"164";"*a_0707";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"316"
"165";"*postDate_16-9-2024";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"317"
"166";"*a_0694";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"318"
"167";"*postDate_26-8-2024";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"319"
"168";"*postLikes_405";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"321"
"169";"*postDate_30-5-2024";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"322"
"170";"*a_0526";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"323"
"171";"*postDate_19-11-2023";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"324"
"172";"*a_0515";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"325"
"173";"*postDate_1-11-2023";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"326"
"174";"*postLikes_391";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"328"
"175";"*postDate_19-10-2023";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"329"
"176";"*a_0494";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"330"
"177";"*postDate_26-9-2023";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"331"
"178";"*a_0435";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"332"
"179";"*postLikes_315";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"333"
"180";"*postDate_9-6-2023";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"334"
"181";"*a_0408";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"335"
"182";"*postDate_24-4-2023";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"336"
"183";"*a_0393";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"337"
"184";"*postDate_31-3-2023";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"338"
"185";"*a_0316";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"339"
"186";"*postLikes_656";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"340"
"187";"*postDate_15-11-2022";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"341"
"188";"*postComments_75";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"342"
"189";"*a_0088";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"343"
"190";"*postLikes_253";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"344"
"191";"*postDate_31-10-2021";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"345"
"192";"*i_0991";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"347"
"193";"*i_0990";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"348"
"194";"*postComments_195";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"349"
"195";"*i_0977";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"350"
"196";"*i_0974";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"351"
"197";"*i_0968";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"352"
"198";"*i_0964";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"353"
"199";"*i_0955";"0.906216615922707";"-1.23920635046729";"0.933509397568744";"354"
