"";"";"";"";"humanitaire";""
"51";"emji_nuage_avec_éclair_et_pluie";"0.307303003008972";"-1.56663475650411";"0.953397822151369";"262"
"52";"diamètre";"0.307303003008972";"-1.56663475650411";"0.953397822151369";"263"
"53";"emji_trophée";"0.48261360620041";"-0.902282126850283";"0.953238063714232";"266"
"54";"emji_voiture_de_police_de_face";"1.63637245866679";"1.70140485944495";"0.949076913723689";"272"
"55";"liaison";"0.786638088360148";"-0.464072618286946";"0.946732551541517";"285"
"56";"favoriser";"0.425371155856353";"-1.36147520609769";"0.942099556864546";"293"
"57";"climatique";"0.614257449271479";"-1.14115261871067";"0.939279634683455";"299"
"58";"benjamin";"0.807494473256331";"-0.440157859871192";"0.939279634683455";"300"
"59";"souligner";"0.892911159976178";"-0.439405313097685";"0.939272204058472";"301"
"60";"organisation";"0.83304306924231";"-0.6691474736555";"0.937767502499392";"306"
"61";"découverte";"0.433711403059383";"-0.984793527427136";"0.936311100002702";"307"
"62";"chiffre";"0.60510186050383";"-0.649873080185997";"0.935385987192305";"309"
"63";"blesser";"1.59654081147029";"1.64030051519768";"0.935311680942474";"310"
"64";"soupçonner";"1.59654081147029";"1.64030051519768";"0.935311680942474";"312"
"65";"député";"1.54079198157918";"0.952047331823508";"0.933405725634305";"315"
"66";"nicolas";"1.45146762486741";"1.28997307605736";"0.933405725634305";"317"
"67";"accident";"0.830584868780488";"-0.632060373360603";"0.931927031262666";"321"
"68";"statistique";"0.800688842634224";"-1.32876609913156";"0.931919600637683";"322"
"69";"expliquer";"0.179067328341751";"-0.630568772031813";"0.930901605014996";"326"
"70";"refus";"1.87206579354405";"1.60784767156319";"0.927843902834446";"332"
"71";"suffrage";"1.87206579354405";"1.60784767156319";"0.927843902834446";"333"
"72";"publication";"1.87206579354405";"1.60784767156319";"0.927843902834446";"334"
"73";"présidentiel";"1.87206579354405";"1.60784767156319";"0.927843902834446";"335"
"74";"politicien";"1.87206579354405";"1.60784767156319";"0.927843902834446";"336"
"75";"innocence";"1.87206579354405";"1.60784767156319";"0.927843902834446";"337"
"76";"incarcérer";"1.87206579354405";"1.60784767156319";"0.927843902834446";"338"
"77";"douane";"1.83997160364755";"1.71032180247892";"0.927260598773271";"339"
"78";"washington";"1.61127199512154";"1.0787672668853";"0.927260598773271";"340"
"79";"degré";"0.478421178127185";"-1.47308378335074";"0.926569550649842";"341"
"80";"sauvage";"-0.019216598557258";"-1.13867934778587";"0.926406076900214";"343"
"81";"trace";"1.50092814100407";"1.68533944198867";"0.924381231592315";"348"
"82";"nuit";"0.204040653061537";"-0.390716172853362";"0.923493271906834";"351"
"83";"impact";"0.639744119926108";"-1.04213862135609";"0.922523575346537";"356"
"84";"sommeil";"0.771486383952802";"-1.270040293382";"0.922192912534789";"357"
"85";"facteur";"0.196182255846682";"-1.26046809119768";"0.922192912534789";"358"
"86";"relayer";"0.801381015843444";"-1.46382372642708";"0.922192912534789";"359"
"87";"efficacité";"0.771486383952802";"-1.270040293382";"0.922192912534789";"360"
"88";"cardiaque";"0.651652612615008";"-1.54568082793629";"0.922192912534789";"361"
