"";"";"";"";"humanitaire";""
"341";"couleur";"-1.21626871373886";"-0.402126211252031";"0.856127225809938";"769"
"342";"neuchâtelois";"-0.519172439450996";"-0.523506949865452";"0.856127225809938";"770"
"343";"affronter";"-0.918177478800229";"-1.56303886720914";"0.856127225809938";"771"
"344";"oeil";"-0.879404023842325";"-0.370079950035803";"0.85610864924748";"772"
"345";"noir";"-0.251519145524133";"-0.654164170694641";"0.85610864924748";"773"
"346";"hiver";"-0.226873546267147";"-0.985986059713479";"0.855908022372936";"774"
"347";"univers";"-1.30879238787007";"-0.653218907812178";"0.854875165500284";"778"
"348";"michel";"-1.40660485067656";"-1.1304119313953";"0.854875165500284";"779"
"349";"examen";"0.0318592250418161";"-0.108798244532463";"0.854875165500284";"780"
"350";"différent";"-0.720363379755004";"-1.34338026528693";"0.854875165500284";"781"
"351";"emji_appareil_photo_avec_flash";"-0.387706552342635";"-1.10362819333661";"0.854875165500284";"782"
"352";"jouet";"-0.65792297934301";"-1.00210930212823";"0.85405408143965";"783"
"353";"sensation";"-1.47815821602466";"-1.24650058212686";"0.853898038315005";"786"
"354";"tromper";"-1.39188079650129";"-0.255142994526761";"0.851694858007512";"787"
"355";"milieu";"-0.987881188839005";"-0.887973700888063";"0.851631697695155";"789"
"356";"cochon";"-1.49206982586598";"-0.737737139076677";"0.850323907698127";"791"
"357";"parfaire";"-1.57498239047529";"-0.886314419736748";"0.850323907698127";"792"
"358";"journée";"-0.502691582822095";"-0.449561128659168";"0.850260747385771";"793"
"359";"route";"-0.362502029572989";"-0.828388941135002";"0.849071847388473";"796"
"360";"décrire";"0.114201284144963";"0.0740111735690289";"0.848648301764436";"803"
"361";"rassembler";"-0.963713044502402";"-0.558673266675843";"0.847998122078413";"804"
"362";"fabuleux";"-2.2727078823496";"2.56168426514119";"0.847920100516091";"806"
"363";"printemps";"-0.441287470135952";"-0.688829656863574";"0.847622875516766";"808"
"364";"urbain";"-1.59914383790035";"-0.526216441253505";"0.847622875516766";"809"
"365";"échapper";"-1.57879662304608";"-0.274519750253457";"0.847622875516766";"810"
"366";"solaire";"-0.372366223393665";"-0.424795834009015";"0.847622875516766";"811"
"367";"véritable";"-1.13189616409079";"0.161549833264151";"0.84715474614283";"812"
"368";"poser";"-0.586008654780177";"-0.790158258705637";"0.84715474614283";"813"
"369";"partager";"-0.773120421378286";"-0.209257026580905";"0.846712623956335";"814"
"370";"valaisans";"-1.85887431715035";"-1.2114124645545";"0.846671755518928";"815"
"371";"instrument";"-1.85887431715035";"-1.2114124645545";"0.846671755518928";"816"
"372";"imagination";"-1.25158050812591";"-1.59169611353931";"0.846671755518928";"817"
"373";"maîtresse";"-1.89283465601117";"-1.3565979909568";"0.846671755518928";"818"
"374";"parent";"-1.07390667607475";"-0.801518016332993";"0.84586553270826";"819"
"375";"répondre";"-0.518313425423022";"-0.369014886813197";"0.84586553270826";"820"
"376";"bousculer";"-1.53282223249897";"-0.91195977075943";"0.843160785214407";"821"
"377";"vague";"-0.611899247412112";"-0.855612660370086";"0.842878421465049";"822"
"378";"mode";"-1.40286062510976";"-0.450568734518556";"0.842053622091924";"825"
"379";"romands";"-1.04617283790886";"-0.707070540721004";"0.841470318030749";"826"
"380";"apprendre";"-0.541370630796143";"-0.495716334378868";"0.840352008970791";"828"
"381";"comprendre";"0.00866911276399297";"-0.0859786592035522";"0.839486341160258";"829"
"382";"blanc";"-0.96757627025467";"-0.353765633121183";"0.838810154286795";"833"
"383";"verre";"-1.54853876292515";"-0.57096933595197";"0.838327163662893";"834"
"384";"roman";"-0.907284615039896";"-0.806067458534488";"0.838327163662893";"835"
"385";"htag_liberté";"-1.44310375487292";"-0.800520499025716";"0.838327163662893";"836"
"386";"presser";"-1.54853876292515";"-0.57096933595197";"0.838327163662893";"837"
"387";"leçon";"-1.54853876292515";"-0.57096933595197";"0.838327163662893";"838"
"388";"boucle";"-1.54853876292515";"-0.57096933595197";"0.838327163662893";"839"
"389";"élan";"-0.707646744068647";"-0.696924656522214";"0.838327163662893";"840"
"390";"stéphanie";"-0.754240344103879";"-0.796754601393232";"0.838327163662893";"841"
"391";"réchauffer";"-0.707646744068647";"-0.696924656522214";"0.838327163662893";"842"
"392";"ranger";"-1.44310375487292";"-0.800520499025716";"0.838327163662893";"843"
"393";"profil";"-0.754240344103879";"-0.796754601393232";"0.838327163662893";"844"
"394";"noeud";"-1.68672637060734";"-0.818598137052088";"0.838327163662893";"845"
"395";"gentil";"-1.68672637060734";"-0.818598137052088";"0.838327163662893";"846"
"396";"fétiche";"-1.54853876292515";"-0.57096933595197";"0.838327163662893";"847"
"397";"voyage";"-0.937663059072849";"0.137784773967488";"0.836413777729741";"848"
"398";"connaître";"-0.51377065711818";"-0.540926087788348";"0.836306033667486";"849"
"399";"penser";"-1.34116019896715";"0.15931668149177";"0.835897349293415";"850"
"400";"boîte";"-0.893467832267991";"-0.9088041089539";"0.835897349293415";"851"
"401";"bidet";"-1.58249910178598";"-0.716154862354264";"0.833010551487476";"854"
"402";"anneau";"-1.51102443259457";"-1.0908915518303";"0.833010551487476";"855"
"403";"touristique";"-0.975205292761544";"-1.09643851133908";"0.833010551487476";"856"
"404";"tecktonik";"-1.75464704832899";"-1.10896918985668";"0.833010551487476";"857"
"405";"écologiste";"-0.975205292761544";"-1.09643851133908";"0.833010551487476";"859"
"406";"trancher";"-0.822161021825528";"-1.08712565419782";"0.833010551487476";"861"
"407";"home";"-0.815426930977819";"-0.72891779860002";"0.833010551487476";"862"
"408";"hasard";"-0.822161021825528";"-1.08712565419782";"0.833010551487476";"863"
"409";"gêner";"-1.75464704832899";"-1.10896918985668";"0.833010551487476";"864"
"410";"finlandais";"-0.453617695916518";"-0.0382777019833091";"0.833010551487476";"865"
