"";"X";"V1"
"1";1;9
"2";2;0
"3";3;4
"4";4;0
"5";5;4
"6";6;1
"7";7;0
"8";8;1
"9";9;9
"10";10;3
"11";11;4
"12";12;9
"13";13;1
"14";14;0
"15";15;1
"16";16;4
"17";17;0
"18";18;3
"19";19;9
"20";20;4
"21";21;3
"22";22;0
"23";23;0
"24";24;1
"25";25;4
"26";26;0
"27";27;1
"28";28;9
"29";29;6
"30";30;3
"31";31;1
"32";32;0
"33";33;4
"34";34;9
"35";35;1
"36";36;9
"37";37;1
"38";38;9
"39";39;1
"40";40;4
"41";41;1
"42";42;4
"43";43;4
"44";44;1
"45";45;0
"46";46;1
"47";47;0
"48";48;0
"49";49;1
"50";50;1
"51";51;9
"52";52;1
"53";53;1
"54";54;5
"55";55;0
"56";56;9
"57";57;1
"58";58;5
"59";59;0
"60";60;9
"61";61;1
"62";62;1
"63";63;10
"64";64;1
"65";65;1
"66";66;1
"67";67;1
"68";68;1
"69";69;6
"70";70;0
"71";71;1
"72";72;11
"73";73;0
"74";74;4
"75";75;1
"76";76;11
"77";77;3
"78";78;1
"79";79;1
"80";80;1
"81";81;4
"82";82;3
"83";83;1
"84";84;4
"85";85;1
"86";86;4
"87";87;10
"88";88;1
"89";89;1
"90";90;1
"91";91;3
"92";92;1
"93";93;3
"94";94;9
"95";95;1
"96";96;9
"97";97;4
"98";98;3
"99";99;1
"100";100;0
"101";101;9
"102";102;0
"103";103;1
"104";104;0
"105";105;1
"106";106;3
"107";107;1
"108";108;11
"109";109;9
"110";110;4
"111";111;9
"112";112;9
"113";113;6
"114";114;4
"115";115;9
"116";116;11
"117";117;3
"118";118;9
"119";119;0
"120";120;3
"121";121;2
"122";122;3
"123";123;0
"124";124;11
"125";125;4
"126";126;9
"127";127;2
"128";128;2
"129";129;9
"130";130;4
"131";131;11
"132";132;11
"133";133;4
"134";134;4
"135";135;3
"136";136;10
"137";137;9
"138";138;0
"139";139;11
"140";140;4
"141";141;4
"142";142;2
"143";143;11
"144";144;4
"145";145;4
"146";146;0
"147";147;1
"148";148;4
"149";149;0
"150";150;11
"151";151;3
"152";152;4
"153";153;11
"154";154;1
"155";155;3
"156";156;11
"157";157;9
"158";158;0
"159";159;0
"160";160;9
"161";161;0
"162";162;0
"163";163;1
"164";164;2
"165";165;0
"166";166;0
"167";167;11
"168";168;5
"169";169;0
"170";170;11
"171";171;0
"172";172;9
"173";173;11
"174";174;11
"175";175;1
"176";176;4
"177";177;5
"178";178;1
"179";179;0
"180";180;0
"181";181;11
"182";182;9
"183";183;4
"184";184;4
"185";185;4
"186";186;10
"187";187;11
"188";188;10
"189";189;9
"190";190;4
"191";191;11
"192";192;11
"193";193;3
"194";194;4
"195";195;11
"196";196;3
"197";197;4
"198";198;11
"199";199;9
"200";200;3
"201";201;8
"202";202;9
"203";203;4
"204";204;4
"205";205;11
"206";206;10
"207";207;9
"208";208;11
"209";209;4
"210";210;7
"211";211;10
"212";212;4
"213";213;3
"214";214;9
"215";215;3
"216";216;1
"217";217;9
"218";218;4
"219";219;11
"220";220;2
"221";221;3
"222";222;7
"223";223;4
"224";224;4
"225";225;1
"226";226;4
"227";227;0
"228";228;0
"229";229;3
"230";230;3
"231";231;3
"232";232;11
"233";233;9
"234";234;0
"235";235;3
"236";236;0
"237";237;3
"238";238;1
"239";239;0
"240";240;4
"241";241;4
"242";242;11
"243";243;9
"244";244;4
"245";245;11
"246";246;4
"247";247;11
"248";248;9
"249";249;9
"250";250;0
"251";251;4
"252";252;11
"253";253;3
"254";254;11
"255";255;4
"256";256;11
"257";257;3
"258";258;0
"259";259;1
"260";260;4
"261";261;3
"262";262;0
"263";263;1
"264";264;9
"265";265;3
"266";266;1
"267";267;0
"268";268;1
"269";269;0
"270";270;2
"271";271;11
"272";272;1
"273";273;3
"274";274;9
"275";275;11
"276";276;1
"277";277;11
"278";278;11
"279";279;1
"280";280;11
"281";281;1
"282";282;1
"283";283;4
"284";284;0
"285";285;3
"286";286;1
"287";287;0
"288";288;11
"289";289;4
"290";290;1
"291";291;4
"292";292;7
"293";293;1
"294";294;1
"295";295;9
"296";296;11
"297";297;4
"298";298;1
"299";299;0
"300";300;4
"301";301;3
"302";302;1
"303";303;0
"304";304;11
"305";305;7
"306";306;11
"307";307;1
"308";308;3
"309";309;11
"310";310;4
"311";311;3
"312";312;9
"313";313;4
"314";314;11
"315";315;3
"316";316;9
"317";317;9
"318";318;3
"319";319;3
"320";320;11
"321";321;4
"322";322;3
"323";323;9
"324";324;2
"325";325;5
"326";326;0
"327";327;9
"328";328;3
"329";329;1
"330";330;1
"331";331;0
"332";332;6
"333";333;1
"334";334;3
"335";335;9
"336";336;11
"337";337;1
"338";338;0
"339";339;0
"340";340;9
"341";341;0
"342";342;9
"343";343;3
"344";344;0
"345";345;10
"346";346;0
"347";347;10
"348";348;1
"349";349;9
"350";350;3
"351";351;4
"352";352;1
"353";353;3
"354";354;0
"355";355;0
"356";356;7
"357";357;0
"358";358;0
"359";359;0
"360";360;11
"361";361;11
"362";362;4
"363";363;11
"364";364;1
"365";365;3
"366";366;1
"367";367;0
"368";368;4
"369";369;4
"370";370;0
"371";371;4
"372";372;10
"373";373;9
"374";374;9
"375";375;9
"376";376;4
"377";377;4
"378";378;0
"379";379;0
"380";380;4
"381";381;3
"382";382;0
"383";383;0
"384";384;5
"385";385;0
"386";386;4
"387";387;2
"388";388;0
"389";389;11
"390";390;4
"391";391;11
"392";392;4
"393";393;10
"394";394;3
"395";395;9
"396";396;0
"397";397;9
"398";398;4
"399";399;9
"400";400;3
"401";401;11
"402";402;1
"403";403;4
"404";404;9
"405";405;3
"406";406;4
"407";407;4
"408";408;3
"409";409;3
"410";410;4
"411";411;11
"412";412;11
"413";413;4
"414";414;11
"415";415;4
"416";416;1
"417";417;3
"418";418;11
"419";419;3
"420";420;10
"421";421;4
"422";422;1
"423";423;5
"424";424;9
"425";425;3
"426";426;10
"427";427;11
"428";428;4
"429";429;4
"430";430;2
"431";431;9
"432";432;11
"433";433;4
"434";434;11
"435";435;11
"436";436;6
"437";437;11
"438";438;0
"439";439;9
"440";440;3
"441";441;0
"442";442;0
"443";443;9
"444";444;3
"445";445;4
"446";446;0
"447";447;9
"448";448;11
"449";449;3
"450";450;11
"451";451;4
"452";452;4
"453";453;1
"454";454;0
"455";455;11
"456";456;1
"457";457;9
"458";458;3
"459";459;9
"460";460;1
"461";461;4
"462";462;0
"463";463;1
"464";464;1
"465";465;1
"466";466;11
"467";467;1
"468";468;7
"469";469;1
"470";470;1
"471";471;2
"472";472;4
"473";473;1
"474";474;5
"475";475;8
"476";476;0
"477";477;11
"478";478;1
"479";479;7
"480";480;4
"481";481;9
"482";482;1
"483";483;9
"484";484;4
"485";485;4
"486";486;11
"487";487;7
"488";488;4
"489";489;4
"490";490;1
"491";491;1
"492";492;11
"493";493;10
"494";494;1
"495";495;3
"496";496;5
"497";497;4
"498";498;1
"499";499;7
"500";500;0
"501";501;2
"502";502;1
"503";503;11
"504";504;9
"505";505;2
"506";506;0
"507";507;0
"508";508;11
"509";509;11
"510";510;3
"511";511;4
"512";512;11
"513";513;0
"514";514;3
"515";515;11
"516";516;3
"517";517;2
"518";518;0
"519";519;4
"520";520;3
"521";521;5
"522";522;3
"523";523;9
"524";524;11
"525";525;0
"526";526;3
"527";527;3
"528";528;9
"529";529;11
"530";530;3
"531";531;0
"532";532;2
"533";533;3
"534";534;9
"535";535;0
"536";536;0
"537";537;11
"538";538;0
"539";539;9
"540";540;3
"541";541;9
"542";542;0
"543";543;0
"544";544;9
"545";545;11
"546";546;9
"547";547;1
"548";548;0
"549";549;4
"550";550;3
"551";551;9
"552";552;9
"553";553;0
"554";554;11
"555";555;10
"556";556;3
"557";557;4
"558";558;7
"559";559;4
"560";560;0
"561";561;11
"562";562;1
"563";563;8
"564";564;1
"565";565;1
"566";566;1
"567";567;5
"568";568;11
"569";569;9
"570";570;1
"571";571;5
"572";572;0
"573";573;11
"574";574;3
"575";575;5
"576";576;4
"577";577;4
"578";578;11
"579";579;2
"580";580;4
"581";581;11
"582";582;9
"583";583;3
"584";584;4
"585";585;7
"586";586;11
"587";587;1
"588";588;0
"589";589;3
"590";590;1
"591";591;9
"592";592;3
"593";593;11
"594";594;3
"595";595;9
"596";596;11
"597";597;3
"598";598;4
"599";599;2
"600";600;7
"601";601;11
"602";602;0
"603";603;4
"604";604;11
"605";605;4
"606";606;0
"607";607;3
"608";608;4
"609";609;0
"610";610;4
"611";611;4
"612";612;1
"613";613;4
"614";614;9
"615";615;4
"616";616;1
"617";617;11
"618";618;11
"619";619;3
"620";620;4
"621";621;4
"622";622;9
"623";623;11
"624";624;4
"625";625;4
"626";626;3
"627";627;4
"628";628;11
"629";629;11
"630";630;11
"631";631;3
"632";632;6
"633";633;0
"634";634;0
"635";635;9
"636";636;3
"637";637;3
"638";638;4
"639";639;4
"640";640;11
"641";641;4
"642";642;4
"643";643;1
"644";644;10
"645";645;9
"646";646;4
"647";647;4
"648";648;9
"649";649;4
"650";650;0
"651";651;9
"652";652;0
"653";653;11
"654";654;9
"655";655;1
"656";656;0
"657";657;0
"658";658;11
"659";659;4
"660";660;1
"661";661;11
"662";662;0
"663";663;11
"664";664;0
"665";665;11
"666";666;4
"667";667;1
"668";668;3
"669";669;3
"670";670;1
"671";671;9
"672";672;4
"673";673;4
"674";674;9
"675";675;0
"676";676;7
"677";677;4
"678";678;1
"679";679;0
"680";680;0
"681";681;3
"682";682;9
"683";683;11
"684";684;3
"685";685;0
"686";686;4
"687";687;0
"688";688;0
"689";689;9
"690";690;4
"691";691;11
"692";692;11
"693";693;11
"694";694;3
"695";695;3
"696";696;1
"697";697;11
"698";698;0
"699";699;11
"700";700;4
"701";701;4
"702";702;9
"703";703;0
"704";704;0
"705";705;0
"706";706;5
"707";707;3
"708";708;9
"709";709;4
"710";710;4
"711";711;9
"712";712;3
"713";713;11
"714";714;1
"715";715;1
"716";716;3
"717";717;11
"718";718;0
"719";719;3
"720";720;0
"721";721;9
"722";722;3
"723";723;10
"724";724;0
"725";725;4
"726";726;4
"727";727;0
"728";728;11
"729";729;9
"730";730;1
"731";731;3
"732";732;11
"733";733;9
"734";734;2
"735";735;1
"736";736;1
"737";737;11
"738";738;11
"739";739;1
"740";740;0
"741";741;3
"742";742;0
"743";743;3
"744";744;1
"745";745;0
"746";746;3
"747";747;11
"748";748;1
"749";749;0
"750";750;11
"751";751;10
"752";752;1
"753";753;3
"754";754;1
"755";755;11
"756";756;1
"757";757;3
"758";758;6
"759";759;9
"760";760;1
"761";761;3
"762";762;0
"763";763;8
"764";764;0
"765";765;0
"766";766;1
"767";767;9
"768";768;0
"769";769;1
"770";770;8
"771";771;1
"772";772;3
"773";773;10
"774";774;4
"775";775;11
"776";776;9
"777";777;9
"778";778;4
"779";779;4
"780";780;0
"781";781;11
"782";782;11
"783";783;9
"784";784;0
"785";785;11
"786";786;11
"787";787;3
"788";788;1
"789";789;11
"790";790;5
"791";791;6
"792";792;11
"793";793;11
"794";794;10
"795";795;3
"796";796;3
"797";797;11
"798";798;9
"799";799;4
"800";800;10
"801";801;9
"802";802;4
"803";803;0
"804";804;3
"805";805;3
"806";806;0
"807";807;0
"808";808;6
"809";809;3
"810";810;11
"811";811;11
"812";812;3
"813";813;10
"814";814;0
"815";815;3
