"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"clientèle";1;0,154;0,784;0,432;0,378;0,763;0,749;0,161;1;1;1;1;1
"claudio";1;1;1;0,523;1;0,874;1;1;0;1;0,56;1;1
"cinquantaine";1;1;1;0,022;1;1;0,749;1;1;1;1;1;0
"cicr";1;1;1;1;0;1;1;0,215;0,801;1;0,001;1;1
"chronique";1;0,207;0,895;0,523;1;1;0,013;1;1;1;0,56;0,409;1
"chaussure";1;1;0;0,242;1;1;1;1;1;1;1;1;1
"cerveau";1;0,207;1;0,523;1;1;0;1;1;1;1;1;1
"centième";0;1;1;1;1;1;1;1;1;1;1;1;1
"camille";0;1;1;1;1;1;0,859;1;1;1;1;1;0,024
"cabinet";1;0,002;1;1;0,464;1;1;0,002;0,801;1;0,56;0,409;1
"buergy";1;1;1;1;1;1;1;1;0;1;1;1;1
"brûler";1;1;0,138;1;1;1;0,005;1;1;1;0,467;0,329;1
"brigitte";1;1;1;1;1;1;1;0,11;1;1;1;0,004;0,004
"bonnet";0,003;1;0;1;1;1;1;1;1;1;1;1;0,953
"bombardement";1;1;1;1;1;0,874;1;0,215;1;1;0;1;1
"berjawi";1;1;1;1;1;1;1;1;0;1;1;1;1
"bateau";1;0,105;1;0,01;1;0,64;1;1;0,053;1;1;1;1
"bagage";0,468;0,105;0,66;0,338;1;0,64;0,627;1;1;1;1;1;1
"avance";0,68;1;1;0,523;0,464;1;0;1;1;1;1;0,409;1
"autrichien";0;1;1;1;1;0,006;1;1;1;1;1;1;1
"autorisation";1;1;1;1;1;0;0,184;1;1;1;0,56;1;1
"atp";0;1;1;1;1;1;1;1;0,446;1;1;1;1
"arrestation";1;1;1;1;1;1;0,859;1;1;1;0,001;0;1
"arracher";0,055;1;0,784;1;0,378;1;0,749;1;1;1;0,467;1;0,841
"architecte";1;1;0,895;0,041;1;1;1;1;1;1;0,56;1;0,001
"anticiper";1;1;1;1;0;1;0,859;1;1;1;1;0,019;1
"animer";1;1;0,138;0,022;1;1;1;1;1;1;1;1;0,011
"andré";1;1;1;0;1;1;0,749;1;1;1;0,467;0,329;1
"andreas";0,68;1;1;1;1;1;1;1;0;1;1;1;0,953
"ancrer";1;0,207;1;0,523;1;0,193;0,859;1;1;0,187;1;1;0,248
"amérique";0;1;1;1;0,464;1;1;1;0,801;1;1;1;0,953
"amoureux";1;1;1;0,001;1;1;1;1;1;1;1;1;0,018
"alpage";1;1;0,784;0;1;1;1;1;1;1;1;1;0,841
"administratif";0,68;1;1;1;0,028;1;0,184;1;0,801;0,187;1;0,409;1
"adjoint";0,001;0,154;1;1;0,378;0,763;1;1;0,694;1;1;1;1
"adaptation";1;1;1;1;0,464;0,015;1;1;1;1;1;1;0,001
"achever";1;1;1;1;1;1;0,749;1;1;1;0,467;0,329;0
"9e";0;1;1;1;0,464;1;0,859;1;1;1;1;0,409;1
"évènement";0,001;0,154;1;1;1;1;1;1;1;1;0,467;0,329;0,841
"étoile";1;0,154;0,784;1;1;1;1;1;1;1;1;1;0
"éthique";1;1;1;1;1;1;0;1;1;1;1;1;1
"énorme";1;1;1;0,432;1;0,763;1;1;1;1;1;0,329;0
"émettre";1;1;1;1;1;0,011;0,348;1;1;1;0,167;1;1
"élite";0;1;0,784;1;1;0,763;1;1;1;1;1;1;1
"électricité";1;0,062;1;1;1;0,505;0,032;0,066;1;1;1;1;1
"écologique";0,578;0;0,784;1;1;1;1;1;1;1;1;1;1
"zohran";1;1;1;1;1;1;1;1;0,096;0,138;1;0;1
"zermatt";0,468;1;1;0,338;0,291;0,64;1;1;1;1;1;1;0,103
"wwf";1;0;1;1;1;0,002;1;1;0,575;1;1;1;1
"wikipédia";1;1;1;1;0,203;1;1;1;0,024;1;0,267;0,169;1
"whatsapp";1;1;1;1;1;0;0,121;1;1;1;1;0,329;1
"web";0,468;1;1;1;1;1;0,627;0,11;0,575;1;0,368;1;0,714
"walter";1;1;1;1;1;1;0,749;1;0;1;1;1;0,17
"vulnérable";1;0,154;1;1;1;1;0,749;0;1;1;1;1;1
"volaille";1;1;1;1;1;1;0;0,11;1;1;1;1;1
"vital";1;1;1;0,432;0,378;0,128;0,121;0,161;1;1;1;1;1
"vif";1;1;1;1;0,291;0,074;0,627;1;1;0,092;1;0,248;1
"vernier";1;1;1;1;1;1;1;1;1;1;1;0;1
"vendeur";1;1;0,784;0,432;1;0,128;0,749;0,001;1;1;1;1;1
"valve";1;1;1;1;0,378;1;1;0;0,694;1;1;1;0,17
"valendas";1;1;1;1;1;1;1;1;1;0,024;1;1;0
"vache";1;1;0,081;0,01;1;1;1;1;1;1;1;1;0,103
"unité";0,578;1;1;1;1;0;1;1;1;1;1;0,329;1
"unesco";1;1;1;1;1;0;1;1;0,694;1;0,467;1;1
"ubs";1;1;1;1;0;1;1;1;0,575;1;0,368;1;1
"tâche";1;0,154;1;0,432;1;1;0;1;1;1;1;1;1
"type";1;0,105;1;1;1;0,64;0,627;1;0,575;1;0,368;1;0,714
"ticket";0,001;1;0,784;1;1;1;0,749;1;0,694;1;1;1;0,841
"thaïlande";1;1;1;1;1;1;1;1;1;1;0;1;0,841
"tennis";0;1;0,522;0,242;1;1;1;1;1;1;1;1;1
"tendu";0,578;1;0,784;1;1;0,763;1;0,161;0,096;0,138;1;1;1
"tchèque";0;1;1;1;1;1;1;1;1;1;1;1;1
"séparer";1;0,154;1;1;0,378;1;0,121;1;0,694;1;0,467;0,329;1
"suspendre";0,468;1;1;1;1;0,64;1;1;0,053;1;1;0,004;1
"surpoids";1;0;1;1;1;1;0,005;1;0,694;1;1;1;1
"surf";0,578;1;0,784;0;1;1;1;1;0,694;1;1;1;1
"sundhage";0;1;1;1;1;1;1;1;1;1;1;1;1
"submerger";1;0;0,007;1;1;1;1;1;1;1;1;1;1
"stratégique";1;1;1;1;0,015;1;1;1;0,096;1;0;1;1
"stimuler";1;1;1;1;0;1;0,005;1;1;1;1;1;0,841
"stefan";0;1;1;1;1;0,763;1;1;1;0,138;1;1;1
"steam";1;1;0,373;1;1;1;1;1;1;1;1;1;0
"stand";1;1;0,784;1;1;0,763;0,121;1;1;1;1;1;0,011
"spécimen";1;0;1;1;1;1;1;1;1;1;1;1;0,841
"spatial";1;1;1;1;1;0,207;0,2;0,009;1;1;1;1;1
"souffle";1;1;0;1;1;1;1;1;1;1;1;1;0,051
"sion";1;1;1;1;0,006;0,64;1;1;0,575;1;0,013;1;1
"signifier";0,468;1;0,66;1;0,291;1;0,627;0,11;1;1;0,368;1;1
"sida";1;0,105;1;0;1;0,64;1;1;1;1;1;1;1
"sherpa";0,468;1;1;0;1;1;1;1;1;1;1;1;0,714
"servette";0;1;0,66;1;1;1;1;1;1;1;1;1;0,714
"sensibilisation";1;0,001;1;1;1;0,763;0,121;0,161;1;0,138;1;1;1
"secondaire";1;0;1;1;0,378;1;0,121;0,161;1;1;1;1;1
"satisfaire";0,578;1;1;1;0,015;0,763;0,749;1;0,694;1;1;1;0,841
"sam";1;1;1;1;1;1;0,627;1;1;1;1;1;0
"saga";1;1;1;1;1;1;1;1;1;0,138;1;1;0
"rösti";1;1;1;1;1;0;1;1;0,575;1;1;0,248;1
"révélation";1;1;1;1;1;0,763;0,749;1;1;1;1;0,009;0,011
"rétablir";1;0;1;1;1;0,64;1;0,11;0,575;1;0,368;1;1
"répéter";0,055;1;0,138;1;1;0,763;0,749;1;1;1;1;1;0,841
"répression";1;1;1;1;0,378;0,763;1;0,161;1;1;0,467;0;1
"rénovation";1;1;1;1;0;1;1;1;1;1;1;0,329;1
"rémunération";1;1;1;1;0;1;0,121;1;0,694;1;1;0,329;1
"régulation";1;1;1;1;1;1;0;1;0,694;1;1;1;1
"référendum";1;1;1;1;1;0;0,749;1;0,694;1;1;1;1
"rupture";0,001;1;1;1;0,378;1;1;1;1;1;1;0,009;0,841
"rumeur";1;1;0,784;1;0,378;1;0,005;1;0,694;1;1;0,329;1
"rome";1;1;1;1;0,015;1;0,005;1;1;1;1;1;0,17
"rob";1;1;1;1;1;1;1;1;1;1;1;0;0,841
"rivière";1;0,154;1;0,432;1;0,763;0,749;0,161;1;1;1;0,009;1
"retenir";0,578;1;0,784;1;0,378;1;0,749;1;1;1;0;1;1
"ressembler";0,468;1;0,66;0,01;1;1;0,627;0,11;1;1;1;1;1
"renvoyer";0,001;0,154;1;1;1;0,128;1;1;1;1;1;0,329;1
"rente";1;0;1;1;0,291;1;1;1;0,575;0,092;1;1;1
"rembourser";0,578;1;1;1;0,015;1;1;0,161;0,096;1;1;1;0,841
"relayer";1;0,154;1;1;1;0,763;1;1;0,096;1;1;0,329;0,17
"recouvrir";1;1;0,039;1;1;1;1;0,066;1;1;1;1;0,051
"reconstruction";1;0;1;1;1;1;1;1;1;1;0,467;1;1
"rachat";1;1;1;1;0,006;1;1;1;1;0,092;0,368;0,004;1
"qualifs";0;1;1;1;1;1;1;1;1;1;1;1;1
"pétrolier";1;1;1;1;1;1;0,749;1;1;1;0;1;1
"prévoyance";1;0,001;1;1;0,378;0,763;0,121;1;0,694;1;1;1;1
"présumer";1;1;1;1;1;1;0,749;1;1;1;0,467;0;1
"précaire";1;1;1;1;0,378;1;0;1;1;1;1;1;1
"protester";1;1;1;1;0,378;0,128;1;1;1;0,138;1;0;1
"promotion";1;0,154;0,784;1;0,378;0,128;0,121;1;1;1;1;1;1
"prolongation";0,055;1;1;1;1;0,006;1;1;1;0,138;1;1;0,841
"progressivement";0,578;1;0,784;1;1;0;1;1;1;1;1;1;0,841
"profondeur";0,578;1;1;1;0,378;0,128;1;1;1;1;0,467;1;0,17
"press";1;1;1;1;1;1;1;1;0;0;1;1;1
"positionner";1;1;1;1;0,378;0,763;0,121;0,161;1;1;0,467;1;0,841
"portugal";0,578;1;1;1;0,015;0,128;1;1;0,694;1;1;1;0,841
"pointer";0,055;1;1;1;1;1;0,121;0,161;1;1;0,467;1;0,841
"plongée";0,001;1;0,138;1;1;1;1;1;1;0;1;1;1
"pleuvoir";1;1;0;1;1;1;1;1;1;1;1;1;0,17
"pc";1;1;1;1;1;1;1;1;1;1;1;1;0
"patrouille";1;1;1;1;1;0,002;1;1;0,172;1;1;1;1
"patience";1;1;1;0,338;0,291;1;1;0;0,575;1;1;1;0,714
"particule";1;0,001;1;1;1;1;0;1;1;1;1;1;0,841
"partenariat";1;1;1;1;1;0;1;0,161;1;1;1;1;0,17
"parfaitement";0;1;1;1;1;0,763;1;1;1;1;1;1;1
"papier";1;1;1;0,01;1;0,64;0,627;0,11;1;1;1;1;0,714
"palais";1;1;1;1;1;0,128;1;1;1;1;1;0,329;0
"oser";1;1;0,081;0,01;1;0,074;1;1;1;1;1;1;1
"orient";1;1;1;1;1;1;0,627;0,11;0,575;1;0;1;1
"ordinaire";1;0,154;0,784;1;1;0,128;0,749;1;1;1;0,467;1;0,841
"orage";1;1;1;0,149;1;1;0,348;1;1;1;1;1;0,018
"observation";1;0,001;0,784;0,432;1;1;1;1;1;1;0,467;1;0,17
"nurphoto";1;1;1;1;1;1;1;1;0;1;1;1;1
"nourrir";1;1;0;1;1;1;0,121;1;0,694;1;1;1;1
"norvégien";0;1;1;1;1;1;1;1;0,694;1;0,467;1;0,841
"neutralité";1;1;1;1;0,378;0,763;0,749;1;0,694;1;0,467;0,009;1
"netanyahu";1;1;1;1;1;1;1;1;1;1;0;0;1
"mélange";1;1;0,784;1;1;1;1;1;1;1;1;1;0
"médiatique";1;1;1;1;1;0,763;1;1;1;0,138;1;1;0
"mâle";1;0;0,784;1;1;1;1;1;1;1;1;1;1
"murat";0;1;1;1;1;1;1;1;0,694;1;1;1;1
"municipalité";1;1;1;1;1;0;1;0,161;0,694;0,138;1;1;1
"multiplier";1;1;1;1;0,291;0,64;0,627;1;1;1;0,013;0,248;1
"moto";1;1;0,522;1;1;0,505;1;1;1;1;0,267;1;0,051
"moscou";1;1;1;1;1;1;0,749;1;1;1;0;1;1
"moritz";0;1;1;1;1;1;1;1;1;1;1;1;1
"morceau";1;1;0,007;1;1;1;1;1;1;1;1;1;0
"modification";1;1;1;1;1;0;1;1;0,694;1;1;0,009;1
"migros";1;1;0,138;0,022;0,378;0,763;0,749;1;1;1;1;1;1
"miffon";1;1;1;1;1;1;1;1;1;0;1;1;1
"metal";1;1;1;1;1;1;1;1;1;1;1;1;0
"maîtresse";1;1;0;1;1;1;1;1;1;1;1;1;0,103
"maximal";1;0,062;1;1;0;1;0,493;1;1;1;1;1;1
"matinée";1;0,105;0,66;1;1;0;1;1;1;1;1;1;1
"marc";0,578;1;0,784;1;0,378;0,006;1;1;0,694;1;1;1;1
"mamdani";1;1;1;1;1;1;1;1;0,096;0,138;1;0;1
"maintien";1;0,154;0,784;1;1;0,128;1;1;1;1;0,467;0,009;1
"magnifique";0,055;1;0,007;0,022;1;1;1;1;1;1;1;1;1
"législation";1;1;1;1;1;0;1;1;1;1;1;0,009;1
"luxe";1;1;1;1;1;1;0,493;1;1;1;1;0,169;0,001
"lula";1;0,154;1;1;1;0,763;1;1;1;1;0,028;0;1
"lucratif";0,578;1;0,784;1;1;0,763;1;1;1;1;1;1;0
"lucas";0,055;1;1;1;1;1;1;1;0;1;1;1;0,841
"luc";1;1;0,66;1;1;0,64;1;1;1;1;1;1;0
"logiciel";1;1;0,66;1;1;1;0,627;0;1;1;1;1;1
"locataire";1;1;1;1;0,002;0,035;1;1;1;1;1;0,169;1
"leysin";1;1;0,002;1;1;1;1;1;1;1;1;1;0,004
"juridique";1;0;1;1;1;0,763;0,749;1;1;1;1;1;1
"jordanie";0,055;1;1;1;1;1;1;0,001;1;1;0;1;1
"joli";0,468;1;0,66;0;1;1;1;1;1;1;1;1;1
"james";1;1;0,66;1;1;1;0,627;1;1;1;1;1;0
"istanbul";0,028;1;1;1;1;1;1;0,11;1;1;0,013;1;0,714
"inventer";1;0,062;1;0,003;1;1;1;1;1;1;0,267;1;0,572
"intéresser";1;1;0;1;1;1;1;1;1;1;0,368;0,248;1
"intention";1;1;1;0,022;1;1;1;1;1;1;0;0,329;1
"instrument";1;1;0,373;0,149;1;0,358;0,348;1;1;1;1;1;1
"inoubliable";1;1;0,784;1;1;1;1;1;1;1;1;1;0
"informatique";1;1;0,784;0,432;0;1;1;1;0,694;1;1;1;1
"industriel";1;1;0,784;1;0,378;0,763;1;1;0,694;1;1;0,329;0,17
"incarcérer";1;1;1;1;1;1;0,749;1;1;1;1;0;1
"impossible";1;1;1;0,338;1;0,64;0,627;1;0,575;1;1;1;0,103
"implication";1;1;1;1;1;0,128;1;1;0,694;1;0,467;0;1
"immeuble";1;1;0,138;0,022;0,378;1;1;1;1;0;1;1;1
"immatériel";1;1;1;1;1;0;1;1;0,575;0,092;1;1;1
"imaginer";1;0,154;0;1;1;1;1;1;1;1;1;1;0,17
"idole";0,578;1;0,138;0,432;1;1;1;1;1;1;1;1;0,011
"htag_coupedumonde";1;1;1;1;1;1;1;1;0;1;1;1;1
"horizon";1;0,154;1;0;0,378;1;0,749;1;1;1;1;1;1
"honneur";1;1;1;1;0,291;1;1;1;1;1;0,368;0,248;0,004
"hollywood";1;1;1;1;1;1;1;1;1;1;1;0;0,011
"hippie";1;1;0,138;0;1;1;1;1;1;1;1;1;1
"haïti";0,121;1;1;1;1;1;1;0,009;1;1;0,079;1;1
"hall";1;1;0,138;1;1;0,763;1;1;0,694;1;1;1;0,011
"génocide";1;0,154;1;1;1;1;0,749;1;1;1;0;1;1
"gravité";1;1;1;1;1;1;0,005;0,161;0,694;1;1;0,009;1
"gravement";0,028;1;1;1;1;1;1;0,11;0,575;1;0,368;1;0,714
"granit";0;1;1;1;1;1;1;1;0,694;0,138;1;1;1
"fusionner";1;1;1;1;0,378;1;1;1;1;1;1;1;0
"fumée";1;1;1;1;1;1;0,749;1;1;1;1;0,329;0
"fréquemment";1;1;1;1;0,015;0,128;0,121;0,161;1;1;1;1;1
"fraude";1;1;1;1;1;1;1;1;0,096;1;1;0;1
"frank";1;1;1;1;1;1;1;1;0,003;1;1;1;0
"fracture";0,578;0,001;1;1;1;1;1;0;1;1;1;1;1
"folie";0,028;1;1;0,338;1;1;0,627;1;1;1;0,368;1;0,714
"figurer";0,578;1;1;1;1;1;0,749;1;1;1;0,467;0,009;0,17
"feuille";0,468;0,105;0,66;0,338;1;1;1;1;1;1;0,013;1;1
"fermement";1;1;0,784;1;1;0,128;0,749;1;1;1;0,467;0,009;1
"fedpol";1;1;1;1;0,291;1;0;1;1;1;1;1;1
"façonner";1;0,154;0,784;0,432;1;1;1;1;1;1;1;1;0
"fasciner";1;1;0,784;0,022;1;0,763;0,749;1;1;1;1;0,329;0,841
"faillite";1;1;1;1;0;1;1;1;0,575;1;1;1;0,714
"facilement";0,001;1;1;0,432;0,378;0,763;0,749;1;1;1;1;1;1
"extrêmement";0,578;1;1;1;1;1;0,749;1;0,694;1;0;1;0,841
"expédition";1;0,154;1;1;0,015;0,763;0,749;1;1;1;1;1;0,17
"exploitation";1;0,105;1;1;1;0,64;0,627;0,11;0,575;1;1;0,248;1
"existence";1;1;0,081;0,338;1;0,074;1;1;1;1;1;0,248;1
"exigeant";0,578;1;1;1;1;0,763;0;1;1;1;1;1;1
"exercer";1;1;1;1;1;0,074;0,627;0;1;1;1;1;0,714
"excuse";1;1;1;0;1;1;1;1;0,575;1;1;0,004;1
"exclusivement";1;0,154;0,784;1;0,378;0,763;1;1;1;1;0,467;1;0,17
"estival";1;0,029;0,373;0,149;1;0,358;1;1;1;1;1;1;1
"envahir";1;1;0;1;1;1;1;1;1;1;1;1;0,103
"emporter";0,055;0,154;0,784;0,432;1;0,763;1;0,161;1;1;1;1;1
"emmanuel";1;1;1;1;1;1;1;1;0,694;1;0,028;0;1
"emji_pilule";1;1;1;1;0;1;0,121;1;1;1;0,467;1;1
"emji_note_de_musique";0,352;1;0,522;1;1;0,505;1;0,066;1;1;1;1;0,572
"emji_applaudissements";0;1;1;1;1;1;1;1;1;1;1;1;0,17
"détresse";1;1;1;1;1;0,763;0,749;0,001;1;0;1;1;0,841
"détenir";1;1;1;1;0;1;0,627;1;0,575;1;1;1;0,714
"déploiement";1;1;1;1;0,378;0,763;0,749;1;1;1;0;1;1
"démarche";1;1;0,784;1;1;0;0,749;1;1;1;1;1;0,841
"délivrer";0,578;1;1;1;1;0,128;0,749;0,161;1;1;1;0,329;0,841
"décoration";1;1;0,784;0,022;1;1;0,121;1;1;1;1;1;0,17
"décharge";1;1;1;1;0,378;0;0,749;1;1;0,138;1;1;1
"décerner";0,055;1;1;1;1;1;1;1;1;1;0,467;1;0
"durablement";1;1;1;1;1;1;0,121;1;0,096;1;0,467;1;0,17
"douche";1;1;1;1;1;0,207;0,002;1;1;1;1;1;1
"doubler";0,055;1;1;1;0,378;1;0,749;0,161;0,694;1;0,467;1;1
"douanier";1;1;1;1;1;0,006;1;1;1;1;0;1;1
"dominer";0;1;1;0,432;0,378;1;0,749;1;1;1;1;1;1
"divertissement";1;1;1;1;1;0,64;0,07;0,11;1;1;1;1;0,103
"distribuer";0,578;1;1;1;0,015;0,128;1;1;1;1;1;1;0,17
"cérébral";1;1;1;1;1;1;0,121;0;1;1;1;1;1
"céline";0,028;1;1;1;1;0,074;1;1;1;0,092;0,368;1;1
"cri";1;1;1;0,022;1;0,763;0,749;1;1;1;1;0,329;0,17
"coupable";0,578;1;1;1;1;1;0,749;1;0,694;0,138;1;0;1
"corruption";1;1;1;1;1;1;1;1;1;1;0,028;0;1
"cop30";1;1;1;1;1;0,763;1;1;0,694;1;0;0,329;1
"coopération";1;1;1;1;1;0,64;0,627;1;1;1;0;1;1
"contester";1;1;1;1;1;0,006;0,749;1;1;1;0,467;0,009;1
"contemporain";1;1;1;1;1;1;1;1;0,694;1;1;1;0
"consécutif";0;1;1;1;0,378;1;1;1;1;1;1;1;0,841
"confirmé";0,578;1;1;1;0,015;0,128;1;1;0,096;1;1;1;1
"conduite";1;1;0,66;1;0,291;0,002;1;1;1;1;0,368;1;1
"concurrent";1;1;1;1;0,291;0,002;1;1;0,575;1;0,368;1;1
"concurrence";1;1;1;1;0,291;0,64;1;0;1;1;1;0,248;0,714
"compréhension";1;1;1;0,432;0,378;0,128;1;1;1;0,138;0,467;1;0,841
"compliquer";1;0,001;1;1;0,378;1;0,121;0,001;1;1;1;1;1
"communiste";1;1;1;1;1;0,763;1;1;0,694;1;1;0;1
"commander";1;1;0,522;1;0,203;1;0,032;0,066;1;1;1;1;1
"colère";1;1;1;1;1;0,128;0,749;1;0,694;1;0,028;0,329;1
"colonie";1;1;0,522;0,242;1;1;1;1;1;1;0;1;1
"collègue";0,055;1;0,784;0,432;0,378;1;0,749;1;0,694;1;1;1;1
"collecter";1;1;1;1;1;0,074;0,002;1;0,575;1;1;1;1
"collaborer";1;1;1;1;0,378;0,763;1;1;0,694;1;1;0,329;0,011
"coin";0,468;1;0,66;0;1;1;1;0,11;1;1;1;1;1
"cohésion";1;1;1;1;1;0,002;1;1;0,053;0,092;1;1;1
"coach";0;1;1;1;1;1;1;1;0,694;1;1;1;1
"clavier";1;1;0,66;1;1;1;1;1;1;1;1;1;0
"classer";0,578;0,001;1;1;1;0,763;1;1;1;1;0,467;1;0,17
"château";1;0,154;1;0;0,378;1;1;1;1;1;1;1;0,841
"chuter";0,055;0,001;1;1;1;1;0,121;0,161;1;1;1;1;1
"chauffeur";1;1;0,66;0,338;1;0,002;1;1;1;0,092;1;1;1
"chancellerie";1;1;1;1;0,378;0,128;1;1;0,694;1;0,467;0,329;0,841
"centre_ville";1;1;1;1;1;0,128;1;1;0,096;1;1;1;0,011
"carburant";1;1;1;1;1;0,763;1;0;1;1;0,467;0,329;1
"canne";0,578;1;1;1;1;1;1;1;1;1;1;1;0
"calme";0,578;1;0,007;1;1;1;0,749;1;1;1;0,028;1;1
"calendrier";1;1;1;0,338;0,291;1;1;1;0,575;1;0,368;1;0,103
"bénéfice";1;1;1;1;0,291;0,64;0;1;1;1;1;1;1
"bulle";1;0,105;1;1;0,291;0,074;1;1;0,575;1;1;1;0,714
"bruxelles";0,121;1;0,218;1;1;0,207;1;1;1;1;1;1;1
"briller";0;1;0,784;0,022;1;1;1;1;1;1;1;1;1
"bouteille";1;1;0,002;1;0,006;1;0,627;1;1;1;1;1;1
"boisson";1;0,154;0,007;1;1;1;0,749;1;0,694;1;1;1;0,841
"becker";1;1;1;1;1;1;1;1;0;1;1;1;0,841
"barragiste";0;1;1;1;1;1;1;1;1;1;1;1;1
"autonome";1;1;1;1;1;0;1;1;1;1;0,028;1;1
"attirant";1;1;1;0,432;1;1;0,121;1;1;1;1;1;0
"attacher";1;1;1;1;0,291;1;1;0;1;1;0,368;1;1
"aspect";1;1;1;1;1;0,64;0;0,11;1;1;1;1;1
"arthur";1;1;1;1;1;1;1;1;1;0;1;1;1
"argentin";0;1;1;1;1;0,64;1;1;1;1;1;0,248;0,714
"approvisionnement";1;0,105;1;1;1;1;1;0,11;0,053;0,092;0,368;1;1
"apprenti";1;1;1;0,01;0,291;0,074;1;1;0,575;1;1;1;1
"appartement";1;1;0,66;0,338;1;1;1;1;0,575;1;1;0,248;0,103
"angleterre";0;1;1;1;1;1;1;1;0,694;1;0,467;1;1
"anadolu";1;1;1;1;1;1;1;1;0;1;1;1;1
"amélioration";1;1;1;1;0,203;0,035;0,493;1;1;1;0,267;1;1
"alliance";1;1;1;1;1;0,074;0,627;1;1;1;0,368;0,004;1
"alimentation";1;0,154;1;0,432;1;1;0;1;0,694;1;1;1;1
"algérie";0,001;0,154;1;1;1;0,763;1;1;1;1;0,467;0,329;1
"alex";1;1;1;1;1;1;0,627;1;0,001;1;1;1;0,103
"alarme";1;0,154;1;1;1;0;1;1;1;1;1;1;1
"ajustement";1;1;1;1;0;0,763;1;0,161;0,096;1;1;1;1
"aigle";0,468;1;1;0,338;0;1;1;1;1;1;1;1;0,714
"agricole";1;0;0,081;1;1;1;1;1;1;1;0,368;0,248;1
"affrontement";0,055;1;1;1;1;1;1;1;1;1;0;1;0,841
"adrien";1;1;1;1;1;1;1;1;0,694;0,138;1;1;0
"adn";1;1;1;1;1;0,358;0,348;1;1;1;1;0,097;0,415
"accroître";1;1;1;1;0,378;1;0;1;1;1;0,467;0,329;1
"académie";1;0;1;1;0,291;1;0,627;1;1;1;1;1;0,103
"abriter";1;0,001;1;1;1;0,763;1;1;1;1;0,467;0,329;0,17
"abattre";1;1;1;1;1;0,358;0,01;1;1;1;0,167;1;1
"8e";0;1;1;1;1;1;1;1;0,694;1;1;1;1
"11e";0,055;1;1;1;0,378;0,763;1;1;1;1;0,467;1;0,17
"éternel";1;1;0;1;1;1;1;1;0,575;1;1;1;0,714
"équivalent";1;1;1;1;0;1;1;1;0,575;1;1;1;1
"élimination";0;1;1;1;1;1;0,07;0,11;1;1;1;1;1
"égal";0;1;1;1;1;1;0,493;1;0,446;1;1;1;1
"écraser";1;0;0,66;1;1;0,64;1;1;1;1;1;1;0,103
"économiste";1;1;1;1;0,203;0,505;0,493;1;0,446;1;1;0,169;1
"écologiste";1;1;0,66;0,01;0,291;1;1;1;1;1;1;0,004;1
"écharpe";0,352;0,062;0,039;1;1;1;1;1;1;1;1;1;0,572
"échantillon";0,352;1;0,522;1;1;1;0,493;0,066;1;1;1;1;0,572
"yves";1;1;1;1;1;0,505;0;1;0,446;1;1;1;1
"werner";1;1;1;1;1;1;1;1;0,053;1;1;1;0
"vérité";1;1;1;1;1;1;1;0,11;1;1;1;0;1
"vénézuélien";1;1;1;1;1;1;1;1;1;1;0;1;1
"visuel";1;0,105;1;1;1;0,64;1;1;1;1;1;1;0
"viral";1;1;1;1;1;1;0,002;1;1;1;1;1;0,004
"victorieux";0,028;1;1;1;0,291;1;1;1;1;0,092;1;0,004;1
"valaisans";1;1;0,002;0,01;1;1;1;1;1;1;1;1;0,714
"utile";1;1;0,522;1;1;1;0,493;1;1;1;1;1;0,001
"user";0;1;1;1;1;1;1;1;1;1;0,368;0,248;1
"unil";1;1;1;1;0,291;0,64;0,627;0;1;1;1;1;0,714
"télé";1;1;0,66;0;1;1;1;1;1;0,092;1;1;0,714
"twitter";1;1;1;1;0,052;0,002;1;1;1;1;1;1;1
"troupe";1;1;0,373;1;1;1;1;1;0,309;1;0,001;1;1
"trophée";0;1;1;1;1;1;1;1;1;1;1;1;0,714
"tournage";1;1;0,522;0,242;1;1;0,493;1;1;1;1;1;0,051
"toit";1;1;1;0,149;1;0,358;1;1;1;1;0,167;1;0,415
"time";0,352;1;0,522;1;1;1;1;1;0,446;1;0,267;0,169;1
"théorie";1;1;1;1;1;1;1;0;1;1;1;1;1
"tessin";0,352;1;1;0,242;1;1;1;1;1;0,054;1;1;0,051
"tache";1;0,029;1;1;1;1;0,01;1;1;1;1;1;0,415
"sölden";0;1;1;1;1;1;1;1;0,575;1;1;1;1
"sénégal";0;1;1;1;1;1;1;1;0,575;1;1;1;1
"systématiquement";1;1;1;1;1;1;0,032;0,066;0,446;1;0,267;1;1
"systématique";1;0,105;1;1;1;1;0,07;0,11;1;1;0,013;1;1
"symbolique";1;1;1;1;0,006;1;1;1;1;1;1;0;1
"susceptible";1;1;1;1;1;1;0;1;0,053;1;1;1;1
"surpasser";1;0,105;1;1;0,291;1;0,627;0,11;1;1;1;1;0,103
"surnommé";1;0,062;1;1;1;1;1;1;1;1;1;0,169;0,001
"surnommer";0,468;1;0;1;1;1;1;1;1;1;1;1;0,714
"supermarché";0,468;1;0,081;1;1;0,074;0,627;1;1;1;1;1;1
"sumo";1;1;1;1;1;1;1;1;0,575;1;1;1;0
"suicide";1;1;1;1;1;0,64;0,627;0,11;1;1;1;0,004;0,714
"suffrage";1;1;1;1;1;1;1;1;1;1;1;0;1
