emji_skieur emji_drapeau_suisse;7;0;0;0;0;0;0;0;0;0;0;0;0
emji_drapeau_suisse les;3;1;0;0;2;6;1;0;1;0;3;1;0
50 ans;2;1;2;2;0;1;2;0;0;1;2;0;2
ans de;3;1;2;3;0;2;0;0;3;1;6;13;7
de la;128;34;104;68;91;182;130;50;76;26;107;86;165
. en;11;12;56;40;16;17;14;9;1;0;7;8;22
en décembre;2;0;1;0;0;3;1;1;3;0;1;0;2
1975 ,;2;0;0;2;0;0;0;0;0;0;0;0;0
, une;8;5;18;18;10;21;20;8;5;2;9;11;22
une chute;3;0;0;0;1;0;0;0;0;0;0;0;1
à val;4;0;0;0;0;0;0;0;0;0;0;0;0
val d;4;0;2;2;0;1;0;0;0;0;0;0;0
d isère;4;0;1;0;0;0;0;0;0;0;0;0;0
le suisse;3;0;1;0;0;0;0;0;0;0;0;0;0
roland collombin;1;0;1;1;0;0;0;0;0;1;0;0;0
sa carrière;9;1;1;2;0;1;0;0;1;1;0;0;8
alors qu;8;0;0;1;1;2;0;2;0;0;1;0;1
qu il;19;4;27;10;3;5;11;6;9;3;16;7;14
il était;1;1;0;1;0;0;1;1;0;0;1;1;1
au sommet;2;0;0;0;0;1;0;0;0;0;1;0;0
val d isère;4;0;1;0;0;0;0;0;0;0;0;0;0
alors qu il;4;0;0;0;0;0;0;1;0;0;0;0;1
on te;2;0;1;0;0;1;0;0;0;0;0;0;0
avec les;6;0;4;1;1;3;7;3;3;0;6;1;4
les images;2;0;1;2;0;0;2;0;0;0;0;2;4
images de;2;0;0;0;0;0;1;0;0;0;0;1;1
de user_utilisateurice;4;0;0;1;1;0;0;0;2;0;0;0;0
la carrière;1;0;0;0;0;0;0;0;0;0;0;0;3
carrière de;1;0;1;0;0;0;0;0;0;0;0;0;3
s est;30;3;3;7;8;15;9;9;4;2;14;17;21
est terminée;1;0;0;0;0;2;0;0;0;0;1;0;0
à l;26;28;41;22;32;59;46;21;22;6;33;35;55
l âge;5;3;6;3;4;2;8;0;2;0;0;2;10
âge de;4;0;4;2;3;1;5;0;1;0;0;2;8
de 24;2;0;1;0;1;1;0;0;0;0;1;0;1
24 ans;3;0;0;0;0;1;0;0;0;0;1;0;1
ans .;7;5;8;7;2;5;9;4;5;1;7;1;12
. mais;10;0;9;4;2;4;9;1;1;0;0;0;3
mais le;2;1;0;1;3;2;1;0;0;0;2;1;0
le champion;3;0;1;1;0;0;0;1;0;0;0;0;0
champion du;10;0;1;2;0;0;0;1;0;0;0;0;3
du val;4;0;1;1;0;0;0;0;0;0;0;0;0
val de;4;0;0;0;0;0;0;0;0;0;0;0;0
marqué l;2;0;0;0;0;0;1;0;0;0;0;0;3
l histoire;11;0;0;1;1;2;1;0;1;1;1;5;15
histoire du;3;0;0;0;0;0;0;0;0;0;0;1;4
du ski;3;0;2;2;0;0;0;0;0;0;0;0;0
suisse avec;1;0;0;0;1;0;0;0;0;0;2;0;0
avec un;12;2;2;5;10;10;11;2;7;2;2;4;13
de feu;1;0;0;0;0;2;0;0;0;1;0;0;1
les images de;1;0;0;0;0;0;1;0;0;0;0;1;1
s est terminée;1;0;0;0;0;2;0;0;0;0;1;0;0
à l âge;4;1;4;1;1;0;2;0;2;0;0;2;8
l âge de;4;0;4;2;3;1;3;0;1;0;0;2;8
