"";"";"";"";"*i_0218";""
"72";"*postDate_29-10-2025";"0.0475705396517224";"0.679360063823681";"0.844009495697697";"315"
"73";"*postComments_297";"-0.714850381693754";"1.6445336312599";"0.84228648603492";"318"
"74";"*postDate_19-9-2025";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"328"
"75";"*postDate_22-8-2025";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"332"
"76";"*postComments_201";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"334"
"77";"*postDate_16-7-2025";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"335"
"78";"*a_0852";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"336"
"79";"*postLikes_19100";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"337"
"80";"*postComments_532";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"338"
"81";"*postDate_14-5-2025";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"339"
"82";"*postLikes_826";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"340"
"83";"*a_0653";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"341"
"84";"*postDate_17-6-2024";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"342"
"85";"*postLikes_390";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"343"
"86";"*a_0607";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"344"
"87";"*postDate_3-4-2024";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"345"
"88";"*a_0560";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"346"
"89";"*postDate_14-1-2024";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"347"
"90";"*a_0543";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"348"
"91";"*postLikes_625";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"349"
"92";"*postDate_15-12-2023";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"350"
"93";"*postDate_10-9-2023";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"352"
"94";"*a_0448";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"353"
"95";"*postDate_2-7-2023";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"354"
"96";"*postLikes_454";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"356"
"97";"*postDate_16-6-2023";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"357"
"98";"*a_0380";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"358"
"99";"*postLikes_710";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"359"
"100";"*postDate_8-3-2023";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"360"
"101";"*a_0325";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"361"
"102";"*postLikes_131";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"362"
"103";"*postDate_1-12-2022";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"363"
"104";"*a_0301";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"364"
"105";"*postLikes_571";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"365"
"106";"*postDate_23-10-2022";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"366"
"107";"*a_0293";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"367"
"108";"*postDate_9-10-2022";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"368"
"109";"*a_0260";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"369"
"110";"*postDate_14-8-2022";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"370"
"111";"*a_0216";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"371"
"112";"*postDate_29-5-2022";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"372"
"113";"*a_0042";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"373"
"114";"*postLikes_503";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"374"
"115";"*postDate_23-8-2021";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"375"
"116";"*a_0013";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"376"
"117";"*postDate_14-7-2021";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"377"
"118";"*a_0010";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"378"
"119";"*postDate_9-7-2021";"-0.844353592646419";"-2.06378602853444";"0.841908189691181";"379"
"120";"*i_0786";"-0.489131017562323";"1.78041024528461";"0.841866837459274";"381"
"121";"*i_0765";"0.310435496610014";"1.57126383175392";"0.841866837459274";"382"
"122";"*postComments_149";"0.310435496610014";"1.57126383175392";"0.841866837459274";"383"
"123";"*i_0689";"0.284570181773541";"2.01699135492527";"0.841866837459274";"384"
"124";"*i_0604";"0.322104680492041";"1.65594104683455";"0.841866837459274";"385"
"125";"*i_0363";"0.284570181773541";"2.01699135492527";"0.841866837459274";"386"
"126";"*i_0308";"0.529519370329354";"1.03787453305668";"0.841866837459274";"387"
"127";"*i_0296";"0.329256107401347";"1.67294713931226";"0.841866837459274";"388"
"128";"*i_0270";"0.329256107401347";"1.67294713931226";"0.841866837459274";"389"
"129";"*i_0221";"0.284570181773541";"2.01699135492527";"0.841866837459274";"391"
"130";"*i_0115";"0.284570181773541";"2.01699135492527";"0.841866837459274";"392"
"131";"*postLikes_6800";"0.17481163930346";"0.646045583463351";"0.841635571273426";"393"
"132";"*postComments_56";"-0.362546657215795";"0.308627678866493";"0.841635571273426";"394"
"133";"*i_0193";"0.274246241274045";"0.617889245955604";"0.841160786388572";"395"
"134";"*postComments_71";"-0.292389223039536";"1.26282282660887";"0.841029071872128";"396"
"135";"*postReposts_22";"0.184787902742113";"0.436005921517055";"0.840577260449444";"397"
"136";"*i_0599";"-0.109580476064971";"-1.36487323190919";"0.840344462699452";"398"
"137";"*i_0338";"-0.130305370135435";"-1.36535980182656";"0.840344462699452";"400"
"138";"*postDate_26-12-2025";"0.134698682018381";"0.732180092631933";"0.840293921082677";"401"
"139";"*i_0834";"0.103652534212443";"1.65195054567907";"0.840183648464259";"402"
"140";"*postDate_11-12-2025";"0.308422833773232";"0.560808536848009";"0.840153017181365";"403"
"141";"*postComments_43";"0.231565845054942";"0.4071419623545";"0.839325972543232";"417"
"142";"*i_0731";"0.404373647907498";"0.745243008159562";"0.839079390715937";"419"
"143";"*i_0695";"0.404373647907498";"0.745243008159562";"0.839079390715937";"421"
"144";"*i_0574";"0.404373647907498";"0.745243008159562";"0.839079390715937";"422"
"145";"*i_0434";"0.404373647907498";"0.745243008159562";"0.839079390715937";"424"
"146";"*postLikes_17600";"0.404373647907498";"0.745243008159562";"0.839079390715937";"425"
"147";"*postReposts_377";"0.404373647907498";"0.745243008159562";"0.839079390715937";"426"
"148";"*i_0275";"-0.451547975774672";"1.21375642222263";"0.839079390715937";"427"
"149";"*postDate_7-10-2025";"-0.506138513471132";"0.131083741007908";"0.839079390715937";"430"
"150";"*i_0421";"-0.396514308540956";"0.797035481647122";"0.83888794519785";"432"
"151";"*i_0061";"-0.396514308540956";"0.797035481647122";"0.83888794519785";"433"
"152";"*i_0953";"0.362982681483858";"1.03594990800957";"0.838281445796553";"434"
"153";"*postComments_674";"0.362982681483858";"1.03594990800957";"0.838281445796553";"435"
"154";"*i_0775";"0.362982681483858";"1.03594990800957";"0.838281445796553";"436"
"155";"*i_0447";"0.552898202805955";"0.473554026716495";"0.838281445796553";"437"
"156";"*postLikes_11700";"0.552898202805955";"0.473554026716495";"0.838281445796553";"438"
"157";"*i_0372";"0.362982681483858";"1.03594990800957";"0.838281445796553";"440"
"158";"*i_0332";"0.362982681483858";"1.03594990800957";"0.838281445796553";"441"
"159";"*postComments_310";"0.362982681483858";"1.03594990800957";"0.838281445796553";"442"
"160";"*i_0316";"-0.455404443479812";"1.14341301398192";"0.838281445796553";"443"
"161";"*i_0118";"-0.437905274964596";"1.08774238149713";"0.838281445796553";"444"
"162";"*i_0893";"-0.448253016570506";"1.16041910645963";"0.838139010331096";"446"
"163";"*postLikes_19300";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"449"
"164";"*postComments_316";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"450"
"165";"*postReposts_381";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"451"
"166";"*postDate_6-10-2025";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"452"
"167";"*a_0652";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"453"
"168";"*postDate_16-6-2024";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"454"
"169";"*a_0601";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"455"
"170";"*postDate_24-3-2024";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"456"
"171";"*postDate_8-12-2022";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"458"
"172";"*postLikes_884";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"460"
"173";"*postDate_28-9-2022";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"461"
"174";"*postLikes_354";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"463"
"175";"*postDate_24-6-2022";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"464"
"176";"*a_0015";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"465"
"177";"*postDate_16-7-2021";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"466"
"178";"*i_0484";"-0.54235607052717";"0.652002568667937";"0.837866391913341";"467"
"179";"*postReposts_70";"0.242251937431674";"0.246303164974737";"0.837866391913341";"468"
"180";"*i_0854";"0.34152840075594";"0.984931630576453";"0.837866391913341";"469"
"181";"*i_0802";"0.35187614236185";"0.912254905613951";"0.837866391913341";"471"
"182";"*postComments_181";"0.35187614236185";"0.912254905613951";"0.837866391913341";"472"
"183";"*postReposts_273";"0.35187614236185";"0.912254905613951";"0.837866391913341";"473"
"184";"*i_0795";"0.34152840075594";"0.984931630576453";"0.837866391913341";"474"
"185";"*i_0412";"0.322707789964607";"0.883248323018114";"0.837866391913341";"475"
"186";"*i_0328";"0.316658527871384";"0.984347746675606";"0.837866391913341";"477"
"187";"*i_0326";"0.322707789964607";"0.883248323018114";"0.837866391913341";"478"
"188";"*i_0324";"0.330286209395103";"1.19726404101068";"0.837866391913341";"479"
"189";"*i_0246";"0.316658527871384";"0.984347746675606";"0.837866391913341";"480"
"190";"*postComments_66";"-0.129653063648044";"-0.32745927244486";"0.837466653671577";"483"
"191";"*a_0519";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"484"
"192";"*postDate_8-11-2023";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"485"
"193";"*a_0430";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"486"
"194";"*postLikes_434";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"487"
"195";"*postDate_31-5-2023";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"488"
"196";"*a_0393";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"489"
"197";"*postDate_31-3-2023";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"490"
"198";"*i_0346";"-0.572602380993286";"1.1574996869554";"0.837129709559745";"491"
"199";"*postComments_170";"0.662134838597398";"0.37183307471387";"0.837096015148562";"492"
"200";"*postLikes_5600";"0.175945673050146";"0.901483860494189";"0.837014842248893";"495"
"201";"*postDate_27-10-2025";"0.0581794690301661";"1.10676239005212";"0.836714655676534";"499"
"202";"*postReposts_119";"0.505751668883958";"0.971851402687269";"0.836270502074573";"502"
"203";"*postLikes_7800";"0.099429183679636";"-1.18228521506614";"0.835457241513742";"503"
"204";"*postReposts_109";"0.186264747140209";"-1.71943139872094";"0.835134081479213";"509"
"205";"*postDate_19-10-2025";"-0.0972716124848797";"0.563591995436458";"0.835000835398624";"513"
"206";"*i_0968";"0.518740079019117";"0.750624339501207";"0.834882904959483";"514"
"207";"*i_0848";"0.531674756026504";"0.659778433298079";"0.834882904959483";"516"
"208";"*i_0343";"-0.491309150178083";"0.794107315763525";"0.834882904959483";"519"
"209";"*i_0226";"0.518740079019117";"0.750624339501207";"0.834882904959483";"520"
"210";"*i_0180";"0.531674756026504";"0.659778433298079";"0.834882904959483";"521"
"211";"*postDate_17-11-2025";"0.0937280548437478";"0.270891331190935";"0.834495419230876";"523"
"212";"*postLikes_18800";"-0.474149651987599";"-2.10146099011126";"0.83428100025062";"524"
"213";"*postReposts_85";"-0.345291305110283";"-1.08730573031159";"0.83428100025062";"525"
"214";"*i_0993";"-0.583582272346917";"-1.50581880869836";"0.834259558352594";"526"
"215";"*i_0868";"-0.583582272346917";"-1.50581880869836";"0.834259558352594";"527"
"216";"*i_0822";"-0.583582272346917";"-1.50581880869836";"0.834259558352594";"528"
"217";"*i_0694";"-0.583582272346917";"-1.50581880869836";"0.834259558352594";"529"
"218";"*i_0329";"-0.583582272346917";"-1.50581880869836";"0.834259558352594";"530"
"219";"*postComments_23";"-0.322214812042026";"-0.867140131241592";"0.834250368967726";"531"
"220";"*postComments_6";"-0.683058994955855";"-1.75284106043088";"0.834250368967726";"532"
"221";"*i_0697";"0.176907464442953";"0.818413235040001";"0.834221269248977";"533"
"222";"*postComments_545";"0.176907464442953";"0.818413235040001";"0.834221269248977";"534"
"223";"*i_0966";"0.494677640149427";"0.982115283047805";"0.834147754170032";"535"
"224";"*postComments_152";"0.494677640149427";"0.982115283047805";"0.834147754170032";"536"
"225";"*i_0807";"0.494677640149427";"0.982115283047805";"0.834147754170032";"538"
"226";"*i_0768";"0.494677640149427";"0.982115283047805";"0.834147754170032";"539"
"227";"*i_0319";"-0.521018785263674";"0.941009356056463";"0.834147754170032";"541"
"228";"*i_0146";"-0.484558344767121";"0.97726758430126";"0.834147754170032";"542"
"229";"*postReposts_371";"-0.484558344767121";"0.97726758430126";"0.834147754170032";"543"
"230";"*postLikes_874";"-0.657723583553565";"-1.6990416275649";"0.834146222605887";"544"
"231";"*postDate_2-3-2025";"-0.6557928845159";"-1.71119969126848";"0.834146222605887";"545"
"232";"*i_0989";"-0.6557928845159";"-1.71119969126848";"0.834146222605887";"547"
"233";"*i_0788";"-0.6557928845159";"-1.71119969126848";"0.834146222605887";"549"
"234";"*i_0383";"-0.6557928845159";"-1.71119969126848";"0.834146222605887";"552"
"235";"*i_0276";"-0.563667848100941";"-0.98957731814447";"0.834146222605887";"553"
"236";"*i_0216";"-0.6557928845159";"-1.71119969126848";"0.834146222605887";"554"
"237";"*postLikes_15300";"0.254719276862729";"-1.09704042411683";"0.834146222605887";"558"
"238";"*i_0014";"-0.657723583553565";"-1.6990416275649";"0.834146222605887";"559"
"239";"*i_0247";"-0.224074533852269";"-1.23410767561012";"0.834129375400295";"560"
"240";"*postLikes_7100";"-0.649380595658094";"0.846904422600023";"0.833737294979254";"561"
"241";"*postComments_362";"0.460544130431629";"1.81952019432802";"0.833737294979254";"562"
"242";"*postComments_183";"-0.667610815906371";"0.828775308477625";"0.833737294979254";"563"
"243";"*postDate_21-12-2025";"0.222433819013924";"-0.305613855249424";"0.833545849461168";"564"
"244";"*postComments_169";"0.351974665416697";"1.10469082236117";"0.833440171535184";"565"
"245";"*postDate_25-12-2025";"0.064534783079358";"1.11353723953315";"0.833381972097686";"566"
"246";"*postDate_10-7-2025";"-0.954288828380159";"-2.47193290303102";"0.833230347247362";"568"
"247";"*postComments_16";"-0.199204856917041";"-0.962020990801995";"0.832666731642115";"569"
"248";"*postLikes_8500";"0.102606515256963";"-0.698372608238546";"0.832426276071399";"570"
"249";"*i_0666";"-0.485726987773296";"1.86819380790706";"0.831657430870764";"573"
"250";"*postDate_30-12-2025";"0.0520872044816787";"-0.309888602028495";"0.831367965247417";"579"
"251";"*postReposts_303";"0.436702794579582";"0.56707772067479";"0.831300576425051";"580"
"252";"*postComments_79";"-0.00923138152413277";"0.473603796742399";"0.831256161064855";"581"
"253";"*postDate_15-12-2025";"0.184361126468693";"0.204202197299058";"0.831141293754003";"582"
"254";"*postComments_39";"0.262712124460209";"0.0602788072140511";"0.83081047589875";"583"
"255";"*i_0112";"-0.26388360234171";"-1.34725031958723";"0.830793628693158";"584"
"256";"*i_0586";"0.41457261583849";"0.331604046400592";"0.830617498816519";"585"
"257";"*i_0519";"0.26226920382783";"0.814439024542907";"0.830617498816519";"586"
"258";"*i_0946";"0.218521282539791";"0.953615605754898";"0.830113614212915";"587"
"259";"*i_0590";"0.385407334979796";"0.424388433875252";"0.830113614212915";"588"
"260";"*i_0301";"0.209152789739093";"1.13055928111676";"0.830113614212915";"589"
"261";"*i_0124";"0.135421621821857";"1.58758656924533";"0.830113614212915";"590"
"262";"*i_0020";"0.200529671734168";"1.19112321858551";"0.830113614212915";"591"
"263";"*postLikes_10800";"0.145046345704576";"0.441171053083149";"0.829954331541867";"592"
"264";"*postComments_137";"-0.491450810351432";"1.43295087573905";"0.829954331541867";"594"
"265";"*i_0749";"0.394662784248137";"0.527467602538266";"0.829954331541867";"595"
"266";"*i_0164";"0.236399849813056";"0.99613083694916";"0.829954331541867";"596"
"267";"*postComments_250";"0.236399849813056";"0.99613083694916";"0.829954331541867";"597"
"268";"*i_0140";"-0.466990002171901";"1.51430645718335";"0.829954331541867";"598"
"269";"*postComments_82";"0.0132993040284875";"1.22065638640019";"0.829896132104369";"599"
"270";"*postComments_168";"0.232666671102063";"0.428680688254961";"0.829548467043524";"600"
"271";"*postLikes_10700";"-0.103009381466149";"-0.899213441236525";"0.829527025145499";"601"
"272";"*i_0878";"-0.472091106268193";"1.10373213153395";"0.828693854250787";"602"
"273";"*i_0710";"-0.472091106268193";"1.10373213153395";"0.828693854250787";"604"
"274";"*postDate_24-10-2025";"-0.0335910526014461";"0.67373440642655";"0.8280842917212";"607"
"275";"*postDate_23-10-2025";"0.304139031680241";"0.298859271365531";"0.827548244270558";"608"
"276";"*postDate_3-11-2025";"0.0044924589805437";"0.519248985736096";"0.827543649578124";"609"
"277";"*postComments_115";"0.011757970988779";"0.605880457703636";"0.827447161037008";"610"
"278";"*postReposts_145";"0.681456551370145";"1.4254567792631";"0.827447161037008";"611"
"279";"*i_0488";"-0.477451588707518";"1.60326991990605";"0.827447161037008";"612"
"280";"*postDate_2-12-2025";"0.206426622311959";"0.184232973726371";"0.827356798752471";"613"
"281";"*postComments_129";"0.420635632818073";"0.753876141511762";"0.827338419982735";"614"
"282";"*postReposts_131";"-0.533544564703676";"-0.0354041941518952";"0.826917239842945";"615"
"283";"*i_0929";"-0.43297474903751";"0.760777253402326";"0.826917239842945";"616"
"284";"*i_0918";"-0.418388269184976";"0.866623772253118";"0.826917239842945";"617"
"285";"*postReposts_264";"-0.418388269184976";"0.866623772253118";"0.826917239842945";"618"
"286";"*i_0882";"-0.43297474903751";"0.760777253402326";"0.826917239842945";"619"
"287";"*i_0535";"0.604595637019611";"0.732294889787672";"0.826917239842945";"621"
"288";"*i_0477";"0.604595637019611";"0.732294889787672";"0.826917239842945";"622"
"289";"*i_0466";"-0.440536326654039";"0.887151532974191";"0.826917239842945";"623"
"290";"*postReposts_305";"-0.440536326654039";"0.887151532974191";"0.826917239842945";"624"
"291";"*i_0161";"-0.440536326654039";"0.887151532974191";"0.826917239842945";"626"
"292";"*i_0096";"-0.409448985548344";"0.887881387850249";"0.826917239842945";"627"
"293";"*i_0066";"0.604595637019611";"0.732294889787672";"0.826917239842945";"628"
"294";"*postReposts_81";"0.302857077179518";"1.25724811376135";"0.826747236222884";"629"
"295";"*i_0938";"0.302857077179518";"1.25724811376135";"0.826747236222884";"630"
"296";"*postComments_511";"0.302857077179518";"1.25724811376135";"0.826747236222884";"631"
"297";"*i_0915";"-0.482697923456568";"0.867369673902746";"0.826747236222884";"632"
"298";"*i_0905";"0.236412738182837";"0.0212781023286742";"0.826747236222884";"633"
"299";"*i_0841";"0.29332016010733";"0.814993316514339";"0.826747236222884";"634"
"300";"*i_0581";"0.31103860608258";"0.798571107937481";"0.826747236222884";"635"
"301";"*i_0404";"0.328537774597796";"0.742900475452684";"0.826747236222884";"637"
"302";"*postComments_298";"0.328537774597796";"0.742900475452684";"0.826747236222884";"638"
"303";"*i_0402";"0.335689201507102";"0.75990656793039";"0.826747236222884";"639"
"304";"*i_0562";"0.146180345962115";"-0.781361106489502";"0.826519033165325";"640"
"305";"*postComments_354";"0.565791605997449";"1.00483260839705";"0.826356687365988";"641"
"306";"*i_0811";"-0.435318339563118";"1.0695732002565";"0.826356687365988";"643"
"307";"*i_0744";"-0.482085330514609";"0.493859627670132";"0.826356687365988";"645"
"308";"*i_0720";"-0.457192300207138";"1.1391614908625";"0.826356687365988";"646"
"309";"*postLikes_14400";"-0.457192300207138";"1.1391614908625";"0.826356687365988";"647"
"310";"*postReposts_121";"-0.457192300207138";"1.1391614908625";"0.826356687365988";"648"
"311";"*postComments_321";"0.565791605997449";"1.00483260839705";"0.826356687365988";"650"
"312";"*i_0439";"0.565791605997449";"1.00483260839705";"0.826356687365988";"651"
"313";"*i_0416";"0.565791605997449";"1.00483260839705";"0.826356687365988";"652"
"314";"*i_0413";"0.565791605997449";"1.00483260839705";"0.826356687365988";"653"
"315";"*i_0384";"0.565791605997449";"1.00483260839705";"0.826356687365988";"654"
"316";"*i_0321";"0.565791605997449";"1.00483260839705";"0.826356687365988";"655"
"317";"*i_0254";"0.565791605997449";"1.00483260839705";"0.826356687365988";"656"
"318";"*i_0105";"-0.435318339563118";"1.0695732002565";"0.826356687365988";"657"
"319";"*postComments_313";"-0.435318339563118";"1.0695732002565";"0.826356687365988";"658"
"320";"*postLikes_5200";"0.120468490427778";"0.475698522386448";"0.826295424800201";"659"
