"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13"
"soir";5,643;-2,083;0,38;-0,07;-0,473;-0,049;-1,198;0;-5,626;-1,98;0,53;23,972;-0,785
"résultat";2,02;-0,768;-5,301;-4,362;-2,106;3,865;6,019;-0,051;-0,633;-0,675;-4,617;67,949;-8,004
"htag_sportxinfo";-2,129;-2,496;-7,653;-4,511;-4,106;-7,437;-7,294;-2,545;377,973;10,452;-2,845;-3,744;-8,279
"beutler";-5,595;-2,455;-7,526;-4,436;-4,038;-7,314;-7,173;-2,503;514,998;-0,023;-4,696;-3,682;-8,142
"bally";-5,595;-2,455;-7,526;-4,436;-4,038;-5,223;-5,09;-2,503;438,941;1,494;-4,696;-3,682;-8,142
"agir";-0,811;-2,372;-3,437;-2,392;0,568;8,298;2,758;-0,772;0,016;1,677;0,879;0,15;-2,492
"sortir";-0,753;-0,022;8,132;-4,212;-1,981;-4,864;-0,77;-2,377;-2,609;-2,215;0,218;10,827;17,88
"plan";-5,03;-0,005;-2,986;-2,115;0,127;7,468;0,017;0,364;-2,321;-2,097;82,231;-1,514;-7,319
"gaetan";-5,501;-2,413;-7,399;-4,362;-3,97;-3,373;-4,972;-2,461;448,128;-0,016;-4,617;-3,62;-8,004
"tour";2,171;-2,372;2,3;1,151;-2,043;-3,263;-3,147;-2,419;-1,445;-0,644;-4,538;10,431;13,951
"ski";49,579;-2,042;27,111;0,112;-0,433;-4,032;-5,966;0,551;-3,502;-0,41;-3,906;-3,063;-1,645
"organisation";-3,334;-0,022;-5,054;-2,322;-0,094;0,645;9,121;27,926;0,03;-2,215;-0,002;-0,022;-0,517
"niveau";0,573;17,987;-6,639;-0,112;4,442;10,573;-0,073;-2,208;-0,32;-2,058;-0,934;0;-3,331
"joueur";274,179;-2,289;-1,858;-0,189;-3,766;-4,744;-4,621;-2,335;-6,183;-2,176;-2,473;-3,434;0,327
"jeu";1,711;-2,124;34,787;0,649;-3,494;-6,329;-2,512;-0,002;-3,715;-0,466;-4,064;-3,186;14,572
"etat";-5,312;-0,702;-7,146;-4,212;1,81;6,36;-3,04;-2,377;0,383;-0,613;12,68;62,05;-7,73
"découvrir";-1,814;1,51;-0,301;7,31;-3,834;-1,811;-4,738;-0,738;-2,609;39,291;-4,459;-1,681;21,537
"site";-0,811;-0,735;-7,272;-2,392;0,043;0,105;8,696;-0,772;1,027;22,949;-1,227;-1,737;0,216
"participer";0,378;0,327;-3,211;-0,937;0,079;15,143;-4,621;-0,704;-4,144;0,434;0;0,212;1,97
"neige";0,041;6,948;6,594;-1,375;-1,135;-1,683;-5,124;-1,788;-0,403;-0,231;-3,355;-2,63;26,762
"local";-2,976;4,405;-2,875;-3,914;-3,562;-1,448;8,247;-0,005;0,13;0,001;-0,934;17,151;0,546
"emji_caméra";-5,312;-0,022;-7,146;-2,322;-3,834;-0,839;-0,77;-0,031;41,322;82,608;-1,167;-0,523;-0,517
"commun";-3,155;-0,637;-1,763;1,468;-0,644;55,842;-1,539;-0,016;-0,036;-0,001;-0,249;-0,448;-3,577
"champion";239,208;-2,207;-0,175;1,587;-3,63;-6,575;-6,448;-0,638;-5,96;-2,097;-4,222;-3,31;-0,027
"zurich";-0,742;44,953;-1,697;-0,281;-1,077;22,473;-0,049;0,071;-0,349;-1,628;-3,276;-2,569;-2,028
"utiliser";-4,936;-0,574;-4,563;-2,046;-3,562;0,018;83,848;4,211;-0,01;-2,058;1,374;-3,248;-3,331
"matin";-2,185;1,019;4,009;3,252;0,025;0,017;-0,103;0,951;-2,868;-1,706;1,162;-0,114;-2,257
"match";511,527;-2,083;-4,318;-3,765;-3,426;-6,206;-6,087;-2,124;-3,609;-1,98;-3,985;-3,124;-6,909
"importance";-5,124;16,888;-6,892;-0,162;-1,857;-4,625;104,442;-2,292;0,07;-0,554;-2,399;-0,007;-3,577
"guerre";-3,065;-0,605;-4,685;-0,136;-0,6;0,276;-0,578;-0,638;-2,321;-0,524;125,143;-3,31;-0,027
"communiqué";0,047;0,406;-6,766;-3,988;0,127;5,251;0,017;7,326;-0,021;-2,097;1,262;-0,412;-0,027
"annonce";0,198;-0,452;-2,435;-0,581;22,208;-2,295;-2,203;-2,04;-0,774;-0,383;6,199;1,842;0,286
"affaire";-5,03;-2,207;-2,986;-0,831;0,127;-0,638;0,017;-0,638;0,595;-2,097;10,51;49,197;-2,059
"voix";-2,887;0;-4,441;-1,978;-1,672;21,903;-0,051;-0,002;-5,737;-0,466;-0,877;81,27;-3,209
"publier";-2,887;2,033;-4,441;-3,839;7,506;3,927;4,164;-0,574;-0,275;-0,466;0,02;0,378;-0,862
"occasion";1,711;-0,543;20,828;1,846;-0,02;-2,612;-6,207;-0,574;-2,131;0,003;-2,179;-1,404;2,756
"bott";-5,218;-2,289;-7,019;-4,137;-3,766;-4,744;-6,69;-2,335;333,044;24,276;-4,38;-3,434;-7,593
"vivre";-0,536;0,45;20,002;8,715;-1,733;-0,575;0,032;-0,005;-5,848;-0,495;0,011;-3,248;-0,942
"saint";27,943;-1,918;3,18;0,215;-3,155;1,938;-3,576;-1,956;-3,184;0,041;-1,818;0,684;-1,349
"réaliser";9,601;-0,009;-1,763;1,468;0,772;-2,935;0,273;7,047;-2,416;-2,137;-2,399;-1,569;1,094
"renforcer";-4,654;-2,042;-6,26;-3,69;-0,005;19,466;1,573;4,835;0,263;0,747;-0,767;1,713;-1,645
"poste";0,068;-2,165;-4,563;-2,046;249,788;-0,575;-6,328;-0,606;-2,226;-2,058;-0,934;3,112;-7,182
"membre";-0,536;0,45;-6,639;-0,779;-0,556;0,018;0,393;12,023;-0,32;-2,058;29,689;-1,459;-0,942
"juger";-2,887;0;-6,513;-1,978;31,587;14,293;0,052;-0,002;-2,131;-2,019;-0,877;13,068;-7,046
"eau";-4,466;9,611;6,964;0,176;-0,356;7,459;0,19;0,005;-5,292;-1,862;-1,89;-2,939;-0,093
"attaque";-4,842;2,033;-4,441;-1,978;-0,02;-0,514;-2,512;1,92;-2,131;-2,019;171,457;-0,342;-4,941
"éviter";0,158;-0,481;0,048;-0,629;-1,551;-0,4;29,298;4,835;-0,842;-1,941;-0,106;-0,277;-4,676
"zone";0,158;35,057;-2,544;-3,69;-0,005;0,553;0,109;0,551;-0,195;-1,941;8,855;-3,063;-4,676
"valoir";0,158;-0,481;1,267;6,708;-1,551;19,466;-2,306;-2,082;-3,502;-0,41;-2,034;-3,063;0,228
"titre";44,082;-2;-2,435;-3,616;-1,49;-1,106;-5,846;5,063;-5,403;-1,902;-3,827;0,547;24,778
"réduire";-4,56;0,661;-6,133;-3,616;8,6;-0,347;54,516;0,606;-1,853;0,02;0,071;-1,242;-4,544
"remporter";200,578;-2,165;-6,639;-2,046;-3,562;-6,452;-4,271;-2,208;-3,822;-2,058;-4,143;12,582;0,546
"partager";-4,842;-2,124;-0,598;40,143;-1,672;-1,361;0,464;-0,002;-0,985;-2,019;-2,179;-0,342;11,464
"musique";-3,716;-1,63;1,716;0,03;-2,682;-2,862;-1,323;-1,663;-0,251;-1,55;-3,119;-2,445;89,635
"long";-0,437;0;10,958;-0,07;-1,611;-1,275;12,119;-2,124;-2,038;-0,438;-0,822;-1,35;0,177
"côté";2,016;-0,481;1,267;-3,69;-1,551;0,081;-2,306;-0,511;-0,842;0,012;12,432;-0,277;0,228
"conseiller";-4,936;-0,002;-4,563;-3,914;-1,733;17,162;8,247;-2,208;-1,058;-0,495;0,011;17,151;-0,942
"accueillir";-1,435;-2,124;-2,764;-0,728;2,52;1,171;-1,281;18,003;-2,131;-2,019;0,02;-3,186;14,572
"manquer";-0,013;-2,042;1,267;-1,842;0,267;-1,19;1,573;0,551;2,15;-1,941;-0,767;-1,296;0,841
"frapper";-0,185;-1,836;-3,59;-0,401;-3,02;-5,47;-1,802;-0,361;-2,973;-1,745;278,123;-2,754;-1,16
"etats";-2,799;-2,083;-6,386;-3,765;-0,011;0,473;-2,409;-0,542;3,525;-0,438;110,997;0,43;-6,909
"entreprise";-4,56;0,005;-4,075;-3,616;58,97;0,641;16,945;-0,48;-0,774;-1,902;-0,714;-0,246;-4,544
"directeur";-4,654;44,301;-4,196;-1,842;5,195;-0,03;4,745;13,363;-3,502;-0,41;-0,767;-1,296;-1,645
"condition";-0,344;-0,452;-4,075;-0,581;3,048;4,797;16,945;0,606;-0,158;-0,383;-3,827;-1,242;-1,545
"campagne";0,735;-0,512;-4,318;-0,678;-1,611;8,749;0,542;-0,542;-5,626;-0,438;-3,985;23,972;0,734
"professionnel";-0,301;0,01;-3,953;-0,534;-3,223;-2,191;88,27;0,666;-1,762;-0,356;-3,748;-1,188;0,021
"pari";-0,26;-0,393;0,719;-3,467;0,418;-3,678;-2,001;-1,956;-1,671;-1,823;-0,046;60,31;2,434
"laurent";-4,748;-0,512;-2,654;-1,91;-1,611;-4,15;-1,198;-2,124;162,225;9,384;-2,106;-1,35;-3,088
"jouer";19,356;-2,083;2,293;-0,07;-1,611;-4,15;1,424;-0,542;-2,038;-1,98;-0,822;-1,35;2,985
"aimer";-3,716;-1,63;47,354;118,374;-2,682;-2,862;-4,764;-1,663;-4,403;-0,164;-3,119;-2,445;-5,408
"aide";-4,278;0,026;-0,259;-0,444;-3,088;2,127;11,812;2,732;0,054;-1,784;2,389;0,055;-6,226
"édition";1,27;-0,365;-3,711;-0,444;-0,284;-1,985;-0,805;-1,914;-3,079;-1,784;-1,746;-1,082;88,831
"vert";2,362;-0,422;-2,327;-0,024;-1,43;36,079;-3,691;-0,449;-3,29;-1,862;-3,748;33,372;-4,412
"michael";-4,56;-2;-6,133;-3,616;-0,394;-2,295;-5,846;-2,04;197,395;5,861;-3,827;0,015;-1,545
"lier";-1,289;0,602;-6,26;-3,69;0,267;-0,4;24,509;34,113;-5,514;-1,941;0,05;1,713;-2,967
"hiver";0,974;1,521;8,537;-2,872;-0,083;-0,384;-2,665;-0,202;1,355;-1,511;-3,041;-0,726;1,409
"critique";-2,71;0,002;-4,196;-3,69;-0,005;0,553;29,298;8,568;-0,842;-1,941;0,05;-0,277;-0,71
"élevé";-0,046;37,355;-2,99;-2,947;18,213;-1,391;6,064;-0,226;-2,452;0,19;-3,119;-0,775;-1,803
"vidéo";-1,146;-1,959;-1,13;-1,707;-1,43;-3,796;7,806;0,005;-3,29;-0,356;2,053;-2,939;35,758
"rappeler";-0,301;0,01;-0,36;-0,024;0;0,738;0,19;0,666;0,383;-0,356;-0,661;-0,217;0,021
"poursuivre";0,925;2,418;-2,435;-0,037;1,328;-1,106;0,721;0,002;0,319;0,02;-0,714;0,547;-1,545
"marché";-4,185;-1,836;-5,629;-3,318;19,814;0,314;12,433;-1,872;-2,973;0,07;-1,675;-2,754;12,657
"manifestation";-4,372;-1,918;-3,832;-3,467;0,002;3,478;-3,576;-1,956;-1,671;-1,823;51,296;15,849;0,04
"dénoncer";-4,654;0,002;-6,26;-1,842;-0,005;1,445;1,573;0;-1,945;-0,41;16,615;24,795;-4,676
"confirmer";-2,534;0,01;-6,007;-3,541;-0,356;0,738;-0,001;5,302;0,018;-1,862;2,053;33,372;-1,446
"comprendre";-0,151;11,281;-1,903;0;0,025;-1,783;16,891;-0,333;-1,406;-0,254;0,242;-2,692;-0,319
"billet";22,186;-0,257;-1,697;-1,31;53,113;-0,576;-1,511;-1,746;0,201;-1,628;-3,276;-0,876;-3,624
"assurer";-2,622;2,418;-1,216;-3,616;3,048;1,598;3,178;-2,04;-0,158;-1,902;6,199;0,015;-1,545
"affirmer";0,198;-2;-6,133;-3,616;-0,001;-0,347;1,732;-0,48;-0,774;-1,902;33,923;10,311;-1,545
"évoquer";-0,001;-1,959;-3,953;25,228;-0,356;-2,191;-0,257;-1,998;-5,292;-1,862;9,717;7,052;0,352
"phénomène";-0,939;0,937;0;-3,318;-1,252;-1,884;29,958;-1,872;-1,493;-1,745;-1,675;-1,03;9,574
"parler";-2,359;-0,365;17,786;8,176;0,006;0,001;0,004;-1,914;-0,579;-1,784;-0,031;-1,082;-2,491
"objectif";-1,076;10;-3,832;-0,489;-0,319;3,478;11,223;-0,419;-0,096;-1,823;0,849;-2,877;-1,349
"mètre";0,334;-0,12;-1,108;-0,93;3,625;4,962;-4,284;-1,495;-0,753;-1,394;-1,055;-0,582;12,181
"laisser";-1,146;0,01;46,288;-1,707;-0,356;-2,191;-0,001;-1,998;-1,762;-1,862;0,096;0,025;-0,093
"inscrire";4,514;-0,393;-3,832;-3,467;37,184;0,845;-0,213;-1,956;0,454;0,041;-0,61;-1,135;-2,609
"humain";-2,359;-1,877;-2,113;-0,444;-3,088;0,001;103,61;-0,39;-1,582;-1,784;-1,746;-0,162;-0,437
"europe";15,031;1,521;-4,873;-2,872;0,142;3,894;-0,004;8,101;-0,206;-1,511;-3,041;-2,384;-0,645
"changement";-2,185;42,131;0,005;-1,441;-0,218;1,226;0,441;0,04;0,114;-0,254;-3,434;-0,114;-2,257
"artiste";-2,359;-1,877;-3,711;1,202;-3,088;-0,205;-3,461;-1,914;-0,579;-1,784;-3,591;-2,815;137,296
"ajouter";0,004;-0,365;-5,755;-0,444;3,671;-0,867;0,3;-0,39;-0,07;1,034;19,473;-2,815;-0,041
"système";-4,466;0,01;-1,13;-1,707;3,245;10,234;10,663;-1,998;0,018;-1,862;2,053;-1,188;-6,499
"réponse";-0,301;-0,422;59,737;-1,707;-3,223;-2,191;0,824;0,005;-1,762;-1,862;2,053;-2,939;-2,727
"recevoir";-0,26;-0,393;-1,045;-1,64;-1,37;-0,001;-3,576;21,249;-1,671;-0,33;2,216;0,684;6,088
"proche";0,024;0,051;-3,469;-1,441;0,025;0,017;-0,661;6,386;-0,459;-0,254;8,047;12,77;-5,953
"moment";0,353;0,026;-0,259;5,161;0,006;-5,592;-1,901;-1,914;-0,07;-1,784;0,945;-0,162;9,039
"israël";-1,006;-1,877;-5,755;-3,392;-3,088;-3,561;-1,901;-0,39;-1,582;-0,304;330,346;-0,162;-6,226
"impact";-4,372;-0,393;-5,881;-1,64;-0,319;0,845;44,694;14,889;-0,096;-1,823;-1,818;-1,135;-0,501
"clip";-0,277;-0,121;-0,372;-0,219;-0,2;-0,362;1,645;-0,124;-0,328;-0,115;-0,232;-0,182;8,653
"but";227,173;-1,754;-3,349;-1,375;-2,885;-1,683;-5,124;-1,788;0,154;-0,231;-1,534;-0,927;-5,816
"augmenter";-1,927;71,213;-5,124;-3,021;23,265;0,089;1,847;0,091;-0,299;-0,185;-3,198;-2,507;-5,544
"janvier";-2,098;-0,283;-5,376;-3,169;51,32;2,78;-3,118;-1,788;-0,015;-0,231;-0,003;2,804;-0,002
"général";1,27;6,051;-5,755;-1,573;0,006;-1,985;0,004;10,055;-1,582;-1,784;7,25;11,715;-6,226
"genevois";-0,093;-0,257;17,105;-3,095;-2,817;0,058;-3,004;-0,278;-2,659;0,133;-3,276;0,159;11,372
"expérience";-4,185;-0,337;-0,213;-0,002;-1,252;2,33;16,103;-0,361;-2,973;-0,279;-3,512;0,075;2,903
"exprimer";-2,359;0,026;-5,755;2,836;0,006;0,961;-3,461;0,799;-3,079;-1,784;-0,56;43,699;0,51
"espèce";-3,81;608,02;-5,124;-3,021;-0,131;-1,488;-0,463;-1,704;-2,555;-1,589;-3,198;-2,507;-3,494
"amour";-0,046;-0,208;3,299;147,371;-2,682;-2,862;-4,764;-1,663;-4,403;-1,55;-3,119;-2,445;0,017
"voiture";-1,672;-0,162;9,102;12,22;-2,547;1,009;0;0,17;-2,246;-1,472;-0,212;-0,677;-1,583
"sexuel";-3,997;0,068;-0,133;-0,319;-1,135;-1,683;0,524;32,796;-0,403;-1,667;0,292;18,589;-3,755
"quotidien";-4,091;-0,31;-1,903;9,03;-2,952;2,547;2,717;0,951;-1,406;-1,706;-0,463;-2,692;5,049
"majeur";-3,903;1,2;-5,25;-1,31;4,684;-1,585;7,845;1,125;-0,349;-0,207;5,709;-0,072;-0,216
"maison";-3,623;-0,184;0,757;4,545;-2,614;-2,747;-0,345;-1,621;-0,986;-1,511;0,556;-0,026;21,812
"film";-0,501;-1,548;-4,747;-2,798;0,179;-4,613;-4,524;-1,579;-0,907;-0,123;-2,962;-0,677;152,553
"fan";7,841;-1,836;-0,213;-0,002;-3,02;-0,791;-1,802;-1,872;-4,958;-0,279;-3,512;-2,754;67,119
"débat";0,49;-1,795;-0,803;-1,441;1,991;16,312;-0,103;0,04;-0,459;1,207;-3,434;-0,114;-1,069
"deuxième";66,983;6,335;-3,59;-1,507;-3,02;-0,791;-3,346;-0,361;-0,047;-0,279;-1,675;4,875;-2,374
"concerner";-2,185;0,051;-5,502;-3,244;20,613;9,374;1,336;3,066;-1,406;-1,706;-0,463;2,618;-5,953
"carrière";60,49;-0,31;-0,171;-0,359;-1,193;-3,326;-1,704;-1,83;-2,868;-0,254;-3,434;-2,692;13,345
"art";-3,997;0,068;0,016;18,456;-0,187;-0,645;0,524;-1,788;-2,764;-1,667;-3,355;-0,092;10,739
"ap";-3,903;-1,712;-5,25;-3,095;-2,817;-3,094;-5,004;-1,746;309,876;1,405;-3,276;-2,569;-5,68
"tête";0,974;0,162;15,583;-1,117;-0,907;-0,01;-1,231;-1,621;-2,348;-1,511;-0,249;-0,026;1,409
"susciter";0,752;-0,232;-3,11;-0,244;0,082;1,717;1,847;3,645;-1,15;-1,589;-1,395;6,085;-1,915
"rue";-3,903;-0,257;65,463;-0,281;-2,817;0,058;-3,004;1,125;-1,234;-1,628;-1,464;0,159;-0,892
"recherche";-2,185;6,634;-3,469;-0,359;-0,218;2,547;25,954;0,04;-1,406;-0,254;-3,434;-0,114;-1,069
"précédent";0,569;11,751;-3,349;-1,375;15,99;-0,645;1,493;1,035;0,822;-1,667;-3,355;-0,927;-3,755
"produit";-3,716;-1,63;-2,99;-1,181;0,974;0,127;43,45;-0,226;-1,068;-0,164;0,479;-0,775;-0,725
"palestinien";-4,091;-1,795;-5,502;-3,244;-2,952;-3,326;-3,232;-0,333;-0,459;-1,706;370,597;-0,114;-5,953
"majorité";-4,185;-0,337;-3,59;-3,318;0,014;8,855;12,433;0,872;-1,493;-1,745;-0,018;17,153;-6,089
"gauche";0,569;-1,754;-5,376;-3,169;-2,885;9,922;-0,593;-0,305;-1,319;-1,667;-3,355;104,954;-0,979
"feu";0,126;-0,208;1,716;-0,209;-2,682;15,543;-2,777;-0,226;-2,452;-0,164;0,479;-0,775;0,017
"vol";-2,968;-1,302;-3,993;-0,016;26,355;-0,681;0,127;2,478;-0,47;-1,238;-0,042;22,182;-4,32
"village";-3,81;1,3;3,024;10,493;-1,02;-1,488;-4,884;-0,252;-2,555;-1,589;-3,198;-2,507;34,776
"société";-3,81;3,807;-1,595;-1,245;-0,131;5,392;-2,89;18,663;-0,299;-0,185;-3,198;6,085;0,005
"oeuvre";-3,716;0,133;-4,999;-2,947;0,974;-1,391;6,064;-0,226;-0,251;-0,164;-1,326;-2,445;36,336
"km";-0,501;1,429;-0,129;0,129;-1,537;1,059;1,136;-0,953;-0,788;1,615;7,339;-1,402;-3,1
"fribourg";-0,001;1,916;0,301;-0,93;-0,029;36,067;-0,965;-0,134;-2,041;-0,087;-2,805;-0,582;-2,848
"euro";33,925;-1,712;-5,25;-3,095;36,084;1,54;-5,004;-1,746;-1,234;-0,207;-0,372;-0,072;-2,028
"difficile";-0,068;0,108;-0,582;6,849;-0,131;-0,043;8,344;0,091;-2,555;1,513;0,41;-2,507;-5,544
"di";-2,185;-1,795;-5,502;-3,244;-2,952;-3,326;-5,244;-1,83;275,352;1,207;-3,434;-0,978;-3,885
"célèbre";-2,098;-0,283;-1,799;1,582;-2,885;-5,225;-5,124;-1,788;-2,764;-1,667;-0,003;-0,927;128,504
"chiffre";-2,012;0,086;-3,229;-3,095;84,81;1,54;0,08;1,125;-1,234;-0,207;-0,372;-2,569;-3,624
"cessez_le_feu";-3,903;-1,712;-5,25;-3,095;-2,817;-5,102;-5,004;0,071;-1,234;-0,207;415,602;-2,569;-5,68
"cause";-0,558;1,521;-4,873;-2,872;0,142;-0,384;9,435;20,195;0,007;-1,511;-0,249;0,283;-1,692
"économique";-3,623;-0,184;-4,873;-2,872;5,616;-2,747;9,435;0,14;2,902;0,224;3,962;1,498;-5,271
"âgé";-0,679;-0,232;0,545;-0,244;-2,749;0,089;0,115;7,359;-1,15;-1,589;0,41;1,247;0,005
"udc";-3,716;-1,63;-1,495;-1,181;-2,682;147,327;-4,764;-1,663;-1,068;-1,55;-3,119;10,366;-5,408
"télévision";-0,029;-1,589;11,797;4,545;-2,614;-2,747;-2,665;-1,621;-2,348;-1,511;-0,249;-0,026;13,506
"the";-1,672;-1,548;-2,753;-2,798;-0,852;-2,632;-0,29;-1,579;-0,907;-1,472;-1,189;-0,015;117,486
"secteur";-0,679;-0,232;-5,124;-1,245;45,803;1,717;0,721;3,645;-0,299;-1,589;-1,395;-0,825;-1,915
"rôle";-0,121;-1,754;-3,349;-3,169;-1,135;-5,225;17,721;-1,788;-1,319;-0,231;-0,003;8,958;10,739
"mode";-3,623;-0,184;82,387;-0,176;-0,907;-1,297;0,21;-1,621;-0,986;-1,511;-0,249;-2,384;-1,692
"journaliste";-0,679;-1,671;-0,582;26,068;-2,749;-2,978;0,721;0,091;-4,514;0,16;9,417;-2,507;0,311
"enregistrer";-0,2;0,481;-3,993;-0,69;-0,534;18,704;0,869;11,507;-1,64;-1,238;-0,795;-1,953;-0,186
"coeur";-1,588;-1,507;-0,002;-0,116;-0,044;-4,491;0,002;8,932;-2,143;-1,433;-0,177;-0,007;24,155
"charger";-3,903;-1,712;-3,229;-1,31;0,059;0,058;5,277;33,936;-0,349;-0,207;0;0,159;-0,216
"accuser";-3,903;-1,712;-5,25;-3,095;-2,817;-5,102;-3,004;-1,746;-2,659;-1,628;173,91;49,959;-2,028
"vaud";-0,445;-1,507;-0,325;-0,116;-0,044;48,053;-1,052;1,683;-0,829;-0,105;-1,122;-2,261;-1,475
"total";6,963;-0,208;-1,495;-2,947;31,136;-0,024;-2,777;1,325;0,001;-1,55;-0,288;-0,775;-0,725
"réunir";-1,927;-0,232;-3,11;6,849;-0,131;0,647;-4,884;0,091;-2,555;-0,185;6,06;0,195;4,056
"répondre";-0,618;-1,63;0,088;-1,181;2,7;5,788;-0,014;-1,663;-0,251;-1,55;3,692;0,236;-1,803
"porter";-1,505;5,06;4,62;0,132;-0,742;0,37;-4,284;-1,495;-0,753;-1,394;0,838;-0,002;0,812
"piste";0,126;-1,63;40,64;-1,181;-2,682;-0,445;0,158;0,114;-0,251;-1,55;0,006;-2,445;-1,803
"loi";-3,716;-0,208;-4,999;-2,947;0,109;64,645;-0,014;-0,226;-4,403;-1,55;-0,288;21,034;-5,408
"justice";-2,012;-1,712;-5,25;-3,095;0,78;13,993;-0,527;-0,278;0,938;-1,628;0;40,975;-5,68
"géant";27,736;0,229;-2,635;-2,724;1,331;-1,112;-1,052;-0,155;-0,127;-1,433;-2,884;-0,629;5,574
"fermer";-0,445;22,523;-0,325;-0,992;20,827;0,295;-4,404;-1,537;-2,143;-1,433;0,048;1,789;-1,475
"emji_ballon_de_football";326,96;-1,712;-3,229;-0,281;-2,817;-5,102;-5,004;-1,746;-4,625;-1,628;-3,276;-2,569;-0,892
"série";-0,558;-1,589;-4,873;-2,872;0,142;-1,297;-2,665;-0,202;-2,348;-1,511;-0,249;-0,726;113,238
"soutien";-3,716;-1,63;-2,99;-2,947;0,109;8,515;3,789;0,114;-0,251;0,19;14,178;-2,445;-1,803
"reportage";-3,435;-1,507;-0,325;8,598;-2,479;-4,491;-4,404;-1,537;-4,071;237,2;-2,884;-2,261;3,423
"inclure";-1,422;-0,1;-4,37;-2,576;3,898;15,68;1,609;-0,113;-0,679;-1,355;0,102;-0,536;-0,005
"imposer";67,201;-0,232;-3,11;-1,245;0,082;0,089;-0,029;-1,704;-1,15;-1,589;-1,395;0,195;-1,915
"froid";-0,788;8,669;46,05;-1,984;-1,806;-1,406;-1,354;-1,12;-0,182;-1,043;-0,493;-1,647;-0,013
"final";228,066;-1,548;-2,753;-2,798;-0,062;-4,613;-4,524;-0,178;-0,907;-1,472;-1,189;-2,322;-1,583
"emji_drapeau_états_unis";-3,716;-1,63;-4,999;-2,947;-2,682;-4,858;-4,764;-1,663;-4,403;-1,55;98,235;75,451;0,388
"dollar";0,488;-0,082;-4,244;-2,502;111,998;-2,177;-2,107;-1,412;-1,839;-1,316;-0,087;0,002;0,271
"crise";-3,81;0,108;-5,124;-3,021;0,873;11,116;1,847;-0,252;-2,555;-1,589;9,417;6,085;-3,494
"considérer";-1,756;1,521;-4,873;-2,872;-0,083;3,894;0,962;4,09;2,902;-0,143;0,556;0,283;-5,271
"cinéma";-3,623;-0,184;-0,447;-0,176;-2,614;-2,747;-2,665;-1,621;-2,348;-0,143;-3,041;-0,726;135,409
"cantonal";-3,623;1,521;-4,873;-2,872;-0,083;95,135;-1,231;4,09;-2,348;-0,143;-1,257;-0,026;-5,271
"bâle";1,243;0,798;-1,597;0,005;0,963;1,478;0,411;-1,161;-0,232;0,934;-2,178;-0,241;-0,593
"battre";134,115;-1,671;-0,069;-1,245;-0,131;-2,978;-4,884;-1,704;-1,15;-1,589;-1,395;-0,054;-0,171
"baisser";-3,529;21,629;-4,747;-2,798;61,262;2,341;0,271;-0,178;-2,246;-1,472;-0,212;-0,677;-5,135
"arriver";1,101;4,513;0,176;-0,145;-0,062;-0,327;-0,29;-1,579;0,02;-1,472;4,25;1,638;-5,135
"élection";-3,623;-0,184;-4,873;-1,117;-2,614;-0,384;-2,665;-1,621;-4,292;-0,143;-3,041;369,23;-1,692
"sujet";-3,716;-0,208;-4,999;-0,209;0,109;-0,024;-0,402;1,325;-2,452;93,716;0,006;-0,775;0,388
"station";4,929;-1,548;-2,753;0,07;0,179;-1,203;-0,29;1,555;-0,165;-1,472;-2,962;-0,677;14,307
"souvenir";-0,339;-1,425;76,287;5,92;-2,344;-4,246;-4,165;-1,453;-1,94;-0,071;-2,727;-0,536;-0,005
"raconter";2,672;-1,548;-2,753;209,639;-0,852;-2,632;-4,524;-1,579;-4,181;0,261;-2,962;-2,322;-1,583
"présent";0,126;-1,63;-1,495;34,122;-2,682;-0,445;2,046;0,114;-1,068;-1,55;0,479;-0,039;-1,803
"organiser";2,449;-1,589;-0,447;-1,117;-0,083;3,894;-1,231;0,14;-0,986;-1,511;0,015;0,283;1,409
"officiel";-3,529;0,194;-4,747;-1,054;-0,852;4,225;-4,524;-0,178;1,52;-0,123;7,247;3,924;0,575
"nom";4,276;-1,63;-4,999;7,248;-2,682;0,756;-0,014;-1,663;-2,452;-1,55;-1,326;3,433;4,397
"neuchâtel";-3,435;-0,14;-0,325;0,098;20,827;10,272;-2,44;-1,537;-2,143;5,278;-2,884;-2,261;0,101
"militaire";-3,435;-1,507;-1,203;-0,116;-2,479;0,295;-2,44;-1,537;-4,071;-1,433;203,726;-0,007;-4,999
"euses";-3,623;8,387;-1,396;-1,117;0,142;-0,01;21,526;-0,202;0,007;-1,511;-1,257;-2,384;0,037
"espérer";2,449;1,521;-0,447;-2,872;1,083;-0,384;-0,345;0,14;-0,986;1,753;-1,257;-0,726;2,838
"commencer";0,406;0,314;14,924;-2,576;-0,689;-4,246;0,027;-0,113;-3,849;-1,355;-0,114;0;4,106
"climatique";-3,155;90,307;-4,244;-2,502;-2,277;26,91;-0,796;-0,094;0,141;-1,316;-2,648;-0,49;-2,592
"choisir";-1,756;1,521;0,128;0,733;-0,907;-1,297;12,919;-1,621;-2,348;-1,511;-0,249;1,498;0,037
"causer";-2,409;1,012;-3,241;-1,91;0,094;-1,3;2,072;64,512;-1,061;0,002;5,686;-1,585;-3,506
