"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"374";3;4;6;9;11;13;15;16;18
"375";3;4;6;9;11;13;15;16;18
"376";3;4;6;9;11;13;15;16;18
"377";3;4;6;9;11;13;15;16;18
"378";3;4;6;9;11;13;15;16;18
"379";3;4;6;9;11;13;15;16;18
"380";3;4;6;9;11;13;15;16;18
"381";3;4;6;9;10;10;10;10;10
"382";3;4;6;9;11;13;15;16;18
"383";3;4;6;9;10;10;10;10;10
"384";3;4;6;9;11;13;15;16;18
"385";3;4;6;9;11;13;15;16;18
"386";3;4;6;9;11;13;15;16;18
"387";3;4;6;9;11;13;15;16;18
"388";3;4;6;9;11;13;15;16;18
"389";3;4;6;9;11;13;15;16;18
"390";3;4;6;9;10;10;10;10;10
"391";3;4;6;9;10;10;10;10;10
"392";3;4;6;9;11;13;15;16;18
"393";3;4;6;9;10;10;10;10;10
"394";3;4;6;9;10;10;10;10;10
"395";3;4;6;9;10;10;10;10;10
"396";3;4;6;9;10;10;10;10;10
"397";3;4;6;9;11;13;15;16;18
"398";3;4;6;9;11;13;15;16;18
"399";3;4;6;9;11;13;15;16;18
"400";3;4;6;9;10;10;10;10;10
"401";3;4;6;9;11;13;15;16;18
"402";3;4;6;9;10;10;10;10;10
"403";3;4;6;9;10;10;10;10;10
"404";3;4;6;9;10;10;10;10;10
"405";3;4;6;9;11;13;15;16;18
"406";3;4;6;9;11;13;15;16;18
"407";3;4;6;9;11;13;15;16;18
"408";3;4;6;9;10;10;10;10;10
"409";3;4;6;9;11;13;15;16;18
"410";3;4;6;9;11;13;15;16;18
"411";3;4;6;9;11;13;15;16;18
"412";3;4;6;9;11;13;15;16;18
"413";3;4;6;9;11;13;15;16;18
"414";3;4;6;9;11;13;15;16;18
"415";3;4;6;9;10;10;10;10;10
"416";3;4;6;9;11;13;15;16;18
"417";3;4;6;9;10;10;10;10;10
"418";3;4;6;9;11;13;15;16;18
"419";3;4;6;9;11;13;15;16;18
"420";3;4;6;9;11;13;15;16;18
"421";3;4;6;9;11;13;15;16;18
"422";3;4;6;9;10;10;10;10;10
"423";3;4;6;9;10;10;10;10;10
"424";3;4;6;9;11;13;15;16;18
"425";3;4;6;9;11;13;15;16;18
"426";3;4;6;9;10;10;10;10;10
"427";3;4;6;9;10;10;10;10;10
"428";3;4;6;9;11;13;15;16;18
"429";3;4;6;9;11;13;15;16;18
"430";3;4;6;9;11;13;15;16;18
"431";3;4;6;9;11;13;15;16;18
"432";3;4;6;9;10;10;10;10;10
"433";3;4;6;9;11;13;15;16;18
"434";3;4;6;9;11;13;15;16;18
"435";3;4;6;9;10;10;10;10;10
"436";3;4;6;9;10;10;10;10;10
"437";3;4;6;9;10;10;10;10;10
"438";3;4;6;9;11;13;15;16;18
"439";3;4;6;9;10;10;10;10;10
"440";3;4;6;9;10;10;10;10;10
"441";3;4;6;9;11;13;15;16;18
"442";3;4;6;9;11;13;15;16;18
"443";3;4;6;9;10;10;10;10;10
"444";3;4;6;9;11;13;15;16;18
"445";3;4;6;9;10;10;10;10;10
"446";3;4;6;9;11;13;15;16;18
"447";3;4;6;9;11;13;15;16;18
"448";3;4;6;9;10;10;10;10;10
"449";3;4;6;9;11;13;15;16;18
"450";3;4;6;9;11;13;15;16;18
"451";3;4;6;9;11;13;15;16;18
"452";3;4;6;9;11;13;15;16;18
"453";3;4;6;9;10;10;10;10;10
"454";3;4;6;9;11;13;15;16;18
"455";3;4;6;9;11;13;15;16;18
"456";3;4;6;9;10;10;10;10;10
"457";3;4;6;9;10;10;10;10;10
"458";3;4;6;9;11;13;15;16;18
"459";3;4;6;9;11;13;15;16;18
"460";3;4;6;9;11;13;15;16;18
"461";3;4;6;9;11;13;15;16;18
"462";3;4;6;9;11;13;15;16;18
"463";3;4;6;9;11;13;15;16;18
"464";3;4;6;9;11;13;15;16;18
"465";3;4;6;9;11;13;15;16;18
"466";3;4;6;9;11;13;15;16;18
"467";3;4;6;9;11;13;15;16;18
"468";3;4;6;9;11;13;15;16;18
"469";3;4;6;9;10;10;10;10;10
"470";3;4;6;9;11;13;15;16;18
"471";3;4;6;9;11;13;15;16;18
"472";3;4;6;9;11;13;15;16;18
"473";3;4;6;9;11;13;15;16;18
"474";3;4;6;9;11;13;15;16;18
"475";3;4;6;9;11;13;15;16;18
"476";3;4;6;9;11;13;15;16;18
"477";3;4;6;9;11;13;15;16;18
"478";3;4;6;9;10;10;10;10;10
"479";3;4;6;9;11;13;15;16;18
"480";3;4;6;9;11;13;15;16;18
"481";3;4;6;9;11;13;15;16;18
"482";3;4;6;9;10;10;10;10;10
"483";3;4;6;9;11;13;15;16;18
"484";3;4;6;9;11;13;15;16;18
"485";3;4;6;9;11;13;15;16;18
"486";3;4;6;9;11;13;15;16;18
"487";3;4;6;9;10;10;10;10;10
"488";3;4;6;9;11;13;15;16;18
"489";3;4;6;9;11;13;15;16;18
"490";3;4;6;9;11;13;15;16;18
"491";3;4;6;9;11;13;15;16;18
"492";3;4;6;9;11;13;15;16;18
"493";3;4;6;9;11;13;15;16;18
"494";3;4;6;9;11;13;15;16;18
"495";3;4;6;9;11;13;15;16;18
"496";3;4;6;9;11;13;15;16;18
"497";3;4;6;9;11;13;15;16;18
"498";3;4;6;9;11;13;15;16;18
"499";3;4;6;9;10;10;10;10;10
"500";3;4;6;9;11;13;15;16;18
"501";3;4;6;9;11;13;15;16;18
"502";3;4;6;9;11;13;15;16;18
"503";3;4;6;9;11;13;15;16;18
"504";3;4;6;9;11;13;15;16;18
"505";3;4;6;9;11;13;15;16;18
"506";3;4;6;9;10;10;10;10;10
"507";3;4;6;9;10;10;10;10;10
"508";3;4;6;9;11;13;15;16;18
"509";3;4;6;9;10;10;10;10;10
"510";3;4;6;9;11;13;15;16;18
"511";3;4;6;9;10;10;10;10;10
"512";3;4;6;9;11;13;15;16;18
"513";3;4;6;9;10;10;10;10;10
"514";3;4;6;9;11;13;15;16;18
"515";3;4;6;9;10;10;10;10;10
"516";3;4;6;9;11;13;15;16;18
"517";3;4;6;9;11;13;15;16;18
"518";3;4;6;9;10;10;10;10;10
"519";3;4;6;9;10;10;10;10;10
"520";3;4;6;9;11;13;15;16;18
"521";3;4;6;9;11;13;15;16;18
"522";3;4;6;9;11;13;15;16;18
"523";3;4;6;9;11;13;15;16;18
"524";3;4;6;9;11;13;15;16;18
"525";3;4;6;9;11;13;15;16;18
"526";3;4;6;9;11;13;15;16;18
"527";3;4;6;9;10;10;10;10;10
"528";3;4;6;9;11;13;15;16;18
"529";3;4;6;9;10;10;10;10;10
"530";3;4;6;9;11;13;15;16;18
"531";3;4;6;9;11;13;15;16;18
"532";3;4;6;9;11;13;15;16;18
"533";3;4;6;9;11;13;15;16;18
"534";3;4;6;9;11;13;15;16;18
"535";3;4;6;9;11;13;15;16;18
"536";3;4;6;9;11;13;15;16;18
"537";3;4;6;9;11;13;15;16;18
"538";3;4;6;9;10;10;10;10;10
"539";3;4;6;9;11;13;15;16;18
"540";3;4;6;9;11;13;15;16;18
"541";3;4;6;9;10;10;10;10;10
"542";3;4;6;9;10;10;10;10;10
"543";3;4;6;9;11;13;15;16;18
"544";3;4;6;9;10;10;10;10;10
"545";3;4;6;9;11;13;15;16;18
"546";3;4;6;9;10;10;10;10;10
"547";3;4;6;9;10;10;10;10;10
"548";3;4;6;9;11;13;15;16;18
"549";3;4;6;9;10;10;10;10;10
"550";3;4;6;9;11;13;15;16;18
"551";3;4;6;9;10;10;10;10;10
"552";3;4;6;9;10;10;10;10;10
"553";3;4;6;9;10;10;10;10;10
"554";3;4;6;9;10;10;10;10;10
"555";3;4;6;9;11;13;15;16;18
"556";3;4;6;9;11;13;15;16;18
"557";3;4;6;9;10;10;10;10;10
"558";3;4;6;9;11;13;15;16;18
"559";3;4;6;9;11;13;15;16;18
"560";3;4;6;9;11;13;15;16;18
"561";3;4;6;9;11;13;15;16;18
"562";3;4;6;9;11;13;15;16;18
"563";3;4;6;9;11;13;15;16;18
"564";3;4;6;9;11;13;15;16;18
"565";3;4;6;9;11;13;15;16;18
"566";3;4;6;9;11;13;15;16;18
"567";3;4;6;9;11;13;15;16;18
"568";3;4;6;9;10;10;10;10;10
"569";3;4;6;9;11;13;15;16;18
"570";3;4;6;9;11;13;15;16;18
"571";3;4;6;9;10;10;10;10;10
"572";3;4;6;9;10;10;10;10;10
"573";3;4;6;9;11;13;15;16;18
"574";3;4;6;9;11;13;15;16;18
"575";3;4;6;9;10;10;10;10;10
"576";3;4;6;9;10;10;10;10;10
"577";3;4;6;9;11;13;15;16;18
"578";3;4;6;9;11;13;15;16;18
"579";3;4;6;9;11;13;15;16;18
"580";3;4;6;9;11;13;15;16;18
"581";3;4;6;9;11;13;15;16;18
"582";3;4;6;9;11;13;15;16;18
"583";3;4;6;9;11;13;15;16;18
"584";3;4;6;9;11;13;15;16;18
"585";3;4;6;9;11;13;15;16;18
"586";3;4;6;9;10;10;10;10;10
"587";3;4;6;9;11;13;15;16;18
"588";3;4;6;9;10;10;10;10;10
"589";3;4;6;9;10;10;10;10;10
"590";3;4;6;9;11;13;15;16;18
"591";3;4;6;9;11;13;15;16;18
"592";3;4;6;9;11;13;15;16;18
"593";3;4;6;9;11;13;15;16;18
"594";3;4;6;9;10;10;10;10;10
"595";3;4;6;9;11;13;15;16;18
"596";3;4;6;9;11;13;15;16;18
"597";3;4;6;9;11;13;15;16;18
"598";3;4;6;9;11;13;15;16;18
"599";3;4;6;9;11;13;15;16;18
"600";3;4;6;9;11;13;15;16;18
"601";3;4;6;9;11;13;15;16;18
"602";3;4;6;9;11;13;15;16;18
"603";3;4;6;9;11;13;15;16;18
"604";3;4;6;9;10;10;10;10;10
"605";3;4;6;9;10;10;10;10;10
"606";3;4;6;9;11;13;15;16;18
"607";3;4;6;9;11;13;15;16;18
"608";3;4;6;9;10;10;10;10;10
"609";3;4;6;9;11;13;15;16;18
"610";3;4;6;9;10;10;10;10;10
"611";3;4;6;9;11;13;15;16;18
"612";3;4;6;9;10;10;10;10;10
"613";3;5;5;5;5;5;5;5;5
"614";3;4;6;9;10;10;10;10;10
"615";3;4;6;9;11;13;15;16;18
"616";3;4;6;9;10;10;10;10;10
"617";3;4;6;9;10;10;10;10;10
"618";3;4;6;9;11;13;15;16;18
"619";3;4;6;9;10;10;10;10;10
"620";3;4;6;9;10;10;10;10;10
"621";3;4;6;9;10;10;10;10;10
"622";3;4;6;9;10;10;10;10;10
"623";3;4;6;9;10;10;10;10;10
"624";3;4;6;9;10;10;10;10;10
"625";3;4;6;9;10;10;10;10;10
"626";3;4;6;9;10;10;10;10;10
"627";3;4;6;9;11;13;15;16;18
"628";3;4;6;9;11;13;15;16;18
"629";3;4;6;9;10;10;10;10;10
"630";3;4;6;9;10;10;10;10;10
"631";3;4;6;9;11;13;15;16;18
"632";3;4;6;9;10;10;10;10;10
"633";3;4;6;9;10;10;10;10;10
"634";3;4;6;9;11;13;15;16;18
"635";3;4;6;9;11;13;15;16;18
"636";3;4;6;9;10;10;10;10;10
"637";3;4;6;9;10;10;10;10;10
"638";3;4;6;9;11;13;15;16;18
"639";3;4;6;9;11;13;15;16;18
"640";3;4;6;9;11;13;15;16;18
"641";3;4;6;9;11;13;15;16;18
"642";3;4;6;9;11;13;15;16;18
"643";3;4;6;9;11;13;15;16;18
"644";3;4;6;9;10;10;10;10;10
"645";3;4;6;9;10;10;10;10;10
"646";3;4;6;9;11;13;15;16;18
"647";3;4;6;9;10;10;10;10;10
"648";3;4;6;9;11;13;15;16;18
"649";3;4;6;9;10;10;10;10;10
"650";3;4;6;9;10;10;10;10;10
"651";3;4;6;9;10;10;10;10;10
"652";3;4;6;9;10;10;10;10;10
"653";3;4;6;9;10;10;10;10;10
"654";3;4;6;9;10;10;10;10;10
"655";3;4;6;9;11;13;15;16;18
"656";3;4;6;9;11;13;15;16;18
"657";3;4;6;9;11;13;15;16;18
"658";3;4;6;9;10;10;10;10;10
"659";3;4;6;9;11;13;15;16;18
"660";3;4;6;9;11;13;15;16;18
"661";3;4;6;9;10;10;10;10;10
"662";3;4;6;9;10;10;10;10;10
