"";"X.rts_a";"X.rts_i"
"emji_visage_avec_un_sourire_malin";1,72;2,02
"emji_visage_riant_aux_larmes";180,18;106,86
"vide_aucun_emji";606,39;723,1
"emji_visage_souriant_avec_une_goutte_de_sueur";16,96;9,89
"emji_visage_avec_lunettes_de_soleil";1,7;0,66
"emji_ok";2,18;0,86
"emji_trinquer";0,22;0,19
"emji_applaudissements";29,3;24,89
"emji_feu";12,65;9,01
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,31;0,64
"emji_se_rouler_par_terre_de_rire";26,77;17,18
"emji_drapeau_suisse";4,83;6,52
"emji_visage_envoyant_un_bisou";2,93;1,85
"emji_visage_qui_hurle_de_peur";2,4;1,49
"emji_soleil";0,73;0,08
"emji_visage_rieur";1,56;0,22
"emji_pouce_vers_le_haut";5,49;2,04
"emji_visage_souriant_aux_yeux_rieurs";5,44;2,29
"emji_visage_avec_bouche_ouverte";7,25;5
"emji_visage_souriant_avec_yeux_rieurs";7,49;2,49
"emji_visage_qui_pleure";18,42;18,21
"emji_visage_avec_une_main_sur_la_bouche";1,87;0,72
"emji_visage_souriant";2,73;1,05
"emji_couronne";0,35;0,08
"emji_visage_de_clown";1,43;3,4
"emji_visage_de_geek";0,99;1,66
"emji_cotillons";0,51;0,39
"emji_papillon";0,26;0,06
"emji_notes_de_musique";2,18;0,19
"emji_visage_roulant_des_yeux";4,87;6,41
"emji_fondue";0,29;0,25
"emji_visage_qui_vomit";1,12;1,24
"emji_miam";0,86;0,25
"emji_pouce_vers_le_haut_peau_moyennement_claire";0,53;0,25
"emji_visage_boudeur";2,38;4,95
"emji_abeille";0,22;0,06
"emji_yeux";0,93;1,77
"emji_homme_avec_la_paume_sur_le_visage";0,2;0,77
"emji_applaudissements_peau_moyennement_claire";0,37;0,64
"emji_singe_ne_rien_voir";1,5;1,19
"emji_visage_festif";0,88;1,19
"emji_visage_souriant_avec_de_grands_yeux";1,12;0,58
"emji_pouce_vers_le_haut_peau_claire";1,15;1,13
"emji_visage_avec_des_symboles_dans_la_bouche";0,71;1,46
"emji_visage_implorant";1,06;0,33
"emji_visage_avec_un_doigt_sur_la_bouche";0,44;0,44
"emji_signe_de_la_main";0,82;0,25
"emji_visage_qui_rougit";1,83;1,19
"emji_visage_pensif";1,7;1,33
"emji_visage_bleu_et_froid";0,35;0,41
"emji_ok_peau_moyennement_claire";0,35;0,22
"emji_drapeau_france";0,62;0,22
"emji_feuille_morte";0,04;0,22
"emji_jeune_pousse";0,2;0,14
"emji_ok_peau_claire";0,4;0,3
"emji_bouteille_de_champagne";0,11;0,14
"emji_chat_qui_pleure_de_joie";0,4;0,64
"emji_cent_points";0,48;0,28
"emji_rose";1,3;0,06
"emji_index_pointant_vers_le_haut_peau_claire";0,11;0,17
"emji_note_de_musique";0,24;0,06
"emji_visage_souriant_avec_une_larme";1,67;1,77
"emji_explosion";0,35;0,33
"emji_index_pointant_vers_le_haut";0,31;0,36
"emji_partition";0,86;0,03
"emji_flocon";0,46;0,11
"emji_nuage_avec_neige";0,22;0
"emji_visage_anxieux_avec_goutte_de_sueur";0,37;0,25
"emji_feuille";0,29;0,25
"emji_visage_avec_un_monocle";0,95;1,46
"emji_personne_avec_la_paume_sur_le_visage";0,29;1,05
"emji_visage_sans_expression";0,44;0,72
"emji_fleur_de_cerisier";0,53;0
"emji_v_de_la_victoire";0,48;0,5
"emji_visage_confus";0,37;0,28
"emji_symbole_de_paix";0,11;0,17
"emji_visage_retenant_ses_larmes";3,81;0,77
"emji_points_d_exclamation_et_d_interrogation";0,02;0,25
"emji_visage_qui_regarde_entre_ses_doigts";1,43;0,97
"emji_visage_rouge_et_chaud";0,37;0,14
"emji_visage_sans_bouche";0,15;0,14
"emji_visage_endormi";0,35;0,47
"emji_femme_avec_la_paume_sur_le_visage_peau_moyennement_claire";0,35;0,41
"emji_colombe";0,55;1,6
"emji_applaudissements_peau_claire";0,73;1,08
"emji_visage_avec_yeux_ouverts_et_main_sur_la_bouche";0,24;0,19
"emji_visage_qui_fond";1,01;0,86
"emji_visage_qui_tire_la_langue";0,13;0,22
"emji_visage_aux_yeux_en_spirales";0,64;0,52
"emji_croix_latine";0,15;0,19
"emji_verre_de_vin";0,26;0,03
"emji_tas_de_crotte";0,82;0,94
"emji_visage_neutre";0,51;0,41
"emji_bout_des_doigts_joints";0,13;0,11
"emji_visage_avec_bouche_en_diagonale";0,18;0,19
"emji_cornes_avec_les_doigts";0,46;0,28
"emji_point_d_exclamation_rouge";0,13;0,17
"emji_sac_plein_d_argent";0,09;0,69
"emji_hibiscus";0,22;0,06
"emji_pouce_vers_le_bas";0,22;0,39
"emji_ogre";0,13;0,19
"emji_visage_expirant";0,2;0,66
"emji_ampoule";0,13;0,11
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";0,2;0,28
"emji_visage_souriant_avec_des_cornes";0,13;0,19
"emji_confettis";0,13;0,14
"emji_soleil_avec_visage";0,31;0,14
"emji_pouce_vers_le_bas_peau_claire";0,09;0,17
"emji_visage_qui_fait_un_salut_militaire";0,77;0,64
"emji_personne_avec_la_paume_sur_le_visage_peau_claire";0,18;0,17
"emji_pop_corn";0,04;0,39
"emji_symbole_d_avertissement";0,31;0,64
"emji_femme_avec_la_paume_sur_le_visage";0,2;0,75
"emji_point_d_interrogation_rouge";0,04;0,28
"emji_double_point_d_exclamation";0,18;0,22
"emji_argent_dans_les_yeux_et_la_bouche";0,07;0,19
"emji_empreintes_d_animaux";0,13;0,14
"emji_croix";0,13;0,25
"emji_arc_en_ciel";0,18;0,17
"emji_drapeau_italie";0,62;0,06
"emji_billet_avec_des_ailes";0,09;0,33
"emji_renard";1,94;0,06
"emji_index_pointant_vers_l_utilisateur";0,07;0,41
"emji_chat";0,24;0,08
"emji_visage_avec_des_valises_sous_les_yeux";0;0,36
"emji_ninja_peau_mate";0;0,61
"emji_drapeau_territoires_palestiniens";0;2,13
"emji_langue";0;0,39
