"";"X.rts_a";"X.rts_i"
"emji_notes_de_musique";4,1452;-4,1452
"emji_appareil_photo";-4,5909;4,5909
"emji_skieur";0,5771;-0,5771
"emji_drapeau_suisse";0,3836;-0,3836
"emji_micro";1,2088;-1,2088
"emji_pellicule";2,4175;-2,4175
"emji_ballon_de_football";3,7047;-3,7047
"emji_feu";1,2088;-1,2088
"emji_appareil_photo_avec_flash";-0,4214;0,4214
"emji_symbole_d_avertissement";0,3729;-0,3729
"emji_flocon";0,4484;-0,4484
"emji_drapeau_royaume_uni";-0,0953;0,0953
"emji_sac_plein_d_argent";-0,1912;0,1912
"emji_livres";-0,1144;0,1144
"emji_drapeau_france";-0,3751;0,3751
"emji_voiture";-0,0953;0,0953
"emji_explosion";-0,1049;0,1049
"emji_graphique_en_baisse";-0,124;0,124
"emji_drapeau_ukraine";-0,0953;0,0953
"emji_graphique_en_hausse";-0,124;0,124
"emji_bulle_de_parole";-0,1432;0,1432
"emji_clap";-0,1624;0,1624
"emji_drapeau_territoires_palestiniens";-0,2974;0,2974
"emji_ski";-0,1528;0,1528
"emji_billet_avec_des_ailes";-0,1144;0,1144
"emji_porte_documents";-0,124;0,124
"emji_symbole_d_interdiction";-0,0953;0,0953
"emji_cerveau";-0,124;0,124
"emji_gyrophare";-0,249;0,249
"emji_train";-0,1336;0,1336
"emji_avion";-0,1144;0,1144
