"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"mass";"chi.distance";"inertie"
"classe 1";3,18954251519475;0,353631438685374;0,0381822596019974;0,264086144699458;0,0870728131478877;0,102243989289358;-0,0787263534032004;-0,0898773096970541;-0,0361444595790294;0,0200388998873152;0,988870891286713;0,109638242567353;0,0118378497555981;0,081876037093514;0,0269956490418927;0,0316992497625018;-0,0244079515750936;-0,0278651420770139;-0,0112060597370056;0,00621276709671472;0,987006233718604;0,00794444935516842;8,32945220070379e-05;0,00353469794104468;0,000366775361976352;0,000455128676190723;0,000244006688980417;0,000308043346111813;4,53050262421145e-05;1,20653636715375e-05;0,89211394286918;0,0109664300254755;0,00012784589511998;0,00611582104563475;0,000664857676932107;0,000916725070160369;0,000543505329350588;0,000708375715676508;0,000114563693692891;3,52136697758436e-05;0,087692719009001;2,2580535338244;0,447128140934944
"classe 2";-0,572474289378285;2,31745526964991;2,98238037837495;-0,324684807627965;-0,273006111818776;-0,109898690265972;0,0225158515611952;-0,235587349721023;0,0849372769667198;-0,152038419861758;-0,148450514541336;0,600948258444371;0,773372551295821;-0,0841952689411985;-0,0707942671389499;-0,0284982529697889;0,00583867225413;-0,0610910637113447;0,0220254126751143;-0,0394256686759527;0,0355775598212594;0,381755994582349;0,568617647783957;0,00597841541993581;0,0040344173395743;0,000588362169213777;2,23326003573856e-05;0,00236819094675826;0,000279937230608366;0,000777142105996089;0,0206490380610832;0,338384586156981;0,560420377325582;0,00664219753883051;0,00469604868754273;0,000760979372638667;3,19421838578313e-05;0,00349696901697202;0,000454552989938021;0,00145644653307554;0,0630068621334997;2,13468448761187;0,287114575188225
"classe 3";-0,450698280356104;0,175786042875393;-0,175879323326206;0,303857596441288;0,85792666865637;2,91330088057402;-1,32200227175679;2,17140688201918;-1,09807499179591;-0,965441454547585;-0,105699922707108;0,0412261860201389;-0,0412480625989295;0,0712621411211844;0,201205077804369;0,683241297605838;-0,310042314412442;0,509248758201973;-0,257525814537678;-0,22641996113961;0,0262186631200071;0,00261159892672711;0,00235124777164472;0,0062255382672932;0,0473708279631787;0,491592155958449;0,0915380171306445;0,239204728586058;0,0556291665403736;0,0372580557356284;0,0105900035514509;0,0016109908857345;0,00161270107642858;0,00481353905759912;0,0383729015901624;0,442481363705615;0,0911147539274676;0,245814062085282;0,0628620160636701;0,0485932771823358;0,0521343908742536;1,9577012385222;0,199809960921232
"classe 4";-0,384936793008654;0,276776818381011;-0,578153156929674;0,303144274984697;0,961475529620286;1,19388626031805;3,58593114694549;-1,27786729352188;-1,20249940129278;-0,493015205545754;-0,0878914014965248;0,0631955762896099;-0,132007883281365;0,0692159743312818;0,219530669288453;0,272596276980048;0,818764326765703;-0,291771400900314;-0,274562888240144;-0,112568603889053;0,0185320349241421;0,00627339521308144;0,0246184184134816;0,00600400400490411;0,0576491132581671;0,079995525136643;0,65259916187433;0,0802720531146312;0,0646418549397465;0,00941443912087855;0,00734213011711556;0,0037957941715865;0,0165626197767105;0,00455346466531813;0,0458057185541918;0,0706267362830744;0,637157973263735;0,0809123357845319;0,0716494674646537;0,0120438089343216;0,0495499509847607;1,98881164891165;0,195988477570159
"classe 5";-0,177127645635831;0,223978755486244;-0,552013719153389;-0,19289663280711;-1,01523441586374;-0,796437321336392;1,0428806750278;1,91969185818638;0,567683428657327;0,137556182703914;-0,0660001856813322;0,0834575506138578;-0,20568786894888;-0,0718759261823423;-0,37829024213898;-0,296763449336513;0,388591616787034;0,715303467374789;0,211526617231905;0,0512553168506468;0,0102111691632104;0,0106909275313926;0,058402655851895;0,00632630365214919;0,167265869394141;0,0926406300019046;0,143638336552796;0,471426960732454;0,0374899632611833;0,00190718385886907;0,00382496297092395;0,00611601003651546;0,0371496116131098;0,00453632152012328;0,125657147972813;0,0773317326910545;0,132593970235268;0,449280511894618;0,0392886375577476;0,00230682561726221;0,121914267890562;1,23286181299816;0,185303378124088
"classe 6";-0,386435351828466;0,0491784956556617;-0,548211243403016;0,54989241388399;0,463037203513901;1,18030754215858;-0,126789533446905;-0,96969132542803;4,01570453650451;-1,10349671477737;-0,0850137095263695;0,0108190058824382;-0,12060353998472;0,120973388494329;0,101865706988699;0,259661343264975;-0,027893018887733;-0,213326902624508;0,883433509369136;-0,242763372267837;0,0193057199899957;0,000204730121223146;0,0228801182052987;0,0204214102294642;0,0138208888635963;0,0808198781032837;0,00084332984005124;0,0477801956776503;0,745170436111417;0,0487532928580267;0,0068936923297358;0,000111647416211223;0,0138737566981395;0,0139589790060449;0,00989760164442301;0,0643114885599851;0,000742104397120782;0,0434075444349141;0,74442628597206;0,0562134559980095;0,0461634435433562;1,95613865159191;0,176643420707818
"classe 7";-0,236441747459671;-2,25394303120693;1,54131311468481;2,11634889454647;-0,685157089776438;-0,117830578543123;0,101786341012863;-0,045099141338972;-0,183403451846148;0,124446344172464;-0,0667808367931426;-0,636605858843709;0,435329973089684;0,597743637249009;-0,193516433885387;-0,0332801830449677;0,028748633014187;-0,0127378452816691;-0,0518006490673803;0,0351487463147857;0,0075718198066953;0,450543553107903;0,18948017635488;0,316901613146907;0,0317032772987114;0,00084384657557892;0,000569415534497992;0,00010827721956687;0,00162842128419526;0,000649599671063205;0,0041302019652204;0,375326162266367;0,175511151537919;0,330900558008952;0,0346819318268595;0,00102574400711168;0,00076542382057894;0,000150265580923797;0,00248506629334188;0,00114416129997968;0,0738793333927457;1,91112815931867;0,269837678234694
"classe 8";-0,433237005792047;0,354259484257892;-0,467652374108447;0,186078521346213;0,378407466859284;0,712383228035685;-0,359477217736144;-0,335497482349756;0,212348317852834;3,42839134176802;-0,118983707046483;0,0972934124505778;-0,128435503746465;0,0511043885344545;0,103925386287519;0,195648100638271;-0,0987264047003697;-0,0921406380827422;0,0583190948728481;0,941569407959176;0,0420015464605699;0,0183889157144502;0,0288197732889923;0,00404766584035304;0,0159773769917638;0,0509608994803897;0,0117342487248908;0,00990013963174014;0,00360671353836239;0,814562720328486;0,0131641936198812;0,00880209683458758;0,0153387319087687;0,00242848632704138;0,0100429792386788;0,0355934874469841;0,00906329077142219;0,00789444677317536;0,00316257490158708;0,824373360694048;0,070136351483825;1,48682101681792;0,155045995122763
"classe 9";-0,38015712453063;0,186280812747731;-0,404979834792312;0,467909027956737;1,69359408528126;-1,47346909132156;-0,532015594410152;0,033310994025886;-0,275967836297345;-0,355797154962969;-0,154067178944413;0,0754944665234149;-0,164127137569399;0,189630600844122;0,686366889265557;-0,597156311201552;-0,215611220982399;0,013500025505872;-0,11184213914239;-0,144194756337326;0,0487523660327122;0,0076648672601251;0,0325811426078694;0,0385824896296778;0,482458524283036;0,328660122495141;0,038745075445176;0,000147127282665576;0,00918303367468018;0,0132252512889166;0,0203880467392925;0,00489537088640612;0,023137485002179;0,03088674921272;0,404639251883307;0,306289009103966;0,0399298866622507;0,000156539714579566;0,0107440071722325;0,0178588831035053;0,141074770519562;1,21096355115493;0,206876659770375
"classe 10";-0,382543287356602;0,483680906434632;-0,98523841968605;0,209785809592201;-1,51343752110928;-0,0606244138539252;-0,77495724089389;-1,04386268183096;-0,67595310757617;-0,497678765621252;-0,155091231592155;0,196094585778548;-0,399436730355115;0,0850516546899495;-0,613579944660781;-0,0245784341796411;-0,314184242395171;-0,423204260247124;-0,274045848972923;-0,201769617317875;0,0496083683509729;0,0519290789445824;0,193778920938362;0,00779370489440036;0,387163728324741;0,0005590934444491;0,0826128508283646;0,145187462405742;0,0553639056749966;0,0260028861933904;0,020657834137361;0,0330248993219046;0,137027045174471;0,00621263488775582;0,323334918313646;0,000518822402221645;0,0847772053060128;0,153819132773782;0,064499560125545;0,0349640584208594;0,141163889136441;1,20800546866874;0,20599724662119
