"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"447";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"448";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"449";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"450";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"451";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"452";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"453";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"454";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"455";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"456";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"457";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"458";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"459";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"460";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"461";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"462";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"463";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"464";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"465";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"466";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"467";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"468";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"469";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"470";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"471";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"472";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"473";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"474";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"475";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"476";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"477";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"478";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"479";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"480";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"481";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"482";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"483";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"484";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"485";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"486";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"487";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"488";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"489";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;45;45;45;45;45;45;45;45
"490";3;4;7;8;10;12;14;16;18;20;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"491";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"492";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"493";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"494";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"495";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"496";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"497";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"498";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"499";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"500";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"501";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"502";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"503";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"504";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"505";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"506";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"507";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"508";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"509";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"510";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"511";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"512";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"513";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"514";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"515";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"516";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"517";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"518";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"519";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"520";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"521";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"522";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"523";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"524";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"525";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"526";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"527";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"528";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;48;48;48;48;48;48
"529";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"530";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"531";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"532";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"533";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"534";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"535";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"536";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"537";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"538";3;4;7;8;10;12;14;16;18;20;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"539";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"540";3;4;7;8;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"541";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"542";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"543";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"544";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"545";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"546";3;4;7;8;10;12;14;16;18;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
"547";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"548";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"549";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"550";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"551";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"552";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"553";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"554";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"555";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"556";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"557";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"558";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"559";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"560";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"561";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"562";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"563";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"564";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"565";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"566";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"567";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"568";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"569";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"570";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"571";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"572";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"573";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"574";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"575";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"576";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"577";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"578";3;4;7;8;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
"579";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"580";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"581";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"582";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"583";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"584";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"585";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"586";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"587";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"588";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"589";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"590";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"591";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"592";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"593";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"594";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"595";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"596";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"597";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"598";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"599";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"600";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"601";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"602";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"603";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"604";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"605";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"606";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"607";3;4;7;8;10;12;14;16;18;20;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"608";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"609";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"610";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"611";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"612";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"613";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"614";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"615";3;4;7;8;10;12;14;16;18;20;22;24;26;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
"616";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"617";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"618";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"619";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"620";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"621";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"622";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"623";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"624";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"625";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"626";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"627";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"628";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"629";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"630";3;4;7;8;10;12;14;16;18;20;22;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
"631";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"632";3;4;7;8;10;12;14;16;18;20;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"633";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"634";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"635";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"636";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"637";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"638";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"639";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"640";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"641";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"642";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"643";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;55;55;55
"644";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"645";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"646";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"647";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"648";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"649";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"650";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;40;40;40;40;40;40;40;40;40;40
"651";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"652";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"653";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;53;53;53;53
"654";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"655";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"656";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"657";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;51;51;51;51;51
"658";3;4;7;8;10;12;14;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17
"659";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;35;35;35;35;35;35;35;35;35;35;35;35;35
"660";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"661";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"662";3;4;7;8;10;12;15;15;15;15;15;15;15;15;15;15;15;15;15;15;43;44;47;49;49;49;49;49;59
"663";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;57;57
"664";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"665";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;39;39;39;39;39;39;39;39;39;56;56
"666";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"667";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
"668";3;4;7;8;10;12;14;16;18;20;22;24;26;29;29;32;34;34;34;41;41;41;41;41;50;52;52;52;52
"669";3;4;7;8;10;12;14;16;18;20;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23
"670";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"671";3;4;7;8;10;12;14;16;18;20;22;24;27;27;27;27;27;27;27;27;27;27;27;27;27;27;54;54;54
"672";3;4;7;8;10;12;14;16;19;19;19;19;19;19;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
"673";3;4;7;8;10;12;14;16;19;19;19;19;19;19;30;30;30;36;38;38;38;38;38;38;38;38;38;38;38
