"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"*postDate_12-10-2025";0;0;0;0;0;0;0;0;0;0;0
"*a_0947";3,13;-0,218;4,5;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;-0,457
"*postLikes_2500";1,262;-0,365;2,041;-0,239;0,442;-0,263;-0,316;0,168;-0,786;0,152;-0,763
"*postComments_56";8,221;1,393;2,041;-0,239;-0,608;-0,263;-0,316;-0,798;-0,786;0,152;-0,763
"*postDate_10-10-2025";3,13;-0,218;4,5;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;-0,457
"*a_0946";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_8-10-2025";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0945";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postLikes_19300";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postComments_316";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postReposts_381";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postDate_6-10-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0944";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postLikes_26900";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postComments_295";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postReposts_597";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postDate_5-10-2025";-0,153;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*a_0943";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;-0,488;1,065
"*postLikes_808";1,944;-0,291;-0,233;-0,191;0,841;-0,21;-0,252;-0,638;-0,629;0,407;0,488
"*postReposts_8";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;-0,488;1,065
"*postDate_3-10-2025";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;-0,488;1,065
"*a_0942";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_14500";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_69";-0,384;-0,365;-0,291;-0,239;0,442;-0,263;-0,316;0,168;3,004;-0,815;0,203
"*postReposts_413";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_1-10-2025";-0,077;-0,073;-0,058;-0,048;8,269;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0941";-0,307;-0,291;-0,233;-0,191;-0,486;-0,21;-0,252;-0,638;-0,629;-0,652;26,402
"*postLikes_453";-0,384;-0,365;-0,291;-0,239;-0,608;-0,263;-0,316;-0,798;-0,786;-0,815;33,031
"*postComments_1";-1,637;-0,137;13,855;0,002;-0,809;-0,002;-0,051;-3,398;-0,295;-1,508;11,574
"*postDate_30-9-2025";-0,307;-0,291;-0,233;-0,191;-0,486;-0,21;-0,252;-0,638;-0,629;-0,652;26,402
"*a_0940";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_22500";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postComments_424";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postReposts_298";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_29-9-2025";-0,153;27,592;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0939";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;12,794;-0,325;-0,305
"*postLikes_964";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;12,794;-0,325;-0,305
"*postComments_17";0,004;0,826;-1,604;-0,045;1,711;-0,094;-0,242;0,54;-0,139;-0,99;0,063
"*postDate_28-9-2025";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;12,794;-0,325;-0,305
"*a_0938";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;0,939;-0,457
"*postLikes_729";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;0,939;-0,457
"*postDate_26-9-2025";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;0,939;-0,457
"*a_0937";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;2,369
"*postLikes_44000";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;2,369
"*postComments_1200";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;2,369
"*postReposts_607";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;2,369
"*postDate_24-9-2025";1,944;2,114;-0,233;-0,191;-0,486;-0,21;-0,252;0,432;-0,629;-0,652;0,488
"*a_0936";-0,153;5,933;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*postLikes_3200";0,066;2,292;-0,644;0,53;-1,344;4,104;-0,698;0,188;-1,739;-0,22;0,241
"*postComments_124";-0,153;5,933;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*postReposts_50";-0,153;5,933;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;-0,325;-0,305
"*a_0935";0,549;-0,511;-0,409;-0,335;-0,852;-0,368;6,499;-1,119;0,003;-1,143;5,409
"*postLikes_9500";0,549;-0,511;-0,409;-0,335;-0,852;-0,368;6,499;-1,119;0,003;-1,143;5,409
"*postComments_193";0,549;-0,511;-0,409;-0,335;-0,852;-0,368;6,499;-1,119;0,003;-1,143;5,409
"*postReposts_141";0,549;-0,511;-0,409;-0,335;-0,852;-0,368;6,499;-1,119;0,003;-1,143;5,409
"*postDate_22-9-2025";3,134;-0,659;-0,526;0,903;-1,098;-0,474;4,337;-1,441;-0,046;-1,473;3,211
"*a_0934";5,578;-0,145;-0,116;9,55;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_1600";0;0,003;-0,822;3,103;-0,196;0,142;-0,89;-0,517;0,007;0,656;0,015
"*postComments_42";1,944;-0,291;-0,233;3,875;-0,486;-0,21;-0,252;-0,638;-0,629;0,407;0,488
"*a_0933";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;2,165;-0,305
"*postComments_59";-0,23;-0,218;4,5;-0,143;-0,364;-0,157;-0,189;0,979;-0,471;0,939;-0,457
"*postReposts_41";0,833;-0,438;-0,35;-0,287;3,18;-0,315;-0,379;0,045;-0,944;1,882;-0,917
"*postDate_21-9-2025";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;-0,314;2,165;-0,305
"*a_0932";3,13;-0,218;-0,175;-0,143;9,748;-0,157;-0,189;-0,478;-0,471;-0,488;-0,457
"*postLikes_3600";2,06;-0,806;-0,644;-0,528;0,629;0,399;3,005;-1,764;1,789;-0,22;-1,688
"*postComments_81";3,13;-0,218;-0,175;-0,143;9,748;-0,157;-0,189;-0,478;-0,471;-0,488;-0,457
"*postDate_19-9-2025";3,13;-0,218;-0,175;-0,143;9,748;-0,157;-0,189;-0,478;-0,471;-0,488;-0,457
"*a_0931";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_195100";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postComments_880";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postReposts_4900";11,175;-0,291;-0,233;-0,191;6,405;-0,21;-0,252;-0,638;-0,629;-0,652;-0,61
"*postDate_17-9-2025";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0930";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_563";-0,153;-0,145;7,659;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_15-9-2025";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0929";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_83";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_14-9-2025";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0928";11,175;-0,291;-0,233;-0,191;-0,486;-0,21;-0,252;-0,638;-0,629;-0,652;4,746
"*postLikes_2000";3,326;0,844;-0,941;-0,772;0,049;-0,848;-1,019;-0,02;1,82;-0,804;-0,007
"*postComments_66";2,06;-0,806;0,279;-0,528;0,629;-0,581;9,108;-1,764;-0,188;-1,803;0,241
"*postReposts_11";11,175;-0,291;-0,233;-0,191;-0,486;-0,21;-0,252;-0,638;-0,629;-0,652;4,746
"*postDate_12-9-2025";11,175;-0,291;-0,233;-0,191;-0,486;-0,21;-0,252;-0,638;-0,629;-0,652;4,746
"*a_0927";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_3900";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_206";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_37";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_10-9-2025";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0926";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_8000";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_81";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_8-9-2025";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0925";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postLikes_29700";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postComments_403";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postReposts_606";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postDate_7-9-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0924";3,13;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;1,065
"*postLikes_7800";3,13;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;1,065
"*postComments_128";1,944;-0,291;-0,233;3,875;-0,486;-0,21;-0,252;-0,638;-0,629;0,407;0,488
"*postReposts_95";3,13;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;1,065
"*postDate_5-9-2025";3,13;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;1,065
"*a_0923";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_31";0,007;0,018;0,124;0,301;-1,591;-0,688;-0,826;0,031;0,038;0,908;0,055
"*postReposts_38";1,944;2,114;-0,233;-0,191;-0,486;-0,21;2,629;-0,638;-0,629;-0,652;0,488
"*postDate_3-9-2025";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0922";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_8200";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_93";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_250";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_1-9-2025";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0921";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_109300";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postComments_1500";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postDate_31-8-2025";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0920";26,165;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_3700";16,147;-0,218;-0,175;-0,143;-0,364;5,123;-0,189;-0,478;-0,471;-0,488;-0,457
"*postComments_47";2,536;-0,732;4,1;-0,48;-1,221;0,54;10,52;-0,117;-1,579;-0,132;-1,533
"*postDate_29-8-2025";26,165;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0919";13,071;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_12600";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postComments_240";13,071;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_218";13,071;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_27-8-2025";13,071;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0918";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_8700";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_138";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_70";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_25-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0917";0;0;0;0;0;0;0;0;0;0;0
"*postComments_61";1,262;-0,365;-0,291;-0,239;4,446;-0,263;-0,316;-0,798;0,179;0,152;-0,763
"*postReposts_104";0;0;0;0;0;0;0;0;0;0;0
"*postDate_24-8-2025";0;0;0;0;0;0;0;0;0;0;0
"*a_0916";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;-0,488;1,065
"*postComments_21";4,255;-0,001;0,083;2,116;0,206;-0,175;-1,935;-2,803;-0,329;-0,403;1,244
"*postDate_22-8-2025";3,13;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;-0,488;1,065
"*a_0915";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postComments_105";-0,153;5,933;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postReposts_57";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postDate_20-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0914";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;2,369
"*postLikes_912";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;2,369
"*postComments_20";-0,018;-1,178;-0,941;0,109;1,065;0,056;0,003;0,348;-0,736;0,309;-0,007
"*postDate_19-8-2025";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;-0,325;2,369
"*a_0913";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postLikes_31700";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postComments_595";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postReposts_296";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_18-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0912";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postLikes_33400";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postComments_216";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postReposts_283";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*postDate_17-8-2025";-0,153;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;2,23;2,275;-0,325;-0,305
"*a_0911";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_111";-0,153;-0,145;-0,116;-0,095;-0,242;8,601;-0,126;-0,318;-0,314;2,165;-0,305
"*postReposts_34";-0,307;-0,291;2,949;-0,191;-0,486;3,41;-0,252;0,432;-0,629;0,407;-0,61
"*postDate_15-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0910";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_15000";-0,23;3,363;-0,175;-0,143;-0,364;-0,157;-0,189;0,979;1,007;-0,488;-0,457
"*postComments_74";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_140";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_13-8-2025";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0909";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postLikes_143";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postReposts_0";-25,526;3,985;-0,984;2,331;0,341;-0,356;-18,234;10,311;0,961;1,482;-0,354
"*postDate_12-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0908";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_14100";0;0;0;0;0;0;0;0;0;0;0
"*postComments_135";-0,077;13,784;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_135";0;0;0;0;0;0;0;0;0;0;0
"*postDate_11-8-2025";0;0;0;0;0;0;0;0;0;0;0
"*a_0907";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postLikes_834";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*postComments_3";1,446;1,712;-1,909;1,773;0,796;-1,721;0,007;-0,523;-3,048;-1,631;4,002
"*postDate_10-8-2025";5,578;-0,145;-0,116;-0,095;3,197;-0,105;-0,126;-0,318;-0,314;-0,325;-0,305
"*a_0906";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_18800";0;0;0;0;0;0;0;0;0;0;0
"*postComments_323";0;0;0;0;0;0;0;0;0;0;0
"*postReposts_160";0;0;0;0;0;0;0;0;0;0;0
"*postDate_8-8-2025";0;0;0;0;0;0;0;0;0;0;0
"*a_0905";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postLikes_553";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*postReposts_2";-0,137;-0,101;-0,009;-0,968;0,373;4,334;-0,03;0,029;0,037;-3,304;0,822
"*postDate_6-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;6,392;-0,162;-0,152
"*a_0904";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postLikes_148";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postDate_4-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*a_0903";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postComments_18";-1,558;-0,101;-0,009;0,01;1,789;0;-0,03;0,029;0,037;-1,362;0,822
"*postDate_3-8-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0902";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_10800";0;0;0;0;0;0;0;0;0;0;0
"*postComments_113";0;0;0;0;0;0;0;0;0;0;0
"*postDate_1-8-2025";0;0;0;0;0;0;0;0;0;0;0
"*a_0901";0;0;0;0;0;0;0;0;0;0;0
"*postDate_30-7-2025";0;0;0;0;0;0;0;0;0;0;0
"*a_0900";-0,462;-0,438;-0,35;-0,287;-0,73;-0,315;64,982;-0,958;-0,944;-0,979;0,063
"*postLikes_6300";-0,539;-0,511;-0,409;-0,335;-0,852;1,294;54,337;-1,119;-1,103;-1,143;0,007
"*postComments_148";-0,462;-0,438;-0,35;-0,287;-0,73;-0,315;64,982;-0,958;-0,944;-0,979;0,063
"*postReposts_85";-0,462;-0,438;-0,35;-0,287;-0,73;-0,315;64,982;-0,958;-0,944;-0,979;0,063
"*postDate_29-7-2025";-0,462;-0,438;-0,35;-0,287;-0,73;-0,315;64,982;-0,958;-0,944;-0,979;0,063
"*a_0899";-0,077;-0,073;-0,058;21,037;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_28-7-2025";-0,077;-0,073;-0,058;21,037;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0898";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*postDate_27-7-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;6,299;-0,157;-0,162;-0,152
"*a_0897";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_48900";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_618";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postReposts_307";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_25-7-2025";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0896";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_23-7-2025";-0,077;-0,073;-0,058;-0,048;-0,121;19,137;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0895";0;0;0;0;0;0;0;0;0;0;0
"*postLikes_7700";0;0;0;0;0;0;0;0;0;0;0
"*postDate_21-7-2025";0;0;0;0;0;0;0;0;0;0;0
"*a_0894";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*postLikes_2200";0,354;-0,585;-0,467;-0,383;1,687;-0,421;-0,506;-1,28;-0,007;8,703;-1,225
"*postComments_33";0,127;-0,732;0,397;-0,48;0,887;-0,528;-0,634;-0,117;2,335;0,305;-1,533
"*postDate_20-7-2025";5,578;-0,145;-0,116;-0,095;-0,242;-0,105;-0,126;-0,318;2,275;-0,325;-0,305
"*a_0893";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postLikes_777";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*postComments_13";-1,4;0,546;-1,061;0,043;-0,521;0,013;-0,004;1,12;0,153;-0,124;0,192
"*postDate_18-7-2025";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;6,165;-0,152
"*a_0892";-0,153;-0,145;7,659;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postLikes_12900";-0,153;-0,145;7,659;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postComments_201";-0,153;-0,145;7,659;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*postDate_16-7-2025";-0,153;-0,145;7,659;-0,095;-0,242;-0,105;-0,126;-0,318;-0,314;2,165;-0,305
"*a_0891";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postLikes_6500";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postComments_100";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*postDate_14-7-2025";-0,077;-0,073;17,249;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;-0,152
"*a_0890";-0,077;-0,073;-0,058;-0,048;-0,121;-0,052;-0,063;-0,159;-0,157;-0,162;6,584
"*postLikes_6400";-0,462;-0,438;9,024;-0,287;-0,73;-0,315;1,254;0,045;0,05;-0,979;0,063
