"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"emploi";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;6,951;-0,457
"emji_appareil_photo_avec_flash";16,147;-0,218;-0,175;-0,143;-0,364;-0,157;4,065;-0,478;-0,471;-0,488;-0,457
"détail";-0,23;-0,218;4,5;-0,143;1,586;-0,157;4,065;-0,478;-0,471;-0,488;-0,457
"déplacer";-0,23;-0,218;4,5;-0,143;-0,364;-0,157;-0,189;0,979;-0,471;0,939;-0,457
"déferler";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;7,252;0,939;-0,457
"décrire";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;1,007;-0,488;1,065
"disparaître";-0,23;3,363;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;1,007;-0,488;-0,457
"discours";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;19,956;-0,478;-0,471;-0,488;1,065
"diligence";-0,23;-0,218;-0,175;63,219;-0,364;-0,157;-0,189;-0,478;-0,471;-0,488;-0,457
"différent";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;0,979;7,252;-0,488;-0,457
"dessiner";-0,23;3,363;-0,175;-0,143;-0,364;5,123;-0,189;-0,478;-0,471;-0,488;1,065
"daniel";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;4,065;-0,478;-0,471;0,939;1,065
"cycle";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;18,526;-0,457
"cuire";-0,23;3,363;-0,175;5,751;-0,364;-0,157;-0,189;0,979;-0,471;-0,488;-0,457
"croiser";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;7,252;0,939;-0,457
"corvée";-0,23;-0,218;-0,175;-0,143;-0,364;5,123;-0,189;0,979;1,007;-0,488;-0,457
"cornu";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;0,979;-0,471;-0,488;7,507
"connaisseur";-0,23;-0,218;-0,175;-0,143;-0,364;5,123;-0,189;-0,478;1,007;-0,488;1,065
"concert";-0,23;3,363;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;-0,488;7,507
"communication";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;7,13;-0,471;-0,488;-0,457
"cliché";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;1,007;6,951;-0,457
"chute";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;-0,488;19,785
"cheval";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;0,939;1,065
"chaîne";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;4,065;-0,478;1,007;-0,488;1,065
"chauffer";-0,23;-0,218;-0,175;5,751;-0,364;-0,157;-0,189;7,13;-0,471;-0,488;-0,457
"chasse";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;7,13;1,007;-0,488;-0,457
"ch";3,13;-0,218;-0,175;-0,143;-0,364;-0,157;4,065;-0,478;-0,471;-0,488;1,065
"centimètre";-0,23;-0,218;-0,175;-0,143;-0,364;5,123;-0,189;0,979;1,007;-0,488;-0,457
"catherine";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;6,951;-0,457
"casser";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;0,979;1,007;0,939;-0,457
"carnaval";-0,23;3,363;-0,175;5,751;-0,364;-0,157;-0,189;-0,478;1,007;-0,488;-0,457
"caractère";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;0,979;1,007;-0,488;1,065
"capitaine";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;1,007;0,939;-0,457
"canular";3,13;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;1,065
"camaraderie";-0,23;-0,218;-0,175;5,751;-0,364;-0,157;-0,189;-0,478;-0,471;0,939;1,065
"camarade";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;1,007;-0,488;1,065
"calme";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;47,862;-0,478;-0,471;-0,488;-0,457
"cabanon";-0,23;-0,218;-0,175;-0,143;-0,364;5,123;-0,189;-0,478;7,252;-0,488;-0,457
"boucle";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;1,007;6,951;-0,457
"bibliothèque";-0,23;3,363;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;-0,488;7,507
"bernois";-0,23;-0,218;-0,175;-0,143;-0,364;5,123;-0,189;0,979;-0,471;0,939;-0,457
"belge";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;7,252;-0,488;-0,457
"bateau";-0,23;-0,218;4,5;-0,143;-0,364;-0,157;4,065;-0,478;1,007;-0,488;-0,457
"bande";-0,23;3,363;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;-0,471;-0,488;1,065
"avenir";-0,23;3,363;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;6,951;-0,457
"avaler";-0,23;17,098;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;1,007;-0,488;-0,457
"automobiliste";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;18,93;-0,471;-0,488;-0,457
"assister";-0,23;-0,218;4,5;-0,143;-0,364;-0,157;4,065;0,979;-0,471;-0,488;-0,457
"armailli";-0,23;17,098;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;1,007;-0,488;-0,457
"apéritif";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;7,252;-0,488;-0,457
"apprenti";-0,23;-0,218;-0,175;-0,143;1,586;-0,157;-0,189;-0,478;1,007;0,939;-0,457
"anniversaire";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;-0,488;19,785
"alpe";-0,23;17,098;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;1,007;-0,488;-0,457
"album";3,13;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;1,007;-0,488;1,065
"alarme";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;4,065;-0,478;1,007;0,939;-0,457
"aguerri";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;4,065;-0,478;1,007;0,939;-0,457
"adresse";-0,23;3,363;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;-0,471;6,951;-0,457
"adjoint";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;47,862;-0,478;-0,471;-0,488;-0,457
"actuel";-0,23;3,363;-0,175;-0,143;9,748;-0,157;-0,189;-0,478;-0,471;-0,488;-0,457
"action";-0,23;3,363;-0,175;-0,143;-0,364;-0,157;-0,189;-0,478;7,252;-0,488;-0,457
"accro";-0,23;3,363;-0,175;-0,143;-0,364;5,123;-0,189;-0,478;-0,471;0,939;-0,457
"accident";-0,23;-0,218;-0,175;-0,143;9,748;-0,157;-0,189;0,979;-0,471;-0,488;-0,457
"accessoire";-0,23;-0,218;-0,175;-0,143;-0,364;-0,157;-0,189;0,979;1,007;0,939;-0,457
"de";-50,842;3,174;3,892;6,558;6,56;0,408;6,786;-102,262;2,916;2,637;12,273
"la";-19,114;-0,085;-0,59;1,491;1,281;-0,314;9,782;-49,86;7,046;1,433;13,77
"le";19,513;-1,177;0,031;2,912;3,814;-12,996;4,184;-44,736;1,733;-6,212;11,559
"htag_rtsarchives";2,81;0,157;5,1;-0,019;-17,171;5,467;-17,076;53,385;-3,067;7,044;-38,388
"et";42,434;0,309;-0,185;0,163;0,24;-1,743;-0,553;-40,248;2,801;-0,009;0,205
"les";20,034;-0,277;-0,745;2,12;0,002;-1,832;-0,102;-17,757;0,205;0,939;0,314
"être";-10,219;-0,974;6,612;1,397;2,004;1,301;-0,003;-14,771;0,091;0,42;2,708
"l";40,14;-4,042;-0,027;-0,013;0,769;-1,427;4,649;-30,476;0,045;0,002;0,444
"en";0,464;0,703;-2,087;2,853;3,561;1,81;0,016;-43,071;-0,117;1,479;3,532
"à";29,77;0,453;-0,149;0,046;1,288;0,053;-0,366;-49,445;-2,179;1,793;3,935
"un";-20,768;1,044;0,901;0,627;10,075;2,287;0,626;-12,157;0,875;-0,214;0,046
"pour";-28,327;0,241;2,245;4,054;4,46;-0,333;2,538;-1,597;-0,001;1,873;-1,772
"des";-11,774;0,257;-0,456;0,657;1,651;-1,353;0,168;-21,479;3,697;7,92;1,827
"d";52,769;5,199;-5,22;2,548;-3,117;-2,524;1,618;-22,349;-3,206;0,358;1,21
"avoir";-7,842;2,949;-0,072;-1,064;6,509;0,65;0,06;-12,234;2,992;0,771;-0,206
"du";-10,084;-1,089;0,253;4,226;2,302;2,583;6,406;-18,209;3,058;-8,724;8,942
"dans";115,286;-4,049;-1,873;1,047;10,639;-1,59;0,084;-19,34;-1,947;-4,051;-0,658
"une";-3,701;-0,329;0;0,638;4,003;-0,06;0,4;-15,128;0,422;2,189;1,094
"sur";127,928;-1,132;-1,401;-1,517;0;-0,251;-2,105;-27,768;0,024;-0,072;0,298
"user_utilisateurice";0,152;0;0,24;0,715;-3,96;2,554;0,039;1,61;-0,241;-14,855;7,206
"il";-1,938;0,129;3,777;1,648;-0,15;0,87;-0,564;-5,367;0,982;0,011;0,047
"vous";-6,809;0,413;0,088;-1,396;-8,256;-0,034;0,002;1,91;0,891;16,397;-3,083
"pas";-8,89;0,086;3,513;-1,095;-0,045;5,397;-6,13;-2,921;3,285;5,211;-0,33
"qui";-9,077;2,247;0,203;-3,349;0,555;-0,062;7,941;-11,3;5,909;-0,003;0,276
"ne";-7,683;1,969;-1,79;-1,289;-0,015;2,166;-2,474;-3,514;7,524;5,25;-0,084
"c";-8,336;-0,01;1,989;0,323;1,792;0,073;0,159;-3,683;0,009;1,271;0
"ce";93,332;-1,221;1,053;1,04;-1,001;0,1;1,13;-18,119;-1,33;-1,186;-1,571
"au";-7,417;-0,006;-3,192;6,511;1,61;0,885;0,574;-5,259;-0,012;-1,106;8,877
"avec";0,026;-6,04;3,56;0,014;0,084;2,176;5,432;-15,294;0;-0,46;4,846
"que";-9,571;0,39;0,038;-3,4;1,521;0,006;0,12;-0,541;2,1;2,367;-0,684
"son";0,038;-1,213;0,477;0,18;0,614;1,026;0,003;-12,564;0,649;-2,196;8,088
"an";3,344;-1,454;0,03;0,102;0,001;0,227;-2,556;-15,464;0,007;0,036;13,642
"plus";-1,537;0,134;-0,861;-0,212;14,077;-0,466;-0,114;-3,754;-0,655;1,382;0,156
"faire";-11,008;9,659;1,504;0,285;0,433;-3,534;0,323;-2,284;-0,831;2,737;0,001
"on";-7,254;0,915;1,556;0,19;-0,001;0,039;2,026;-5,828;-0,395;5,739;-0,052
"se";-2,426;-2,038;-0,233;7,261;0,308;-0,416;0,786;0,079;0,005;-0,006;-0,006
"qu";-4,654;-1,546;0,018;4,454;-0,006;0,749;-0,004;-1,618;0,769;3,682;-0,684
"ou";-1,967;0,547;-0,658;1,144;-0,225;-4,002;-0,959;1,75;-0,011;10,821;-3,248
"s";-4,165;0,988;-2,447;-0,052;0,233;-1,944;0,974;-6,701;-1,016;11,862;3,58
"y";-3,317;0,597;0,045;0;-0,211;1,006;0,003;-0,149;2,266;0,424;-1,929
"ses";0;-0,619;2,728;-0,217;0,089;-0,014;-0,936;-6,283;0,241;0,134;3,705
"aux";-6,4;-0,357;-1,375;1,914;0,355;1,312;13,481;-3,765;-0,037;0,507;-0,01
"par";-1,833;1,524;-0,139;-0,397;-0,009;2,39;0;-3,6;-2,242;2,839;2,391
"sa";-0,048;0,704;0,162;-2;13,546;0,009;-0,603;-10,735;3,692;-8,869;2,842
"mais";-4,384;-0,026;-0,029;-4,031;1,698;-0,247;6,931;-3,902;2,149;4,021;-1,39
"nous";2,1;-3,366;-2,363;-0,011;3,114;-1,977;9,385;-4,024;3,96;-0,399;-0,664
"cette";-0,024;-3,753;0,216;0,835;5,154;-2,244;0,628;-3,361;-0,162;1,473;0,001
"bon";-5,099;36,612;-0,067;3,813;-2,518;-1,613;1,561;-0,058;-0,917;0,006;-1,608
"tout";-2,997;-0,01;-0,053;0,013;1,933;3,072;-0,85;-0,9;0,375;-0,062;0,1
"bien";-3,237;-1,487;-0,1;0,001;0;-0,522;-0,208;-0,503;5,349;6,495;-0,945
"htag_suisse";180,357;-3,675;-0,001;-3,759;-0,593;-4,132;-0,491;0,089;-6,072;-1,336;-2,86
"autres";357,341;-0,357;-4,85;-2,048;-5,882;-0,224;-3,222;-8,778;-1,488;-7,126;-0,631
"leur";-0,006;1,529;1,148;-2,175;2,589;0,331;0,067;-5,056;0,842;1,601;-6,951
"tous";326,939;-1,871;-0,231;-0,017;-6,919;-2,03;0,173;-7,583;-5,602;-4,369;-3,774
"htag_archives";-2,997;-0,387;10,305;0,013;1,933;0,304;-0,136;0,9;-1,676;-0,062;-1,505
"ça";-4,335;0,556;1,557;-0,945;0,276;0,041;-1,678;-0,323;2,257;4,813;-4,454
"ces";-0,019;1,046;-1,778;-0,213;-0,042;0,386;-2,05;-5,757;-0,002;10,863;0,18
"si";-2,067;0,864;-1,223;0,256;0,079;2,798;-1,438;-2,625;1,863;1,582;-0,466
"elle";-0,996;0,556;-1,441;-0,092;0,276;0,041;-0,013;-3,183;0,079;0,976;1,4
"plein";428,116;-4,512;-3,606;-0,19;-5,345;-3,25;-0,077;-7,583;-1,362;-10,089;-3,569
"notre";129,668;-0,49;-2,842;-0,658;-0,266;-2,561;0,594;-7,781;-1,058;-2,344;-0,008
"htag_80s";-2,067;0,125;-1,223;-0,035;-0,424;-0,104;-0,343;6,669;-0,106;0,707;-0,065
"htag_90s";-3,584;1,398;1,047;-0,001;0,005;-0,748;-1,146;9,115;-0,236;0,098;-3,13
"sans";-0,107;0,186;-2,094;-0,236;0,015;0,991;0,459;0,01;-0,137;0,303;-0,098
"1";423,919;-0,086;-3,158;-0,861;-6,587;-2,846;-0,418;-8,647;-8,522;-4,64;-2,621
"toujours";6,765;-1,196;11,537;0,02;0,125;0,561;-0,867;-4,4;-1,29;-0,074;-0,018
"je";-2,926;0,108;-0,57;-0,298;0;2,76;-2,401;-2,228;5,939;0,161;0,304
"ils";-0,321;1,982;-2,466;-0,433;0,086;2,061;-2,67;-0,562;-0,519;11,129;-1,282
"quand";-1,334;4,446;7,236;0,02;-0,027;2,219;0,188;-4,4;-0,443;-0,543;-0,018
"après";1,515;-0,278;-2,528;2,495;1,559;-0,004;-0,104;-1,588;0,364;-0,154;-0,063
"quoi";-2,438;0,427;-1,848;5,136;-0,041;-0,205;0,017;-0,018;-0,406;8,866;-2,764
"htag_rtsxarchives";0,009;-1,196;0,325;0,836;-0,027;-0,535;-0,062;-0,051;-0,443;8,86;-2,429
"depuis";-0,989;-0,064;2,46;1,352;-0,186;0,991;1,973;-1,95;-0,761;0,003;0,037
"cet";111,676;-1,263;-2,466;-2,022;-0,534;-0,001;-0,082;-2,802;0,044;-2,922;-1,282
"htag_miraclesuisse";423,687;-3,399;-2,716;-2,227;-5,665;-2,448;-2,941;-0,006;-7,329;-5,373;-7,115
"htag_70s";-0,857;0,29;0,022;-0,179;-0,103;-0,271;-0,507;5,28;-0,058;0,04;-0,5
"falloir";-2,681;0,234;2,665;0,145;-0,878;1,101;0;-0,112;2,986;0,016;-3,215
"htag_madeinswitzerland";410,127;-3,32;-2,653;-2,175;-5,534;-2,391;-2,873;-0,213;-7,16;-3,378;-6,951
"votre";-2,197;5,588;4,288;-0,062;-3,472;2,004;0,078;0,417;0,457;-0,253;-4,361
"aussi";-0,136;1,109;0;-0,267;0,004;-0,378;-0,009;-0,212;4,168;0;-1,893
"alors";-2,277;0,001;1,356;-1,415;-1,667;-1,555;-0,325;0;0,348;2,56;1,458
"htag_suissitude";405,155;-3,007;-2,403;-1,971;-5,013;-2,166;-2,603;-0,482;-6,486;-4,533;-6,297
"dire";-2,438;-0,634;-0,313;-0,127;-0,624;1,494;0,811;0,157;2,224;-0,03;-0,002
"ceux";-1,717;14,935;0,563;0;-0,91;-0,009;-1,409;-0,404;0,413;-0,002;-0,33
"pouvoir";-2,036;0,958;-0,138;0,609;0,581;-0,071;-0,204;-2,187;-2,134;6,247;0,111
"entre";-0,604;-0,52;7,931;-0,082;-0,47;1,819;-1,869;-2,647;-2,587;4,59;1,458
"comme";-2,358;-0,001;3,66;5,49;0,206;-1,61;0,925;-4,892;0,257;-0,01;0,001
"savoir";-2,197;0,707;0,152;-0,062;-1,555;-0,119;0,078;0,417;0,014;0,002;0,544
"lui";-2,438;1,898;0,058;-0,127;2,422;-1,666;-0,413;-0,018;0,92;-1,497;0,239
"j";-2,197;-0,465;-0,202;-1,365;0;16,454;1,189;-0,218;0,457;-0,253;-0,154
"htag_60s";-0,792;-0,014;0,037;-0,152;0,099;1,352;0,007;1,854;0,122;-3,219;-0,014
"encore";-0,857;-0,752;10,563;-1,616;1,923;1,221;0,001;-1,68;-0,574;1,483;-1,51
"avant";-2,277;2,325;-0,238;2,31;-0,47;-1,555;1,05;0,313;-1,121;-0,325;1,458
"quelques";-2,438;0,427;3,382;-0,127;-0,041;-0,205;0,017;0,157;0,92;-1,497;-0,002
"comment";-2,358;-0,001;-0,275;-0,104;-1,781;-0,175;0,925;0,227;-0,329;13,203;-1,146
"très";-0,179;-0,137;-1,241;0,002;-0,809;0,939;-1,344;-1,447;0,554;0,002;7,57
"htag_2000s";-0,486;-2,007;0,197;0,524;-0,33;-1,446;-0,242;8,996;-0,888;0,476;-0,105
"mieux";-2,116;-2,007;-0,169;0,524;-1,444;-0,094;3,937;1,693;-0,139;3,289;-0,809
"peu";-1,956;7,086;-0,109;3,278;-3,092;0,497;-0,168;-0,704;0,911;0,088;-0,602
"htag_humour";-0,544;-2,083;0,152;-0,062;-3,472;5,271;-1,803;0,417;-1,003;0,361;5,92
"aujourd_hui";0;-2,083;-1,665;-0,062;1,485;-0,119;-0,283;-0,218;-0,196;0,361;3,489
"80";0,341;-1,402;-1,121;0,023;-0,614;1,263;-1,214;0,071;0,084;0,053;1,041
"leurs";-1,479;-1,402;-1,121;-0,919;-0,614;1,263;-1,214;-3,069;13,464;0,807;1,041
"deux";-0,429;0,036;1,881;-1,265;-1,334;2,429;-1,671;-0,814;-0,777;0,044;7,169
"vouloir";-1,558;-1,478;0,801;0,01;-0,013;1,09;0,611;-0,237;0,037;2,061;-1,193
"trop";-1,479;-1,402;16,17;-0,919;0,5;4,787;-1,214;-0,166;-1,13;-0,19;0,113
"même";-0,375;0,061;-1,482;-0,017;-0,208;0,497;-1,605;-4,059;0,132;0,774;7,886
"htag_vintage";-1,717;0,191;-1,301;-1,067;-0,91;-0,009;2,405;14,021;0;-1,657;-0,33
"htag_kids";-1,956;-0,31;-1,482;-0,017;-1,225;-0,051;-1,605;0,854;-0,052;14,408;-0,032
"nos";-0,137;-1,478;-0,009;0,01;1,789;0;0,611;-1,305;-0,218;-1,362;5,016
"déjà";-1,717;0,191;-1,301;0;-2,714;0,806;0,407;-1,592;0,413;1,432;1,778
"voici";-1,4;-0,043;4,411;1,82;0,002;-0,956;-1,149;0,135;3,166;-2,968;-0,069
"vos";-1,479;11,692;0,947;-0,919;-0,001;-1,01;-1,214;0,071;-0,15;0,807;-1,061
"toute";-1,4;-0,043;0;1,82;0,002;-0,956;-0,004;0,135;-0,092;2,902;-0,932
"tard";4,159;-1,628;-0,038;-1,067;21,11;-1,173;-1,409;-1,592;-3,511;-0,002;0,487
"sous";-1,479;-1,402;-1,121;0,023;4,83;0,004;-1,214;0,071;-0,15;-1,218;5,698
"htag_eighties";-0,067;-0,043;0;0,043;-2,213;1,46;-0,004;3,058;1,178;-0,124;-2,779
"où";-1,242;-0,007;1,541;-0,772;3,398;1,948;-1,019;-0,763;-0,736;0,309;-0,007
"moi";-1,321;0,682;0,005;2,076;-2,088;12,581;-1,084;-0,894;0,249;-0,07;-0,031
"htag_retro";-1,479;0,432;-1,121;0,023;-0,614;0,004;3,387;2,594;0,084;-1,218;-0,12
"htag_noel";0,188;-1,553;-1,241;-1,017;-0,809;-1,118;2,695;-3,398;1,927;14,853;-1,328
"contre";-1,163;1,037;0,041;0,158;0,102;-0,795;0,016;-0,637;-0,001;2,039;-0,566
"t";-1,321;-1,253;-1,001;0,072;-2,088;-0,902;1,062;-0,894;3,713;10,628;-0,806
"mon";-1,4;-1,327;1,117;0,043;-0,521;0,013;0,888;-2,905;1,178;-0,124;3,393
"moins";-1,163;-1,103;0,041;-0,723;-0,269;2,25;5,421;-0,637;-0,001;2,039;-0,566
"lors";0,257;5,644;-1,181;0,01;-2,463;0;3,021;-3,233;-1,267;-3,304;12,763
"30";0,257;-1,478;0,801;0,01;7,791;-1,064;-1,279;-1,305;-0,218;0,018;0,058
"tu";-1,4;-0,043;0;-0,87;0,654;0,013;0,888;-0,104;0,153;0,111;-0,069
"rien";-1,4;-0,043;-1,061;6,2;2,478;5,296;-0,004;3,058;-2,863;-1,077;-2,779
"pourquoi";-0,005;-1,103;1,806;-0,723;1,336;2,25;-0,955;-0,002;-2,379;4,742;-2,31
"monsieur";-0,067;-1,327;1,117;1,82;-2,213;0,013;-1,149;-0,104;6,119;0,111;-0,932
"htag_look";-0,018;-0,007;1,541;2,37;-0,348;-0,848;-1,019;4,218;-2,54;1,643;-2,466
"htag_fashion";-0,005;0;0,041;2,709;-0,269;-0,795;-0,955;0,508;-2,379;8,57;-2,31
"chez";-0,1;-1,402;-0,002;-0,919;-0,614;0,004;0,739;-3,069;0,084;12,726;-0,12
"htag_instafood";0,257;2,184;-0,009;5,134;0,373;0;-1,279;-0,237;0,037;-0,267;-3,093
"htag_geneve";-1,163;0;1,806;-0,723;-0,269;15,145;0,016;2,156;-2,379;-0,674;-0,566
"devoir";-0,005;0;-0,882;-0,723;-0,269;0,093;-0,955;-0,002;-0,613;8,57;0
"certains";-1,163;1,037;0,041;0,158;1,336;-0,795;-0,955;-0,637;0,542;0,46;-0,566
"htag_valais";-0,039;-1,253;-1,001;6,835;0,017;5,87;-1,084;1,406;-0,046;-0,07;-2,623
"htag_ski";0,89;-1,103;-0,882;0,158;-1,839;2,25;-0,955;20,165;-0,613;-0,674;-2,31
"htag_lausanne";-1,085;-1,029;54,173;-0,674;-1,715;0,142;-0,89;2,645;-2,219;0,001;-2,154
"htag_amour";-0,018;-0,007;-0,941;0,109;0,049;1,948;-1,019;1,748;-0,015;0,309;-2,466
"grâce";-1,479;-1,402;-1,121;-0,919;-0,001;-1,01;0,739;-1,165;8,96;-0,19;2,902
"40";-0,928;-0,88;-0,704;-0,577;0,434;3,512;-0,762;-0,296;-1,899;-0,32;14,337
"quel";-1,4;-1,327;-1,061;0,043;2,478;-0,956;0,888;-0,104;-0,092;5,706;-0,932
"madame";0;0,003;2,118;0,221;-0,196;-0,741;-0,89;-0,517;-0,495;0,656;0,838
"jamais";0;0,003;6,95;-0,674;-1,715;-0,741;0,039;0,004;0,007;-0,549;0,838
"htag_vacances";1,104;0,003;0,075;-0,674;-0,196;-0,741;0,039;0,714;2,735;-0,549;-2,154
"htag_love";-0,928;0,047;-0,704;-0,577;-0,076;3,512;-0,762;3,946;-0,281;1,228;-1,843
"htag_football";8,795;-1,103;-0,882;-0,723;-1,839;-0,795;61,424;-0,637;-0,613;-2,467;-0,566
"24";1,104;-1,029;0,075;18,874;-0,196;-0,741;-0,89;-0,517;0,753;-2,301;0,015
"1970";-1,242;-1,178;-0,941;-0,772;1,065;1,948;0,003;-2,578;-0,015;7,476;-0,007
"personne";-0,039;0,682;-1,001;0,072;2,904;0,03;1,062;-2,741;-0,864;0,194;-0,031
"htag_microtrottoir";-0,85;-0,806;-0,644;-0,528;-0,034;4,104;-0,698;0,188;0,204;4,635;-1,688
"htag_hiver";-0,005;-1,103;0,041;0,158;-1,839;15,145;-0,955;2,156;0,542;-0,674;-2,31
"2";0,89;4,215;1,806;-0,723;-0,269;-0,795;11,765;-2,414;-2,379;-0,674;0
"1990";-1,242;-1,178;-0,941;0,109;0,049;0,056;-1,019;-2,578;-0,015;4,032;4,616
"htag_switzerland";-1,163;-1,103;0,041;-0,723;0,102;2,25;0,016;2,156;-0,001;-0,674;0
"htag_neige";0;0,003;-0,822;0,221;-1,715;16,712;-0,89;2,645;0,007;-0,549;-2,154
"htag_femme";-1,007;-0,955;-0,763;0,301;0,287;-0,688;0,075;-2,089;-2,059;24,758;-0,348
"elles";-0,694;-0,659;-0,526;-0,432;10,662;-0,474;0,441;-0,052;-1,42;2,831;-1,379
"devant";-1,085;-1,029;-0,822;-0,674;0,179;-0,741;22,623;-2,251;-0,495;0,001;2,924
"attention";-1,007;11,998;-0,763;0,301;-1,591;3,019;0,075;-2,089;0,038;-0,431;0,055
"60";-0,85;-0,806;-0,644;4,766;-0,034;-0,581;-0,698;-0,2;0,204;1,636;0,241
"3";-0,772;0,167;-0,585;0,693;0,887;0,54;0,303;-1,603;-0,108;-1,638;2,486
"non";-1,085;0,003;-0,822;0,221;15,122;0,142;-0,89;0,714;-2,219;-0,549;-0,453
"htag_jeunesse";3,134;0,271;-0,526;-0,432;1,229;0,724;-0,57;-0,052;-0,046;-0,062;-1,379
"durant";-1,085;-1,029;2,118;-0,674;-1,715;-0,741;6,132;-0,517;0,753;0,001;0,838
"quelque";-1,085;1,268;0,075;-0,674;-1,715;0,142;0,039;-2,251;0,753;5,577;-0,453
"htag_enfants";-0,928;-0,88;-0,704;-0,577;0,434;-0,634;-0,762;-1,926;1,361;19,86;-1,843
"dès";-0,772;-0,732;0,397;0,693;-0,007;-0,528;10,52;-1,603;0,36;0,305;-1,533
"chaque";-0,694;0,271;4,902;0,903;-1,098;0,724;4,337;-1,441;0,584;-1,473;-1,379
"50";2,06;-0,806;-0,644;-0,528;3,13;-0,581;-0,698;-1,764;4,942;-0,22;-0,163
"2000";-1,085;-1,029;2,118;0,221;-0,196;-0,741;1,786;-0,517;0,753;0,656;-0,453
"1987";0,066;0,095;-0,644;-0,528;0,629;-0,581;0,202;-0,2;-1,739;0,164;1,921
"1972";-0,772;0,167;-0,585;0,693;0,887;-0,528;-0,634;-1,603;-1,579;5,688;0,408
"toutes";16,514;-0,732;0,397;0,693;-0,007;-0,528;-0,634;-1,603;-1,579;2,158;-1,533
"htag_voiture";0,127;0,167;-0,585;-0,48;3,862;-0,528;-0,634;0,337;-1,579;0,305;-0,09
"htag_vaud";-1,085;-1,029;0,075;-0,674;-1,715;16,712;0,039;0,004;0,007;0,001;0,015
"htag_sport";42,705;-0,732;-0,585;-0,48;-1,221;-0,528;-0,634;0,337;-1,579;-1,638;0,408
"htag_seventies";-0,85;-0,806;-0,644;-0,528;3,13;-0,581;0,202;4,817;-1,739;1,636;-1,688
"htag_insolite";-0,928;1,882;0,19;-0,577;-1,468;0,29;-0,762;-0,296;0,101;0,074;1,475
"htag_enfant";0,027;-0,88;-0,704;-0,577;-1,468;3,512;-0,762;1,306;-1,899;13,1;-1,843
"htag_ecole";-1,085;-1,029;0,075;-0,674;-1,715;-0,741;-0,89;2,645;-0,495;21,982;-2,154
"htag_culte";0,066;-0,806;10,171;-0,528;-0,034;-0,581;-0,698;-0,2;0,204;-1,803;1,921
"htag_christmas";1,104;-1,029;-0,822;-0,674;0,179;-0,741;6,132;-2,251;0,007;5,577;-2,154
"20";-1,007;-0,955;2,486;-0,625;0,287;3,019;0,075;-2,089;-2,059;6,564;-0,348
"1968";-0,928;-0,88;0,19;-0,577;0,434;-0,634;2,521;-1,926;-0,281;0,074;4,292
