"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"mass";"chi.distance";"inertie"
"archive";3,06896250415711;0,165968666860669;0,135981101001043;-0,030784907456576;0,07998907297344;0,0696506254682072;0,0615868607314706;0,118272666011031;0,0622593843871169;-0,0578493778999772;0,995610244869339;0,0538423342839674;0,0441139887117763;-0,00998701326901338;0,0259494667732445;0,0225955436678592;0,019979556417042;0,0383691484692588;0,0201977315953218;-0,0187670697242207;0,995324104973629;0,00190604227500011;0,00115071704790984;5,23184695598245e-05;0,000337143338111885;0,000230052481265565;0,000162650666926937;0,000581030231226671;0,000146416766590265;0,000109523749779679;0,0713461476172705;0,000208660178438478;0,000140069787496993;7,17898536711038e-06;4,84672847863627e-05;3,67483128410623e-05;2,87318438868543e-05;0,000105963461336364;2,93627689388054e-05;2,53503960868213e-05;0,00757508243472061;2,16359070798506;0,0354599058811818
"rts";3,45898259763328;0,206440766464343;0,225275324865196;0,162260373308902;0,0513680173066691;0,057678175892583;-0,068168549284994;-0,0287811775459153;-0,02558784453116;0,141699135322669;0,993713155542314;0,0593072962021318;0,0647181787184426;0,0466149403846631;0,0147572510502622;0,0165700637555563;-0,0195837886738957;-0,00826839509945613;-0,00735099903364152;0,0407080090531393;0,993109267793507;0,00231627525057489;0,0024806049926692;0,00114162426637967;0,000109208837742898;0,000123913560991328;0,000156518883234818;2,70250183246587e-05;1,94252893969594e-05;0,000516136107177141;0,0853012074555203;0,000303843080355659;0,000361814255364901;0,000187708252357859;1,88123924927779e-05;2,37181853617021e-05;3,31303884617817e-05;5,90575657021298e-06;4,66794608502496e-06;0,000143150485348487;0,00712948935032528;2,44126905378601;0,0424902920807289
"miracle";2,40144473947924;0,352564381476909;-0,162707552457351;0,0720264130884154;-0,281510082423332;0,0989813282614432;0,0550622562083028;0,584269855607603;-0,145816617476736;-0,193163496815141;0,948149615966439;0,139201113981605;-0,0642409549722683;0,0284378044543429;-0,111147124125889;0,0390802698209439;0,0217399368887702;0,23068415029831;-0,0575719972186713;-0,0762657130156265;0,950839403447965;0,0134195454627929;0,00257044007789002;0,000446831231092712;0,00651511044034776;0,000724876555885984;0,000202846882851841;0,0221226697321342;0,00125307142280253;0,00190520474623535;0,0400874318927242;0,000864052059595693;0,000184025694223297;3,60617348031261e-05;0,000550872316858327;6,81035256094079e-05;2,10751680404959e-05;0,00237295772260894;0,000147800900340773;0,000259366067832147;0,00695125211656715;1,73214720823085;0,0208560777271714
"jeune";-0,432005599044085;0,437607600218683;-0,898473888886728;-0,175177903219529;-1,14068123540288;-0,550522942995721;0,0836778414404954;-0,00981267562123474;-0,384624510600349;-0,553614260892575;-0,238468887420273;0,241561215367849;-0,495961323494605;-0,0966989311569415;-0,629660786132425;-0,303890954205265;0,0461905164983953;-0,005416637754672;-0,212314329537364;-0,305597374541381;0,107326273634934;0,0721100791684982;0,273380984993531;0,00921900215792533;0,373102185029319;0,0782120498581921;0,00163397946156116;2,17646047255351e-05;0,0304089219144621;0,0545847591768527;0,000981294128751525;0,00100690885788968;0,00424454722499449;0,00016135376248169;0,00684146396642139;0,00159357054942657;3,68164056448e-05;5,06285319312619e-07;0,000777847325115314;0,00161151735513361;0,0052579983958649;0,927474838284356;0,00452298056887843
"vie";-0,473004150850995;0,374557525161432;-0,984701129780477;0,298454467602312;0,485884336661968;-0,651845328417932;0,552387655889479;0,128691968825786;0,0405507040548678;0,196038732564334;-0,302469614104768;0,239516439531848;-0,629681938725852;0,190851195451672;0,310706042526873;-0,41683229330619;0,353232589634846;0,0822940138666575;0,0259307572356089;0,125359914245237;0,161617456430876;0,0663581664852398;0,412474703983746;0,0336134044774127;0,0850346756949829;0,137734583913336;0,0894426483246779;0,00470229480347433;0,000424575541223253;0,00859749034503067;0,00111657106286848;0,000700153909694608;0,00483910824699163;0,000444541830227222;0,00117820880156427;0,00212053565654538;0,00152280535186063;8,26531395646019e-05;8,20641097614707e-06;0,000191796305254799;0,0049906425452277;0,827535444782547;0,00341766643728732
"monde";-0,363970780947981;-0,878835508887781;0,251746978522681;0,624976772672728;-0,442468852250125;0,284306158243466;0,963148984181602;0,775859665737613;1,59604452964347;-0,16401331606858;-0,151927991536958;-0,366841847603595;0,105083745246888;0,260876616474848;-0,184694507248459;0,118674536156493;0,402035818195212;0,323857866895358;0,666217873755468;-0,068462126632019;0,0520459920846197;0,198686519849781;0,0146626634867562;0,0801641097002658;0,0383523125463054;0,0142502442082911;0,147890251856064;0,0929542389634416;0,357720697262481;0,00327297004199457;0,000566686303397771;0,00330388458076269;0,000271105425307403;0,00167084986955353;0,000837481230741828;0,000345765938644292;0,00396822799706287;0,00257499283522744;0,010896817640944;0,000115071531654484;0,00427769361019517;1,12211834136209;0,00538625607851508
"grand";-0,394139980760511;0,0726295359399536;-0,476496929078384;-0,236654016303159;-0,267968750725907;0,0401858806110381;2,00095831120217;0,210018575436251;-0,198703421235483;-0,421368332868556;-0,180236328872247;0,0332127710065178;-0,217897349693564;-0,108219549382055;-0,122539468820512;0,0183766071634152;0,91501851586233;0,0960394247712955;-0,0908651162684264;-0,192687585950318;0,0750671153345001;0,00166906881982545;0,0646098958065869;0,014137560390771;0,0173017067277917;0,000350179926565247;0,7850967551139;0,00837746767964037;0,00681960538323701;0,0265706448171789;0,000761433726393751;2,58557813026393e-05;0,00111288769166404;0,000274510452614106;0,00035196496079745;7,91549550188518e-06;0,0196248889559127;0,000216195447068441;0,000193527112430953;0,000870271807944342;0,00490152392834863;1,01179240185589;0,00501780701763945
"genève";-0,405820509272665;0,0995191581309609;-0,0999758288988218;-0,838025882234164;-0,571116944028718;0,277831991875736;-0,303223131611892;-0,769259510104079;1,12620722584981;-0,997693138146092;-0,197137783224141;0,0483439988221212;-0,048565838430476;-0,407092694758554;-0,277434791330175;0,134964058581697;-0,147298459842223;-0,373687655209449;0,547084217978419;-0,484655183998866;0,0929022036447004;0,00365822471877511;0,00332030625162966;0,206952589855806;0,0917444963250118;0,0195397076020356;0,0210465563433859;0,131205602471287;0,255737527343736;0,173892785443635;0,000616432760123489;3,70707280165759e-05;3,74117268771297e-05;0,00262864895556213;0,00122086549129146;0,000288923078139635;0,00034414573004812;0,00221494770013313;0,00474738383863873;0,00372573274324565;0,00374298190892077;0,936454692040767;0,00328239821676295
"temps";-0,375118052232289;0,49614107727447;-0,688945519157602;-0,189403280149514;-1,03689585215881;-0,928115994047307;0,949198912955629;2,16170935381043;0,491406448989531;-0,324265088719147;-0,126780194239553;0,167682844834477;-0,232845756741088;-0,0640134072569087;-0,350443964934741;-0,313679187930121;0,320804668931176;0,730601820239337;0,166082662998267;-0,109593208560013;0,0366061258264969;0,0419302227739871;0,0727139407542384;0,00487518162546946;0,139463323715887;0,100558289039587;0,095110980646525;0,477816388686974;0,022454291296167;0,00847125563466857;0,000539228480862089;0,000943294416543986;0,00181889091166523;0,000137471251122895;0,00412009440813102;0,00330096870434686;0,00345264047618878;0,0179073572056961;0,000925376777351887;0,00040293712269562;0,00383210052579984;1,3789765054396;0,00728703116565723
"bio";3,2750918462911;0,49908508124571;0,00291790379069833;0,236082033127868;0,19122807775053;0,00445123116192568;-0,0441569442615875;-0,22078467047531;0,0160680871615186;-0,151202907065662;0,981188460320026;0,149521462425774;0,000874178087860191;0,0707280825898907;0,057290235506062;0,00133354936449931;-0,0132290287374778;-0,066145128458385;0,0048138563564721;-0,0452990494748042;0,978330136956355;0,0148760147685878;4,57309774706815e-07;0,00265559784090561;0,0016630820697155;8,10950385637838e-07;7,21663672919827e-05;0,00174753102964244;8,41718034575946e-06;0,000645785526994834;0,0487512304325609;0,00113210781877051;3,8697289824468e-08;0,000253317088018464;0,000166204176430648;9,00531504947694e-08;8,86209981753571e-06;0,000221552393419611;1,17345643672917e-06;0,000103910371122044;0,00454504946083237;2,32887701220642;0,0246508399462756
"lien";3,0525882367172;0,496653746362182;-0,0582314782340178;0,21029847900812;0,0827046254335502;-0,0448615075693841;-0,0225374221490747;-0,173246212328332;0,0163972348707236;-0,175700130900011;0,980982437218901;0,159605084203634;-0,0187133189972252;0,0675817039453284;0,0265780310790723;-0,0144167334799324;-0,00724264577924427;-0,055674554977503;0,00526942980178411;-0,0564631484052791;0,977695036163954;0,0169462398765733;0,000209513818001576;0,00242402553353715;0,000357847884217661;9,47567612756369e-05;2,16258802131711e-05;0,00123777883899922;1,0083423384759e-05;0,00100309181984282;0,0415216778493192;0,00109912193109166;1,51096384338244e-05;0,000197065547959758;3,0478812352303e-05;8,96780528205108e-06;2,26332500278764e-06;0,000133741422716842;1,19806305768503e-06;0,000137556973524111;0,0044559308439533;2,17136237138907;0,0210088875674377
"diffuser";4,03917298989252;0,56090009197769;-0,0040133850684766;0,410366733768992;0,110577388624714;0,314132164261611;-0,227771776266242;-0,0743309337297774;-0,126787458580662;0,149377549596956;0,979509551672542;0,136019675067389;-0,000973255916235812;0,0995149592308218;0,0268152932860141;0,0761778354509158;-0,0552352253821498;-0,0180254373247314;-0,0307462757903195;0,0362244293576419;0,977224503510226;0,0123389846502016;5,68147612142254e-07;0,00526928520214195;0,00036518589767769;0,00265234355423986;0,00126097830522076;0,000130076013092133;0,00034416115030457;0,000413913569282187;0,0726981483035259;0,00140187556002398;7,17728353438683e-08;0,000750382569219459;5,44842655514711e-05;0,000439706873824454;0,0002311736122604;2,46194087387067e-05;7,16293541277202e-05;9,94280916299393e-05;0,0044559308439533;2,87382994462698;0,0368010807888544
"aller";-0,490090031339531;-0,0277782973164776;-0,268327362023329;0,409901114973412;-0,701239542816836;0,558920295865261;-0,696759884004589;-1,25905305029399;1,39525327101523;0,721612977027581;-0,203092103141134;-0,0115112580606128;-0,111194198614247;0,16986201350048;-0,290591941172812;0,231615195406618;-0,28873558158303;-0,521748486194605;0,578189522546556;0,299034642181764;0,0987045167027548;0,000207632576422299;0,0174238969646662;0,0360696108853067;0,100760423116695;0,0576077047564475;0,0809561639802821;0,256048329625147;0,285950722134102;0,0662709992581779;0,000791994014462182;2,54437667469005e-06;0,000237410588074571;0,000554023722492516;0,00162144774682904;0,00103007755046913;0,00160079764998211;0,00522706885195796;0,00641913131987451;0,00171703374732559;0,00329738882452544;1,09716802384507;0,00396932304467332
"samedi";4,53484668802739;0,621348996700319;0,0707425642795972;0,519494370416474;0,175319749157622;0,217007247505457;-0,17571351680454;-0,203826186122189;-0,0859559697351117;0,0511968580073552;0,980612331719682;0,134360107492636;0,0152973266093414;0,112335128601876;0,0379110298197863;0,046925507655687;-0,0379961778825466;-0,0440752434181525;-0,0185870636221749;0,0110707756537526;0,977865639634177;0,0120205442332578;0,000140134686836114;0,00670368545013858;0,000728765067193148;0,00100484243550539;0,00059574810009204;0,000776466142972113;0,000125575774829345;3,85984749980208e-05;0,0861373514610027;0,00161710231333421;2,0961767118803e-05;0,00113038916692248;0,000128744290072231;0,000197248982896804;0,000129323258125614;0,000174014826219456;3,09469878313753e-05;1,09787504395142e-05;0,0041885749933161;3,22543877395818;0,0435756526489603
"fête";-0,420239578204112;0,0872116678198308;1,08184824292599;-1,05686879619183;0,596045948912961;-0,486289235699395;-0,671875102632298;-0,365541874491266;-0,386114278140492;-0,207831648725511;-0,214434807384377;0,044501322960905;0,552032534827751;-0,539286322603052;0,304143171839254;-0,248137833746939;-0,342836362141356;-0,186524319728369;-0,197021758910104;-0,106049838887822;0,086572022901349;0,0024413598959392;0,33786751178926;0,286038032716706;0,0868390454713837;0,0520197783510817;0,0897964389266338;0,0257458082427906;0,026122527533122;0,00655747417173446;0,000393461596758689;1,69456265126025e-05;0,00260760097300161;0,00248857421879504;0,000791530998163159;0,000526863070931961;0,0010057395810025;0,000297702660205392;0,000332154522288462;9,62347255413156e-05;0,00222796542197665;1,00455554518812;0,00224831085323992
"aimer";-0,468306538799476;-0,00476021837606673;-0,439539949987261;0,729969290463311;0,0460624016038965;-0,149045485333992;-0,11948647016493;-0,179484965813192;2,60865510369667;-0,497780538015996;-0,164861114009867;-0,00167577182761617;-0,154734217447621;0,25697601986784;0,0162156583631216;-0,0524694889234176;-0,0420636291583615;-0,0631853048386665;0,918342476202552;-0,175237045034913;0,0696211178815025;4,71013399645395e-06;0,0361166400773914;0,0883665089586792;0,000335850192721567;0,0031645628314982;0,00183914668321137;0,00401962280459974;0,772171355160441;0,0243604852759577;0,000625430216294007;6,46207760102475e-08;0,000550953726433804;0,00151959408970897;6,05078290068593e-06;6,33513781615049e-05;4,07151349861142e-05;9,18701804201772e-05;0,0194067022904702;0,000706633530779771;0,00285179574013011;1,24831880195108;0,00444395282075986
"heure";-0,492380110152013;0,241651318602983;-0,93950860821819;0,298244312652318;-0,145439086400626;1,02408984426806;1,35176578237782;-0,700518367115499;-1,04945037172498;-0,48650856252596;-0,201040052499791;0,0986668485930289;-0,383603756581228;0,121773912140511;-0,0593831492431253;0,418138490591328;0,551929410334544;-0,286023432706266;-0,428493258516027;-0,198642684656008;0,0888237116657997;0,0140089380149754;0,190440593180727;0,0170243376937829;0,0038642221743251;0,172424730673028;0,271662172062079;0,0706668230590638;0,144228649321787;0,0268558221544311;0,000669778393999872;0,000161327524575294;0,00243854996634868;0,000245739218511101;5,8437604798548e-05;0,00289738528501226;0,00504815904488308;0,0013557174460967;0,00304266362749531;0,000653899654553368;0,00276267712325105;1,16198849721643;0,00373021435679192
"clip";4,53484668802739;0,621348996700319;0,0707425642795972;0,519494370416474;0,175319749157622;0,217007247505456;-0,17571351680454;-0,203826186122189;-0,0859559697351117;0,0511968580073548;0,980612331719682;0,134360107492636;0,0152973266093414;0,112335128601876;0,0379110298197863;0,0469255076556869;-0,0379961778825466;-0,0440752434181525;-0,0185870636221749;0,0110707756537525;0,977865639634177;0,0120205442332578;0,000140134686836113;0,00670368545013858;0,000728765067193149;0,00100484243550539;0,000595748100092039;0,000776466142972112;0,000125575774829345;3,85984749980203e-05;0,0806392226443429;0,00151388301673841;1,96237819835602e-05;0,00105823666690616;0,000120526569429323;0,00018465862228637;0,000121068582075043;0,000162907496886299;2,89716481825641e-05;1,02779791348642e-05;0,00392121914267891;3,22543877395818;0,0407942280117926
"passer";-0,363453977655127;-0,0180114077449348;-0,367334957326457;0,676345867550618;0,156253448705559;0,11339016310427;-0,913831602759685;0,431934402183421;-0,112312489071133;-1,0466420621863;-0,213729775098555;-0,0105916412068712;-0,216011992279577;0,397726422181561;0,0918851257748554;0,0666792924238125;-0,537380342336238;0,253999813763461;-0,0660455642411745;-0,615479775466998;0,10786712959782;0,0001734540905034;0,0648850842523613;0,195130842974219;0,00994080124917622;0,00471125436321597;0,276707526526797;0,0598789891536006;0,00368168123880622;0,2770232365535;0,000470898472055372;1,15644170378504e-06;0,000481008718916424;0,00163067010980411;8,70337411367288e-05;4,58330954061594e-05;0,00297687620783294;0,000665064888297118;4,49660287010186e-05;0,00390503379854765;0,00356474467516264;0,778342332261732;0,0021595821626972
"femme";-0,398647229481521;-0,402383335350568;-0,378062034729533;0,960718503933517;-1,52627317307733;-0,582389234595799;0,479726348802018;0,958707235394592;-0,230271682815499;-0,0541145408588325;-0,173807873740145;-0,175436794171905;-0,164832848540489;0,418867680702739;-0,665446227493454;-0,253918319427173;0,209157898252161;0,417990779316204;-0,100397114573656;-0,0235936251139401;0,0606674004657946;0,0404722005730176;0,032131729644266;0,184063707786876;0,443419027907145;0,0581032045812838;0,0356503163069527;0,137910869058106;0,0072353370287062;0,000346206647854371;0,000467368973168047;0,000476170350480258;0,000420347542057442;0,00271440526204513;0,00685088881224786;0,000997491157553844;0,000676814294737744;0,00270305191921683;0,00015594212466986;8,61212517315341e-06;0,00294091435700918;1,1383527034975;0,00381097468670194
"jour";-0,429633370005094;-1,65798755845035;1,11177581660687;2,17018115256041;0,253706653048333;0,00275255930950885;0,887031808324434;-0,0756016082358001;-0,265046696822965;-0,457969032578242;-0,1357524904145;-0,523879092848916;0,351290999312291;0,685718374499615;0,0801644201557954;0,000869734074136309;0,28027798924346;-0,0238880573853691;-0,083747566371364;-0,144705791136472;0,0328651559544067;0,320480183315916;0,129599765258088;0,438055996299636;0,00571446129468776;6,05352833131285e-07;0,0568481621577419;0,0003999911228005;0,00447079017617913;0,0115648890677118;0,000625097909244584;0,00930924732832137;0,00418587716985037;0,0159493874812655;0,000217979547316417;2,56581538712973e-08;0,00266459017032475;1,93559326600033e-05;0,000237901306200611;0,000710271287980104;0,00338650744140451;1,66684778997117;0,00940900981083754
"18h45";4,53484668802739;0,621348996700319;0,0707425642795971;0,519494370416474;0,175319749157622;0,217007247505457;-0,17571351680454;-0,203826186122189;-0,0859559697351116;0,0511968580073549;0,980612331719682;0,134360107492636;0,0152973266093414;0,112335128601876;0,0379110298197863;0,046925507655687;-0,0379961778825466;-0,0440752434181525;-0,0185870636221749;0,0110707756537525;0,977865639634177;0,0120205442332578;0,000140134686836113;0,00670368545013858;0,000728765067193149;0,00100484243550539;0,000595748100092039;0,000776466142972112;0,000125575774829345;3,85984749980204e-05;0,0788065130387897;0,00147947658453981;1,91777869384793e-05;0,00103418583356738;0,00011778732921502;0,000180461835416225;0,000118317023391519;0,000159205053775247;2,83132016329603e-05;1,00443886999809e-05;0,00383210052579984;3,22543877395818;0,0398670864660701
"romand";-0,263849923383866;-0,700066811674569;-0,0274508659604856;-1,88908777002862;-0,286745725423138;-0,0198734407715169;0,388944000915215;-0,402812080761511;0,0427105933896299;-0,160989198786301;-0,123653840648829;-0,328087834417898;-0,0128649080568875;-0,88532509348856;-0,134384008088644;-0,00931373125596805;0,182279452249516;-0,188778758042091;0,0200164125169542;-0,0754479382733873;0,028646237063086;0,13204792345012;0,000182597916870355;0,767106881845757;0,0168701692563748;7,2928165552527e-05;0,0252595813193043;0,0262426211093268;0,00026830246181821;0,00330275741178922;0,000179920388558996;0,00126661729644753;1,94750478722358e-06;0,00922296813860437;0,000212500688031798;1,02073396264778e-06;0,000390967439585608;0,000419344942502017;4,7145217755222e-06;6,69822780188752e-05;0,00258443988949292;1,09645034325096;0,00310702230650025
