"";"X";"V1"
"1";1;5
"2";2;0
"3";3;8
"4";4;5
"5";5;8
"6";6;2
"7";7;5
"8";8;1
"9";9;1
"10";10;7
"11";11;4
"12";12;5
"13";13;9
"14";14;2
"15";15;9
"16";16;6
"17";17;5
"18";18;9
"19";19;1
"20";20;2
"21";21;8
"22";22;8
"23";23;0
"24";24;3
"25";25;7
"26";26;8
"27";27;8
"28";28;5
"29";29;0
"30";30;0
"31";31;1
"32";32;8
"33";33;9
"34";34;0
"35";35;2
"36";36;2
"37";37;3
"38";38;3
"39";39;2
"40";40;9
"41";41;7
"42";42;4
"43";43;0
"44";44;8
"45";45;2
"46";46;9
"47";47;2
"48";48;7
"49";49;9
"50";50;9
"51";51;1
"52";52;1
"53";53;9
"54";54;6
"55";55;7
"56";56;5
"57";57;6
"58";58;8
"59";59;3
"60";60;1
"61";61;8
"62";62;6
"63";63;1
"64";64;1
"65";65;5
"66";66;7
"67";67;8
"68";68;8
"69";69;8
"70";70;1
"71";71;0
"72";72;1
"73";73;7
"74";74;3
"75";75;4
"76";76;8
"77";77;1
"78";78;3
"79";79;8
"80";80;7
"81";81;9
"82";82;7
"83";83;2
"84";84;1
"85";85;7
"86";86;0
"87";87;2
"88";88;3
"89";89;6
"90";90;2
"91";91;5
"92";92;6
"93";93;2
"94";94;1
"95";95;2
"96";96;2
"97";97;9
"98";98;2
"99";99;0
"100";100;1
"101";101;4
"102";102;8
"103";103;6
"104";104;7
"105";105;1
"106";106;7
"107";107;1
"108";108;3
"109";109;0
"110";110;2
"111";111;2
"112";112;1
"113";113;1
"114";114;5
"115";115;0
"116";116;8
"117";117;5
"118";118;2
"119";119;1
"120";120;8
"121";121;8
"122";122;7
"123";123;1
"124";124;0
"125";125;0
"126";126;1
"127";127;1
"128";128;4
"129";129;1
"130";130;9
"131";131;0
"132";132;3
"133";133;3
"134";134;1
"135";135;8
"136";136;2
"137";137;1
"138";138;4
"139";139;5
"140";140;9
"141";141;5
"142";142;8
"143";143;2
"144";144;8
"145";145;3
"146";146;1
"147";147;0
"148";148;3
"149";149;5
"150";150;8
"151";151;0
"152";152;2
"153";153;3
"154";154;8
"155";155;3
"156";156;6
"157";157;9
"158";158;7
"159";159;4
"160";160;5
"161";161;2
"162";162;5
"163";163;1
"164";164;8
"165";165;8
"166";166;3
"167";167;3
"168";168;2
"169";169;5
"170";170;2
"171";171;8
"172";172;3
"173";173;3
"174";174;8
"175";175;0
"176";176;8
"177";177;4
"178";178;9
"179";179;2
"180";180;8
"181";181;0
"182";182;3
"183";183;5
"184";184;9
"185";185;5
"186";186;9
"187";187;7
"188";188;0
"189";189;2
"190";190;5
"191";191;3
"192";192;3
"193";193;7
"194";194;0
"195";195;0
"196";196;9
"197";197;9
"198";198;8
"199";199;8
"200";200;0
"201";201;9
"202";202;5
"203";203;2
"204";204;0
"205";205;0
"206";206;0
"207";207;9
"208";208;6
"209";209;8
"210";210;9
"211";211;7
"212";212;9
"213";213;2
"214";214;4
"215";215;2
"216";216;3
"217";217;9
"218";218;6
"219";219;5
"220";220;9
"221";221;3
"222";222;8
"223";223;9
"224";224;2
"225";225;8
"226";226;2
"227";227;6
"228";228;8
"229";229;5
"230";230;9
"231";231;5
"232";232;0
"233";233;2
"234";234;9
"235";235;7
"236";236;5
"237";237;9
"238";238;9
"239";239;3
"240";240;5
"241";241;0
"242";242;5
"243";243;5
"244";244;9
"245";245;9
"246";246;7
"247";247;0
"248";248;9
"249";249;3
"250";250;9
"251";251;6
"252";252;5
"253";253;8
"254";254;7
"255";255;5
"256";256;2
"257";257;8
"258";258;8
"259";259;8
"260";260;7
"261";261;7
"262";262;9
"263";263;5
"264";264;8
"265";265;2
"266";266;2
"267";267;2
"268";268;2
"269";269;2
"270";270;0
"271";271;9
"272";272;2
"273";273;2
"274";274;2
"275";275;5
"276";276;9
"277";277;8
"278";278;3
"279";279;7
"280";280;4
"281";281;5
"282";282;2
"283";283;7
"284";284;0
"285";285;9
"286";286;2
"287";287;2
"288";288;2
"289";289;5
"290";290;3
"291";291;9
"292";292;5
"293";293;8
"294";294;7
"295";295;5
"296";296;9
"297";297;0
"298";298;8
"299";299;0
"300";300;3
"301";301;9
"302";302;7
"303";303;8
"304";304;0
"305";305;0
"306";306;9
"307";307;5
"308";308;8
"309";309;8
"310";310;3
"311";311;3
"312";312;0
"313";313;0
"314";314;0
"315";315;4
"316";316;4
"317";317;4
"318";318;8
"319";319;7
"320";320;8
"321";321;2
"322";322;8
"323";323;9
"324";324;2
"325";325;0
"326";326;8
"327";327;7
"328";328;5
"329";329;7
"330";330;9
"331";331;9
"332";332;9
"333";333;9
"334";334;7
"335";335;4
"336";336;0
"337";337;2
"338";338;8
"339";339;2
"340";340;4
"341";341;9
"342";342;9
"343";343;4
"344";344;7
"345";345;0
"346";346;0
"347";347;5
"348";348;1
"349";349;9
"350";350;7
"351";351;6
"352";352;9
"353";353;6
"354";354;1
"355";355;9
"356";356;0
"357";357;9
"358";358;2
"359";359;2
"360";360;8
"361";361;2
"362";362;1
"363";363;0
"364";364;9
"365";365;7
"366";366;6
"367";367;2
"368";368;0
"369";369;9
"370";370;0
"371";371;5
"372";372;1
"373";373;3
"374";374;3
"375";375;0
"376";376;2
"377";377;2
"378";378;5
"379";379;0
"380";380;1
"381";381;2
"382";382;1
"383";383;5
"384";384;8
"385";385;9
"386";386;3
"387";387;1
"388";388;9
"389";389;3
"390";390;8
"391";391;8
"392";392;2
"393";393;2
"394";394;1
"395";395;7
"396";396;3
"397";397;1
"398";398;8
"399";399;8
"400";400;1
"401";401;0
"402";402;4
"403";403;0
"404";404;8
"405";405;7
"406";406;1
"407";407;0
"408";408;8
"409";409;8
"410";410;9
"411";411;2
"412";412;5
"413";413;1
"414";414;2
"415";415;2
"416";416;5
"417";417;6
"418";418;4
"419";419;0
"420";420;2
"421";421;1
"422";422;9
"423";423;2
"424";424;2
"425";425;8
"426";426;9
"427";427;9
"428";428;6
"429";429;8
"430";430;4
"431";431;7
"432";432;5
