"";"";"";"";"vendredi";""
"45";"armaillis";"-0.438171602268674";"0.828704531226779";"0.878299564586357";"180"
"46";"symbole";"-0.574631563118141";"1.01787513380493";"0.877945137880987";"182"
"47";"police";"-0.614466691532894";"1.05155458077605";"0.877945137880987";"183"
"48";"cueillette";"-0.574631563118141";"1.01787513380493";"0.877945137880987";"184"
"49";"cas";"-0.506370228220469";"0.561520060880806";"0.877134107402032";"186"
"50";"glisser";"-0.552144698236259";"0.933115438917161";"0.877134107402032";"187"
"51";"apprendre";"-0.398944520617556";"1.01836956075582";"0.875065021770682";"190"
"52";"important";"-0.559831053311191";"1.09316889626757";"0.873580261248186";"191"
"53";"répondre";"-0.378359430592238";"0.000564443817701441";"0.872510595065312";"192"
"54";"parler";"-0.439490254497903";"0.654577376771664";"0.872012481857765";"194"
"55";"jour";"-0.473027219193515";"0.33763998615865";"0.871741074020319";"195"
"56";"trouver";"-0.455642512450848";"0.863280271973386";"0.87082786647315";"196"
"57";"artiste";"-0.420570743784239";"0.834337367766312";"0.870368069666183";"197"
"58";"julien";"-0.534289379319935";"1.21205368241867";"0.869937010159652";"199"
"59";"descente";"-0.56650500944739";"1.40753166850546";"0.869937010159652";"200"
"60";"adorer";"-0.494454250905183";"1.17837423544755";"0.869937010159652";"201"
"61";"épineux";"-0.455744881999598";"1.0066429439681";"0.869110014513788";"205"
"62";"tranché";"-0.455744881999598";"1.0066429439681";"0.869110014513788";"206"
"63";"danger";"-0.455744881999598";"1.0066429439681";"0.869110014513788";"207"
"64";"solution";"-0.451351562066867";"0.962158340782771";"0.868892888243832";"208"
"65";"piste";"-0.501357205139836";"0.727165517072481";"0.867363425253991";"211"
"66";"liberté";"-0.582382611625686";"1.09214716445638";"0.86736023222061";"212"
"67";"manquer";"-0.504963065787831";"0.634338216205346";"0.86736023222061";"213"
"68";"vélomoteur";"-0.538555858536352";"1.15961761918";"0.86736023222061";"214"
"69";"scolaire";"-0.466090701858087";"0.91638922372603";"0.866938751814224";"216"
"70";"sexuel";"-0.452816002044444";"0.976986541844547";"0.866938751814224";"217"
"71";"porte";"-0.452816002044444";"0.976986541844547";"0.866938751814224";"219"
"72";"compétition";"-0.0776042648282566";"-3.93478035041324";"0.866453410740203";"227"
"73";"technique";"-0.379946836667769";"0.469959965463488";"0.865885050798258";"231"
"74";"soigner";"-0.411592792044524";"0.375308763926024";"0.865885050798258";"232"
"75";"finir";"-0.462079259616215";"0.976476282872228";"0.865453991291727";"235"
"76";"parole";"-0.3918444754448";"1.01983538785428";"0.865121915820029";"238"
"77";"mode";"-0.453983138234941";"0.652473580802366";"0.864658925979681";"239"
"78";"café";"-0.517819801150531";"0.465120622515677";"0.863388098693759";"245"
"79";"plante";"-0.517819801150531";"0.465120622515677";"0.863388098693759";"246"
"80";"cochon";"-0.517819801150531";"0.465120622515677";"0.863388098693759";"247"
"81";"verre";"-0.517819801150531";"0.465120622515677";"0.863388098693759";"248"
"82";"salaire";"-0.364686580016227";"0.964920064902568";"0.8616";"250"
"83";"rechercher";"-0.391235979643512";"0.843725428665534";"0.8616";"252"
"84";"mariage";"-0.422729226660716";"0.89241481676928";"0.861274310595065";"253"
"85";"mari";"-0.444029362178982";"0.888017335473887";"0.861274310595065";"254"
"86";"pied";"-0.557319061999097";"1.03141600470242";"0.861235994194485";"255"
"87";"secret";"-0.499162435072606";"0.638878173155912";"0.859767198838897";"258"
"88";"ami";"-0.546455916819379";"0.638878832370601";"0.859767198838897";"259"
"89";"père";"-0.435174660537076";"0.8326504802966";"0.859125399129173";"262"
"90";"partenaire";"-0.599529200968262";"1.13344993843144";"0.858359071117562";"264"
"91";"vin";"-0.450065298363064";"0.305077551527434";"0.858103628447025";"265"
"92";"existence";"-0.398314415906273";"0.364082281602317";"0.857500145137881";"266"
"93";"permettre";"-0.406919158023902";"0.729420576269651";"0.856947750362845";"268"
"94";"mettre";"-0.41172603814458";"0.569141411312927";"0.856590130624093";"269"
"95";"plutôt";"-0.17071374153208";"0.762497312813777";"0.855402322206096";"272"
"96";"beau";"-0.287676591678331";"0.639908331141345";"0.854326269956459";"279"
"97";"avion";"-0.517230405892618";"1.11166555552373";"0.854144267053701";"280"
"98";"tromper";"-0.436139623928375";"0.509386929453106";"0.854144267053701";"281"
"99";"fromage";"-0.442564922201405";"0.87318913441211";"0.853607837445573";"282"
"100";"ouvrier";"-0.458083651989139";"0.737808554049004";"0.853607837445573";"283"
"101";"doux";"-0.442564922201405";"0.87318913441211";"0.853607837445573";"284"
"102";"vote";"-0.490299282116593";"0.933286540135793";"0.853607837445573";"285"
"103";"discothèque";"-0.418248523574386";"0.704129107077884";"0.853607837445573";"286"
"104";"amener";"-0.442564922201405";"0.87318913441211";"0.853607837445573";"287"
"105";"interroger";"-0.346953016785294";"0.312033139530351";"0.853058635703919";"289"
"106";"habitant";"-0.426768079059667";"0.388139029438832";"0.852847895500726";"291"
"107";"oublier";"-0.423592538054216";"0.913806483744595";"0.852825544267054";"292"
"108";"classe";"-0.44949253108539";"1.07532484580485";"0.852825544267054";"293"
"109";"passant";"-0.429001570926656";"0.335066705184301";"0.852825544267054";"294"
"110";"franc";"-0.495026567195439";"1.10589695082233";"0.852825544267054";"295"
"111";"demander";"-0.446355468576932";"0.933051882013807";"0.852825544267054";"296"
"112";"htag_été";"-0.518580479855868";"1.17097153472856";"0.851966618287373";"298"
"113";"maîtresse";"-0.455744881999598";"1.0066429439681";"0.851331204644412";"302"
"114";"tarauder";"-0.455744881999598";"1.0066429439681";"0.851331204644412";"303"
"115";"saurer";"-0.455744881999598";"1.0066429439681";"0.851331204644412";"304"
"116";"enseignant";"-0.455744881999598";"1.0066429439681";"0.851331204644412";"305"
"117";"cycle";"-0.455744881999598";"1.0066429439681";"0.851331204644412";"306"
"118";"rencontre";"-0.24677799565359";"0.385817224385378";"0.851126850507983";"307"
"119";"pain";"-0.517819801150531";"0.465120622515677";"0.850303047895501";"311"
"120";"battre";"-0.517819801150531";"0.465120622515677";"0.850303047895501";"312"
"121";"nuit";"-0.385941046285975";"-0.0793243109155798";"0.850204063860668";"313"
"122";"homme";"-0.414038786656901";"0.499229866484279";"0.850124238026125";"314"
"123";"alcool";"-0.452230226053413";"0.971055261419837";"0.849958200290276";"316"
"124";"souci";"-0.430184719377679";"1.01191992152257";"0.849958200290276";"317"
"125";"professeur";"-0.468159865829785";"0.898338479677616";"0.849958200290276";"318"
"126";"micro_trottoir";"-0.452230226053413";"0.971055261419837";"0.849958200290276";"320"
"127";"babibouchettes";"-0.0776042648282566";"-3.93478035041324";"0.849338751814224";"326"
"128";"suivre";"-0.389293886685434";"0.0993948634023399";"0.84838084179971";"332"
"129";"semaine";"-0.430451974852673";"0.485025833451435";"0.847815674891147";"338"
"130";"offrir";"-0.463137842127551";"0.142159135484085";"0.844105370101597";"340"
"131";"soulever";"-0.540436237403566";"1.17569765515538";"0.844031930333817";"344"
"132";"skateboard";"-0.583036508440098";"1.16690269256459";"0.844031930333817";"345"
"133";"sensation";"-0.583036508440098";"1.16690269256459";"0.844031930333817";"346"
"134";"roulant";"-0.550614643604072";"0.941489322785623";"0.844031930333817";"347"
"135";"plastique";"-0.57717874852979";"1.10758988831748";"0.844031930333817";"349"
"136";"mosses";"-0.603728148157075";"0.98639525208045";"0.844031930333817";"350"
"137";"montana";"-0.456989636049651";"-0.480238405562522";"0.844031930333817";"351"
"138";"eighties";"-0.550614643604072";"0.941489322785623";"0.844031930333817";"352"
"139";"centimètre";"-0.603728148157075";"0.98639525208045";"0.844031930333817";"353"
"140";"boguet";"-0.611047960676811";"1.31836550092622";"0.844031930333817";"354"
"141";"accessoire";"-0.57717874852979";"1.10758988831748";"0.844031930333817";"355"
"142";"vaudois";"-0.399985253391955";"-0.381466121669107";"0.843840348330914";"356"
"143";"international";"-0.400802471819275";"-0.020222786511806";"0.842971843251089";"357"
"144";"compagnon";"-0.343211678190761";"0.68171533318583";"0.84273236574746";"359"
"145";"téléphonique";"-0.3918444754448";"1.01983538785428";"0.84273236574746";"360"
"146";"piquant";"-0.387451155512069";"0.975350784668951";"0.84273236574746";"361"
"147";"helvète";"-0.367528076817781";"0.850775360520056";"0.84273236574746";"363"
"148";"folie";"-0.387451155512069";"0.975350784668951";"0.84273236574746";"364"
"149";"fond";"-0.380344003900971";"0.307733129474866";"0.84237793904209";"365"
"150";"devenir";"-0.477808296917879";"0.218718173337972";"0.84213526850508";"366"
"151";"retraite";"-0.334172385690669";"-0.495690244800793";"0.84204267053701";"367"
"152";"façon";"-0.473760501159051";"0.697054727523853";"0.84204267053701";"368"
"153";"année";"-0.258309512197528";"0.283965994512612";"0.840909143686502";"372"
"154";"fille";"-0.454993762393411";"0.814355527811338";"0.840302467343977";"376"
"155";"fin";"-0.466924143418238";"0.430752118511429";"0.840120464441219";"377"
"156";"guerre";"-0.402316759323418";"0.184853237668027";"0.840082148040639";"378"
"157";"léman";"-0.47568601537713";"0.918170066489512";"0.840082148040639";"379"
"158";"possible";"-0.532459426190002";"1.12906112020723";"0.839296661828737";"382"
"159";"départ";"-0.532459426190002";"1.12906112020723";"0.839296661828737";"383"
"160";"réveil";"-0.385720914082577";"-0.337572537435745";"0.839296661828737";"384"
"161";"perrot";"-0.532459426190002";"1.12906112020723";"0.839296661828737";"385"
"162";"panique";"-0.479345921636998";"1.0841551909124";"0.839296661828737";"386"
"163";"objectif";"-0.505910026562716";"1.25025575644426";"0.839296661828737";"387"
"164";"fasciner";"-0.511767786473024";"1.30956856069137";"0.839296661828737";"388"
"165";"ennuyer";"-0.505910026562716";"1.25025575644426";"0.839296661828737";"389"
"166";"ennui";"-0.511767786473024";"1.30956856069137";"0.839296661828737";"390"
"167";"difficulté";"-0.575413599693274";"1.38969843498961";"0.839296661828737";"391"
"168";"porter";"-0.445200914161044";"0.899879896323308";"0.838942235123367";"392"
"169";"espérer";"-0.425747795259428";"0.764631874455927";"0.838942235123367";"393"
"170";"conseil";"-0.430595649021573";"0.0198631174159341";"0.838479245283019";"395"
"171";"soir";"-0.50141864516783";"1.05507335066434";"0.838479245283019";"396"
"172";"fondue";"-0.493336053882784";"0.60013188536984";"0.83844412191582";"397"
"173";"saison";"-0.543259350027356";"0.740464593573594";"0.838140783744557";"398"
"174";"changement";"-0.483756334236311";"1.15810575232973";"0.837374455732946";"401"
"175";"ménager";"-0.44988712208929";"0.947330139720994";"0.837374455732946";"402"
"176";"magasin";"-0.449879769440074";"0.803682538836547";"0.837374455732946";"403"
"177";"simplement";"-0.517819801150531";"0.465120622515677";"0.837237155297533";"404"
"178";"htag_liberté";"-0.517819801150531";"0.465120622515677";"0.837237155297533";"405"
"179";"camp";"-0.517819801150531";"0.465120622515677";"0.837237155297533";"406"
"180";"récréation";"-0.517819801150531";"0.465120622515677";"0.837237155297533";"407"
"181";"boisson";"-0.517819801150531";"0.465120622515677";"0.837237155297533";"408"
"182";"chien";"-0.472880349143633";"0.960260844102764";"0.837093468795356";"409"
"183";"musique";"-0.437602603731079";"0.340209223643298";"0.837004063860668";"411"
"184";"long";"0.00159070517297886";"0.909420654618783";"0.837004063860668";"412"
"185";"champion";"-0.475808199002012";"0.156946225625743";"0.836512336719884";"413"
"186";"atteindre";"-0.582457783180112";"1.22704463289474";"0.836199419448476";"414"
"187";"entourer";"-0.523158560523375";"0.862109944570218";"0.836199419448476";"415"
"188";"valaisan";"-0.473340798891608";"-0.0517349529960023";"0.836110014513788";"416"
"189";"particulier";"-0.446064021797216";"-0.0860763276952502";"0.836110014513788";"417"
"190";"envie";"-0.38431146664595";"0.311439214112336";"0.835694920174165";"418"
"191";"garçon";"-0.419412942123889";"0.645922637434764";"0.835694920174165";"419"
"192";"dieu";"-0.505404817320344";"0.573425086806162";"0.8349381712627";"423"
"193";"parent";"-0.40691373163274";"0.491244233494168";"0.834376197387518";"425"
"194";"véritable";"-0.445352511737607";"0.435878037531571";"0.834376197387518";"426"
"195";"sembler";"-0.475675993768841";"0.595000013977195";"0.834133526850508";"427"
"196";"légende";"-0.361209727706763";"-0.228712879627233";"0.833415094339623";"429"
"197";"orientation";"-0.471263611787331";"0.871262363604995";"0.833415094339623";"430"
"198";"différence";"-0.451351562066867";"0.96215834078277";"0.833415094339623";"431"
"199";"château";"-0.431428483372579";"0.837582916633875";"0.833415094339623";"432"
"200";"août";"-0.361209727706763";"-0.228712879627233";"0.833415094339623";"433"
"201";"travail";"-0.402895520347089";"0.323801438856726";"0.83301915820029";"434"
"202";"témoignage";"-0.396869874426936";"0.599137384761489";"0.832010159651669";"437"
"203";"quotidien";"-0.463705867322986";"0.787235977694437";"0.832010159651669";"438"
"204";"auprès_de";"-0.411592792044524";"0.375308763926024";"0.831943105950653";"439"
"205";"appel";"-0.411592792044524";"0.375308763926024";"0.831943105950653";"440"
"206";"vigneron";"-0.385043392417238";"0.496503400163058";"0.831943105950653";"441"
"207";"vallon";"-0.418912604564259";"0.707279012771799";"0.831943105950653";"442"
"208";"paradis";"-0.411592792044524";"0.375308763926024";"0.831943105950653";"443"
"209";"noeud";"-0.411592792044524";"0.375308763926024";"0.831943105950653";"444"
"210";"horizon";"-0.411592792044524";"0.375308763926024";"0.831943105950653";"446"
"211";"enquête";"-0.411592792044524";"0.375308763926024";"0.831943105950653";"447"
"212";"cabanon";"-0.411592792044524";"0.375308763926024";"0.831943105950653";"450"
"213";"main";"-0.495606514830956";"1.07318096229948";"0.831674891146589";"453"
"214";"médecin";"-0.516525914865347";"1.21030244188355";"0.831674891146589";"454"
"215";"feu";"-0.463995561669883";"1.10807517738725";"0.831563134978229";"455"
"216";"numéro";"-0.438238299439816";"1.19895226911101";"0.831486502177068";"458"
"217";"message";"-0.410010228693577";"0.837717069690032";"0.831486502177068";"459"
"218";"pionnier";"-0.385171437854144";"0.881948877209665";"0.831486502177068";"460"
"219";"nom";"-0.397595244863391";"0.946021533980517";"0.831486502177068";"461"
"220";"agent";"-0.379598905083828";"-0.0313142995107597";"0.831486502177068";"462"
"221";"ouvrir";"-0.47177938661545";"0.528687687955134";"0.831138461538462";"463"
"222";"blanc";"-0.448289895865565";"0.405376865066715";"0.830764876632801";"466"
"223";"chose";"-0.433272206690791";"0.401783242114715";"0.830512626995646";"467"
"224";"swiss";"-0.401429091142451";"0.896812298064674";"0.82964412191582";"470"
"225";"pull";"-0.411607497342956";"0.662603965694919";"0.82964412191582";"471"
"226";"ressembler";"-0.46472100189596";"0.707509894989745";"0.82964412191582";"472"
"227";"inscrire";"-0.46472100189596";"0.707509894989745";"0.82964412191582";"473"
"228";"doigt";"-0.444029362178982";"0.888017335473887";"0.82964412191582";"474"
"229";"anzère";"-0.411607497342956";"0.662603965694919";"0.82964412191582";"475"
"230";"universel";"-0.472040814415695";"1.03948014383552";"0.82964412191582";"476"
"231";"spa";"-0.444029362178982";"0.888017335473887";"0.82964412191582";"477"
"232";"sein";"-0.507675175399232";"0.968147209772132";"0.82964412191582";"478"
"233";"représenter";"-0.507675175399232";"0.968147209772132";"0.82964412191582";"479"
"234";"remettre";"-0.444029362178982";"0.888017335473887";"0.82964412191582";"480"
"235";"espoir";"-0.46472100189596";"0.707509894989745";"0.82964412191582";"481"
"236";"décider";"-0.411607497342956";"0.662603965694919";"0.82964412191582";"482"
"237";"diligence";"-0.411607497342956";"0.662603965694919";"0.82964412191582";"483"
"238";"code";"-0.444029362178982";"0.888017335473887";"0.82964412191582";"484"
"239";"centre";"-0.444029362178982";"0.888017335473887";"0.82964412191582";"485"
"240";"corps";"-0.547905792380488";"1.07137483435247";"0.829599419448476";"488"
"241";"cuisine";"-0.546820281897242";"1.08235315223014";"0.829599419448476";"489"
"242";"preuve";"-0.540271987730109";"1.24703108362978";"0.829599419448476";"490"
"243";"roller";"-0.551213601829973";"1.12683775541547";"0.829599419448476";"491"
"244";"grain";"-0.526897203202954";"0.957777728081243";"0.829599419448476";"492"
"245";"dénoncer";"-0.432362048910118";"-0.277578095514092";"0.829599419448476";"493"
"246";"cassette";"-0.526897203202954";"0.957777728081243";"0.829599419448476";"494"
"247";"famille";"-0.43080342244073";"0.266649605266458";"0.829446153846154";"495"
"248";"voir";"-0.387125183150184";"-0.156888059481119";"0.82938229317852";"496"
"249";"essayer";"-0.447580619159163";"0.174233062832129";"0.829286502177068";"497"
"250";"rester";"-0.394025685486867";"0.391084439567209";"0.828995936139332";"498"
"251";"canton";"-0.0652406655485441";"0.794124841545384";"0.828995936139332";"499"
"252";"rêve";"-0.534944425581126";"1.16567052404143";"0.828587227866473";"500"
"253";"amour";"-0.307428431538173";"0.664208408042481";"0.828584034833092";"501"
"254";"commencer";"-0.437869416519647";"0.25770637354824";"0.828545718432511";"502"
"255";"physique";"-0.396703856766285";"0.249885783987532";"0.828545718432511";"503"
"256";"obligatoire";"-0.450869315148609";"0.948147858443843";"0.828545718432511";"504"
"257";"vaud";"-0.482348418778569";"0.774561949059919";"0.828545718432511";"505"
"258";"monde";"-0.408132146609061";"-0.0303825871056914";"0.827677213352685";"506"
"259";"début";"-0.405713901830037";"-0.168376280007256";"0.827169521044993";"507"
"260";"témoigner";"0.126227841771588";"0.956632064221741";"0.827092888243832";"508"
"261";"grand";"-0.393245834671213";"-0.205704429287664";"0.82662351233672";"509"
"262";"enthousiasme";"-0.418745635849565";"-0.136899247447889";"0.82606473149492";"511"
"263";"sentiment";"-0.418745635849565";"-0.136899247447889";"0.82606473149492";"513"
"264";"revue";"-0.493368740421937";"1.18935255332522";"0.82606473149492";"514"
"265";"continuer";"-0.461418537144538";"1.19594877526831";"0.82606473149492";"515"
"266";"chercher";"-0.513280790142401";"1.09845657614745";"0.82606473149492";"517"
"267";"facile";"-0.498383175620903";"0.997173419826502";"0.825442089985486";"518"
"268";"occasion";"-0.121123856434938";"-0.514667252845549";"0.825125979680697";"519"
"269";"bonheur";"-0.458708650954257";"0.56949762460411";"0.825026995645864";"520"
"270";"vivre";"-0.446108683851534";"0.250236226251995";"0.824832220609579";"522"
"271";"chaussette";"-0.315513890444212";"-0.655516613807586";"0.824675761973875";"523"
"272";"table";"-0.438152695456404";"0.459324986095344";"0.824675761973875";"524"
"273";"tradition";"-0.446937289006309";"0.769290686926197";"0.824675761973875";"525"
"274";"aimer";"-0.482162417751158";"0.616383671364922";"0.824621480406386";"526"
"275";"venir";"-0.122126494823711";"0.353729188406701";"0.824132946298984";"527"
"276";"réaliser";"-0.418356344566745";"0.858552503484597";"0.824056313497823";"528"
"277";"américain";"-0.344263414857535";"0.132554553248225";"0.824056313497823";"529"
"278";"danse";"-0.385226856018118";"0.411447316596923";"0.82360290275762";"531"
"279";"lancer";"-0.438642722544147";"0.329948999027114";"0.823481567489115";"532"
"280";"montrer";"-0.550035431277985";"0.660598608602467";"0.822887663280116";"534"
"281";"lapin";"-0.523309660540332";"0.714098309150008";"0.822887663280116";"535"
"282";"voyageur";"-0.502301071362798";"0.600501202878783";"0.822887663280116";"536"
"283";"soin";"-0.497907751430067";"0.556016599693453";"0.822887663280116";"537"
"284";"chat";"0.101844523345429";"0.686212046512498";"0.822600290275762";"539"
"285";"mère";"-0.434318391470905";"0.833777894316549";"0.822498113207547";"540"
"286";"vie";"-0.437421451548568";"0.500452463271065";"0.822344847605225";"541"
"287";"heure";"-0.424685812330992";"0.0378657657414439";"0.822325689404935";"542"
"288";"village";"-0.48810489662897";"0.284435340792665";"0.821632801161103";"544"
"289";"chance";"-0.484373188284253";"0.646484405580758";"0.821632801161103";"545"
"290";"souffle";"-0.490105477113685";"0.296269504283688";"0.821042089985486";"550"
"291";"tomber";"-0.510020491402694";"0.923180434408214";"0.821042089985486";"551"
"292";"lausanne";"-0.336847194478642";"-0.561510329912868";"0.820869666182874";"552"
"293";"mort";"-0.40703721723169";"-0.495784576426596";"0.820658925979681";"554"
"294";"effet";"-0.312576930452724";"-0.566832934295685";"0.820588679245283";"557"
"295";"pleuvoir";"-0.438149544321025";"0.397761728573437";"0.820588679245283";"559"
"296";"entendeur";"-0.418237494600561";"0.488657705751213";"0.820588679245283";"560"
"297";"adopter";"-0.422630814533292";"0.533142308936543";"0.820588679245283";"561"
"298";"seul";"-0.489391884701512";"0.729262882146967";"0.820559941944848";"562"
"299";"valoir";"-0.112376221070705";"0.585952891377898";"0.820390711175617";"563"
"300";"gagner";"-0.315037096160628";"-0.525853621768045";"0.818800580551524";"566"
"301";"doute";"-0.426145485079572";"0.0918091908353087";"0.818241799709724";"568"
"302";"argent";"-0.498258952567656";"1.04450616716331";"0.818241799709724";"569"
"303";"kilomètre";"-0.514400933824071";"1.133448751845";"0.818241799709724";"570"
"304";"sentir";"-0.390762726401585";"0.0292779507101484";"0.818241799709724";"571"
"305";"craindre";"-0.494744296621471";"1.00891848461505";"0.818241799709724";"572"
"306";"record";"-0.461205992407122";"0.121109268250782";"0.818040638606676";"573"
"307";"rappeler";"-0.46091562597912";"0.478570384364555";"0.818040638606676";"576"
"308";"jardin";"-0.461205992407122";"0.121109268250782";"0.818040638606676";"577"
"309";"confort";"-0.413144610963066";"1.01543790655889";"0.817724528301887";"578"
"310";"jouer";"-0.421482039632125";"0.857428380858554";"0.817149782293179";"579"
"311";"animal";"-0.398877365382008";"-0.325370939620954";"0.816670827285922";"581"
"312";"expérience";"0.272274806929832";"0.734147101897314";"0.814911465892598";"584"
"313";"portrait";"-0.438869704327419";"0.846582961739037";"0.814911465892598";"585"
"314";"réunir";"-0.509796704832185";"0.772607236113627";"0.814585776487663";"586"
"315";"entendre";"-0.397908591154274";"-0.441803129647002";"0.814585776487663";"587"
"316";"officiellement";"-0.485960521597788";"0.610554186000118";"0.814585776487663";"588"
"317";"genevois";"-0.442547782412344";"-0.085709842735645";"0.814161103047896";"589"
"318";"plaisir";"-0.410770669998661";"-0.0711080404361063";"0.814161103047896";"590"
"319";"lever";"-0.416108449234821";"0.524814949206842";"0.813918432510885";"591"
"320";"retraité";"-0.341210520762099";"-0.252137758642928";"0.813918432510885";"592"
"321";"alpage";"-0.354502736157942";"-0.196847756174212";"0.813918432510885";"593"
"322";"pousser";"-0.35383784607233";"-0.198782856509509";"0.813918432510885";"594"
"323";"france";"-0.387763825628263";"0.705836195239548";"0.813918432510885";"595"
"324";"rapidement";"-0.379398008694249";"-0.204059834063981";"0.813918432510885";"596"
"325";"interviewer";"-0.366040488422472";"-0.468746687223898";"0.813918432510885";"597"
"326";"bord";"-0.446060499368581";"0.718720120959835";"0.813918432510885";"598"
"327";"vivant";"-0.39865685306355";"0.0188681132451396";"0.813126560232221";"599"
"328";"notamment";"-0.475139292955003";"1.06020508376121";"0.813126560232221";"600"
"329";"printemps";"-0.454527890397021";"0.654423025590605";"0.811530043541364";"602"
"330";"principe";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"603"
"331";"presser";"-0.497128161433553";"0.645628062999818";"0.811530043541364";"604"
"332";"paire";"-0.491270401523245";"0.586315258752711";"0.811530043541364";"605"
"333";"leçon";"-0.560773974653803";"0.725757937298064";"0.811530043541364";"606"
"334";"guérir";"-0.491270401523245";"0.586315258752711";"0.811530043541364";"607"
"335";"actif";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"608"
"336";"total";"-0.491270401523245";"0.586315258752711";"0.811530043541364";"609"
"337";"thomas";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"610"
"338";"polémique";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"611"
"339";"pigeon";"-0.525139613670266";"0.797090871361452";"0.811530043541364";"612"
"340";"félin";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"615"
"341";"fier";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"616"
"342";"cuisiner";"-0.491270401523245";"0.586315258752711";"0.811530043541364";"617"
"343";"corvée";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"618"
"344";"convivialité";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"619"
"345";"consommateur";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"620"
"346";"chasseur";"-0.464706296597527";"0.42021469322085";"0.811530043541364";"621"
"347";"chasse";"-0.560773974653803";"0.725757937298064";"0.811530043541364";"622"
"348";"camarade";"-0.371081289043106";"-1.00151303512729";"0.811530043541364";"623"
"349";"soleil";"-0.53430825239128";"1.20515095767657";"0.811491727140784";"625"
