"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"mass";"chi.distance";"inertie"
"classe 1";3,57325887718703;0,383320733910518;-0,104555895140729;0,0869450144283626;-0,066117391651587;-0,058393622192301;-0,00595059443742627;0,0710642393527155;0,993090352251286;0,10653359741013;-0,0290584741559491;0,0241640076951627;-0,0183755350569228;-0,0162289229035183;-0,00165380626735343;0,0197503771534223;0,992041431150871;0,00681590379520782;0,000458850640649532;0,000287552959967416;0,000146347044908603;0,000112302148712836;1,13058967761401e-06;0,000136481670001153;0,915513183949009;0,0105356239800736;0,00078384950641436;0,0005420321012653;0,000313449126969756;0,00024449302361043;2,53896283657317e-06;0,000362107786666887;0,0717027215631542;2,50273082075706;0,449121580886212
"classe 2";-0,0541377440788321;-2,1209676807139;-0,0127451135404908;-0,104247907929538;0,0939291979852586;-0,330098990205759;0,0107477323443413;0,0167307066701634;-0,0251581820041841;-0,985628268120912;-0,00592274191641153;-0,0484447197767928;0,0436495442990604;-0,153399270994762;0,00499454513763011;0,0077748744545705;0,00106802167160158;0,978691552149384;3,19772136797839e-05;0,00193884048303917;0,00138526438727358;0,0168315663838255;1,72980403238202e-05;3,54796708714369e-05;0,000520525375079577;0,798931781730685;2,88488837587024e-05;0,00193008436518211;0,00156690557054583;0,0193521841442584;2,05151776091104e-05;4,97130222444775e-05;0,177599441730635;1,15564564722171;0,237187049102835
"classe 3";-0,376557014604874;0,787540863353443;-1,76956890648161;-2,56322693427353;-0,297630103313465;-1,18681254464491;-0,15219076406919;-0,118069788852093;-0,108712918798759;0,227364947691348;-0,51087881350718;-0,740009801333449;-0,0859265290477586;-0,342635645576049;-0,0439378408434004;-0,0340870329597573;0,0233601399276056;0,0610039747533609;0,278690624357778;0,529926574182996;0,0062880987188189;0,0983636416346735;0,00156810093904409;0,000798845485726865;0,0109092248245687;0,0477176011252801;0,240916954748928;0,505482964343004;0,00681531789492103;0,10836690354358;0,0017820053458779;0,00107253131410568;0,0769364968597348;1,71872972452582;0,227272863379649
"classe 4";-0,451133995120397;0,672188924303235;-1,30878088786909;2,15984993126744;0,846903570919433;-1,58414563135594;0,730122663368619;-0,0343157431263742;-0,137312332982012;0,204595154431032;-0,39835560835448;0,657396773821536;0,257773314340252;-0,482168789711123;0,222228533771722;-0,0104447343752855;0,0385837306254303;0,0511415391956363;0,175428618116207;0,432980052569781;0,0585885461617628;0,201669259142385;0,041530602450731;7,76517380660913e-05;0,0172560422949929;0,0383100564686998;0,14523255451001;0,395528007438876;0,0608132222609801;0,212774851244458;0,045198263142418;9,98428349597409e-05;0,0847871598046057;1,60220473833576;0,217653728444372
"classe 5";-0,250079811550658;0,17809729424806;-0,734120512759025;0,247199847260321;0,142668583065373;1,80035025009652;-0,0997306876087871;-2,23670177815545;-0,0835052902794389;0,059469279674958;-0,24513352812414;0,0825436282701473;0,0476391171632698;0,601163161899281;-0,0333015286875839;-0,746867290467278;0,0177192119327161;0,00536537104305895;0,0824888597047315;0,00847639446120203;0,00248482333713475;0,389275910811643;0,00115805244288398;0,493031376266631;0,00627363040535542;0,00318182511786916;0,0540625319558277;0,0061299659070442;0,00204182425706241;0,325143944214582;0,000997744378799695;0,501854507245664;0,100314026517795;1,3106025173935;0,172307292601877
"classe 6";-0,228778046065237;0,55683378722001;1,11049637436694;-0,939930780662459;3,16460571903989;0,704460691774239;0,64225172326661;0,788888378452101;-0,0610891993815081;0,148687913175653;0,296529040233166;-0,250983955201419;0,845025268198865;0,188107820642721;0,171496541082282;0,210652028329995;0,00837746514892046;0,0296300973034918;0,10663301100192;0,0692314309210152;0,690676754371353;0,0336708324499716;0,0271317594422999;0,0346486493610293;0,00348350993525551;0,0206366652309841;0,0820772223202066;0,0588003761923615;0,666542088221888;0,033029491709054;0,0274535756819351;0,0414208948534654;0,06655617585485;1,7437033313606;0,202364139728709
"classe 7";-0,305674206420623;0,446697241285293;1,2202487721569;-0,205733332292453;-1,28817985648666;-0,0768107246326649;2,14689490539658;-0,146129759077343;-0,107269776273299;0,156758771685946;0,428220013457464;-0,0721976799593083;-0,452058963767942;-0,0269550687420385;0,75340650714662;-0,0512810902386959;0,0255520433353555;0,0325786115656876;0,219977495420075;0,0056668927922231;0,195529703398532;0,000683924497641703;0,517980110497958;0,00203121849252753;0,010245111447304;0,0218789079459584;0,163266039942401;0,00464096636848474;0,181950020038477;0,000646908451253839;0,505383048906659;0,00234140443609726;0,109647592463364;1,33401447316759;0,195128265053917
"classe 8";-0,317933554831485;0,542611520856765;1,24135189932112;0,188709718667621;-0,274141199463394;-0,657176936798169;-1,52252695135131;-0,339304872336066;-0,143447432135062;0,244819170958723;0,560081625948474;0,0851433393878424;-0,123688898223697;-0,296509577581548;-0,686944105800759;-0,153089889091202;0,0432923499584626;0,0752860361692721;0,356534614790181;0,00746714509116833;0,0138687950816982;0,0784078315305245;0,407992210382194;0,0171510169964979;0,0170967815869692;0,0497988888796605;0,260634233171794;0,006023239969132;0,0127113082043458;0,0730476517286308;0,392077219801919;0,0194725049897189;0,16913817166783;1,06597090587514;0,192190684930394
"classe 9";-0,361237825468474;0,250714327137901;-0,608104313970978;0,382080326848994;-0,684986634060224;1,25961666794641;-0,43472482095338;1,7388292144234;-0,14775226441715;0,102546319750449;-0,248724754320864;0,15627719330879;-0,280170898899158;0,515204117246879;-0,177809664895703;0,711210000039634;0,0534074922117275;0,0153593216242284;0,0817608432073875;0,0292518089015822;0,0827430694098435;0,275263692804857;0,0317854296548411;0,430428342185526;0,0187019901814656;0,00900864952078871;0,0529977649606592;0,0209223633146503;0,0672458644248097;0,227393571940572;0,0270850886019448;0,433326493517077;0,143318213538032;1,09045234831579;0,170417727690651
