"";"X.rts_a";"X.rts_i"
"pro_per";83,81;82,18
"adv_sup";68,34;65,9
"aux";67,56;59,52
"ver";88,64;100,6
"con";51,46;55,98
"nr";34,72;32,43
"adj";52,26;48,28
"art_def";80,93;80,49
"nom";171,21;165,42
"pro_dem";32,2;31,41
"art_ind";30,5;32,15
"pre";103,84;110,67
"ver_sup";22,73;27,63
"adv";12,11;12,41
"ono";11,36;9,68
"pro_ind";17,34;18,12
"adj_pos";16,08;13,26
"pro_rel";22,9;26,67
"adj_num";1,08;0,99
"adj_dem";6,92;4,42
"adj_sup";1,38;1,78
"num";9,62;7,4
"adj_int";2,27;1,53
"nom_sup";6,39;5,52
"adj_ind";4,13;5,3
"pro_pos";0,22;0,24
