"";"X.rts_a";"X.rts_i"
"ressembler";0,09;0,07
"entretien";0,04;0,1
"courage";0,1;0,31
"face";0,14;0,24
"soigner";0,04;0,11
"tristesse";0,29;0,23
"ceci";0,07;0,06
"journaliste";0,26;0,08
"ouvrir";0,17;0,5
"réussir";0,09;0,12
"particulièrement";0,06;0,01
"toucher";0,16;0,14
"solitude";0,06;0,07
"bois";0,13;0,07
"douleur";0,07;0,03
"retrouver";0,49;0,42
"parmi";0,08;0,03
"profond";0,07;0,06
"malgré";0,25;0,14
"plupart";0,14;0,19
"effet";0,13;0,18
"cerveau";0,13;0,09
"autre";1,33;1,04
"présenter";0,08;0,07
"hors";0,03;0,16
"privé";0,07;0,1
"intérieur";0,11;0,16
"puisque";0,11;0,08
"allah";0,04;0,03
"dépendre";0,09;0,1
"conscience";0,16;0,16
"véritable";0,07;0,06
"perso";0,12;0,2
"physiquement";0,07;0,05
"mort";0,33;0,33
"pendant";0,44;0,64
"quelques";0,39;0,51
"seconde";0,11;0,1
"propre";0,23;0,43
"ressentir";0,16;0,1
"certain";0,17;0,23
"réel";0,11;0,17
"paraître";0,12;0,09
"créer";0,18;0,25
"redonner";0,03;0,04
"confiance";0,11;0,12
"5";0,23;0,49
"merveilleux";0,18;0,05
"venir";0,93;1,15
"machine";0,08;0,05
"auto";0,04;0,03
"détruire";0,12;0,23
"commentaire";0,28;0,24
"passionner";0,06;0,02
"réunir";0,08;0,03
"article";0,02;0,08
"lausanne";0,11;0,07
"ville";0,17;0,17
"tirer";0,2;0,17
"2000";0,24;0,04
"mouvement";0,09;0,07
"arbre";0,2;0,03
"actuel";0,37;0,2
"perte";0,06;0,05
"boucle";0,08;0,03
"oreille";0,23;0,07
"question";0,31;0,31
"ouverture";0,03;0,09
"porter";0,45;0,32
"respecter";0,29;0,2
"loi";0,07;0,36
"pied";0,23;0,17
"courant";0,06;0,07
"sauter";0,27;0,2
"pourtant";0,39;0,26
"révolu";0,07;0
"inventer";0,11;0,08
"émission";0,26;0,07
"qualité";0,17;0,1
"quartier";0,05;0,09
"rts";0,16;0,14
"devant";0,36;0,29
"cadeau";0,36;0,1
"emji_visage_envoyant_un_bisou";0,14;0,1
"30";0,23;0,17
"genève";0,14;0,18
"prénom";0,05;0,02
"cycle";0,08;0,04
"longtemps";0,27;0,17
"attendre";0,39;0,77
"tv";0,1;0,04
"rappeler";0,46;0,31
"dimanche";0,55;0,37
"emji_mains_levées";0,19;0,3
"casser";0,1;0,18
"quoi";0,98;1,26
"couper";0,28;0,16
"pratique";0,14;0,06
"nécessaire";0,04;0,11
"chanter";0,14;0,04
"partager";0,24;0,24
"entendre";0,59;0,32
"doux";0,19;0,13
"matin";0,27;0,22
"parfaire";0,12;0,12
"siècle";0,16;0,14
"vomir";0,03;0,09
"cause";0,21;0,51
"honte";0,33;0,7
"ensuite";0,12;0,28
"emji_visage_roulant_des_yeux";0,34;0,3
"route";0,09;0,11
"égalité";0,04;0,17
"parfait";0,09;0,04
"aucune";0,25;0,38
"droit";0,41;0,62
"marathon";0,06;0,09
"dommage";0,46;0,25
"policier";0,07;0,32
"admirable";0,07;0,03
"emji_étincelles";0,13;0,06
"décider";0,13;0,29
"rigolo";0,04;0,03
"tuer";0,18;0,33
"ah";0,62;0,55
"top";0,21;0,2
"violence";0,26;0,52
"lancer";0,06;0,1
"mot";0,33;0,25
"intéressant";0,22;0,12
"emji_visage_avec_un_doigt_sur_la_bouche";0,05;0,05
"emji_visage_souriant_avec_auréole";0,06;0,03
"méchant";0,05;0,06
"enseignant";0,29;0,11
"chouette";0,1;0,01
"élastique";0,54;0
"surpoids";0,04;0,02
"soirée";0,16;0,1
"écran";0,28;0,05
"courageux";0,08;0,11
"suite";0,29;0,37
"tes";0,23;0,44
"bientôt";0,17;0,29
"concours";0,14;0,13
"wesh";0,43;0
"chance";0,5;0,55
"extraire";0,06;0,01
"plusieurs";0,22;0,37
"fois";0,78;1,21
"téléphone";0,33;0,19
"bout";0,22;0,3
"bravo";0,66;0,58
"responsabilité";0,05;0,11
"critiquer";0,08;0,08
"gamin";0,51;0,17
"wallah";0,12;0
"emji_deux_coeurs";0,07;0,03
"environ";0,06;0,06
"alors";1,18;1,74
"justement";0,16;0,17
"croix";0,09;0,04
"coup";0,71;0,77
"çà";0,06;0,05
"sacré";0,14;0,06
"arrière";0,22;0,02
"chercher";0,21;0,27
"chanson";0,26;0,06
"1";0,42;0,55
"heure";0,62;0,72
"base";0,15;0,11
"église";0,09;0,11
"truc";0,42;0,43
"chaise";0,17;0,03
"montrer";0,27;0,25
"combien";0,1;0,24
"emji_visage_avec_les_sourcils_relevés";0,03;0,05
"emji_visage_souriant_avec_de_grands_yeux";0,06;0,03
"promener";0,05;0,04
"forêt";0,09;0,09
"croiser";0,09;0,1
"pardon";0,06;0,04
"brave";0,11;0,05
"bille";0,08;0
"répondre";0,2;0,06
"généraliser";0,09;0,05
"matière";0,06;0,03
"utile";0,15;0,15
"vêtement";0,09;0,14
"étonnant";0,06;0,06
"rôle";0,12;0,13
"voie";0,04;0,09
"choix";0,18;0,37
"reconnaître";0,18;0,11
"chapeau";0,06;0,03
"maturité";0,09;0,02
"élevé";0,13;0,02
"afin";0,04;0,06
"toutes";0,63;0,59
"cuisiner";0,11;0,04
"préférer";0,42;0,4
"haha";0,1;0,09
"moeurs";0,06;0
"près";0,07;0,05
"20";0,24;0,2
"avenir";0,06;0,14
"terminer";0,11;0,16
"6";0,19;0,23
"corps";0,26;0,38
"tenir";0,29;0,27
"1980";0,08;0,02
"loin";0,39;0,37
"formation";0,07;0,09
"obligatoire";0,03;0,17
"effectivement";0,26;0,12
"lutter";0,03;0,03
"pourquoi";0,64;0,97
"incapable";0,1;0,1
"0";0,02;0,15
"connaissance";0,12;0,02
"fréquenter";0,05;0,04
"mêmes";0,23;0,21
"battre";0,22;0,13
"18";0,04;0,1
"4";0,2;0,48
"ensemble";0,17;0,14
"traîner";0,07;0,09
"histoire";0,34;0,5
"pierre";0,04;0,07
"ete";0,07;0,03
"voler";0,12;0,19
"video";0,13;0,01
"affaire";0,07;0,09
"violent";0,12;0,11
"ados";0,07;0,09
"rentrer";0,33;0,54
"prochain";0,17;0,51
"épisode";0,06;0,09
"apparemment";0,06;0,04
"occasion";0,07;0,08
"nouvelle";0,21;0,67
"fan";0,12;0,12
"contre";0,5;0,89
"renseigner";0,06;0,03
"poser";0,18;0,12
"débat";0,02;0,17
"modeste";0,11;0,01
"cher";0,13;0,17
"possible";0,26;0,27
"poésie";0,08;0,02
"ca";0,89;1,16
"manquer";0,74;0,69
"telle";0,09;0,06
"rare";0,26;0,1
"piquer";0,06;0,07
"50";0,29;0,13
"folie";0,08;0,06
"lequel";0,08;0,04
"montagne";0,11;0,07
"important";0,18;0,46
"préserver";0,03;0,05
"difficile";0,32;0,23
"décision";0,04;0,17
"interrompre";0,03;0,04
"grossesse";0,01;0,08
"jesus";0,11;0,03
"pere";0,07;0,01
"enceinte";0,04;0,03
"emji_visage_blasé";0,06;0,1
"appartenir";0,04;0,03
"tromper";0,09;0,05
"désir";0,21;0,07
"1972";0,06;0
"wow";0,14;0,07
"remarquer";0,09;0,05
"cochon";0,06;0,01
"nouveau";0,29;0,54
"philippe";0,04;0,03
"tres";0,13;0,17
"franchement";0,26;0,6
"sûrement";0,37;0,29
"remettre";0,16;0,16
"perspective";0,04;0,05
"former";0,08;0,06
"bénir";0,07;0,01
"bizarre";0,12;0,08
"libérer";0,01;0,1
"élément";0,02;0,06
"déjeuner";0,07;0,09
"anniversaire";0,04;0,02
"complètement";0,12;0,1
"vision";0,1;0,13
"quelqu_un";0,22;0,37
"servir";0,14;0,23
"sentiment";0,06;0,03
"émotion";0,15;0,12
"capable";0,16;0,13
"papa";0,18;0,1
"souhait";0,05;0,02
"douceur";0,06;0,02
"volonté";0,07;0,06
"planter";0,07;0,03
"champ";0,06;0,03
"cheval";0,06;0,03
"préparer";0,13;0,24
"gérer";0,1;0,2
"expérience";0,11;0,07
"souhaiter";0,21;0,43
"bac";0,07;0,03
"garder";0,52;0,59
"emji_visage_avec_un_sourire_malin";0,07;0,06
"lointain";0,05;0,04
"ranger";0,05;0,03
"chambre";0,04;0,03
"mériter";0,09;0,22
"réagir";0,05;0,11
"dangereux";0,19;0,16
"rouge";0,08;0,03
"emji_visage_souriant";0,19;0,1
"arracher";0,04;0,03
"eh";0,11;0,06
"concevoir";0,02;0,06
"accoucher";0,03;0,05
"visite";0,04;0,03
"raser";0,04;0,03
"centaine";0,02;0,08
"toit";0,07;0,07
"entier";0,13;0,21
"voisin";0,14;0,19
"maître";0,14;0,07
"système";0,08;0,23
"bouger";0,2;0,29
"excuser";0,04;0,04
"taff";0,02;0,11
"retenir";0,15;0,15
"extrêmement";0,07;0,11
"personnel";0,05;0,16
"génial";0,19;0,03
"jésus";0,32;0,04
"campagne";0,12;0,08
"vos";0,46;0,69
"miroir";0,04;0,03
"regretter";0,14;0,04
"ancien";0,57;0,15
"attaquer";0,04;0,08
"chaque";0,56;0,71
"répétition";0,03;0,08
"curieux";0,13;0,06
"prof";0,55;0,16
"bisou";0,07;0,03
"ciel";0,12;0,1
"pleurer";0,14;0,16
"calmer";0,03;0,07
"élève";0,57;0,23
"partir";0,37;0,57
"emji_pouce_vers_le_haut_peau_claire";0,08;0,06
"moins";1,22;1,14
"final";0,11;0,15
"noël";0,57;0,2
"mode";0,39;0,39
"décéder";0,23;0,05
"dormir";0,11;0,23
"plante";0,03;0,04
"précieux";0,04;0,09
"fonder";0,03;0,03
"mois";0,21;0,23
"présence";0,06;0,06
"argent";0,13;0,33
"aider";0,24;0,64
"solidarité";0,04;0,09
"médecin";0,03;0,06
"permettre";0,29;0,42
"millier";0,07;0,1
"maladie";0,09;0,07
"futur";0,21;0,26
"enfin";0,21;0,49
"marque";0,04;0,07
"conversation";0,04;0,03
"bruit";0,17;0,11
"smartphone";0,11;0,03
"interview";0,13;0,01
"tradition";0,08;0,1
"transmettre";0,11;0,04
"relever";0,04;0,1
"message";0,04;0,09
"agir";0,13;0,23
"humour";0,07;0,03
"chemin";0,18;0,18
"interdire";0,22;0,39
"poil";0,03;0,08
"etre";0,22;0,24
"possibilité";0,04;0,05
"amoureux";0,09;0,03
"manière";0,16;0,17
"ems";0,07;0,06
"rendre";0,41;0,52
"1970";0,07;0
"vaudois";0,03;0,04
"majorité";0,11;0,19
"catholique";0,04;0,04
"libre";0,13;0,13
"suicider";0,02;0,06
"informer";0,04;0,08
"soutenir";0,06;0,24
"artiste";0,08;0,11
"mondial";0,04;0,06
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";0,09;0,03
"respirer";0,11;0,1
"fumer";0,24;0,3
"hahaha";0,05;0,08
"monter";0,12;0,12
"date";0,37;0,15
"inconnu";0,04;0,03
"rempli";0,05;0,04
"retour";0,14;0,11
"accomplir";0,02;0,06
"émouvant";0,06;0
"aventure";0,03;0,03
"nana";0,03;0,03
"profiter";0,13;0,21
"jacques";0,07;0
"voyager";0,08;0,17
"impressionnant";0,07;0,03
"forme";0,08;0,09
"emji_visage_souriant_aux_yeux_rieurs";0,22;0,05
"jusqu";0,03;0,03
"15";0,12;0,23
"apres";0,09;0,14
"clope";0,12;0,1
"intelligent";0,22;0,17
"simplement";0,26;0,37
"point";0,32;0,42
"plaindre";0,32;0,44
"grand_mère";0,15;0,03
"physique";0,13;0,14
"25";0,09;0,1
"règle";0,27;0,3
"sang";0,07;0,14
"emji_visage_souriant_avec_une_larme";0,13;0,1
"utilité";0,05;0,03
"objet";0,04;0,07
"ignorer";0,05;0,08
"fonction";0,04;0,07
"charger";0,07;0,25
"enseigner";0,14;0,08
"humilité";0,08;0,02
"semaine";0,32;0,57
"bonjour";0,09;0,05
"arrêter";0,54;1,24
"samedi";0,07;0,16
"neige";0,07;0,05
"chaîne";0,05;0,03
"lundi";0,06;0
"joyeux";0,12;0,06
"bordel";0,08;0,22
"source";0,03;0,08
"puissance";0,05;0,01
"dizaine";0,04;0,02
"sous";0,28;0,43
"trace";0,06;0,03
"puis";0,35;0,27
"réveiller";0,07;0,23
"don";0,05;0,08
