"";"*rts_a";"*rts_i"
"pro_per";16292;10228
"adv_sup";13284;8202
"aux";13133;7408
"ver";17231;12520
"con";10004;6967
"nr";6750;4036
"adj";10159;6009
"art_def";15733;10017
"nom";33283;20588
"pro_dem";6260;3909
"art_ind";5930;4001
"pre";20186;13774
"ver_sup";4419;3439
"adv";2354;1545
"ono";2208;1205
"pro_ind";3370;2255
"adj_pos";3125;1650
"pro_rel";4451;3319
"adj_num";210;123
"adj_dem";1346;550
"adj_sup";268;222
"num";1870;921
"adj_int";441;191
"nom_sup";1243;687
"adj_ind";803;660
"pro_pos";42;30
