"";"*rts_a";"*rts_i"
"défense";8;20
"pression";9;13
"produit";7;5
"alimentaire";4;6
"répéter";20;32
"verbal";5;6
"posséder";8;6
"produire";4;11
"17";2;8
"assumer";18;53
"ouvertement";2;8
"qi";12;5
"terrible";10;9
"0";7;26
"pacifique";2;8
"appliquer";7;27
"attaque";6;19
"clown";3;9
"déni";6;19
"continuer";30;76
"arranger";12;28
"dénigrer";5;10
"résumé";8;8
"détourner";4;14
"souhaiter";21;44
"abruti";9;3
"nier";7;20
"impact";8;11
"lunaire";6;7
"métier";26;35
"ha";14;3
"emji_visage_boudeur";33;31
"science";49;30
"consacrer";1;9
"relever";16;41
"tomber";26;36
"intelligent";29;24
"doigt";15;22
"socialiste";4;14
"dominer";3;10
"généralité";14;9
"égal";9;24
"reposer";4;9
"chiffre";6;30
"occidental";5;18
"rabaisser";8;13
"plaque";2;25
"stigmatiser";3;7
"ultra";11;17
"lui_même";7;7
"bienveillant";9;4
"mesure";4;30
"économique";1;12
"jurer";8;7
"gentil";31;20
"jsuis";8;4
"figure";2;8
"pis";5;8
"porter";21;36
"critiquer";25;42
"jsp";4;8
"inégalité";2;15
"commun";12;18
"placer";9;16
"ducoup";4;21
"section";4;21
"emji_feu";16;24
"v";8;14
"contredire";4;23
"champion";18;7
"verbe";15;5
"nulle";9;8
"rédiger";2;8
"aider";29;74
"rationnel";4;8
"appuyer";4;9
"clavier";4;15
"valable";5;12
"cliché";9;13
"opposé";13;12
"nécessaire";10;21
"avouer";10;18
"lecteur";2;9
"auteur";5;18
"installer";3;10
"dialogue";5;11
"biais";6;22
"écran";3;11
"woke";9;21
"tôt";7;7
"usage";7;9
"employer";3;10
"grandir";4;11
"féliciter";5;14
"semblant";7;12
"sol";5;13
"bas";18;44
"risque";8;27
"évidemment";22;35
"prochain";9;27
"tiktok";7;7
"assurer";5;11
"méchanceté";8;4
"mois";8;16
"revendiquer";4;11
"payer";13;43
"vêtement";7;8
"percevoir";4;15
"classique";5;5
"tendance";15;22
"censurer";6;22
"mépriser";4;9
"bouger";2;14
"emji_homme_qui_hausse_les_épaules";4;6
"siècle";15;18
"principal";9;14
"animal";32;33
"canton";3;10
"genève";6;13
"découvrir";13;16
"identifier";5;19
"accompagner";4;14
"encourager";7;22
"médecin";4;7
"lors";3;28
"documentaire";20;6
"lorsqu";9;23
"pencher";1;9
"soir";8;8
"impression";30;37
"oreille";5;7
"scène";11;26
"machine";8;8
"voire";10;7
"emji_visage_qui_pleure_à_chaudes_larmes";22;13
"engager";6;19
"emji_visage_très_souriant_aux_yeux_rieurs";15;5
"agresseur";2;14
"carton";9;3
"christian";9;2
"génial";17;14
"cultiver";11;10
"misère";12;5
"emji_mains_en_prière_peau_moyennement_claire";3;8
"minute";12;12
"top";5;12
"emji_visage_avec_un_monocle";13;14
"normalement";5;6
"responsable";8;27
"quitter";11;11
"arme";5;30
"conflit";4;22
"espace";7;11
"lgbt";4;12
"garçon";14;2
"homophobe";3;11
"hétéro";4;7
"équilibre";5;8
"confort";4;9
"ignorant";7;19
"r";8;15
"wikipedia";3;11
"chat";20;8
"ia";13;62
"difficulté";8;6
"auto";8;7
"emji_crâne";5;7
"répartition";3;7
"honteux";7;19
"domaine";9;21
"nettoyer";3;8
"conscient";5;18
"examen";1;12
"organisation";4;6
"événement";4;8
"régional";11;1
"n_est_ce_pas";5;8
"vôtre";7;12
"police";12;209
"ennuyer";7;6
"pilule";5;5
"détruire";16;26
"suffisant";8;21
"manifester";3;30
"climat";5;13
"pleurnicher";2;9
"emji_visage_avec_une_main_sur_la_bouche";6;4
"détester";13;3
"technologie";8;4
"chance";4;14
"nationalité";10;43
"opportunité";3;18
"objectivement";3;14
"erroné";5;7
"compréhension";10;27
"net";6;6
"horreur";6;15
"réaliste";8;10
"valide";7;9
"gauchiste";18;45
"règle";6;29
"problématique";3;23
"remise";5;13
"patriote";6;4
"marre";7;14
"drapeau";5;9
"digne";9;12
"moitié";32;13
"technique";3;7
"concernant";8;26
"traitement";9;18
"cliquer";10;3
"test";11;15
"exercer";3;12
"pratique";16;20
"remplir";7;10
"rage";5;6
"prétendre";13;34
"délinquant";4;10
"cnews";7;5
"moi_même";1;9
"immigration";4;20
"ba";4;14
"divers";2;14
"ridiculiser";5;6
"lutte";6;22
"précision";13;10
"coin";4;8
"ville";5;23
"barre";2;10
"fromage";10;4
"voter";3;35
"udc";1;77
"emji_yeux";7;12
"centre";9;15
"soin";9;18
"solidarité";4;11
"statut";5;11
"bosser";5;11
"notamment";8;21
"protéger";13;59
"orienter";8;16
"époux";9;2
"volonté";9;28
"semaine";8;24
"ravir";4;12
"divin";12;3
"article";17;213
"compter";13;22
"matin";5;8
"élève";15;10
"parfait";5;10
"planète";12;19
"télé";8;7
"programme";6;13
"militant";1;12
"littéralement";8;29
"évidement";5;7
"emji_visage_souriant_avec_auréole";7;9
"convaincre";16;16
"ligne";8;17
"poste";18;29
"envie";9;22
"idéal";8;9
"décrire";18;24
"wow";7;14
"photo";26;70
"via";9;8
"amener";9;26
"linguistique";6;9
"naïf";5;6
"tels";8;11
"soi_même";3;7
"noter";8;4
"citer";17;32
"prof";10;6
"exceptionnel";11;3
"honnêtement";8;18
"sain";2;8
"envoyer";24;21
"copain";8;4
"école";21;25
"circonstance";6;7
"my";4;8
"bad";13;7
"manipuler";9;12
"refléter";2;14
"maîtrise";6;15
"observer";10;12
"environnement";9;12
"passage";7;9
"local";3;7
"juge";10;9
"dénoncer";4;25
"in";3;8
"vol";3;7
"i";4;12
"hélas";9;5
"gosse";11;8
"facilement";7;12
"occuper";6;28
"politicien";1;9
"maternel";6;7
"ex";6;26
"ministre";1;12
"sécurité";8;24
"justice";1;53
"ficher";5;11
"tolérant";4;9
"2000";11;12
"tas";4;9
"document";3;9
"2024";15;4
"carte";2;8
"spécial";8;15
"acteur";9;17
"destruction";3;7
"sage";10;2
"puer";5;6
"froid";8;9
"incapable";7;16
"fiable";5;8
"70";13;7
"degré";16;20
"artificiel";9;11
"fête";6;7
"enseignant";12;7
"cracher";7;21
"profession";4;8
"privilège";1;23
"7";4;20
"étude";26;94
"énergie";6;9
"wokisme";4;23
"supprimer";18;22
"bio";7;10
"familial";3;9
"montage";7;11
"000";3;12
"monter";2;20
"perte";5;13
"influenceurs";5;9
"abus";4;9
"course";22;12
"disparaître";16;12
"liste";4;17
"disney";7;5
"final";7;20
"phénomène";13;14
"fumer";4;6
"basique";4;9
"14";14;4
"navrer";3;18
"masculinistes";1;11
"emji_visage_avec_les_sourcils_relevés";5;8
"disparition";4;7
"morceau";3;8
"parfaitement";22;23
"combien";18;30
"o";4;6
"contenter";3;7
"ajouter";8;14
"couvrir";3;14
"former";7;14
"attaquer";8;22
"féminin";12;14
"nouvelle";6;19
"lecture";17;25
"vent";5;8
"emji_signe_de_la_main";6;6
"pardon";2;13
"conséquence";16;34
"argumentaire";5;5
"impressionnant";6;7
"cité";7;4
"dark";1;29
"drame";2;10
"don";3;11
"réduire";5;7
"capacité";8;29
"avaler";6;4
"foule";2;13
"contenu";6;23
"intellectuellement";1;10
"9";3;13
"sincère";6;5
"féministe";33;43
"réclamer";4;12
"crainte";4;7
"unir";5;9
"mener";5;16
"lier";12;22
"injuste";1;9
"emji_biceps_contracté";4;7
"avenir";14;7
"endoctrinement";8;2
"mélange";5;11
"neurone";9;12
"réveiller";4;9
"impliquer";2;11
"emji_applaudissements_peau_claire";5;10
"évidence";16;17
"dégrader";1;12
"révéler";9;9
"charité";5;5
"scientifique";46;47
"lune";2;12
"ombre";4;8
"écologie";3;10
"réserver";6;8
"priorité";7;11
"match";5;6
"japon";4;6
"dès";7;36
"inquiétant";9;13
"aboutir";9;4
"u";7;3
"cercle";4;7
"détail";5;14
"trouble";3;16
"solitude";10;22
"composer";4;7
"essentiel";11;23
"enquête";1;26
"honnêteté";3;8
"silencieux";1;9
"globalement";3;8
"financer";1;18
"modération";4;7
"cancer";5;8
"glorifier";6;4
"danse";14;3
"main";7;10
"sauter";3;14
"action";8;34
"qqun";5;9
"frustrer";6;6
"quasiment";5;9
"lettre";5;10
"presse";5;17
"gagner";9;25
"argent";10;40
"boy";12;3
"rapprocher";6;4
"emji_étincelles";8;7
"mourir";9;33
"x";9;10
"occurrence";2;13
"engendrer";8;11
"université";3;9
"dimanche";8;7
"importance";2;9
"fondamental";6;12
"quelles";2;22
"bénéficier";4;7
"rejeter";5;5
"impossible";9;12
"dos";6;12
"objectif";6;18
"jesus";12;1
"1er";10;13
"google";4;8
"poil";7;11
"jeter";3;14
"moin";3;7
"oeillère";2;8
"fuir";4;20
"subjectif";5;15
"analyser";5;8
"malade";1;10
"rare";13;14
"faiblesse";2;8
"malhonnête";1;14
"naturellement";8;5
"traverser";4;6
"transformer";8;9
"norme";4;12
"célibat";3;11
"personnalité";7;9
"célibataire";2;19
"double";5;7
"masculinisme";2;34
"dignité";2;9
"mascu";5;5
"bot";1;14
"soumettre";15;10
"provoquer";6;5
"malaise";9;5
"menace";2;8
"rapidement";3;12
"enft";3;7
"soumission";7;8
"crise";4;9
"islam";9;1
"cave";7;3
"retour";10;19
"émotion";5;17
"toxique";6;13
"européen";4;24
"cadeau";14;8
"joyeux";3;10
"constat";11;17
"pointer";5;14
"sagesse";11;2
"dessous";6;8
"gratuit";9;13
"traditionnel";5;9
"respirer";5;10
"delà";7;8
"2025";15;26
"émotionnel";5;12
"rechercher";3;9
"constamment";6;4
"factuel";5;21
"convenir";5;13
"débilité";3;9
"accuser";4;11
"raccourci";5;14
"coran";15;6
"notion";7;20
"psychologique";5;18
"simpliste";7;10
"influence";9;12
"engagement";2;15
"relayer";4;8
"soutien";3;20
"red";3;9
"ponctuation";4;6
"améliorer";4;20
"calculer";6;4
"unique";6;6
"préserver";2;8
"musulman";6;11
"étudier";8;25
"rassurer";5;9
"redire";4;8
"prix";4;11
"interprétation";6;11
"communiquer";2;10
"réellement";5;19
"séparer";6;5
"catégorie";3;13
"dehors";12;15
"avancé";5;9
"soutenir";19;59
"existant";6;7
"systématiquement";8;18
"nourrir";5;20
"bien_être";3;8
"démarche";5;14
"eux_mêmes";2;17
"fric";3;9
"élection";3;9
"univers";17;4
"apprentissage";8;11
"systémique";2;15
"curiosité";7;5
"égard";5;9
"accès";3;20
"europe";7;32
"projeter";4;7
"profond";10;14
"brésil";1;10
"douer";6;7
"inverser";3;9
"donnée";3;12
"oral";4;20
"wesh";16;0
"trump";2;48
"influencer";6;11
"théâtre";1;14
"littérature";5;6
"vache";5;5
"mémoire";1;9
"suggérer";5;12
"direction";2;8
"plat";4;6
"croyance";16;14
"suffisamment";2;12
"opposition";2;10
"méthode";14;22
"papier";3;19
"80";13;12
"communication";2;11
"neutralité";3;10
"insister";5;6
"style";7;13
"hâte";2;9
"bretagne";8;2
"montagne";8;8
"compliqué";3;22
"simplicité";11;1
"matériel";8;5
"pauvreté";5;6
"excessif";4;8
"survie";6;5
"volontaire";3;9
"faveur";1;11
"client";10;3
"environ";2;9
"incels";1;13
"route";2;9
"enjeu";3;8
"soulever";2;12
"régler";3;8
"condamner";2;35
"francophone";4;7
"belge";9;1
"médecine";5;5
"décennie";9;14
"musk";1;10
"is";1;10
"subtilité";9;3
"représentatif";9;9
"frouze";3;8
"sirène";4;6
"lunette";5;6
"gentiment";4;6
"contradictoire";3;10
"climatique";7;6
"capitaliste";3;13
"isolé";2;12
"déconnecter";5;8
"wallah";14;0
"inclusif";3;10
"immigré";2;15
"baisser";11;4
"écriture";7;17
"alimenter";1;11
"annoncer";3;8
"emji_visage_souriant_avec_yeux_plissés";11;5
"ordinateur";17;2
"résoudre";2;15
"incompétent";3;7
"balle";2;8
"chatgpt";1;11
"macron";7;8
"descendre";3;11
"matière";6;12
"plan";4;14
"criminel";3;9
"fiction";2;21
"catastrophique";5;7
"mur";4;9
"trajectoire";2;8
"consentement";3;8
"voler";15;28
"instant";5;7
"transparence";1;17
"concrètement";2;12
"délit";3;9
"juridique";1;14
"capitalisme";3;15
"mineur";2;38
"interpréter";5;15
"culpabilité";1;14
"occident";3;7
"professionnel";5;13
"contrainte";1;10
"cognitif";2;14
"interpeller";2;12
"blesser";3;11
"contester";2;8
"précisément";3;15
"suicide";3;13
"compétence";4;22
"imbécile";5;5
"éclairer";3;13
"global";4;11
"organe";4;8
"francais";8;6
"f";2;10
"signifier";7;11
"italie";9;6
"xénophobe";2;20
"prostituer";10;0
"valider";3;7
"prostitué";9;1
"dissociation";16;0
"prostitution";26;4
"moyenne";2;9
"voie";5;7
"nuancé";1;9
"argumenter";2;13
"vulnérable";2;10
"million";2;23
"perception";4;7
"biaisé";1;14
"imaginaire";8;5
"domination";3;19
"confiance";6;17
"procédure";1;9
"neutre";1;22
"camp";2;16
"brigitte";7;18
"chapeau";11;3
"job";2;16
"conseil";4;19
"charger";1;27
"nourriture";6;6
"intégrer";4;25
"campagne";4;23
"raisonner";3;7
"biologique";1;11
"parmi";2;20
"sein";2;13
"invention";4;7
"bol";2;10
"palestinien";1;13
"athée";9;2
"croyant";21;2
"the";3;13
"conviction";4;16
"déterminer";5;13
"naturaliser";1;12
"a2";1;18
"16";2;13
"près";3;13
"concret";2;17
"fonction";4;18
"policier";1;95
"emji_visage_épuisé";1;10
"foot";9;5
"établir";1;11
"rhétorique";1;9
"exploit";4;10
"manipulation";1;13
"outil";2;11
"investir";2;9
"avérer";3;8
"rapporter";1;9
"croix";6;5
"terrain";2;14
"réjouir";2;13
"emji_femme_avec_la_paume_sur_le_visage";4;7
"prévention";1;9
"bardot";4;18
"exception";1;15
"emji_personne_avec_la_paume_sur_le_visage";2;11
"urgence";1;10
"chaton";1;9
"prôner";2;13
"sondage";3;14
"fédéral";3;26
"déclarer";2;10
"opposer";2;11
"oppression";2;8
"stats";2;13
"relativiser";1;9
"rigueur";4;12
"mécanisme";2;17
"taire";1;9
"colère";2;11
"supposition";2;9
"chercheur";4;6
"consommer";1;15
"organiser";1;9
"emji_grand_carré_noir";0;38
"epstein";0;12
"club";0;10
"signature";0;11
"impôt";0;11
"manif";0;11
"200";0;14
"afghan";0;10
"idéologique";0;21
"objectivité";0;13
"publiquement";0;15
"ongle";0;26
"taff";0;10
"fascisme";0;15
"chine";0;11
"répression";0;11
"insécurité";0;15
"manifestation";0;33
"homicide";0;16
"pénal";0;11
"procès";0;10
"démocratique";0;12
"constitution";0;12
"élu";0;11
"foyer";0;12
"espion";0;10
"affect";0;16
"frontalier";0;15
"majoritairement";0;10
"romance";0;33
"balcon";0;19
"b1";0;21
"promotion";0;10
"b2";0;29
"c2";0;19
"c1";0;15
"natif";0;14
"juriste";0;20
"assaut";0;12
"palestine";0;54
"international";0;12
"condamnation";0;14
"vouvoyer";0;24
"malpoli";0;16
"équité";0;14
"emji_drapeau_territoires_palestiniens";0;17
"gaza";0;10
"génocide";0;15
"trans";0;10
"flic";0;14
"signer";0;12
"guillemet";0;12
"hollywood";0;11
"armer";0;11
"pédophilie";0;12
"fumigène";0;15
"taser";0;17
