"";"X.rts_a";"X.rts_i"
"pre";-22,0016;22,0016
"con";-0,3803;0,3803
"nom";-2,6182;2,6182
"ver";-10,8061;10,8061
"art_def";-1,877;1,877
"adj_ind";-2,5321;2,5321
"pro_per";13,4594;-13,4594
"aux";15,8603;-15,8603
"pro_dem";4,3992;-4,3992
"nr";2,4509;-2,4509
"adv_sup";7,1486;-7,1486
"num";3,2007;-3,2007
"nom_sup";1,8186;-1,8186
"pro_ind";1,7729;-1,7729
"adj";4,5601;-4,5601
"adj_sup";-0,8577;0,8577
"art_ind";-5,3728;5,3728
"ver_sup";-1,1134;1,1134
"adv";-3,2552;3,2552
"pro_rel";-3,6435;3,6435
"ono";5,2234;-5,2234
"adj_dem";3,7911;-3,7911
"adj_pos";-0,5873;0,5873
"adj_int";1,1023;-1,1023
"adj_num";0,4412;-0,4412
"pro_pos";0,7947;-0,7947
