"";"X.rts_a";"X.rts_i"
"pre";98,88;109,36
"con";54,99;55,16
"nom";157,64;161,28
"ver";92,96;99,86
"art_def";78,35;80,46
"adj_ind";4,54;5,22
"pro_per";87,74;80,45
"aux";67,53;60,5
"pro_dem";35,65;33,13
"nr";33,15;31,47
"adv_sup";72,89;68,16
"num";5,56;4,75
"nom_sup";6,1;5,51
"pro_ind";18,16;17,17
"adj";53,7;50,55
"adj_sup";2,16;2,35
"art_ind";30,85;33,62
"ver_sup";25,85;26,66
"adv";14,41;15,81
"pro_rel";28,07;30,15
"ono";10,48;8,97
"adj_dem";5,28;4,4
"adj_pos";12,38;12,64
"adj_int";1,58;1,38
"adj_num";0,82;0,78
"pro_pos";0,27;0,21
