"";"*rts_a";"*rts_i"
"con";1438;1521
"pro_per";1609;900
"aux";1160;2221
"adv_sup";1322;1061
"adj";2444;4167
"ver";2856;5184
"art_ind";1302;2521
"ono";208;87
"pro_rel";520;563
"pre";5488;8605
"adj_dem";206;330
"nom";8438;14073
"nom_sup";5687;397
"nr";1911;4278
"art_def";4144;6293
"num";913;1521
"pro_dem";606;344
"ver_sup";380;317
"adj_pos";610;551
"adv";193;502
"pro_ind";326;249
"adj_ind";147;205
"adj_int";35;8
"adj_sup";12;10
"adj_num";46;281
"pro_pos";3;0
