"";"banalfreq";"X.rts_a";"X.rts_i"
"froid";25;0,9392;-0,9392
"règle";15;-0,265;0,265
"manquer";25;0,6745;-0,6745
"logement";10;-0,4807;0,4807
"développer";10;-0,2372;0,2372
"appeler";26;1,096;-1,096
"sensible";10;1,1412;-1,1412
"maison";25;1,2612;-1,2612
"entier";13;0,892;-0,892
"compte";30;0,6126;-0,6126
"soir";36;-1,2562;1,2562
"civil";21;-0,8248;0,8248
"25";24;-1,5994;1,5994
"nom";15;-0,4692;0,4692
"exister";14;1,5846;-1,5846
"2000";21;1,6911;-1,6911
"lausanne";82;-0,4869;0,4869
"école";41;1,6011;-1,6011
"retourner";10;0,6907;-0,6907
"élève";16;0,2655;-0,2655
"femme";98;-0,2838;0,2838
"traditionnel";16;-0,3397;0,3397
"sous";62;-0,5989;0,5989
"ouvrir";36;-0,7332;0,7332
"sport";24;1,4495;-1,4495
"alcool";11;0,8939;-0,8939
"domaine";11;-1,6579;1,6579
"famille";43;-0,259;0,259
"vin";27;0,9509;-0,9509
"devant";28;1,4361;-1,4361
"caméra";13;1,9235;-1,9235
"fils";11;0,8939;-0,8939
"là";15;1,3109;-1,3109
"âge";45;1,928;-1,928
"objectif";15;-1,1769;1,1769
"record";32;-1,46;1,46
"personnel";12;-0,7376;0,7376
"forme";13;-0,5279;0,5279
"part";16;-0,5708;0,5708
"animal";44;-0,7508;0,7508
"voir";55;0,3364;-0,3364
"chaque";46;-1,1491;1,1491
"émotion";15;1,3109;-1,3109
"parole";11;0,5298;-0,5298
"manière";16;0,4604;-0,4604
"eux";14;1,0953;-1,0953
"30";48;0,3333;-0,3333
"changer";20;1,0827;-1,0827
"scène";13;-0,5279;0,5279
"travailler";16;0,7309;-0,7309
"tour";37;0,4231;-0,4231
"adolescent";22;0,7766;-0,7766
"acteur";20;-0,7148;0,7148
"décéder";16;-0,8953;0,8953
"film";28;0,2671;-0,2671
"philippe";14;0,4344;-0,4344
"22";22;-0,264;0,264
"début";45;0,2585;-0,2585
"effet";25;-1,7482;1,7482
"déjà";59;0,4815;-0,4815
"citoyen";17;-0,6796;0,6796
"représentant";11;-0,3238;0,3238
"défendre";11;-0,6049;0,6049
"menacer";16;-1,3344;1,3344
"entendre";11;0,5298;-0,5298
"avenir";13;-0,8778;0,8778
"affaire";32;-1,858;1,858
"4";37;-1,718;1,718
"500";11;-1,6579;1,6579
"avion";14;1,0953;-1,0953
"pilote";16;0,2655;-0,2655
"18";24;-1,5994;1,5994
"armée";37;0,4231;-0,4231
"porte";18;-0,5132;0,5132
"répondre";21;0,4174;-0,4174
"document";15;0,8948;-0,8948
"achat";11;-1,0311;1,0311
"présenter";45;0,2585;-0,2585
"100";27;-0,2808;0,2808
"gagner";11;0,8939;-0,8939
"elles";39;-0,29;0,29
"travailleur";12;-0,7376;0,7376
"fille";22;1,4617;-1,4617
"13";23;-1,4543;1,4543
"17";17;-1,4964;1,4964
"journaliste";27;0,9509;-0,9509
"choisir";25;0,6745;-0,6745
"matin";41;0,33;-0,33
"préparer";14;0,4344;-0,4344
"avant";72;0,7973;-0,7973
"star";11;0,2794;-0,2794
"également";33;-1,9994;1,9994
"puis";13;0,892;-0,892
"vers";23;-1,9415;1,9415
"dizaine";11;-1,0311;1,0311
"art";33;0,3841;-0,3841
"légendaire";12;1,112;-1,112
"bas";15;-0,265;0,265
"faux";16;-0,8953;0,8953
"éviter";22;-0,264;0,264
"certains";35;1,001;-1,001
"tête";28;1,1033;-1,1033
"durant";34;-0,2771;0,2771
"60";28;1,4361;-1,4361
"revenir";38;-0,686;0,686
"lieu";31;-1,337;1,337
"or";16;0,4604;-0,4604
"bord";12;-0,2163;0,2163
"travail";57;-0,7609;0,7609
"vitesse";11;0,2794;-0,2794
"garantir";11;0,2794;-0,2794
"malade";10;0,6907;-0,6907
"presque";13;0,3111;-0,3111
"porter";22;-0,4264;0,4264
"couper";44;-0,7508;0,7508
"génération";17;0,9006;-0,9006
"policier";16;-1,3344;1,3344
"vaudois";56;0,3979;-0,3979
"accueillir";27;-1,2008;1,2008
"haut";33;0,3841;-0,3841
"couleur";13;0,5529;-0,5529
"pierre";10;0,6907;-0,6907
"vert";22;-0,4264;0,4264
"geste";12;-0,4211;0,4211
"coeur";24;1,0899;-1,0899
"saint";34;-0,2771;0,2771
"journée";46;1,7633;-1,7633
"lever";15;1,3109;-1,3109
"passage";17;0,596;-0,596
"8";30;-0,9133;0,9133
"habitant";27;-1,2008;1,2008
"participer";25;-0,9653;0,9653
"concours";17;0,9006;-0,9006
"tenter";13;0,3111;-0,3111
"témoigner";19;1,2759;-1,2759
"changement";21;-0,8248;0,8248
"village";29;0,7111;-0,7111
"santé";54;-1,9949;1,9949
"70";22;1,0853;-1,0853
"frère";10;-0,4807;0,4807
"carte";19;-0,2251;0,2251
"terminer";10;-0,4807;0,4807
"revoir";11;0,5298;-0,5298
"final";15;-1,1769;1,1769
"féminin";15;0,8948;-0,8948
"café";13;0,892;-0,892
"pain";13;0,892;-0,892
"difficile";21;0,4174;-0,4174
"cas";32;-0,6178;0,6178
"chaud";11;-0,3238;0,3238
"new";16;-0,5708;0,5708
"york";13;-0,5279;0,5279
"fois";46;-0,3981;0,3981
"marque";18;-1,6625;1,6625
"homme";77;1,0902;-1,0902
"tell";10;1,7564;-1,7564
"sentiment";10;-0,2372;0,2372
"fermer";22;-1,7801;1,7801
"montreux";12;1,6531;-1,6531
"installer";21;0,4174;-0,4174
"amateur";14;0,2373;-0,2373
"football";20;0,3174;-0,3174
"juin";19;0,3931;-0,3931
"aucun";12;-0,4211;0,4211
"ici";21;-0,3525;0,3525
"départ";15;-0,4692;0,4692
"10";39;-1,2772;1,2772
"beaucoup";19;1,2759;-1,2759
"car";11;0,5298;-0,5298
"surtout";19;0,9085;-0,9085
"28";10;-1,457;1,457
"chaîne";13;-0,8778;0,8778
"milieu";19;0,6165;-0,6165
"scolaire";13;0,5529;-0,5529
"bois";14;0,7164;-0,7164
"besoin";14;-1,5512;1,5512
"pied";13;0,892;-0,892
"non";44;-0,9667;0,9667
"26";12;-1,8617;1,8617
"route";18;1,0828;-1,0828
"jouer";22;0,5305;-0,5305
"physique";15;0,5749;-0,5749
"important";26;-0,7818;0,7818
"sportif";13;0,5529;-0,5529
"édition";25;-0,9653;0,9653
"dérouler";11;-1,0311;1,0311
"toutes";25;0,9392;-0,9392
"celles";12;1,112;-1,112
"période";17;-1,0308;1,0308
"réussir";14;1,0953;-1,0953
"soin";15;-0,7659;0,7659
"étudiant";14;-0,6431;0,6431
"sol";10;0,6907;-0,6907
"aider";14;-0,3758;0,3758
"jardin";11;0,8939;-0,8939
"tabac";12;0,4064;-0,4064
"expliquer";28;-1,7294;1,7294
"cacher";11;-0,3238;0,3238
"considérer";11;-1,6579;1,6579
"grave";15;-1,1769;1,1769
"21";10;-0,8682;0,8682
"vd";12;-1,8617;1,8617
"genevois";32;1,4329;-1,4329
"immense";10;0,6907;-0,6907
"naître";20;-0,2853;0,2853
"noir";13;-0,2912;0,2912
"vidéo";20;-1,4678;1,4678
"romands";21;0,9178;-0,9178
"roi";14;1,0953;-1,0953
"siècle";17;0,596;-0,596
"inspirer";16;-0,3397;0,3397
"artiste";32;-1,46;1,46
"9";18;-0,7952;0,7952
"nuit";40;-1,3861;1,3861
"neige";33;0,7464;-0,7464
"mois";51;-1,9863;1,9863
"tôt";12;-1,8617;1,8617
"nature";18;1,5033;-1,5033
"poursuivre";12;-0,7376;0,7376
"7";24;-1,1866;1,1866
"chien";15;1,8357;-1,8357
"mère";10;1,1412;-1,1412
"total";10;-0,4807;0,4807
"abri";14;1,0953;-1,0953
"renoncer";11;-1,0311;1,0311
"mauvais";10;0,6907;-0,6907
"menace";10;-0,4807;0,4807
"6";35;-1,8494;1,8494
"objet";15;-0,4692;0,4692
"12";26;-1,0808;1,0808
"club";13;1,3429;-1,3429
"emblématique";16;-0,8953;0,8953
"genevoise";16;0,2655;-0,2655
"comprendre";19;-0,2251;0,2251
"week_end";19;-1,3175;1,3175
"entraîner";16;-0,5708;0,5708
"arbre";10;0,3758;-0,3758
"choix";10;0,6907;-0,6907
"tempête";14;-1,0245;1,0245
"vent";12;-0,2163;0,2163
"violent";11;-1,0311;1,0311
"spectaculaire";10;-0,4807;0,4807
"pluie";11;-0,6049;0,6049
"pousser";14;0,2373;-0,2373
"problème";12;-0,2163;0,2163
"magasin";14;0,2373;-0,2373
"marché";18;-1,1717;1,1717
"boîte";12;0,7027;-0,7027
"possible";14;-0,3758;0,3758
"32";10;-1,457;1,457
"exemple";12;-0,2163;0,2163
"comportement";10;-0,4807;0,4807
"français";49;-0,5691;0,5691
"organiser";21;-0,8248;0,8248
"24";30;1,4335;-1,4335
"unique";21;-1,1762;1,1762
"coup";17;0,3675;-0,3675
"delémont";10;-1,457;1,457
"espérer";12;-0,2163;0,2163
"14";22;-1,3131;1,3131
"droit";43;-0,6761;0,6761
"vote";17;-1,0308;1,0308
"chef";10;-0,2372;0,2372
"point";15;-0,265;0,265
"produire";19;-0,9168;0,9168
"domicile";13;-0,5279;0,5279
"ménage";12;0,7027;-0,7027
"90";18;1,0828;-1,0828
"aérien";15;-1,1769;1,1769
"au_dessus";11;-0,3238;0,3238
"véhicule";10;-0,4807;0,4807
"incroyable";11;0,5298;-0,5298
"chanteur";12;0,7027;-0,7027
"phénomène";24;-1,1866;1,1866
"air";16;1,0864;-1,0864
"particulier";11;0,8939;-0,8939
"chacun";11;1,3918;-1,3918
"adulte";12;-1,1997;1,1997
"réunir";22;-0,4264;0,4264
"défi";13;-0,2912;0,2912
"preuve";10;0,6907;-0,6907
"déclarer";16;-0,8953;0,8953
"plateforme";12;-1,8617;1,8617
"site";20;-1,4678;1,4678
"information";13;-0,8778;0,8778
"culture";14;-0,6431;0,6431
"évolution";17;-0,6796;0,6796
"laisser";30;1,4335;-1,4335
"étape";16;0,2655;-0,2655
"celui";14;1,0953;-1,0953
"tester";10;-1,457;1,457
"lorsqu";10;-0,4807;0,4807
"reconnaître";11;-0,6049;0,6049
"futur";14;-0,6431;0,6431
"fonds";17;-0,6796;0,6796
"lutte";12;-0,7376;0,7376
"neuchâtelois";10;0,3758;-0,3758
"soldat";12;0,7027;-0,7027
"sortie";14;0,2373;-0,2373
"militaire";15;-0,265;0,265
"juillet";12;0,4064;-0,4064
"malgré";29;-1,8741;1,8741
"hiver";28;0,2671;-0,2671
"banque";10;0,3758;-0,3758
"jouet";10;1,7564;-1,7564
"allemand";13;-0,5279;0,5279
"accès";13;-1,3733;1,3733
"nouvel";19;-0,9168;0,9168
"conseiller";22;-1,7801;1,7801
"message";12;0,4064;-0,4064
"mars";13;-0,2912;0,2912
"rouge";23;-0,3252;0,3252
"mal";16;-0,3397;0,3397
"aide";24;-1,1866;1,1866
"midi";15;-0,7659;0,7659
"remonter";14;0,2373;-0,2373
"électronique";11;-1,6579;1,6579
"moyen";13;0,3111;-0,3111
"internet";10;0,6907;-0,6907
"micro";10;0,6907;-0,6907
"pari";27;-0,6298;0,6298
"annonce";26;-0,7818;0,7818
"place";55;-0,4858;0,4858
"ciel";10;0,3758;-0,3758
"rare";11;-0,6049;0,6049
"rappeler";11;1,3918;-1,3918
"agent";11;0,2794;-0,2794
"figure";20;-0,7148;0,7148
"appel";16;-0,8953;0,8953
"débuter";10;-1,457;1,457
"aventure";13;0,892;-0,892
"cave";10;-0,8682;0,8682
"transporter";10;-0,4807;0,4807
"importance";10;-1,457;1,457
"pourtant";15;1,3109;-1,3109
"reprendre";17;-0,6796;0,6796
"dévoiler";16;-1,3344;1,3344
"obtenir";12;-1,8617;1,8617
"étranger";14;-1,5512;1,5512
"célébrer";12;-0,4211;0,4211
"double";14;-0,6431;0,6431
"info";10;0,6907;-0,6907
"nu";10;0,6907;-0,6907
"interroger";18;-0,3101;0,3101
"professeur";12;0,4064;-0,4064
"série";13;-0,2912;0,2912
"complexe";11;-1,0311;1,0311
"origine";11;-1,0311;1,0311
"bernois";16;-1,918;1,918
"tourner";12;-0,2163;0,2163
"automne";20;1,9571;-1,9571
"autour";22;0,3415;-0,3415
"victoire";19;-1,3175;1,3175
"technique";10;1,1412;-1,1412
"actualité";13;0,3111;-0,3111
"swiss";12;-0,4211;0,4211
"contrôle";12;-0,7376;0,7376
"olympique";11;1,3918;-1,3918
"lumière";11;-0,3238;0,3238
"championnat";13;0,892;-0,892
"autre";15;-1,733;1,733
"campagne";27;-1,2008;1,2008
"explorer";11;-1,6579;1,6579
"concevoir";12;-1,8617;1,8617
"zurich";23;-1,9415;1,9415
"découverte";18;-0,7952;0,7952
"extrême";10;-0,8682;0,8682
"adopter";15;-0,7659;0,7659
"côté";15;0,3403;-0,3403
"dédier";12;-0,4211;0,4211
"comité";12;-1,8617;1,8617
"billet";23;-1,4543;1,4543
"célèbre";29;-1,8741;1,8741
"minute";23;-0,5066;0,5066
"prestigieux";10;-1,457;1,457
"susciter";23;-1,4543;1,4543
"débat";16;-0,8953;0,8953
"patient";12;-0,7376;0,7376
"direct";10;-0,8682;0,8682
"seulement";27;-1,5881;1,5881
"rejoindre";13;-0,2912;0,2912
"joueur";20;-0,4659;0,4659
"derrière";16;-0,5708;0,5708
"frapper";16;-1,918;1,918
"sud";11;-1,6579;1,6579
"communauté";13;-0,5279;0,5279
"expérience";21;0,255;-0,255
"salaire";10;-0,4807;0,4807
"argent";15;0,3403;-0,3403
"tendance";14;-1,0245;1,0245
"conflit";12;-1,8617;1,8617
"privé";13;-0,8778;0,8778
"ouverture";10;-1,457;1,457
"avril";15;-0,4692;0,4692
"scientifique";12;-1,1997;1,1997
"application";12;-1,1997;1,1997
"centaine";13;-0,8778;0,8778
"grève";11;-0,3238;0,3238
"provoquer";15;-1,733;1,733
"naissance";13;-1,3733;1,3733
"exercice";12;0,4064;-0,4064
"rapide";11;-1,6579;1,6579
"environnement";12;-1,8617;1,8617
"danger";19;-1,3175;1,3175
"2019";12;-1,1997;1,1997
"propriétaire";10;-1,457;1,457
"représenter";15;-1,1769;1,1769
"romain";11;-1,6579;1,6579
"plaindre";10;-1,457;1,457
"musée";14;-1,5512;1,5512
"accompagner";13;0,3111;-0,3111
"sauvage";11;-0,3238;0,3238
"apporter";11;-1,0311;1,0311
"gros";10;-0,8682;0,8682
"pratique";12;-0,2163;0,2163
"température";13;-1,3733;1,3733
"réserver";11;-0,3238;0,3238
"manifester";13;-1,3733;1,3733
"tournée";11;0,2794;-0,2794
"climat";12;-1,1997;1,1997
"langue";11;0,5298;-0,5298
"italien";12;-1,1997;1,1997
"album";11;-0,6049;0,6049
"pièce";12;-0,2163;0,2163
"guy";12;-0,4211;0,4211
"promettre";10;-1,457;1,457
"vol";18;-1,1717;1,1717
"parcours";10;-0,4807;0,4807
"rôle";20;-1,4678;1,4678
"bilan";12;-1,8617;1,8617
"augmentation";12;-1,8617;1,8617
"assurance";10;-0,8682;0,8682
"maladie";18;-1,6625;1,6625
"skieur";10;-0,8682;0,8682
"professionnel";19;-0,9168;0,9168
"hors";11;-0,3238;0,3238
"décrire";12;-0,7376;0,7376
"tomber";11;0,5298;-0,5298
"performance";10;-1,457;1,457
"fribourgeois";11;-0,6049;0,6049
"épisode";10;1,7564;-1,7564
"battre";19;-1,3175;1,3175
"japonais";12;0,4064;-0,4064
"remplacer";11;-1,0311;1,0311
"certaines";12;-1,1997;1,1997
"près";15;-1,1769;1,1769
"siège";11;-1,6579;1,6579
"29";11;-1,6579;1,6579
"système";18;-1,6625;1,6625
"fonction";10;-1,457;1,457
"décider";18;-1,6625;1,6625
"jusqu";11;-1,0311;1,0311
"député";10;-1,457;1,457
"employé";10;-0,4807;0,4807
"charger";16;-0,8953;0,8953
"celle";10;-0,2372;0,2372
"m";12;-0,2163;0,2163
"sentir";16;-0,5708;0,5708
"qualifié";10;-1,457;1,457
"2022";18;-0,7952;0,7952
"entrée";10;-0,8682;0,8682
"dépasser";10;-1,457;1,457
"protection";16;-1,3344;1,3344
"amende";10;-1,457;1,457
"consommation";16;-1,918;1,918
"quitter";16;-1,918;1,918
"coût";11;-1,6579;1,6579
"confédération";10;-1,457;1,457
"perturber";10;-0,8682;0,8682
"aucune";10;-0,8682;0,8682
"essentiel";14;-1,5512;1,5512
"régime";13;-1,3733;1,3733
"troisième";11;-1,0311;1,0311
"tenir";15;-1,733;1,733
"test";10;-1,457;1,457
"traitement";12;-1,8617;1,8617
"afin";10;-1,457;1,457
"activité";12;-1,1997;1,1997
"ferroviaire";16;-1,918;1,918
"imposer";11;-1,6579;1,6579
"bienne";10;-1,457;1,457
"établir";11;-1,6579;1,6579
"artificiel";10;-1,457;1,457
