"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"7";"***";"";""
"**";"classe";"1";"**";"";""
"****";"12356";"86319";"14.31";"****";""
" 83";"4607";" 1.80";"-621.246";"aller";"4.005429e-137"
"108";"4267";" 2.53";"-508.152";"voir";"1.600623e-112"
"138";"4064";" 3.40";"-414.532";"suisse";" 3.781107e-92"
"690";"9312";" 7.41";"-405.705";"emji_visage_riant_aux_larmes";" 3.155111e-90"
" 36";"2429";" 1.48";"-335.544";"gens";" 5.959865e-75"
" 79";"2725";" 2.90";"-298.944";"parler";" 5.595141e-67"
" 24";"1851";" 1.30";"-261.344";"prendre";" 8.740281e-59"
" 61";"2262";" 2.70";"-255.611";"monde";" 1.553226e-57"
" 20";"1643";" 1.22";"-234.235";"mettre";" 7.109038e-53"
" 33";"1769";" 1.87";"-228.193";"pays";" 1.477314e-51"
" 37";"1688";" 2.19";"-206.275";"chose";" 8.923422e-47"
" 37";"1684";" 2.20";"-205.600";"passer";" 1.252754e-46"
" 50";"1836";" 2.72";"-205.482";"penser";" 1.329051e-46"
" 78";"2060";" 3.79";"-190.706";"enfant";" 2.229619e-43"
"  5";"1193";" 0.42";"-190.431";"payer";" 2.560593e-43"
"  6";"1154";" 0.52";"-181.459";"problème";" 2.327630e-41"
" 25";"1347";" 1.86";"-173.157";"venir";" 1.512184e-39"
"  5";"1067";" 0.47";"-168.857";"arrêter";" 1.314653e-38"
" 25";"1277";" 1.96";"-161.356";"donner";" 5.720578e-37"
" 12";"1095";" 1.10";"-157.994";"france";" 3.104329e-36"
" 12";"1095";" 1.10";"-157.994";"seul";" 3.104329e-36"
"  9";"1056";" 0.85";"-157.962";"demander";" 3.153823e-36"
" 32";"1340";" 2.39";"-157.845";"trouver";" 3.346135e-36"
"  9";"1013";" 0.89";"-150.641";"question";" 1.255612e-34"
"  5";" 956";" 0.52";"-149.909";"droit";" 1.814955e-34"
" 30";"1261";" 2.38";"-148.625";"rester";" 3.463370e-34"
" 79";"1804";" 4.38";"-148.280";"comprendre";" 4.120871e-34"
" 73";"1715";" 4.26";"-144.313";"temps";" 3.035342e-33"
"  8";" 938";" 0.85";"-140.105";"cas";" 2.525137e-32"
" 42";"1344";" 3.12";"-139.362";"jour";" 3.670623e-32"
" 23";"1109";" 2.07";"-137.233";"commentaire";" 1.072210e-31"
" 23";"1090";" 2.11";"-134.057";"fois";" 5.309863e-31"
"  0";" 777";" 0.00";"-130.982";"utiliser";" 2.498699e-30"
" 32";"1167";" 2.74";"-129.164";"connaître";" 6.245354e-30"
" 41";"1268";" 3.23";"-128.830";"vivre";" 7.388038e-30"
"124";"2103";" 5.90";"-124.535";"femme";" 6.434741e-29"
"  3";" 746";" 0.40";"-118.746";"état";" 1.190114e-27"
"  2";" 706";" 0.28";"-114.254";"argent";" 1.146220e-26"
" 10";" 800";" 1.25";"-112.365";"laisser";" 2.972909e-26"
" 40";"1145";" 3.49";"-110.778";"changer";" 6.619795e-26"
" 22";" 937";" 2.35";"-110.593";"travail";" 7.264275e-26"
" 21";" 913";" 2.30";"-108.593";"sentir";" 1.992855e-25"
"  7";" 738";" 0.95";"-108.417";"coup";" 2.177635e-25"
"  4";" 694";" 0.58";"-107.654";"guerre";" 3.200031e-25"
" 11";" 775";" 1.42";"-106.018";"besoin";" 7.305590e-25"
" 41";"1117";" 3.67";"-104.526";"français";" 1.551591e-24"
"  7";" 712";" 0.98";"-104.025";"plutôt";" 1.998219e-24"
"  8";" 710";" 1.13";"-101.507";"partir";" 7.120913e-24"
"  4";" 648";" 0.62";" -99.867";"etc";" 1.629678e-23"
" 91";"1605";" 5.67";" -99.640";"année";" 1.827951e-23"
" 16";" 795";" 2.01";" -99.001";"police";" 2.523359e-23"
"  2";" 613";" 0.33";" -98.490";"importer";" 3.266629e-23"
"  8";" 686";" 1.17";" -97.463";"travailler";" 5.487056e-23"
"  1";" 592";" 0.17";" -97.244";"israël";" 6.128837e-23"
"  7";" 671";" 1.04";" -97.106";"appeler";" 6.570164e-23"
" 32";" 966";" 3.31";" -96.406";"devenir";" 9.356284e-23"
"  9";" 691";" 1.30";" -96.154";"place";" 1.062605e-22"
" 19";" 807";" 2.35";" -95.002";"arriver";" 1.902143e-22"
"  8";" 665";" 1.20";" -93.928";"part";" 3.272218e-22"
"  6";" 635";" 0.94";" -93.224";"niveau";" 4.669324e-22"
"  5";" 611";" 0.82";" -91.381";"politique";" 1.184858e-21"
"  5";" 608";" 0.82";" -90.875";"palestinien";" 1.530318e-21"
" 11";" 682";" 1.61";" -90.418";"rendre";" 1.927858e-21"
"  9";" 653";" 1.38";" -89.771";"riche";" 2.673413e-21"
"  5";" 598";" 0.84";" -89.188";"lire";" 3.590301e-21"
" 25";" 840";" 2.98";" -88.906";"exister";" 4.140105e-21"
"  0";" 525";" 0.00";" -88.241";"population";" 5.793590e-21"
"  3";" 563";" 0.53";" -87.753";"cause";" 7.415443e-21"
"  6";" 585";" 1.03";" -84.800";"compte";" 3.301568e-20"
"  6";" 582";" 1.03";" -84.295";"sujet";" 4.262195e-20"
" 16";" 704";" 2.27";" -83.911";"ca";" 5.175372e-20"
"  0";" 495";" 0.00";" -83.170";"lieu";" 7.529518e-20"
"  7";" 579";" 1.21";" -81.624";"sortir";" 1.645685e-19"
"114";"1696";" 6.72";" -81.311";"homme";" 1.928248e-19"
" 94";"1502";" 6.26";" -80.883";"vraiment";" 2.395303e-19"
" 12";" 630";" 1.90";" -79.681";"sûr";" 4.399337e-19"
"  2";" 499";" 0.40";" -79.216";"faux";" 5.566992e-19"
"  5";" 535";" 0.93";" -78.573";"côté";" 7.711020e-19"
