"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"mass";"chi.distance";"inertie"
"classe 1";3,18669035729738;1,07942099490634;0,199477588276169;-0,359685400249525;0,0176747493591749;0,301740755391;0,936425054860606;0,317193310626549;0,0586174967132338;-0,105695371340338;0,00519381435990842;0,0886680448176125;0,918031854033496;0,0718404068735378;0,00205743737971853;0,00548926945459946;1,18390901647174e-05;0,00256919316844401;0,807190357870136;0,092614280013789;0,00316289264104808;0,010283521326887;2,48314889082278e-05;0,00723709343280332;0,079487023226406;2,22706201022391;0,394240150922796
"classe 2";0,447935972902791;-2,27335514966719;-1,36877978058124;-0,574912475807405;0,147377746852089;0,298675041699455;0,16159500179882;-0,820123525956575;-0,49379372161569;-0,207402370388375;0,0531672129687107;0,107748421248499;0,0402162904527685;0,70650256836852;0,214781899422472;0,031093134394154;0,00182502044344018;0,00558108691872438;0,0231058572112814;0,595147725375724;0,215753259331201;0,0380621808909765;0,00250123229787724;0,0102727819226731;0,115156962970299;1,49567162867052;0,257609997834922
"classe 3";-0,775615931681551;1,63463055025969;-2,04623174244978;-0,430015143380493;0,418536388116185;-0,154758829410371;-0,276922740634167;0,583621807407773;-0,730578213966435;-0,153530848394192;0,149432520553028;-0,0552544596199077;0,120641708471046;0,36547047899029;0,48025739537123;0,0174045359255633;0,0147266600846719;0,00149922115718391;0,0680159015986839;0,302103835868546;0,473398253950273;0,0209066532746979;0,0198053928436778;0,00270787048785896;0,113062091976263;1,49526890015574;0,252787513512744
"classe 4";-0,545490216579424;0,0494569031289818;1,0348134810413;-1,19965033805176;0,284783457765116;0,13909724520197;-0,319747026338797;0,0289898832770641;0,606570976566871;-0,703192498380095;0,166929966850502;0,0815338738871274;0,182866402914965;0,00102523369347432;0,376395598295577;0,415107197192103;0,0208940817722351;0,0037114861316541;0,0760933367052808;0,000625498875782141;0,273839978703574;0,368029013965598;0,0207396877857647;0,00494777286575093;0,255724711098246;0,854164118226212;0,186575813486081
"classe 5";-0,0637178607326882;-0,262673728188763;0,718584517185484;2,82073168042908;5,25447691483099;0,878063566805705;-0,0104855757033058;-0,0432262670234289;0,118252123777068;0,464186889417625;0,864690289946719;0,144496408011585;0,000255412727070215;0,00296048238276649;0,0185795958311447;0,23492791557198;0,728136698242273;0,015139895244767;0,000107048338526523;0,00181924351193446;0,0136148628087063;0,209788226184471;0,727975117300148;0,0203286937540132;0,0263668081021992;2,66969247953988;0,187923042275243
"classe 6";-0,360236885598941;0,103302708664025;0,175474361395852;1,06819770924283;-1,01042837553981;1,33733105777318;-0,177439381674577;0,0508830979930821;0,0864321879033946;0,526154729322378;-0,497699689703175;0,658719874259811;0,0774078039208871;0,00434151043824606;0,0105050015050099;0,319449773097101;0,255301424333878;0,332994486704864;0,0253374125545308;0,00208357588597228;0,00601192072680805;0,22278666316417;0,199341155781063;0,349191581958818;0,195247689928622;0,866996061921261;0,146764207523837
"classe 7";-0,0264238565630943;-0,161490463733052;0,257192602740254;0,778104913910162;-0,371162982880405;-1,67809656149539;-0,0138268207697045;-0,0845031720756469;0,134581264203126;0,407159233512062;-0,194218585329593;-0,878098181264764;0,000546669860955347;0,0139262930942942;0,0296217056025913;0,222484598351679;0,0452163830433979;0,688204350047149;0,000150085721559514;0,00560584046825094;0,0142188318383901;0,130143741193199;0,0296125825025611;0,605314205578083;0,214954712697965;0,756754403061714;0,12309966870243
