"";"";"";"";"*postReposts_91";""
"1";"*postReposts_91";"1.49694707553446";"0.170804306638697";"3";"4"
"2";"*commentDate_1-4-2025";"1.29101379886848";"-0.119018300732414";"1.53034182044716";"12"
"3";"*postComments_14800";"2.69397624214434";"0.540093706779039";"1.51189048572098";"15"
"4";"*postComments_1500";"1.84229659822884";"0.418723304812284";"1.34241555458971";"21"
"5";"*postDate_31-8-2025";"1.84229659822884";"0.418723304812284";"1.34241555458971";"22"
"6";"*postReposts_13";"1.95884239564368";"0.31186566440734";"1.26584857935354";"26"
"7";"*postDate_9-10-2025";"-0.472956071393251";"1.11929237005406";"1.20326780500531";"30"
"8";"*postDate_19-11-2025";"-0.345626311564614";"-0.181405123868138";"1.1951266208189";"34"
"9";"*postLikes_9400";"-0.455797862082308";"0.815551364116099";"1.15459373083781";"42"
"10";"*commentDate_13-10-2025";"-0.287881866017864";"0.783681239655144";"1.14825144500684";"43"
"11";"*postLikes_5500";"-0.513136907116523";"0.988622125251791";"1.12689319030386";"44"
"12";"*commentDate_14-10-2025";"-0.316900694822774";"0.864380093738519";"1.12345688914725";"45"
"13";"*postLikes_140600";"0.588928980015839";"-2.44582880519825";"1.11877008863124";"48"
"14";"*postDate_17-3-2025";"0.588928980015839";"-2.44582880519825";"1.11877008863124";"49"
"15";"*postDate_31-10-2025";"-0.34797834963264";"-0.105704319765618";"1.09034344163805";"54"
"16";"*postReposts_4900";"1.4026143269339";"-0.20779433386024";"1.08964258834463";"56"
"17";"*commentDate_9-10-2025";"-0.158493239467136";"0.827789418686699";"1.08860596147603";"57"
"18";"*commentDate_19-11-2025";"-0.310113299010248";"-0.0954848319259092";"1.08397559087377";"60"
"19";"*postLikes_5400";"-0.280774158338229";"-0.199657691173769";"1.07917125401808";"61"
"20";"*postComments_747";"-0.524591076130015";"1.23677173162112";"1.07097176931304";"63"
"21";"*postComments_124";"-0.0138871077379929";"-0.316623138945912";"1.05135785365663";"74"
