"";"";"";"";"tête";""
"339";"boy";"-0.806721642370677";"0.121240105707878";"0.820751439189617";"594"
"340";"porno";"0.00931289317124349";"-0.0602744396833173";"0.820729631936333";"595"
"341";"âme";"-2.09252724762072";"0.656017192666622";"0.820670335809426";"596"
"342";"visiblement";"0.283389784060903";"-0.201946182009681";"0.820668865657519";"597"
"343";"vaisselle";"-0.890556287514331";"0.197037610476421";"0.820541575004923";"598"
"344";"piéger";"0.0732780183824977";"-0.428697654075018";"0.820390149358524";"599"
"345";"brosse";"-0.160218910893973";"-0.835339788893988";"0.820384268750897";"600"
"346";"cirque";"0.833887302737374";"0.721148319325175";"0.820311251206193";"601"
"347";"problème";"0.494601248845121";"-0.415491316627831";"0.820082520072029";"602"
"348";"pov";"-1.08196519768344";"0.281953102520867";"0.82002787942616";"603"
"349";"enfanter";"0.280045841481246";"-0.107219794510173";"0.819955596957409";"605"
"350";"esprit";"-0.193073098470745";"0.155868578003361";"0.819923498640778";"606"
"351";"importer";"0.340841478382883";"-0.168175126083872";"0.819890665248193";"607"
"352";"spa";"-0.569534149814706";"-0.402407724601921";"0.81979192004512";"608"
"353";"sanglier";"-0.675410166607946";"-0.277859756745211";"0.81979192004512";"609"
"354";"famille";"-0.225343663517275";"0.18855894437587";"0.819696850221815";"610"
"355";"pia";"0.26549223578687";"-0.131463813898347";"0.819671000050787";"611"
"356";"désolé";"0.279986580743865";"-0.207940918778366";"0.819656053506401";"612"
"357";"traumatisme";"0.413629165712329";"-0.197184732083948";"0.819590264208573";"613"
"358";"emji_notes_de_musique";"-3.32759515638291";"1.00871850056264";"0.81944925213818";"614"
"359";"emji_trèfle_à_quatre_feuilles";"-2.9917717875939";"0.918939837306495";"0.81943589825836";"616"
"360";"mâle";"0.194316759631646";"-0.185434082310007";"0.819370353985849";"617"
"361";"plr";"0.240816035266004";"-0.734617218867187";"0.819278346979016";"618"
"362";"génération";"-0.503946031033271";"0.0536475811002422";"0.819177274035425";"619"
"363";"sage";"-3.07394604880163";"0.903216652438381";"0.819150811301102";"620"
"364";"renseigner";"0.654722968284677";"0.310271468673278";"0.81912434856678";"621"
"365";"foi";"0.314005163177922";"0.257037461182202";"0.819039447294163";"622"
"366";"discuter";"0.212711853873845";"0.0174891670024867";"0.818875770381874";"624"
"367";"époux";"-0.651229150657997";"0.328505544337283";"0.818844407141196";"625"
"368";"origine";"0.343081436168614";"-0.0247152414152622";"0.818838158995592";"626"
"369";"violent";"0.516166549283872";"0.658402031757796";"0.818791849210528";"627"
"370";"pondre";"0.177385683432848";"-0.520219319737843";"0.818711848444267";"628"
"371";"frustré";"0.194589633467513";"-0.866587279196734";"0.818695676773293";"629"
"372";"fête";"-2.13052191804689";"0.562202863335973";"0.818595951468949";"630"
"373";"emji_visage_étourdi";"-0.475965171799992";"0.0516056624654744";"0.818433867221226";"632"
"374";"mamie";"-2.86649128248682";"0.883010518626563";"0.818331201613068";"633"
"375";"bouton";"-0.858016392910217";"0.202740399164584";"0.81832654613203";"634"
"376";"admirable";"-0.869726069728535";"0.426084508957903";"0.818311109537009";"635"
"377";"dico";"-0.61678498097983";"-0.0465064631366215";"0.818301676062274";"636"
"378";"emji_tête_qui_explose";"-0.033405056342427";"-0.477689460464126";"0.81829322268881";"637"
"379";"emji_yeux";"-0.0420482085502604";"0.0448011473936432";"0.81825757150507";"638"
"380";"emji_visage_persévérant";"-0.351307405720298";"-0.633413124770079";"0.818230741232771";"640"
"381";"grossesse";"0.329033017402411";"-0.2968733589891";"0.818131260953746";"642"
"382";"dissociation";"-0.234136786949599";"-0.0799315608520444";"0.818131260953746";"643"
"383";"publier";"0.457551313721354";"0.36725104130019";"0.818093649567464";"645"
"384";"connaître";"-0.160619200383194";"-0.012692004303803";"0.81807845799776";"646"
"385";"emji_mains_qui_forment_un_coeur";"-2.85357675956576";"0.828017737133975";"0.818063633966033";"647"
"386";"anglais";"0.431974212168068";"0.182652863252733";"0.818005930503692";"648"
"387";"avis";"0.329590427223667";"0.0419328921262596";"0.818004705377103";"649"
"388";"honteux";"0.483938391743482";"0.284292508492588";"0.817992454111213";"650"
"389";"société";"0.304503546403177";"-0.394766514466152";"0.817971136908565";"651"
"390";"vouvoyer";"0.161416496966812";"-0.00967939159396639";"0.817964643737643";"652"
"391";"parfaitement";"0.0783971263051138";"-0.21922633893552";"0.81795827307938";"653"
"392";"emji_visage_qui_tire_la_langue_les_yeux_plissés";"-1.31462842836538";"0.104548048748036";"0.817904980072759";"654"
"393";"désigner";"0.455515926680989";"0.240356793287792";"0.817904980072759";"655"
"394";"censure";"0.568010519774475";"-0.110737941891665";"0.817891013629645";"656"
"395";"connotation";"-0.130244209096013";"-0.245667804638986";"0.817791288325301";"657"
"396";"répartition";"0.594268070280518";"-0.535394412313238";"0.817775729217621";"658"
"397";"emji_renard";"-2.96644566286393";"0.857635939391152";"0.817750124071911";"659"
"398";"façon";"-0.0990734834044845";"-0.10156659629898";"0.817734442451572";"660"
"399";"psychologique";"0.306256362151409";"-0.0802404351858985";"0.817568315286105";"661"
"400";"mourir";"0.0187781772373679";"0.149010565071912";"0.817479003557768";"662"
"401";"pertinent";"0.149487030740308";"-0.0243800208582099";"0.817471530285575";"663"
"402";"negro";"-0.186129461956827";"-0.250407932575277";"0.81746760988049";"664"
"403";"titre";"0.340944730251923";"0.0384186510052842";"0.817450580620903";"665"
"404";"emji_visage_avec_lunettes_de_soleil";"-2.54510904716844";"0.65232936756366";"0.817431223620797";"666"
"405";"évoluer";"0.0587480016352043";"-0.359323151248339";"0.817370089804006";"667"
"406";"banane";"-0.0678769673885961";"-0.515473759666265";"0.817356245873551";"668"
"407";"tronche";"-0.11954097930069";"0.138349596947704";"0.817293641904854";"669"
"408";"friendzone";"0.263687868197097";"-0.121563215816092";"0.817244269303317";"670"
"409";"vendredi";"-0.166780141106795";"-0.144942991138967";"0.817163288435785";"671"
"410";"août";"-0.165620804272798";"0.162392253596362";"0.817163288435785";"672"
"411";"récré";"-3.25068594173742";"1.00290573964355";"0.816935414890233";"673"
"412";"emji_visage_avec_bouche_en_diagonale";"-0.135598520313569";"0.0506772548169169";"0.816903439086261";"674"
"413";"sûr";"0.180362720307367";"-0.0163535896217166";"0.816843040345423";"675"
"414";"rester";"0.290719690304387";"-0.316570539690732";"0.816688306857234";"676"
"415";"nostalgie";"-2.90645377546716";"0.875467809927462";"0.816617617053049";"677"
"416";"extraordinaire";"-2.82029120583068";"0.864181407419891";"0.816560893691979";"678"
"417";"finir";"0.169236650850926";"-0.104664091294955";"0.816535656084246";"679"
"418";"halluciner";"-0.628440320504636";"-0.0893105706008989";"0.816503312742297";"680"
"419";"pépite";"-3.16754064952755";"0.98899081551228";"0.816405425127836";"681"
"420";"appellation";"-0.00570827918985023";"0.71575168496187";"0.816381780184669";"682"
"421";"arriver";"0.127812503087906";"-0.223788221902451";"0.816360585494679";"683"
"422";"emji_visage_qui_fait_un_câlin";"-2.28402995829869";"0.482612812037939";"0.816119235556649";"684"
"423";"normal";"0.291830664347499";"-0.470530427505362";"0.815966829808978";"686"
"424";"genre";"0.196438516627196";"-0.0128779235587142";"0.81595102567598";"687"
"425";"chaise";"-2.79530936604742";"0.880908874099539";"0.815769216890174";"688"
"426";"julien";"-3.11243754595701";"0.931570616534846";"0.815509857591285";"689"
"427";"pire";"0.352440618853167";"-0.0545647781155537";"0.81472050853";"692"
"428";"gosse";"-0.353538603875578";"-0.107946341627889";"0.81469600599822";"693"
"429";"seul";"0.307053568664526";"-0.0417635820659235";"0.814686940061461";"694"
"430";"mode";"-0.266438371205854";"-0.205402730165482";"0.814641977915645";"695"
"431";"peur";"0.0547187863343017";"0.0357087387528268";"0.814416309597954";"696"
"432";"venir";"0.187636370486563";"-0.139202280459405";"0.814394992395305";"697"
"433";"aider";"0.543345201334074";"-0.115964040892678";"0.814386906559818";"698"
"434";"long";"0.156458104216397";"-0.271084466069023";"0.814287916331427";"699"
"435";"cas";"0.356929778325124";"-0.243911381986956";"0.814053304589636";"700"
"436";"plutôt";"0.316198225895332";"-0.264903639000938";"0.813785369404624";"701"
"437";"besoin";"0.323701378262075";"-0.497205890235049";"0.813612871580894";"702"
"438";"rentrer";"0.229030369623961";"-0.198929272978786";"0.813277186895511";"703"
"439";"espérer";"-0.318970926208334";"0.195186486399455";"0.813244230990268";"704"
"440";"peine";"0.422942713853666";"0.0111777285669653";"0.813185302401337";"705"
"441";"situation";"0.607032239094233";"0.194527101351836";"0.81317942179371";"706"
"442";"plaindre";"0.354245030291119";"-0.314771946368028";"0.813015009805468";"707"
"443";"coup";"0.196073390179017";"-0.091631854238913";"0.812865421848952";"708"
"444";"apprentissage";"0.0607490217506518";"-0.216454165669125";"0.81268545075303";"709"
"445";"face";"0.500669028377049";"0.400698102433265";"0.812624439448898";"710"
"446";"cours";"-0.0295682354950033";"0.101533310840298";"0.812495678644395";"711"
"447";"trouver";"0.0142624188931041";"-0.299297048575544";"0.812487837834226";"712"
"448";"bouger";"-0.022087449915173";"-0.0775991524468355";"0.81169959138687";"713"
"449";"mentalité";"-0.289564111125255";"0.0113765352746968";"0.811647400994179";"714"
"450";"prof";"-0.366375212294008";"-0.148557106373665";"0.811242986707154";"715"
"451";"personnellement";"0.116774188459745";"-0.399974193794227";"0.811239556352705";"716"
"452";"porter";"-0.125279326280722";"-0.18769474040199";"0.81119116385244";"717"
"453";"côté";"0.190993161644229";"-0.321811625155175";"0.811143873966105";"718"
