"";"";"";"";"tête";""
"33";"aller";"0.29278548992072";"-0.220272929041411";"0.889723860921848";"138"
"34";"errant";"-0.327327457228092";"-0.436725658526239";"0.888191717609658";"141"
"35";"voisin";"-0.0159413428912696";"-0.139672914293121";"0.886114515478027";"145"
"36";"masculinisme";"0.265449292831785";"-0.114502020728987";"0.885973503407634";"147"
"37";"monde";"0.245602708210391";"-0.124921734957493";"0.885222990859219";"149"
"38";"russie";"1.80807437822719";"3.4414258977659";"0.884095384346714";"154"
"39";"instinct";"-0.0774844781860643";"-0.635516329232709";"0.883599698128809";"157"
"40";"penser";"0.0382248167335335";"-0.154992761311675";"0.878815701311465";"164"
"41";"casseur";"1.91350741740388";"3.53742750139693";"0.876584500767598";"167"
"42";"touchant";"-3.18649499928078";"0.991300630938327";"0.875079677778342";"171"
"43";"voir";"0.0455332605065405";"-0.0985060791614194";"0.874706749244654";"172"
"44";"libérer";"1.63731235690924";"2.7162763634162";"0.874312380995658";"173"
"45";"réponse";"0.0456330877883179";"0.109207573690324";"0.874296944400637";"174"
"46";"emji_visage_de_geek";"-0.137959308944983";"0.00977858670324122";"0.872965109285747";"176"
"47";"gâteau";"-0.223599960239094";"-0.216622111239143";"0.872231258458942";"178"
"48";"emji_visage_souriant_avec_yeux_rieurs";"-2.4875011789619";"0.704362796817599";"0.871599460677001";"180"
"49";"habitat";"0.176861012155085";"-0.890941931709354";"0.871535876607032";"181"
"50";"bombarder";"1.91579067618502";"3.4461220494793";"0.870781811191509";"183"
"51";"temps";"-0.141174975746993";"-0.154721105016425";"0.870711121387325";"184"
"52";"ménager";"0.200254539983002";"-0.129975329702508";"0.870187747308508";"186"
"53";"célibataire";"0.00646885544834036";"-0.0782963261328134";"0.869079007745473";"187"
"54";"gagner";"0.620170860098196";"-1.06144333823195";"0.86832273710209";"191"
"55";"congo";"1.98153731487384";"3.6846788080044";"0.868050391461358";"193"
"56";"gaffe";"-0.10378052582962";"-0.588192402212418";"0.867914157384662";"194"
"57";"parent";"-0.108482620076861";"-0.410798865804274";"0.867559728262468";"197"
"58";"netanyahu";"2.18454818485909";"4.10116472455502";"0.867539636186408";"198"
"59";"maladie";"0.654726346497945";"-1.28860243653027";"0.86676841899864";"202"
"60";"empoisonner";"0.255683020375032";"-0.359366977151915";"0.866453316439951";"203"
"61";"mdr";"-0.140833934873853";"-0.0904858955871194";"0.866354203698902";"204"
"62";"poulailler";"-0.511987791707247";"-0.421328567830663";"0.865935700456104";"206"
"63";"octobre";"1.55018476021848";"2.92743209761942";"0.864305792042112";"210"
"64";"méchant";"0.370683446568084";"0.145788547596176";"0.864294030826858";"211"
"65";"humanitaire";"1.76313668013835";"2.96205684075676";"0.864205331661815";"212"
"66";"étonner";"0.132578899360216";"-0.299541793362683";"0.863209181232308";"217"
"67";"emji_visage_qui_hurle_de_peur";"-0.490080879489742";"-0.144344854413721";"0.863033253054129";"220"
"68";"péjoratif";"-0.0529781146036691";"-0.126106199159303";"0.861953794016571";"224"
"69";"emji_visage_qui_vomit";"-0.0833082378708415";"-0.895609508543711";"0.861090937359946";"227"
"70";"vidéo";"-0.414772710602268";"0.266455681838984";"0.860815528902741";"229"
"71";"poser";"0.329547423847496";"-0.276632829106272";"0.860446765799455";"230"
"72";"racisme";"0.197347395490683";"0.00667336817779333";"0.858799338075242";"235"
"73";"bouffer";"0.0984422298191352";"-0.320532393296477";"0.858657713441554";"236"
"74";"poussin";"-0.361999110339534";"-0.188303744454928";"0.858643011922486";"237"
"75";"changer";"-0.0459110015715342";"-0.200472776141206";"0.858251338951987";"239"
"76";"mois";"0.531170652406436";"-0.990751506115474";"0.858034369033077";"240"
"77";"emji_visage_boudeur";"0.31552989521536";"0.420577896595381";"0.857943219614856";"241"
"78";"liban";"1.93527198352314";"3.91005971326604";"0.85739424039033";"242"
"79";"fouine";"-0.176850192298493";"-0.590686782535065";"0.85716612181946";"243"
"80";"prime";"0.792265294766926";"-1.24119785522201";"0.856997544400815";"245"
"81";"fortune";"0.746089220968689";"-1.27729948391439";"0.856943883856217";"246"
"82";"udc";"0.423627846691197";"-0.128283202931587";"0.856751661494405";"247"
"83";"emji_visage_riant_aux_larmes";"-0.874214462623457";"0.0877980139298217";"0.856120843813734";"249"
"84";"école";"-0.45198857666131";"-0.0769640262612288";"0.855994165724433";"256"
"85";"masculin";"0.279407057696231";"-0.316123212823881";"0.855708343691222";"258"
"86";"produit";"0.780891472092284";"-1.35839701453761";"0.855107541611982";"260"
"87";"propos";"0.231116088863178";"0.21583423022369";"0.854454671652709";"261"
"88";"scientifique";"0.4670361684397";"-0.283892259298064";"0.854240029474318";"262"
"89";"pigeon";"-0.0326235728582248";"-0.458467269604545";"0.853809765016265";"264"
"90";"drone";"1.74550441999586";"2.80981286880752";"0.853514754533637";"266"
"91";"emji_visage_qui_rougit";"-0.525790579001199";"0.0766266583505567";"0.853209207962343";"268"
"92";"banque";"0.82714030792068";"-1.10570203433989";"0.853149054246823";"269"
"93";"moyenne";"0.766548038201456";"-1.34309958413034";"0.85300816468909";"270"
"94";"comprendre";"0.0899350825223012";"-0.0664912936108829";"0.852940905239354";"271"
"95";"domination";"0.439873466333693";"0.136603321497728";"0.852917872859481";"272"
"96";"acheter";"0.388890382844338";"-0.945876013569595";"0.852366320869118";"273"
"97";"argument";"0.488073171514629";"-0.0313730204347051";"0.852278111754711";"275"
"98";"emji_pouce_vers_le_haut";"-2.54040073627168";"0.77585575596689";"0.852114924893058";"276"
"99";"emji_visage_retenant_ses_larmes";"-3.14487842838917";"0.927191369704248";"0.851935688873089";"277"
"100";"ville";"0.482595873573882";"-0.731805326597998";"0.851850542575154";"278"
"101";"prostitution";"0.300361656661972";"-0.403175002257385";"0.85184098658776";"279"
"102";"vivre";"-0.037251737305772";"-0.174041345188327";"0.851278898508731";"281"
"103";"mariage";"-0.130641238218162";"0.0596224473717157";"0.851224380375521";"282"
"104";"pacifique";"1.64451536861078";"2.76301284005328";"0.850827194335371";"284"
"105";"free";"1.72600521693894";"3.37992371064511";"0.850561586890878";"285"
"106";"transport";"0.788057363248602";"-1.48861054330457";"0.850390314193738";"286"
"107";"choco";"-0.186129461956827";"-0.250407932575277";"0.850279440237434";"287"
"108";"sexuel";"0.376968494540872";"-0.011213831537591";"0.849923663475992";"288"
"109";"parental";"0.284684008907255";"-0.116013516953351";"0.849520351802896";"289"
"110";"massacrer";"1.83589298711778";"3.48076674717412";"0.849124513401994";"292"
"111";"gibier";"-0.176850192298493";"-0.590686782535065";"0.848995017521538";"293"
"112";"andrew";"-0.176850192298493";"-0.590686782535065";"0.848995017521538";"294"
"113";"assassiner";"1.97628064381203";"3.59213847545204";"0.848962919204906";"295"
"114";"expression";"0.183952275735148";"0.108981432954265";"0.848874220039863";"297"
"115";"péter";"-0.162804659072374";"0.0857167781362728";"0.848772534532977";"298"
"116";"allemand";"0.223433004796585";"-0.0879749148722239";"0.848289834656916";"300"
"117";"bombardement";"2.0992975577243";"3.90737630253979";"0.847870228800187";"302"
"118";"terrorisme";"1.8692919951209";"3.5739717701936";"0.847845971293725";"304"
"119";"emji_drapeau_israël";"1.69321300587389";"3.77723200216818";"0.847737302565281";"305"
"120";"commenter";"0.368785611526749";"0.054175416168505";"0.847596535520207";"306"
"121";"emji_visage_aux_yeux_en_spirales";"-0.185075100673566";"-0.351369013504207";"0.84751824993117";"307"
"122";"mdrrr";"-0.255514971404828";"-0.218689590111343";"0.847427835588903";"308"
"123";"mignon";"-2.836393957327";"0.807938710954179";"0.847074754105956";"309"
"124";"emji_visage_qui_regarde_entre_ses_doigts";"-0.566753970967817";"-0.102914080952928";"0.84704878142227";"310"
"125";"végétarien";"0.155043438771241";"-0.842020187781268";"0.847036775181698";"311"
"126";"emji_drapeau_territoires_palestiniens";"1.36001299894591";"3.58056227440058";"0.846902868845521";"313"
"127";"patriarcal";"0.301699931941507";"-0.17444215774431";"0.846747277768719";"315"
"128";"santé";"0.434842034359957";"-0.903979175833992";"0.846624642597162";"316"
"129";"colonisation";"1.85063558209826";"3.12707400027894";"0.846505437780053";"318"
"130";"sanction";"1.66373533681388";"2.64167868571879";"0.846147578303409";"319"
"131";"jeune";"-0.47945475167232";"-0.0442113607013147";"0.846069660252349";"321"
"132";"coûter";"0.600768087281384";"-1.28795506069139";"0.845855508124594";"322"
"133";"jour";"0.043695661842187";"-0.370840144015166";"0.84557115624329";"324"
"134";"degré";"-0.1050670953194";"-0.477354210683144";"0.845274553096095";"326"
"135";"humain";"0.187234065657994";"0.148152250789501";"0.845235594070566";"327"
"136";"phrase";"-0.215814065035679";"0.202117819052933";"0.845155715816963";"328"
"137";"écosystème";"0.247638417396874";"-0.615335540496996";"0.84506934439244";"329"
"138";"bombe";"1.45816270760627";"3.04652545474215";"0.844728146637406";"330"
"139";"travailler";"0.325700315785411";"-0.788560290348893";"0.844478220813252";"331"
"140";"fumigène";"-0.186129461956827";"-0.250407932575277";"0.843716069562242";"336"
"141";"draguer";"0.0597935418663055";"0.062340595888271";"0.843668167112613";"337"
"142";"taser";"-0.170888029358423";"-0.249115170410834";"0.843582898302019";"338"
"143";"triste";"-0.433046518451866";"0.0828962396225962";"0.843559620896828";"340"
"144";"salarial";"0.491768836391356";"-0.600256745732959";"0.843543694251171";"341"
"145";"post";"0.453181563018404";"0.163269990087474";"0.843368256123628";"342"
"146";"utiliser";"0.399233871796001";"-0.763439359379881";"0.843184977185915";"343"
"147";"intelligence";"-0.262556365073021";"0.132859418728905";"0.842989324469654";"344"
"148";"divertissement";"-0.189859587622258";"-0.698638254784202";"0.842900502791952";"345"
"149";"second";"0.0705868279061463";"-0.0951147511987822";"0.84279171155085";"346"
"150";"conjoint";"0.347418474381826";"-0.286607089859997";"0.842777377569759";"347"
"151";"dépendant";"0.198098233861574";"-0.673569013335365";"0.842697866854133";"348"
"152";"marché";"0.64955215575853";"-1.1631900989152";"0.841977737445125";"349"
"153";"emji_visage_avec_les_sourcils_relevés";"0.052857947889598";"-0.137325686893998";"0.841286766048936";"352"
"154";"svp";"-0.121154453652216";"0.119150729398682";"0.841257117985482";"353"
"155";"conjugal";"0.352503350152702";"-0.24130837809761";"0.841223917054921";"354"
"156";"patriarcat";"0.170512943594361";"-0.139463011340019";"0.841120148832833";"356"
"157";"science";"0.352118837519109";"-0.367730198150962";"0.841001311553701";"357"
"158";"canidé";"-0.176850192298493";"-0.590686782535065";"0.840824158248933";"358"
"159";"relation";"0.380670653846265";"0.0610259615958661";"0.840316220765138";"359"
"160";"public";"0.776959141344705";"-0.530201973296907";"0.84030825744231";"360"
"161";"divorce";"0.374447165362943";"-0.292812721141517";"0.84007683102965";"362"
"162";"route";"0.562507661639812";"-1.01320780907735";"0.840045100250995";"363"
"163";"augmentation";"0.827194491660848";"-1.38131088082029";"0.839951990630232";"364"
"164";"ultra";"0.723421329661195";"-1.06760974006412";"0.839780350395115";"365"
"165";"ménage";"0.307133955478443";"-0.753120126398827";"0.839662493217254";"366"
"166";"domestiquer";"0.0588059652838607";"-0.592661544083016";"0.839496856102422";"367"
"167";"nain";"-0.351557828598894";"-0.261433953441847";"0.83944932119077";"368"
"168";"relire";"0.401689046309919";"0.149281315064785";"0.839409872114604";"369"
"169";"vélo";"0.684106268335694";"-1.47186116197883";"0.839020404371965";"370"
"170";"vraiment";"-0.133287915944433";"-0.0731686751903995";"0.838977157403373";"371"
"171";"produire";"0.762670124484389";"-1.10648601854437";"0.838915533535947";"372"
"172";"emji_visage_avec_masque";"-0.365214849418479";"-7.60471728798578";"0.838733724750141";"373"
"173";"raison";"-0.168535279703447";"0.0779743396903766";"0.838248574620901";"375"
"174";"équipe";"0.103444480018162";"-0.855713087110635";"0.838085755297225";"376"
"175";"émouvant";"-3.28297158815058";"0.985621712113933";"0.837996933619523";"377"
"176";"abeille";"-0.479676078717009";"-0.497527595259398";"0.837876748701143";"378"
"177";"romance";"0.272505838710756";"-0.130461404957112";"0.837851756118728";"379"
"178";"incroyable";"-1.98005296360222";"0.574215505817349";"0.837770775251196";"380"
"179";"enfance";"-2.54426737117059";"0.693028466730189";"0.837463758527995";"381"
"180";"assumer";"0.525370045656125";"0.311084239343159";"0.837074290785355";"386"
"181";"billet";"0.380404661554043";"-1.18741118183439";"0.837014872145789";"387"
"182";"héritage";"0.651199589959919";"-1.27536403737942";"0.836966357132865";"388"
"183";"instagram";"0.270952680680243";"-0.126173257580513";"0.836797289663585";"392"
"184";"biologiste";"0.0894217452183704";"-0.839770100371204";"0.83637388591443";"394"
"185";"malheureusement";"0.158310562030262";"-0.0424680246065305";"0.836021907045413";"396"
"186";"vaud";"0.4879315198418";"-1.29842092259196";"0.835810450196154";"398"
"187";"apprendre";"-0.0929549322197354";"-0.0700144281146042";"0.835757279702192";"399"
"188";"emji_étincelles";"-2.77993769547085";"0.869363049275458";"0.835606221593769";"400"
"189";"polluer";"0.778877555401963";"-1.29283891731162";"0.835516542327455";"401"
"190";"économique";"0.897692557628295";"-0.827460468650645";"0.835493632460241";"402"
"191";"chf";"0.795804036546565";"-1.35606736240781";"0.835476480687996";"403"
"192";"égal";"0.480329694517493";"-0.352925113953609";"0.835331793237836";"405"
"193";"emji_visage_avec_un_monocle";"-0.22975531337705";"-0.126415570251706";"0.834591816778086";"408"
"194";"exactement";"0.0500582327463337";"0.0656085312576115";"0.834478615081264";"409"
"195";"travail";"0.352483766412384";"-0.642124612734322";"0.83446452612549";"410"
"196";"énergie";"0.41690818153522";"-1.03829430009571";"0.83440780276442";"411"
"197";"foot";"-0.309721013299002";"-0.179564221522934";"0.834348629150172";"413"
"198";"réduire";"0.79331810607241";"-1.20091263793546";"0.834348016586878";"414"
"199";"train";"0.665752992496477";"-0.681324437952178";"0.833976435692437";"415"
"200";"asf";"0.395483961215727";"0.0163539103205844";"0.833851350267701";"416"
"201";"preuve";"0.520000566357347";"0.189781115487239";"0.833744396716483";"417"
"202";"céréale";"0.0142550255916888";"-0.310353175649922";"0.833659127905889";"418"
"203";"passer";"0.148960612030076";"-0.150883303808337";"0.83364234367162";"419"
"204";"rouler";"0.288008097028875";"-1.05473533302585";"0.833094099523047";"421"
"205";"accident";"0.825833493048134";"-1.25639087292238";"0.832962765952707";"423"
"206";"info";"0.537828043044168";"0.109607107274444";"0.832953209965313";"424"
"207";"client";"0.522453232623914";"-1.13280176431034";"0.832853239635652";"426"
"208";"tete";"-0.00481132161252656";"-0.0917257991107535";"0.832803254470821";"427"
"209";"avion";"0.763445742542123";"-1.25766933987178";"0.832783774958056";"428"
"210";"ravaler";"-0.176850192298493";"-0.590686782535065";"0.832653544001647";"429"
"211";"amnésie";"-0.176850192298493";"-0.590686782535065";"0.832653544001647";"430"
"212";"gamelle";"-0.252220818640528";"-0.556527276544046";"0.832626958754666";"431"
"213";"ca";"-0.0308852036102534";"-0.118949867323168";"0.83243951438655";"433"
"214";"livre";"0.186773629461394";"0.00419955643867059";"0.832267016562821";"434"
"215";"taux";"0.791177690096531";"-1.3188275480982";"0.83213360027728";"436"
"216";"vendre";"0.567472068389433";"-0.605423740977238";"0.832122941675955";"437"
"217";"emji_coeur_cartes";"-3.25663417763211";"0.975400318964406";"0.832117306093646";"438"
"218";"pauvre";"-0.00621053459025994";"-0.260647531026128";"0.832013047820923";"439"
"219";"vol";"0.84236495647646";"-1.0996398281066";"0.831895068130403";"440"
"220";"assistant";"0.225471740035647";"-0.365092660363796";"0.831660456388612";"441"
"221";"témoignage";"-2.51684045061472";"0.979782035127271";"0.831355644893272";"442"
"222";"congé";"0.176888755713677";"-0.373871749514403";"0.831134632056618";"443"
"223";"nourriture";"0.549817609873636";"-0.678437821772247";"0.83102645337881";"444"
"224";"emji_visage_expirant";"-0.423449195596399";"-0.0536424839243807";"0.83060255957902";"446"
"225";"claque";"-0.327614994549995";"0.0177652293161521";"0.830284149178542";"448"
"226";"laisser";"0.375663249399378";"-0.107276198451734";"0.830013028664398";"450"
"227";"éducation";"0.0739975752812777";"-0.209486230848631";"0.82993719332854";"451"
"228";"ptn";"-0.281487516841332";"0.115057035316497";"0.829836365410266";"453"
"229";"training";"-0.0713383886499134";"-0.292998566277626";"0.829739212871759";"455"
"230";"nationalité";"0.3776004163935";"-0.218224093169818";"0.829635077111695";"459"
"231";"employé";"0.670450147716815";"-1.10941780724266";"0.829593790345646";"460"
"232";"misogynie";"0.1728627911443";"0.231738050364324";"0.829534249193421";"461"
"233";"milliardaire";"0.838522751936426";"-1.20973185039519";"0.829378290578643";"462"
"234";"chômage";"0.849845064129433";"-1.51610821549406";"0.829043340969213";"464"
"235";"féminicides";"0.503676251562182";"-0.0272882489835747";"0.829012345266512";"465"
"236";"georges";"-2.73955793538412";"0.840657920643536";"0.828923156050833";"466"
"237";"chier";"0.176414802790473";"-0.206931727099114";"0.828887994917729";"467"
"238";"emji_mains_en_prière_peau_claire";"-2.61298293823756";"0.719932083389428";"0.828858101828958";"469"
"239";"traquer";"0.312647825876512";"-0.0627556059999894";"0.828804196259043";"471"
"240";"tate";"-0.0463084683614244";"-0.452553357385096";"0.828804196259043";"472"
"241";"htag_";"-0.609042156095777";"-0.296072244731986";"0.828804196259043";"473"
"242";"emji_visage_en_colère_avec_des_cornes";"0.0218812359263645";"-0.680345875930353";"0.828804196259043";"474"
"243";"offrir";"0.159668323468964";"-0.679403870493009";"0.828778958651309";"476"
"244";"cuire";"-0.149118471314095";"-0.484470313311889";"0.828771607891776";"477"
"245";"patron";"0.51551280610618";"-1.14362887514611";"0.828771362866458";"478"
"246";"source";"0.596324892081507";"-0.0595294880169262";"0.828728973486479";"480"
"247";"hétéro";"0.295782581406105";"-0.106817641184537";"0.828535035947442";"481"
"248";"etc";"0.462765978149999";"-0.468586429740632";"0.828524009808141";"482"
"249";"adorable";"-2.64314563673958";"0.755994830892878";"0.828496199434571";"483"
"250";"parfum";"-0.319435612229198";"-0.606568200076831";"0.828375892003532";"484"
"251";"gratuit";"0.736801847039239";"-1.21916569310862";"0.828297361389178";"485"
"252";"projet";"0.629067407044049";"-0.848125292713558";"0.828246886173711";"486"
"253";"cash";"0.692013700351536";"-1.41950983895232";"0.828154021578266";"488"
"254";"excellent";"-2.16399654043075";"0.572182313413555";"0.828148140970639";"489"
"255";"ems";"0.0384712516241147";"-0.27147970768685";"0.828015827299028";"493"
"256";"élève";"-0.15350329394349";"-0.143924462962067";"0.828015827299028";"494"
"257";"carence";"0.239558871412345";"-0.662615812451346";"0.827948567849293";"495"
"258";"toxique";"0.219728971853416";"-0.30137308162388";"0.827888536646432";"496"
"259";"sentir";"0.00155552741074146";"-0.148601021791076";"0.827882656038805";"497"
"260";"com";"-0.56290287042883";"0.166514470851189";"0.827270705307605";"498"
"261";"célestin";"-3.23976571774926";"1.06109422264182";"0.827184946446376";"499"
"262";"message";"0.251771805675979";"0.199814912560296";"0.827102250401619";"500"
"263";"incels";"0.367828676369574";"0.133458216196024";"0.826795478703736";"502"
"264";"sagesse";"-3.01834234561698";"0.925761666748043";"0.826733977348969";"503"
"265";"lunaire";"-0.495260894354473";"0.0618417377072515";"0.826697468576617";"504"
"266";"foutre";"0.283896387176442";"0.180015099393209";"0.826681174392983";"505"
"267";"gueule";"0.0862638406933561";"-0.0715407502058454";"0.826389226726827";"506"
"268";"lecture";"0.337130369569837";"-0.0367671616454665";"0.826187325864962";"508"
"269";"rapport";"0.48098798702313";"-0.0963205761297898";"0.826101689516391";"509"
"270";"vrai";"-0.235149721924487";"0.0410135010447055";"0.826061872902249";"510"
"271";"restau";"-0.111643742797183";"-0.516942859019558";"0.825922208471104";"512"
"272";"emji_tête_de_fou";"-0.974072553227701";"-0.043694991521778";"0.82573023113461";"513"
"273";"orthographe";"0.308418606084685";"-0.0233841593130375";"0.82571467202693";"514"
"274";"beauté";"-2.41085979114541";"0.654162175711462";"0.825609923703571";"515"
"275";"obligation";"0.627623651525067";"-0.080690483275715";"0.825448452019142";"516"
"276";"étude";"0.522451700580605";"-0.619728677866377";"0.82544759443053";"517"
"277";"profil";"0.400842707930331";"0.0955690636865945";"0.825405082537892";"518"
"278";"publication";"0.443081575013711";"0.376066833737142";"0.825229766923008";"519"
"279";"vote";"0.498383795356231";"0.0558311596054319";"0.825164345163156";"520"
"280";"volaille";"-0.421882191862685";"-0.457440720875441";"0.825048693213155";"521"
"281";"jvais";"0.0882618365110787";"-0.79723524412623";"0.825048693213155";"523"
"282";"corne";"-0.556178069328409";"-0.290364205712398";"0.825048693213155";"524"
"283";"niveau";"0.296900897383013";"-0.477831679651949";"0.825041097428303";"525"
"284";"essayer";"0.314224561079923";"-0.0545169533707789";"0.825026150883918";"526"
"285";"chou";"-2.74672552071623";"0.942990900016163";"0.824816654237201";"528"
"286";"statistique";"0.484832265776906";"-0.375255858195773";"0.824783208281321";"529"
"287";"tunisien";"-0.103820134356672";"0.341147868092065";"0.824586820489106";"530"
"288";"carrément";"-0.0957483056420246";"-0.216996512663782";"0.824577019476394";"533"
"289";"foyer";"0.464789075507828";"-0.0946522396792643";"0.82454969915346";"534"
"290";"joyeux";"-2.87378632469349";"0.885213429847706";"0.824544921159763";"535"
"291";"nourrissage";"-0.176850192298493";"-0.590686782535065";"0.824483174779678";"536"
"292";"moment";"-0.183903420181362";"0.199378798289501";"0.824441520475652";"537"
"293";"homicide";"0.354591996125993";"-0.354194028547708";"0.824372055798056";"538"
"294";"propre";"0.321931287154534";"-0.893255155300111";"0.824242927455577";"539"
"295";"marathon";"-0.450980317794592";"0.0751780026129872";"0.824177750721043";"540"
"296";"domestique";"0.246274041545776";"-0.43797032422162";"0.824114289163733";"542"
"297";"masculinistes";"0.281505262640874";"-0.255649410070294";"0.824073247423002";"543"
"298";"bêtise";"0.335948450792981";"-0.0287519619967615";"0.823996922036508";"545"
"299";"gauchiste";"0.530737177330602";"0.313432502838708";"0.823964211156582";"546"
"300";"politique";"0.729662801724141";"0.0205970810877285";"0.823926967308277";"547"
"301";"analyse";"0.348845129774351";"-0.017864637430551";"0.823841208447047";"548"
"302";"b2";"0.471906301543728";"-0.151006054894423";"0.823757899838996";"550"
"303";"macron";"0.532735601681217";"0.172535194246501";"0.823557836667014";"551"
"304";"sortir";"0.127940981649672";"-0.138301630305129";"0.82354276760997";"552"
"305";"heureusement";"-0.0804786054974539";"-0.234214184023737";"0.823514712211082";"553"
"306";"suicide";"0.529329143511236";"-0.202531040916981";"0.823397712621833";"554"
"307";"fondue";"-2.96875051752589";"0.851411562391438";"0.823378233109068";"555"
"308";"destructeur";"0.303836502455743";"-0.214232531616284";"0.823299457469396";"556"
"309";"emji_visage_grimaçant";"-0.97501851115095";"-0.00559475766876254";"0.823242979133644";"557"
"310";"exprimer";"-0.47023533332671";"0.241246912633321";"0.823226072386716";"558"
"311";"habiller";"-0.490523884893117";"0.131746587883248";"0.823166898772468";"560"
"312";"tjrs";"-0.490538019293182";"-0.0875917717866203";"0.823114463354459";"561"
"313";"emji_visage_éméché";"-0.0825802117067575";"0.149080017695841";"0.823009592518442";"562"
"314";"miroir";"-0.715972358390485";"-0.259130749181823";"0.822996606176598";"563"
"315";"partenaire";"0.0193623898902598";"-0.209767043706022";"0.822980434505624";"564"
"316";"servir";"0.475801083141843";"-0.800334778941747";"0.822753296036025";"565"
"317";"envie";"-0.306018258632254";"-0.117837426403592";"0.822722300333324";"567"
"318";"emji_chat_souriant_aux_yeux_en_coeurs";"-3.40960011407655";"1.06015786355842";"0.822392128717591";"569"
"319";"maternité";"0.414273576678676";"-0.402858123723553";"0.822289585622093";"571"
"320";"emji_visage_souriant";"-2.28945714242307";"0.608353353726576";"0.822221836121722";"572"
"321";"chanson";"-2.75157137046267";"0.819520520791783";"0.822179936792378";"573"
"322";"végane";"-0.276313330792503";"-0.582949535653683";"0.822128113937664";"574"
"323";"texte";"0.104669482628108";"-0.0460887398869649";"0.821935156499898";"575"
"324";"emji_visage_bâillant";"0.101989472761136";"0.482796772438705";"0.821865446796985";"576"
"325";"emji_visage_en_colère";"-0.190814838132397";"-0.63252999813372";"0.821815829170131";"577"
"326";"enseignant";"-0.0784183198483818";"-0.138794337878446";"0.821757880682471";"578"
"327";"tache";"0.817525160754091";"0.597373507248896";"0.82175249012548";"579"
"328";"soumettre";"0.458729679755032";"-0.0677127052622177";"0.821727742568382";"580"
"329";"remarquer";"0.116671145731411";"-0.121795210675067";"0.821449516320023";"583"
"330";"vérité";"0.0255454892704361";"0.170927593002405";"0.8213831144589";"584"
"331";"donner";"0.159990599579702";"-0.0696551184537011";"0.821220295135223";"585"
"332";"blaireau";"0.030074047452514";"-0.48604868765573";"0.821181948672987";"587"
"333";"fragile";"-0.0822364973945775";"-0.257657394569866";"0.82114715507786";"588"
"334";"emji_ok";"-2.42513992934547";"0.754251583594678";"0.821043631881091";"589"
"335";"débat";"0.37693629791563";"-0.136378775461077";"0.82100479536822";"590"
"336";"nana";"-0.297046739679761";"-0.15199933370823";"0.820971961975635";"591"
"337";"âge";"-0.571560587808245";"0.0330597707458633";"0.820892818797986";"592"
"338";"adulte";"0.0379020208565841";"-0.132835480416137";"0.820790398215147";"593"
