"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"préoccupation";-0,187;-0,144;1,054;0,174;-0,165;0,314;2,051;-0,472;-2,746
"prélever";-1,302;-0,144;1,054;16,431;-0,165;-0,616;-1,62;-0,472;-2,746
"prophète";-1,302;5,24;52,985;-3,113;-0,165;-0,616;-1,62;-0,472;-0,815
"promo";1,464;-0,131;-1,016;4,543;-0,15;-0,56;-0,072;-0,429;-2,496
"prolétaire";-3,11;-0,131;-1,016;35,344;-0,15;-0,56;-1,472;-0,429;-2,496
"progressivement";-1,302;-0,144;0;16,431;-0,165;-0,616;-0,138;-0,472;-2,746
"progressif";-3,422;-0,144;-1,118;22,856;-0,165;-0,616;-1,62;-0,472;-0,022
"prière";-3,422;-0,144;0;-1,076;-0,165;-0,616;0,281;-0,472;13,123
"prioritaire";-3,11;-0,131;-1,016;1,873;-0,15;-0,56;6,598;-0,429;0
"poète";20,52;-0,144;-1,118;-3,113;4,381;-0,616;-0,138;-0,472;-2,746
"poussette";-3,11;-0,131;-1,016;13,373;-0,15;-0,56;-1,472;-0,429;0,629
"populiste";-3,422;-0,144;9,678;-1,076;-0,165;-0,616;10,466;-0,472;-0,815
"ponctuation";-2,799;-0,118;-0,915;-0,627;-0,135;-0,504;46,544;-0,386;-2,246
"planétaire";-3,422;-0,144;-1,118;30,338;-0,165;-0,616;-1,62;-0,472;-0,815
"planche";-3,422;-0,144;-1,118;22,856;-0,165;0,314;-1,62;-0,472;-0,815
"placard";-1,041;-0,131;-1,016;4,543;-0,15;23,961;-1,472;-0,429;-2,496
"piloter";-1,041;-0,131;-1,016;0,367;-0,15;-0,56;-1,472;79,154;-2,496
"philosophe";9,686;-0,144;-1,118;-3,113;-0,165;-0,616;-0,138;-0,472;0,367
"pharmaceutique";-3,11;-0,131;-1,016;35,344;-0,15;-0,56;-1,472;-0,429;-2,496
"perturbateur";-3,422;-0,144;-1,118;22,856;4,381;-0,616;-1,62;0,69;-2,746
"patin";28,941;-0,118;-0,915;-2,547;-0,135;-0,504;-1,325;-0,386;-2,246
"partiel";-3,422;-0,144;0;0,174;-0,165;0,314;-0,138;5,516;0,367
"pape";3,816;-0,131;19,86;-2,83;-0,15;-0,56;-1,472;-0,429;-2,496
"paisible";0,218;-0,131;1,387;-0,025;-0,15;-0,56;-1,472;-0,429;0,629
"pacte";-3,422;-0,144;69,241;-0,096;-0,165;-0,616;-1,62;-0,472;-2,746
"oú";-1,041;5,939;1,387;-0,846;-0,15;-0,56;6,598;-0,429;-0,622
"open";-3,422;-0,144;-1,118;11,064;-0,165;-0,616;2,051;-0,472;-0,815
"one";0,218;-0,131;0,007;-2,83;-0,15;12,139;0,459;-0,429;-0,622
"olympique";-3,422;5,24;-1,118;16,431;-0,165;-0,616;-1,62;0,69;-0,815
"officier";-3,11;-0,131;0,007;26,856;-0,15;-0,56;-1,472;-0,429;-2,496
"nécessairement";-3,422;-0,144;-1,118;1,31;-0,165;-0,616;17,112;-0,472;-0,815
"noctambus";20,52;-0,144;-1,118;-1,076;-0,165;-0,616;-1,62;-0,472;-0,815
"nestle";-3,422;-0,144;-1,118;30,338;-0,165;-0,616;-1,62;-0,472;-0,815
"neo";-0,187;-0,144;4,28;-3,113;-0,165;-0,616;2,051;0,69;-0,022
"nager";0,218;-0,131;-1,016;-0,846;-0,15;12,139;-1,472;0,878;0
"musicien";5,776;-0,144;-1,118;-1,076;-0,165;-0,616;-1,62;-0,472;1,849
"mossad";-1,244;-0,052;1,189;0,02;-0,06;-0,224;0,529;-0,172;0,063
"mondialisation";-3,422;-0,144;-1,118;0,174;-0,165;-0,616;-0,138;-0,472;13,123
"mohamed";-3,422;-0,144;38,901;-1,076;-0,165;-0,616;-1,62;-0,472;0,367
"millénaire";-1,302;-0,144;17,247;-0,096;-0,165;0,314;-0,138;0,69;-2,746
"mere";0,077;5,24;-1,118;-0,096;-0,165;0,314;-1,62;0,69;0,367
"merdique";-3,422;-0,144;-1,118;0,174;-0,165;-0,616;0,281;-0,472;8,228
"media";-3,422;-0,144;4,28;-0,096;-0,165;21,122;0,281;-0,472;-2,746
"math";0,004;-0,052;-0,406;1,817;-0,06;-0,224;0,529;-0,172;-0,998
"mascu";-3,422;-0,144;0;-3,113;-0,165;3,63;-1,62;131,246;-2,746
"marginal";-3,422;-0,144;-1,118;6,755;-0,165;-0,616;-0,138;-0,472;1,849
"manoeuvre";-3,422;-0,144;0;11,064;-0,165;-0,616;-0,138;-0,472;-0,022
"man";-1,041;-0,131;-1,016;-0,846;-0,15;111,063;-1,472;-0,429;-2,496
"mal_être";-3,11;-0,131;-1,016;-0,846;-0,15;-0,56;0,459;-0,429;15,661
"main_d_oeuvre";-3,422;-0,144;-1,118;38,878;-0,165;-0,616;-1,62;-0,472;-2,746
"lobbying";-3,422;-0,144;1,054;6,755;-0,165;-0,616;2,051;-0,472;-2,746
"leman";0,077;-0,144;-1,118;16,431;-0,165;-0,616;-1,62;-0,472;-2,746
"kit";-1,302;-0,144;0;-0,096;-0,165;0,314;-0,138;14,951;-0,022
"juvénile";9,686;-0,144;-1,118;-1,076;-0,165;10,567;-1,62;-0,472;-2,746
"jouir";-0,187;-0,144;-1,118;-0,096;-0,165;-0,616;25,383;-0,472;-2,746
"joindre";-3,422;-0,144;9,678;3,504;-0,165;-0,616;-0,138;-0,472;-0,815
"intestin";-0,557;-0,105;0,103;7,613;-0,12;-0,448;-1,178;-0,343;-0,279
"interrompre";-3,422;-0,144;0;-3,113;-0,165;-0,616;-1,62;0,69;26,328
"intercontinental";-2,799;-0,118;-0,915;31,809;-0,135;-0,504;-1,325;-0,386;-2,246
"interaction";-1,302;-0,144;-1,118;-0,096;-0,165;-0,616;-1,62;0,69;13,123
"insurger";-3,11;-0,131;1,387;-2,83;55,897;12,139;0,459;-0,429;-2,496
"instable";-3,422;-0,144;-1,118;0,174;-0,165;0,314;-1,62;14,951;1,849
"injonction";-3,422;-0,144;0;-3,113;-0,165;-0,616;0,281;-0,472;19,157
"induire";-3,422;-0,144;-1,118;6,755;-0,165;-0,616;-0,138;0,69;0,367
"indirect";-3,422;-0,144;1,054;6,755;-0,165;-0,616;-0,138;0,69;-0,815
"indicateur";-3,11;-0,131;-1,016;4,543;-0,15;-0,56;-0,072;-0,429;2,51
"inconvénient";-0,187;-0,144;-1,118;0,174;4,381;-0,616;-1,62;-0,472;4,47
"incohérence";-3,422;-0,144;9,678;0,174;-0,165;-0,616;-1,62;-0,472;1,849
"incarné";9,686;-0,144;0;-3,113;-0,165;-0,616;-0,138;-0,472;-0,022
"inapte";-1,302;-0,144;-1,118;-3,113;-0,165;0,314;-1,62;-0,472;26,328
"impérialiste";-3,422;-0,144;87,669;-3,113;-0,165;-0,616;-1,62;-0,472;-0,815
"impressionner";9,686;-0,144;-1,118;-1,076;-0,165;-0,616;0,281;-0,472;-0,815
"impots";-1,302;-0,144;-1,118;30,338;-0,165;-0,616;-1,62;-0,472;-2,746
"impossibilité";-3,422;-0,144;-1,118;-3,113;-0,165;-0,616;0,281;47,644;1,849
"impeccable";-0,187;-0,144;-1,118;1,31;-0,165;-0,616;0,281;-0,472;0,367
"impartial";-3,422;-0,144;69,241;-3,113;-0,165;-0,616;0,281;-0,472;-2,746
"immatriculation";-3,11;-0,131;-1,016;13,373;-0,15;-0,56;2,635;-0,429;-2,496
"imier";27,444;-0,144;-1,118;-1,076;-0,165;-0,616;-1,62;-0,472;-2,746
"iii";-1,244;-0,052;-0,406;1,817;-0,06;-0,224;0,529;-0,172;0,063
"hôte";-3,422;-0,144;108,269;-3,113;-0,165;-0,616;-1,62;-0,472;-2,746
"humidité";-0,187;-0,144;-1,118;11,064;-0,165;0,314;-0,138;-0,472;-2,746
"hugo";9,686;-0,144;4,28;-3,113;-0,165;-0,616;-0,138;-0,472;-2,746
"hitler";-3,422;-0,144;38,901;-1,076;-0,165;3,63;-0,138;-0,472;-2,746
"handicaper";-3,422;-0,144;-1,118;11,064;-0,165;-0,616;-0,138;0,69;-0,022
"gym";2,871;-0,144;-1,118;-3,113;-0,165;-0,616;-0,138;-0,472;4,47
"grèce";-1,302;-0,144;1,054;6,755;4,381;-0,616;-1,62;0,69;-2,746
"grotte";-1,302;-0,144;0;11,064;4,381;-0,616;-1,62;-0,472;-0,815
"grenade";-1,866;-0,079;59,052;-1,698;-0,09;-0,336;-0,883;-0,258;-1,497
"gravité";-3,422;-0,144;0;0,174;-0,165;3,63;-1,62;5,516;0,367
"gourou";0,077;-0,144;0;-3,113;91,984;-0,616;-0,138;0,69;-0,815
"glorieux";-1,302;-0,144;4,28;0,174;21,09;-0,616;-0,138;-0,472;-0,815
"glauque";5,776;-0,144;-1,118;-1,076;-0,165;-0,616;-1,62;-0,472;1,849
"gitan";-1,302;-0,144;-1,118;-1,076;-0,165;0,314;25,383;-0,472;-0,815
"girl";1,464;-0,131;-1,016;-2,83;-0,15;39,765;-1,472;0,878;-2,496
"generation";0,077;-0,144;-1,118;-3,113;-0,165;3,63;-0,138;-0,472;4,47
"ge";9,686;-0,144;0;0,174;-0,165;-0,616;-1,62;-0,472;-2,746
"froc";-3,422;24,582;-1,118;16,431;-0,165;-0,616;-1,62;-0,472;-0,815
"french";-1,302;-0,144;-1,118;-0,096;-0,165;74,505;-0,138;-0,472;-2,746
"formuler";-3,422;-0,144;-1,118;-3,113;-0,165;-0,616;25,383;0,69;0,367
"footballeur";-1,041;-0,131;0,007;1,873;-0,15;-0,56;0,459;-0,429;0
"focus";-3,422;-0,144;9,678;-3,113;-0,165;-0,616;10,466;0,69;-0,815
"fleurir";-3,422;-0,144;1,054;6,755;-0,165;-0,616;-0,138;-0,472;-0,022
"fiv";-2,799;-0,118;-0,915;0,666;-0,135;0,604;-0,024;19,473;-0,442
"fiscalité";-3,422;-0,144;-1,118;38,878;-0,165;-0,616;-1,62;-0,472;-2,746
"farine";-1,041;-0,131;-1,016;19,533;-0,15;0,439;-1,472;-0,429;-2,496
"faction";-3,422;-0,144;108,269;-3,113;-0,165;-0,616;-1,62;-0,472;-2,746
"facebook";0,971;-0,144;-1,118;-3,113;-0,165;3,63;5,445;-0,472;-0,815
"exclusivement";-0,187;-0,144;-1,118;1,31;-0,165;-0,616;-1,62;0,69;1,849
"essoreuse";32,158;-0,131;-1,016;-2,83;-0,15;-0,56;-1,472;-0,429;-2,496
"espere";0,077;-0,144;52,985;-3,113;-0,165;-0,616;-1,62;-0,472;-2,746
"entièreté";-1,302;-0,144;0;0,174;-0,165;-0,616;2,051;0,69;-0,022
"engraisser";-3,422;-0,144;0;11,064;4,381;-0,616;-1,62;-0,472;-0,022
"enchaîner";-3,422;-0,144;0;0,174;-0,165;-0,616;17,112;-0,472;-0,815
"emojis";-3,422;-0,144;-1,118;-3,113;-0,165;3,63;-0,138;-0,472;19,157
"emji_visage_ébahi";20,52;-0,144;-1,118;-3,113;-0,165;0,314;-1,62;-0,472;-0,815
"emji_visage_mécontent";-0,187;-0,144;-1,118;-1,076;4,381;-0,616;0,281;-0,472;4,47
"emji_visage_déguisé";-3,422;-0,144;-1,118;6,755;-0,165;0,314;0,281;0,69;-0,815
"emji_visage_avec_bouche_fermeture_éclair";-1,302;5,24;0;1,31;-0,165;0,314;-1,62;0,69;-0,022
"emji_téléphone_portable";17,505;-0,131;-1,016;-0,846;-0,15;-0,56;-0,072;-0,429;-2,496
"emji_symbole_de_paix";14,6;-0,144;1,054;-3,113;-0,165;-0,616;-1,62;0,69;-2,746
"emji_index_pointant_vers_le_haut_peau_claire";-0,187;5,24;-1,118;3,504;-0,165;3,63;-1,62;0,69;-2,746
"emji_empreintes_d_animaux";9,173;-0,118;-0,915;-2,547;-0,135;0,604;0,709;-0,386;-2,246
"emji_confettis";25,725;-0,105;-0,813;-2,264;-0,12;-0,448;-1,178;-0,343;-1,997
"emballer";-1,302;5,24;-1,118;1,31;-0,165;0,314;-1,62;5,516;-0,022
"electro";21,124;-0,118;-0,915;-2,547;-0,135;-0,504;-0,024;-0,386;-2,246
"e_mail";-2,488;-0,105;-0,813;28,274;-0,12;-0,448;-1,178;-0,343;-1,997
"détromper";-2,177;-0,092;-0,711;1,762;-0,105;-0,392;-1,031;-0,3;6,052
"détailler";-3,422;-0,144;-1,118;-1,076;-0,165;0,314;46,803;-0,472;-2,746
"désespérant";-3,422;5,24;-1,118;-3,113;-0,165;3,63;25,383;-0,472;-0,815
"désaccord";-3,422;-0,144;-1,118;-3,113;-0,165;0,314;25,383;-0,472;0,367
"dérangeant";-0,187;-0,144;-1,118;-3,113;-0,165;0,314;0,281;-0,472;8,228
"démission";-3,422;-0,144;-1,118;6,755;-0,165;-0,616;5,445;-0,472;-0,815
"démilitariser";-3,11;-0,131;98,425;-2,83;-0,15;-0,56;-1,472;-0,429;-2,496
"déguster";14,6;-0,144;-1,118;-1,076;-0,165;-0,616;-1,62;0,69;-0,815
"déformer";-3,422;-0,144;1,054;-0,096;-0,165;-0,616;5,445;0,69;-0,022
"défilé";-1,302;-0,144;-1,118;-1,076;-0,165;0,314;-0,138;-0,472;13,123
"déduire";-3,422;-0,144;0;6,755;-0,165;-0,616;-0,138;-0,472;0,367
"doré";0,971;-0,144;-1,118;0,174;4,381;0,314;-1,62;-0,472;-0,022
"dock";24,279;-0,131;-1,016;-2,83;-0,15;-0,56;-1,472;-0,429;-0,622
"distinguer";-0,187;-0,144;0;-0,096;-0,165;0,314;5,445;-0,472;-0,815
"diaboliser";-1,302;-0,144;-1,118;-1,076;-0,165;0,314;5,445;-0,472;1,849
"di";9,686;-0,144;-1,118;-0,096;-0,165;-0,616;-1,62;0,69;-0,815
"defaye";20,52;-0,144;-1,118;-3,113;-0,165;-0,616;-0,138;-0,472;-0,815
"debile";-3,422;-0,144;-1,118;-3,113;4,381;-0,616;2,051;-0,472;13,123
"danseur";17,505;-0,131;-1,016;-0,846;-0,15;-0,56;-0,072;-0,429;-2,496
"cuisinier";5,776;-0,144;-1,118;-3,113;-0,165;0,314;-1,62;0,69;0,367
"cueillir";2,871;-0,144;-1,118;-3,113;-0,165;-0,616;0,281;14,951;-0,815
"crotte";-3,11;5,939;-1,016;4,543;-0,15;23,961;-1,472;-0,429;-2,496
"crayon";2,871;-0,144;-1,118;-0,096;-0,165;10,567;-0,138;-0,472;-2,746
"crasse";-3,422;-0,144;1,054;-1,076;-0,165;-0,616;35,28;-0,472;-2,746
"cpi";-3,11;-0,131;98,425;-2,83;-0,15;-0,56;-1,472;-0,429;-2,496
"cortège";-0,187;-0,144;0;0,174;-0,165;-0,616;2,051;0,69;-0,815
"corina";-3,422;-0,144;108,269;-3,113;-0,165;-0,616;-1,62;-0,472;-2,746
"coopération";-3,422;-0,144;4,28;6,755;-0,165;-0,616;-1,62;-0,472;-0,022
"convivial";27,444;-0,144;-1,118;-3,113;-0,165;-0,616;-1,62;-0,472;-0,815
"conjugaison";1,526;-0,052;-0,406;-1,132;-0,06;-0,224;0,529;-0,172;0,063
"conforme";-3,422;-0,144;0;11,064;-0,165;-0,616;0,281;-0,472;-0,815
"compétitivité";-3,422;-0,144;0;16,431;-0,165;-0,616;-1,62;-0,472;-0,022
"compétitif";-3,11;-0,131;-1,016;13,373;-0,15;-0,56;-1,472;0,878;0
"compliment";14,6;-0,144;-1,118;-3,113;-0,165;0,314;-0,138;-0,472;-0,815
"col";5,776;-0,144;-1,118;-3,113;-0,165;3,63;-0,138;-0,472;-0,022
"cohésion";-0,077;-0,131;0,007;-0,025;-0,15;-0,56;-1,472;-0,429;5,642
"clore";-3,422;-0,144;-1,118;0,174;-0,165;-0,616;-0,138;47,644;-0,022
"climato";-3,11;-0,131;0,007;1,873;-0,15;0,439;6,598;-0,429;-2,496
"chèque";-3,422;-0,144;1,054;22,856;-0,165;-0,616;-1,62;-0,472;-2,746
"chiotte";-3,422;106;-1,118;-3,113;-0,165;10,567;-0,138;0,69;-0,022
"chevalier";-1,302;-0,144;-1,118;-1,076;-0,165;0,314;25,383;-0,472;-0,815
"cheffe";-1,302;-0,144;-1,118;0,174;-0,165;10,567;-1,62;0,69;0,367
"check";-0,077;-0,131;-1,016;8,376;-0,15;0,439;-0,072;-0,429;-2,496
"caricature";-3,422;-0,144;9,678;-3,113;-0,165;0,314;2,051;0,69;-0,022
"carburant";-3,422;-0,144;1,054;22,856;-0,165;-0,616;-1,62;-0,472;-2,746
"caprice";1,464;-0,131;0,007;-2,83;4,991;-0,56;-0,072;0,878;0
"caoutchouc";-0,187;-0,144;9,678;1,31;-0,165;-0,616;-1,62;-0,472;-0,815
"cannabis";-1,041;-0,131;-1,016;19,533;-0,15;-0,56;-0,072;-0,429;-2,496
"cagnotte";-1,302;-0,144;0;0,174;91,984;-0,616;-1,62;-0,472;-0,022
"bétail";-1,302;-0,144;0;-0,096;4,381;-0,616;-0,138;-0,472;4,47
"burn";-3,11;-0,131;-1,016;35,344;-0,15;-0,56;-1,472;-0,429;-2,496
"bourgeoisie";2,871;-0,144;-1,118;-0,096;-0,165;0,314;-0,138;-0,472;-0,022
"bill";-0,187;-0,144;69,241;-3,113;-0,165;-0,616;-1,62;-0,472;-2,746
"bilatérales";-3,422;-0,144;0;11,064;-0,165;-0,616;0,281;-0,472;-0,815
"balai";-1,302;-0,144;-1,118;1,31;-0,165;35,297;-1,62;0,69;-2,746
"avantageux";-3,422;-0,144;1,054;22,856;-0,165;-0,616;-1,62;-0,472;-2,746
"avancée";-1,302;-0,144;-1,118;-3,113;-0,165;-0,616;-0,138;-0,472;26,328
"autruche";-3,422;-0,144;4,28;-1,076;-0,165;-0,616;5,445;-0,472;0,367
"asile";-1,302;-0,144;-1,118;3,504;-0,165;-0,616;-1,62;-0,472;4,47
"architecture";-3,422;-0,144;-1,118;22,856;-0,165;-0,616;-1,62;-0,472;-0,022
"arabo";-3,422;-0,144;108,269;-3,113;-0,165;-0,616;-1,62;-0,472;-2,746
"approprier";-3,422;-0,144;4,28;0,174;-0,165;-0,616;-0,138;0,69;0,367
"antiquité";-3,422;-0,144;0;-3,113;-0,165;10,567;17,112;-0,472;-0,815
"anticiper";-3,422;-0,144;0;1,31;-0,165;3,63;-1,62;-0,472;1,849
"amérindien";-3,11;-0,131;5,156;-2,83;-0,15;12,139;6,598;-0,429;-2,496
"amplement";-3,422;-0,144;1,054;6,755;-0,165;-0,616;-0,138;-0,472;-0,022
"ambulancier";-3,422;-0,144;0;-1,076;-0,165;-0,616;-1,62;-0,472;26,328
"ambition";-3,422;-0,144;-1,118;-1,076;-0,165;-0,616;-0,138;5,516;13,123
"altitude";-1,302;-0,144;0;22,856;-0,165;-0,616;-1,62;-0,472;-2,746
"alpin";-1,302;-0,144;-1,118;11,064;-0,165;-0,616;-0,138;0,69;-0,815
"all";-1,041;-0,131;77,934;-2,83;-0,15;-0,56;-1,472;-0,429;-2,496
"aliénation";-3,422;-0,144;-1,118;-3,113;-0,165;-0,616;35,28;14,951;-2,746
"aisément";-3,422;5,24;0;-0,096;-0,165;-0,616;10,466;-0,472;-0,022
"aiguisé";-1,302;439,78;0;-3,113;-0,165;-0,616;-0,138;-0,472;-2,746
"ahhhh";9,686;-0,144;-1,118;-1,076;-0,165;-0,616;-0,138;0,69;-0,815
"acide";-1,302;-0,144;-1,118;-1,076;-0,165;10,567;10,466;-0,472;-0,815
"abondance";0,077;-0,144;-1,118;0,174;4,381;-0,616;-1,62;-0,472;1,849
"abominable";-0,187;-0,144;1,054;-0,096;50,291;-0,616;-1,62;-0,472;-0,022
"abaisser";-3,422;-0,144;-1,118;3,504;-0,165;-0,616;17,112;-0,472;-2,746
"8h";-1,041;-0,131;-1,016;-0,846;-0,15;-0,56;-1,472;-0,429;22,548
"4k";-1,302;-0,144;4,28;6,755;-0,165;-0,616;-1,62;-0,472;-0,815
"2ans";-3,422;-0,144;26,988;-0,096;-0,165;-0,616;-1,62;-0,472;0,367
"12h";-2,799;-0,118;1,816;2,624;-0,135;-0,504;-1,325;-0,386;1,005
"éventuel";-3,11;-0,131;1,387;1,873;-0,15;-0,56;2,635;-0,429;-0,622
"évacuer";-2,799;-0,118;13,335;-0,627;-0,135;-0,504;-1,325;-0,386;3,373
"été";0,218;-0,131;-1,016;-0,846;4,991;4,298;-0,072;-0,429;0
"égalitaire";-0,791;-0,118;-0,915;0;-0,135;-0,504;-0,024;7,478;1,005
"écarter";-1,041;-0,131;-1,016;-0,025;-0,15;-0,56;2,635;-0,429;2,51
"ânerie";-0,077;-0,131;0,007;0,367;-0,15;-0,56;2,635;-0,429;-0,622
"yemen";-3,11;-0,131;98,425;-2,83;-0,15;-0,56;-1,472;-0,429;-2,496
"yaourt";-1,041;5,939;-1,016;13,373;-0,15;0,439;-1,472;-0,429;-2,496
"www";0,218;-0,131;0,007;4,543;-0,15;-0,56;-1,472;-0,429;-0,622
"wikipédia";-2,799;-0,118;-0,915;-0,627;-0,135;-0,504;23,319;1,116;-0,442
"véracité";-3,11;-0,131;1,387;-2,83;-0,15;-0,56;40,334;-0,429;-2,496
"vraisemblablement";-3,11;-0,131;0,007;1,873;-0,15;-0,56;6,598;-0,429;-0,622
"voeu";11,837;-0,131;-1,016;-0,846;-0,15;-0,56;0,459;-0,429;-2,496
"visuel";-3,11;-0,131;-1,016;-0,025;-0,15;-0,56;29,218;-0,429;-0,622
"visiteur";-0,077;-0,131;-1,016;8,376;-0,15;-0,56;-1,472;-0,429;0
"virilité";1,464;-0,131;-1,016;-2,83;-0,15;-0,56;-1,472;6,395;2,51
"vingtaine";-3,11;-0,131;0,007;-2,83;23,573;4,298;-0,072;-0,429;2,51
"vieillissement";-1,041;-0,131;-1,016;-0,846;-0,15;-0,56;6,598;-0,429;2,51
"victimiser";-3,11;-0,131;1,387;-2,83;-0,15;-0,56;0,459;0,878;5,642
"vicieux";-1,041;-0,131;-1,016;-2,83;-0,15;23,961;-1,472;-0,429;5,642
"vi";-3,11;-0,131;0,007;-2,83;-0,15;-0,56;-1,472;53,361;2,51
"verrouiller";-3,11;27,417;-1,016;-0,846;4,991;-0,56;-0,072;-0,429;5,642
"veau";17,505;-0,131;-1,016;-0,846;-0,15;-0,56;-1,472;-0,429;-0,622
"vatican";-3,11;-0,131;0,007;13,373;-0,15;0,439;-0,072;-0,429;-2,496
"vandalisme";-2,799;-0,118;68,223;-0,627;-0,135;-0,504;-1,325;-0,386;-2,246
"urss";-1,041;-0,131;11,313;1,873;-0,15;-0,56;-0,072;-0,429;-2,496
"uni";-3,11;-0,131;19,86;1,873;-0,15;-0,56;-0,072;-0,429;-2,496
"ttes";-1,041;-0,131;-1,016;-2,83;-0,15;-0,56;0,459;53,361;0
"tte";-0,077;-0,131;1,387;-0,846;-0,15;0,439;0,459;-0,429;0
"trinquer";-3,11;-0,131;0,007;13,373;4,991;-0,56;-0,072;-0,429;-2,496
"traversée";0,306;-0,079;-0,61;6,946;-0,09;-0,336;-0,883;-0,258;-1,497
"trancher";-3,11;-0,131;1,387;-0,025;-0,15;-0,56;12,35;-0,429;-0,622
"tousser";-0,791;-0,118;0,038;0;-0,135;-0,504;-1,325;-0,386;7,131
"tournage";-0,038;-0,066;0,693;-0,012;50,978;-0,28;-0,736;-0,215;-1,248
"tomate";0,218;-0,131;-1,016;-0,025;-0,15;-0,56;-0,072;-0,429;2,51
"toc";-1,041;185,868;-1,016;-2,83;-0,15;-0,56;-1,472;0,878;0,629
"tinder";-1,041;-0,131;-1,016;-2,83;-0,15;0,439;6,598;-0,429;2,51
"tennis";-0,011;-0,118;-0,915;-0,627;-0,135;-0,504;-1,325;89,248;-2,246
"technologique";-3,11;-0,131;-1,016;-0,846;-0,15;-0,56;0,459;0,878;10,026
"tatouage";7,274;-0,131;-1,016;-2,83;23,573;-0,56;-1,472;0,878;-0,622
"tarder";-3,11;-0,131;-1,016;4,543;-0,15;-0,56;2,635;0,878;-0,622
"sécher";-3,11;27,417;-1,016;-0,025;-0,15;4,298;-1,472;0,878;0,629
"surpopulation";-3,11;-0,131;-1,016;8,376;101,962;-0,56;-1,472;-0,429;-2,496
"surplus";-1,041;-0,131;-1,016;13,373;-0,15;-0,56;-0,072;-0,429;-0,622
"suprême";-3,11;-0,131;5,156;4,543;-0,15;-0,56;-0,072;-0,429;-0,622
"studio";1,464;-0,131;-1,016;8,376;-0,15;-0,56;-1,472;-0,429;-2,496
"spécifiquement";-3,11;-0,131;0,007;0,367;-0,15;0,439;0,459;6,395;-0,622
"sous_titre";-1,041;-0,131;-1,016;0,367;-0,15;59,549;-1,472;-0,429;-2,496
"sorry";-3,11;-0,131;44,119;-0,846;-0,15;-0,56;-0,072;-0,429;-0,622
"sociétal";-3,11;-0,131;-1,016;0,367;4,991;-0,56;12,35;-0,429;-0,622
"sociologique";-2,799;-0,118;-0,915;-2,547;-0,135;-0,504;46,544;1,116;-2,246
"smic";-2,799;-0,118;-0,915;10,42;-0,135;-0,504;-1,325;-0,386;1,005
"skippy";17,505;-0,131;-1,016;-2,83;-0,15;-0,56;0,459;-0,429;-2,496
"significatif";-3,11;-0,131;-1,016;13,373;-0,15;-0,56;-0,072;0,878;-0,622
"sida";-2,799;30,886;-0,915;-2,547;-0,135;14,074;3,382;-0,386;-0,442
"shui";-0,933;-0,039;-0,305;0,222;-0,045;-0,168;7,772;-0,129;-0,749
"sexy";1,464;-0,131;-1,016;0,367;-0,15;-0,56;-1,472;6,395;-0,622
"serpillière";-3,11;185,868;-1,016;-0,846;-0,15;4,298;-1,472;-0,429;0
"scrupule";0,218;-0,131;0,007;4,543;-0,15;-0,56;-1,472;-0,429;-0,622
"sceptique";-2,177;-0,092;3,13;-0,246;-0,105;-0,392;5,641;-0,3;-0,142
"sauvetage";-1,041;-0,131;0,007;1,873;-0,15;-0,56;-0,072;0,878;0
"sarcastique";-3,11;-0,131;-1,016;-2,83;-0,15;59,549;2,635;0,878;-2,496
"sanglier";-0,077;-0,131;-1,016;-0,846;161,769;-0,56;-1,472;-0,429;0
"régression";-1,041;-0,131;0,007;-0,025;-0,15;-0,56;-1,472;-0,429;10,026
"réglementation";-1,041;-0,131;-1,016;26,856;-0,15;-0,56;-1,472;-0,429;-2,496
"réciproque";-3,11;-0,131;0,007;-0,025;-0,15;0,439;-1,472;0,878;5,642
"ré";-1,041;-0,131;0,007;-0,025;-0,15;-0,56;-1,472;53,361;-0,622
"rude";-3,11;-0,131;-1,016;-0,025;4,991;-0,56;-1,472;-0,429;15,661
"risible";-3,11;-0,131;-1,016;13,373;-0,15;0,439;-0,072;0,878;-2,496
"riposte";-2,799;-0,118;88,581;-2,547;-0,135;-0,504;-1,325;-0,386;-2,246
"rigolade";1,464;-0,131;-1,016;-2,83;-0,15;-0,56;-0,072;-0,429;5,642
"ressemblance";11,837;-0,131;-1,016;-2,83;-0,15;-0,56;2,635;-0,429;-2,496
"renens";-0,791;-0,118;0,038;16,257;-0,135;-0,504;-1,325;-0,386;-2,246
"rectifier";-2,799;-0,118;1,816;2,624;-0,135;-0,504;0,709;-0,386;-0,442
"recré";24,279;-0,131;-1,016;-2,83;-0,15;-0,56;-1,472;-0,429;-0,622
"recrutement";-3,11;-0,131;-1,016;4,543;-0,15;39,765;-1,472;-0,429;-2,496
"rde";-3,11;-0,131;-1,016;-0,846;-0,15;-0,56;53,239;-0,429;-2,496
"rame";-2,799;-0,118;-0,915;23,386;-0,135;0,604;-1,325;-0,386;-2,246
"rager";-0,791;-0,118;-0,915;-0,627;-0,135;-0,504;3,382;37,099;-2,246
"pétard";7,274;-0,131;-1,016;-2,83;-0,15;23,961;-1,472;-0,429;-2,496
"psq";-3,11;-0,131;0,007;-0,025;-0,15;0,439;0,459;6,395;0
"psk";0,459;-0,118;0,038;-0,627;-0,135;-0,504;-1,325;-0,386;3,373
