"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,437871724347165;44,0853655990848;44,0853655990848
"facteur 2";0,304086288507428;30,6157133633275;74,7010789624123
"facteur 3";0,251277992783194;25,2989210375877;100
