"";"";"";"";"*postComments_492";""
"1";"*postComments_492";"-0.823681835661724";"1.83919451700926";"1.25075107236713";"25"
"2";"*postLikes_9400";"-0.454823942964734";"0.840499815738674";"1.22056379926727";"29"
"3";"*commentDate_14-10-2025";"-0.301950401013063";"0.88508662451895";"1.19432046954311";"30"
"4";"*commentDate_13-10-2025";"-0.304613272359545";"0.776420316314152";"1.18737344821761";"31"
"5";"*a_0818";"0.551932654091483";"-2.4573622030223";"1.18585268071013";"32"
"6";"*postLikes_140600";"0.551932654091483";"-2.4573622030223";"1.18585268071013";"33"
"7";"*postDate_17-3-2025";"0.551932654091483";"-2.4573622030223";"1.18585268071013";"34"
"8";"*commentDate_9-10-2025";"-0.162461413616819";"0.845489132411461";"1.15974832948878";"36"
"9";"*postLikes_5500";"-0.512207574280074";"0.948822469283358";"1.1475730511164";"37"
"10";"*postReposts_376";"-0.76096745119254";"2.04032317317024";"1.14390439940518";"41"
"11";"*i_0303";"-0.524226158918427";"1.23392779358865";"1.12032260320062";"44"
"12";"*postComments_747";"-0.524226158918427";"1.23392779358865";"1.12032260320062";"45"
"13";"*postComments_326";"-0.77785867294494";"2.14710053370146";"1.119475405478";"47"
"14";"*postComments_1200";"2.85766269270969";"0.531076813769431";"1.09964031740405";"51"
"15";"*commentDate_12-10-2025";"-0.205042005392854";"0.682839527543055";"1.09755030917957";"53"
"16";"*postDate_14-10-2025";"-0.302355477662335";"0.959709706219583";"1.08248465871172";"55"
"17";"*a_0825";"0.40798896684619";"-2.36496316115492";"1.0719382845449";"60"
"18";"*postLikes_39800";"0.40798896684619";"-2.36496316115492";"1.0719382845449";"61"
"19";"*postDate_30-3-2025";"0.40798896684619";"-2.36496316115492";"1.0719382845449";"63"
"20";"*postDate_11-10-2025";"-0.147777063790788";"0.681901933476796";"1.0689637638217";"64"
"21";"*i_0139";"-0.688920100535027";"1.74311256811064";"1.05164361550412";"65"
"22";"*postComments_337";"-0.688920100535027";"1.74311256811064";"1.05164361550412";"66"
"23";"*postReposts_195";"-0.688920100535027";"1.74311256811064";"1.05164361550412";"67"
"24";"*postComments_236";"-0.747307526134316";"1.64965893347519";"1.03282021477804";"71"
"25";"*commentDate_11-10-2025";"-0.191080864371286";"0.564746188436305";"1.0327573888795";"72"
"26";"*postDate_29-10-2025";"-0.154153488816223";"0.786803022126844";"1.03172323651337";"73"
"27";"*commentDate_27-10-2025";"-0.0661847650305974";"0.600390307420364";"1.02629736345838";"74"
"28";"*postLikes_7600";"-0.330269372634206";"0.963726242201441";"1.02367809463415";"75"
"29";"*postDate_24-9-2025";"2.30044311099094";"0.418085857192961";"1.02118866600022";"76"
"30";"*postLikes_3500";"-0.119413918767618";"0.723572697962319";"1.01712478227278";"78"
"31";"*postDate_24-2-2025";"0.50974572450607";"-1.94616046532027";"1.01488323036578";"81"
"32";"*i_0256";"-0.545910209959374";"1.55950781111054";"1.00619764508456";"83"
"33";"*postReposts_188";"-0.545910209959374";"1.55950781111054";"1.00619764508456";"84"
"34";"*i_0339";"-0.639892126615127";"1.77927139286666";"1.00255031610254";"85"
"35";"*i_0023";"-0.708053490262253";"1.8622412987466";"1.00250538606601";"86"
"36";"*postLikes_7100";"-0.708053490262253";"1.8622412987466";"1.00250538606601";"87"
"37";"*postComments_267";"-0.536136984558505";"1.12331342106435";"1.00143468044983";"88"
"38";"*postReposts_43";"-0.404092112424431";"0.497879172045295";"1.00026383415901";"89"
"39";"*postComments_223";"-0.314428315920723";"0.642224872165376";"0.993450841417048";"94"
"40";"*postLikes_115000";"2.06531070627295";"0.57973094288096";"0.989126515782973";"96"
"41";"*postComments_973";"2.06531070627295";"0.57973094288096";"0.989126515782973";"97"
"42";"*postDate_23-2-2025";"2.06531070627295";"0.57973094288096";"0.989126515782973";"98"
"43";"*commentDate_29-10-2025";"-0.132879428289818";"0.648104110346491";"0.988624670120764";"99"
"44";"*i_0105";"-0.761457550977032";"1.4112984865071";"0.987674666382364";"100"
"45";"*postComments_313";"-0.761457550977032";"1.4112984865071";"0.987674666382364";"101"
"46";"*commentDate_28-10-2025";"0.000440430342361334";"0.46226751849299";"0.984504433466162";"103"
"47";"*i_0262";"-0.418429758253769";"1.49776355372942";"0.982944828130495";"104"
"48";"*postComments_373";"-0.418429758253769";"1.49776355372942";"0.982944828130495";"105"
"49";"*postReposts_168";"-0.418429758253769";"1.49776355372942";"0.982944828130495";"106"
"50";"*postReposts_91";"1.38457328959473";"0.275675167510609";"0.981564942940931";"111"
"51";"*postDate_31-3-2025";"1.38457328959473";"0.275675167510609";"0.981564942940931";"112"
"52";"*postLikes_3100";"-0.197286207894992";"0.47353687051981";"0.98055782474932";"113"
"53";"*postReposts_39";"-0.482107772214663";"1.15063408685308";"0.970678166632975";"114"
"54";"*i_0117";"-0.484421541835226";"0.948679711657137";"0.968983009661689";"115"
"55";"*postComments_675";"-0.484421541835226";"0.948679711657137";"0.968983009661689";"116"
"56";"*i_0098";"-0.387378157849117";"1.76652261231871";"0.959501629665732";"119"
"57";"*postComments_293";"-0.387378157849117";"1.76652261231871";"0.959501629665732";"120"
"58";"*postReposts_2.5K";"-0.387378157849117";"1.76652261231871";"0.959501629665732";"121"
"59";"*postDate_1-11-2025";"-0.233066933079411";"0.584658135484132";"0.955119808815426";"123"
"60";"*postLikes_6000";"0.0376849739438482";"1.04231559226797";"0.951814785789647";"124"
"61";"*i_0016";"-0.714527808516722";"1.31099776043553";"0.950289068362885";"125"
"62";"*i_0123";"-0.72385607112318";"1.34555964385326";"0.948925555983241";"126"
"63";"*i_0237";"-0.330487726264251";"1.1377831097678";"0.940150872155008";"128"
"64";"*postComments_503";"-0.330487726264251";"1.1377831097678";"0.940150872155008";"129"
"65";"*postReposts_242";"-0.330487726264251";"1.1377831097678";"0.940150872155008";"130"
"66";"*postLikes_39500";"0.877119007669816";"-1.54899332503019";"0.913952472467372";"136"
"67";"*postReposts_662";"0.877119007669816";"-1.54899332503019";"0.913952472467372";"138"
"68";"*postComments_1700";"0.0257859293398909";"-0.344071155881778";"0.90921882658529";"141"
"69";"*postDate_12-3-2025";"0.0257859293398909";"-0.344071155881778";"0.90921882658529";"142"
"70";"*postComments_580";"-0.400615618533231";"-0.206718737935122";"0.907284931199584";"144"
"71";"*postDate_18-11-2025";"-0.203232374168517";"0.0178852293835627";"0.898740608999299";"146"
"72";"*postDate_31-10-2025";"-0.185367925479546";"-0.164750959168514";"0.898570788691754";"147"
"73";"*postDate_26-12-2025";"-0.175359103532943";"-0.294188789486464";"0.891481742759272";"152"
"74";"*postDate_12-11-2025";"-0.226773148638032";"-0.14164578772972";"0.887369882891141";"153"
"75";"*commentDate_18-11-2025";"-0.187076476432308";"-0.0655172858161168";"0.88662891805149";"154"
"76";"-*chetelatdelphine";"0.618818494204081";"-1.31295583138067";"0.883684477606981";"155"
"77";"*postLikes_5400";"-0.119907321156279";"-0.266093961194139";"0.882559703641756";"156"
"78";"*postReposts_25";"-0.323645326366166";"0.024937578697947";"0.882449282365549";"157"
"79";"*postComments_380";"-0.418513760044691";"-0.103062286298398";"0.880257229651332";"159"
"80";"*postLikes_9100";"-0.300832813496067";"-0.237037798336352";"0.878645459781733";"160"
"81";"*postDate_5-11-2025";"-0.155760069831622";"-0.0994540935562479";"0.877360384584498";"161"
"82";"*i_0487";"-0.371496292724018";"-0.101285479680306";"0.875177089419773";"162"
"83";"*postComments_435";"-0.371496292724018";"-0.101285479680306";"0.875177089419773";"163"
"84";"*postLikes_7200";"-0.170045266379239";"-0.127329565307619";"0.874743400338394";"164"
"85";"*commentDate_12-11-2025";"-0.175541384946851";"-0.214826519658432";"0.874317707280466";"165"
"86";"*commentDate_18-3-2025";"0.517797355772316";"-1.84680674751249";"0.872438261006821";"168"
"87";"*postDate_10-11-2025";"-0.251520319061235";"-0.164961835272452";"0.872158400186089";"169"
"88";"*postComments_278";"2.75826324589938";"0.424543570867341";"0.871182123799212";"172"
"89";"*postDate_4-5-2024";"2.75826324589938";"0.424543570867341";"0.871182123799212";"173"
"90";"*i_0953";"-0.228775623364841";"-0.285945627338371";"0.867969626187635";"178"
"91";"*postComments_674";"-0.228775623364841";"-0.285945627338371";"0.867969626187635";"179"
"92";"*postComments_182";"0.521470777540006";"-1.9294789977732";"0.865192721472542";"184"
"93";"*postReposts_32";"-0.0664114848639938";"-0.341799381846423";"0.864363800374948";"185"
"94";"*postComments_324";"0.555385314194629";"-1.8267368761749";"0.862755838135563";"189"
"95";"*postDate_2-3-2025";"0.555385314194629";"-1.8267368761749";"0.862755838135563";"190"
"96";"*postDate_7-11-2025";"-0.303779257162551";"0.0445823579453099";"0.86235337162194";"191"
"97";"*a_0750";"1.08714632341151";"-1.83762748555527";"0.861727016451732";"192"
"98";"*postLikes_27300";"1.08714632341151";"-1.83762748555527";"0.861727016451732";"193"
"99";"*postComments_317";"1.08714632341151";"-1.83762748555527";"0.861727016451732";"194"
"100";"*postDate_25-11-2024";"1.08714632341151";"-1.83762748555527";"0.861727016451732";"195"
