être;4491;1172;2543;2046;5179;10736;11953
de;3121;986;2207;1819;5064;9369;8690
avoir;2535;698;1759;1340;3286;6517;8261
la;2413;686;1805;1307;3802;7203;6595
les;1799;903;1838;1399;3960;6190;5943
et;2427;821;1939;1289;3963;6905;6111
le;1912;646;1689;1356;3278;5673;6023
pas;1064;672;1307;998;2828;5801;6279
c;2037;574;1002;1020;2317;4797;6066
à;1670;471;1063;1159;2588;4829;4655
ne;798;550;1265;728;2523;5498;4331
des;1020;607;1421;776;2677;4661;3670
en;1209;533;1118;1021;2675;4234;4729
l;1681;401;1163;818;2692;4657;3917
que;1126;431;1032;706;2465;5012;4640
un;1197;431;975;789;2044;3909;3840
pour;1117;448;912;756;2486;3822;3224
d;942;326;972;611;2172;4247;2992
qui;612;356;978;622;2133;3696;3078
on;907;371;587;666;1721;3022;3500
je;1355;311;331;596;1095;2557;4232
il;994;351;731;651;1580;3279;3340
une;1120;272;617;557;1630;3415;2777
faire;812;325;666;578;1596;3083;3270
ce;966;241;666;406;1357;3163;2670
ça;852;280;396;479;1079;2182;3392
vous;564;152;603;273;800;2187;2150
mais;631;252;492;478;1296;2703;2831
qu;577;249;591;368;1227;2469;2425
plus;637;285;445;445;1603;2142;2081
dans;620;268;479;554;1270;2404;2242
du;634;348;658;527;1369;1999;2091
j;1573;183;132;384;431;1018;2749
ils;405;249;552;316;942;1381;1616
y;505;180;397;399;772;1630;1759
avec;752;196;325;361;857;1501;1668
tout;562;181;323;269;838;1739;1657
bien;732;158;267;250;736;1471;1881
au;494;195;421;378;890;1491;1382
dire;421;114;320;235;559;1393;2059
si;368;149;271;261;916;1668;1524
sur;259;134;320;400;845;1619;1439
se;251;156;396;261;770;1733;1290
pouvoir;292;158;301;249;875;1584;1264
comme;483;166;299;207;691;1378;1453
tu;185;79;202;137;427;954;1763
par;192;135;500;253;913;1370;961
même;329;138;245;230;632;1211;1485
ou;201;169;262;275;687;1349;1165
s;254;96;320;208;575;1289;1054
nous;387;99;167;158;573;1018;892
elle;600;110;133;102;239;808;998
cette;745;81;156;133;371;985;896
quand;279;104;202;197;473;882;1051
aussi;439;122;175;214;436;787;979
non;141;99;233;156;503;958;973
ces;400;86;268;96;499;958;663
bon;489;119;143;141;310;671;1065
falloir;145;95;185;163;582;957;838
savoir;212;89;151;155;337;767;1011
oui;252;68;169;140;362;691;919
leur;120;113;198;109;517;831;566
personne;246;63;217;128;422;927;622
rien;152;64;175;133;394;836;879
me;436;64;60;158;190;556;1061
devoir;142;70;167;143;484;878;680
vouloir;135;70;171;101;451;811;775
très;487;66;68;100;312;619;682
moi;423;88;46;142;175;357;1034
tous;255;89;200;143;362;619;644
donc;68;70;195;132;474;769;593
aux;177;71;166;109;516;745;448
encore;238;77;142;136;347;583;684
mon;486;71;45;107;155;420;863
son;270;59;125;70;304;666;620
sans;125;63;137;131;346;760;504
alors;80;66;162;117;378;666;659
t;106;40;115;87;199;435;938
toujours;257;47;136;125;255;520;595
merci;769;32;102;45;135;357;497
an;198;48;125;104;259;353;730
quoi;96;58;117;85;230;487;708
juste;117;50;96;102;260;608;567
trop;439;55;43;92;190;307;536
où;125;48;121;123;284;538;461
déjà;122;44;100;117;372;408;539
sa;197;47;98;69;219;464;533
votre;149;33;133;37;180;579;419
là;133;44;97;108;203;495;566
moins;89;75;75;117;352;380;436
autres;77;63;119;81;331;586;363
jamais;126;54;134;110;210;429;522
aujourd_hui;175;47;55;104;137;390;643
peu;117;57;73;77;226;428;564
beaucoup;223;34;42;82;249;415;414
cela;84;38;90;55;281;535;350
avant;127;33;104;93;167;425;504
pourquoi;57;24;161;71;202;405;432
m;217;36;42;78;118;269;582
nos;156;50;35;72;283;381;339
après;81;45;100;86;206;325;463
car;51;50;95;69;302;454;347
toi;94;30;59;36;94;271;708
autre;93;44;101;76;179;402;406
ses;132;41;107;53;201;422;303
leurs;66;42;140;46;270;371;268
notre;143;46;72;42;260;441;233
mieux;110;45;46;72;170;323;444
ma;276;51;10;57;82;213;536
contre;47;27;217;59;205;445;212
depuis;73;28;195;77;198;270;354
parce_que;21;41;95;62;245;378;350
quelle;427;14;55;29;97;217;297
quel;288;17;63;55;137;295;280
maintenant;121;40;74;101;124;206;439
croire;84;28;81;50;135;333;396
te;56;20;43;39;119;276;453
lui;139;32;44;52;100;281;411
ceux;40;44;92;48;214;308;258
chez;96;80;51;71;137;208;351
toute;175;20;84;58;174;258;250
eux;69;44;100;49;193;276;252
ton;57;21;44;29;98;250;439
surtout;67;37;43;60;188;296;274
mes;212;31;14;56;80;159;356
