"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,368466138710225;26,9359238312572;26,9359238312572
"facteur 2";0,259819933642977;18,9935769049145;45,9295007361717
"facteur 3";0,213809201761291;15,630061403263;61,5595621394347
"facteur 4";0,191491468370154;13,9985715496384;75,5581336890731
"facteur 5";0,18163835586555;13,2782809719103;88,8364146609834
"facteur 6";0,152710677747618;11,1635853390166;100
