"";"X.rts_a";"X.rts_i"
"venir";0,4111;-0,4111
"organiser";-4,3602;4,3602
"emji_visage_avec_un_sourire_malin";2,2067;-2,2067
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";Inf;-Inf
"emji_visage_riant_aux_larmes";Inf;-Inf
"drogue";-7,2963;7,2963
"voir";0,7296;-0,7296
"tête";18,917;-18,917
"poser";1,2991;-1,2991
"question";-2,1424;2,1424
"lancer";-3,0692;3,0692
"truc";3,6229;-3,6229
"penser";1,1658;-1,1658
"parler";-3,3616;3,3616
"aller";-48,4444;48,4444
"danser";9,3465;-9,3465
"24h";-0,6977;0,6977
"stop";-1,2267;1,2267
"emji_visage_grimaçant";5,506;-5,506
"gagner";-9,0155;9,0155
"emji_visage_en_pleine_réflexion";0,8434;-0,8434
"emji_visage_souriant_avec_yeux_rieurs";72,7255;-72,7255
"nouveau";-12,8352;12,8352
"marathon";0,6309;-0,6309
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";64,8609;-64,8609
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";7,572;-7,572
"manger";16,0923;-16,0923
"emji_se_rouler_par_terre_de_rire";135,5347;-135,5347
"alcool";-0,6852;0,6852
"nourriture";1,2899;-1,2899
"eau";1,467;-1,467
"couleur";5,0837;-5,0837
"cas";-14,6518;14,6518
"archive";104,8494;-104,8494
"absolument";-1,6887;1,6887
"magnifique";73,4391;-73,4391
"reconnaître";-0,6949;0,6949
"emji_visage_souriant_avec_une_goutte_de_sueur";79,7323;-79,7323
"talent";0,5138;-0,5138
"changer";21,8593;-21,8593
"emji_visage_faisant_un_clin_d_oeil";48,4378;-48,4378
"genial";1,0923;-1,0923
"idée";-6,9873;6,9873
"emji_feu";47,8287;-47,8287
"emji_yeux";0,3654;-0,3654
"emji_coeur_rouge";Inf;-Inf
"break";2,6673;-2,6673
"dance";4,2546;-4,2546
"jeunesse";22,824;-22,824
"super";9,0381;-9,0381
"sentir";-1,2566;1,2566
"nostalgique";8,1957;-8,1957
"coup";-0,4212;0,4212
"fin";2,362;-2,362
"enfant";6,545;-6,545
"tiktok";2,5397;-2,5397
"époque";Inf;-Inf
"style";3,501;-3,501
"contrairement";-2,3574;2,3574
"mettre";-15,5558;15,5558
"musique";6,0183;-6,0183
"ami";8,7074;-8,7074
"rassurer";0,4782;-0,4782
"petit";50,4331;-50,4331
"comprendre";0,3831;-0,3831
"acquérir";-0,535;0,535
"spécial";1,1407;-1,1407
"emji_visage_avec_lunettes_de_soleil";11,8331;-11,8331
"respect";11,9371;-11,9371
"afficher";-0,6364;0,6364
"remettre";-1,1424;1,1424
"système";-32,2001;32,2001
"plutôt";-4,9267;4,9267
"juger";-0,8295;0,8295
"terme";-4,8786;4,8786
"sexiste";0,433;-0,433
"back";1,605;-1,605
"the";0,7701;-0,7701
"emji_mains_en_prière";81,7869;-81,7869
"sortir";-2,7691;2,7691
"boss";-0,4334;0,4334
"incroyable";23,2972;-23,2972
"dimanche";13,9994;-13,9994
"énorme";0,5979;-0,5979
"top";6,4965;-6,4965
"dieu";72,3121;-72,3121
"possible";-3,5167;3,5167
"grand";3,0956;-3,0956
"temps";9,7234;-9,7234
"chant";1,5712;-1,5712
"école";14,9055;-14,9055
"enfantin";0,2447;-0,2447
"oreille";11,9122;-11,9122
"grave";-2,0827;2,0827
"meilleur";5,9447;-5,9447
"terrain";-3,9778;3,9778
"emji_ok";15,8082;-15,8082
"emji_trinquer";1,0208;-1,0208
"emji_trèfle_à_quatre_feuilles";7,6358;-7,6358
"emji_applaudissements";89,0639;-89,0639
"suisse";-94,0764;94,0764
"pleurer";1,5197;-1,5197
"emji_ok_peau_claire";2,6775;-2,6775
"rire";17,469;-17,469
"deuxième";-0,5957;0,5957
"slide";-3,4533;3,4533
"français";24,3222;-24,3222
"budget";-11,3185;11,3185
"dingue";2,5054;-2,5054
"emji_visage_très_souriant_aux_yeux_rieurs";17,6788;-17,6788
"rts";-9,439;9,439
"bleu";2,0535;-2,0535
"emji_homme_avec_la_paume_sur_le_visage";-1,2389;1,2389
"journaliste";2,8634;-2,8634
"honte";-5,389;5,389
"emji_visage_qui_hurle_de_peur";8,343;-8,343
"double";-0,3011;0,3011
"emji_mains_levées";28,363;-28,363
"inviter";-1,6619;1,6619
"gym";0,4397;-0,4397
"profil";-3,564;3,564
"sacré";10,3574;-10,3574
"mythique";14,1248;-14,1248
"emji_applaudissements_peau_claire";0,5156;-0,5156
"emji_drapeau_suisse";2,0702;-2,0702
"laisser";-11,9333;11,9333
"célébrer";-0,578;0,578
"espoir";-0,9274;0,9274
"euro";8,7456;-8,7456
"emji_biceps_contracté_peau_claire";1,2449;-1,2449
"cousin";6,3807;-6,3807
"belge";14,9781;-14,9781
"beau";213,2903;-213,2903
"mentalité";1,4525;-1,4525
"victoire";-0,666;0,666
"défaite";0,2831;-0,2831
"chance";0,3766;-0,3766
"rester";-8,6104;8,6104
"compétition";-0,4239;0,4239
"vraiment";0,5222;-0,5222
"insupportable";-0,4239;0,4239
"gens";-5,0914;5,0914
"cirque";-1,4759;1,4759
"pareil";9,9524;-9,9524
"inculte";-0,4094;0,4094
"tellement";74,9506;-74,9506
"bas";-5,125;5,125
"rapporter";-3,798;3,798
"centime";0,2676;-0,2676
"payer";-107,2429;107,2429
"loyer";-21,9814;21,9814
"facture";-6,7364;6,7364
"mois";-7,3247;7,3247
"sport";2,6082;-2,6082
"chose";1,5959;-1,5959
"nécessaire";-6,1711;6,1711
"monde";-13,4272;13,4272
"mourir";0,9948;-0,9948
"faim";-0,4261;0,4261
"battre";3,4726;-3,4726
"survie";-0,3069;0,3069
"maladie";-8,5328;8,5328
"foire";0,959;-0,959
"bête";12,7142;-12,7142
"sauvage";25,2789;-25,2789
"humain";0,3995;-0,3995
"devenir";0,8006;-0,8006
"pathétique";-0,2777;0,2777
"siècle";0,7713;-0,7713
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,3191;-0,3191
"souvenir";291,6724;-291,6724
"oser";-0,4177;0,4177
"viser";-9,2759;9,2759
"couper";0,4348;-0,4348
"pr";-0,8672;0,8672
"réponse";3,5945;-3,5945
"échange";-2,9446;2,9446
"constructif";-1,3118;1,3118
"plaisir";14,0326;-14,0326
"chanter";7,499;-7,499
"purée";4,4763;-4,4763
"moin";0,2675;-0,2675
"lèvre";0,308;-0,308
"hymne";0,766;-0,766
"ya";2,9728;-2,9728
"origine";0,6361;-0,6361
"ds";2,5711;-2,5711
"équipe";-4,4121;4,4121
"gars";2,9062;-2,9062
"bout";0,3008;-0,3008
"rêver";4,0274;-4,0274
"emji_coeur_cartes";69,7957;-69,7957
"nati";1,17;-1,17
"adorer";145,0876;-145,0876
"offrir";-4,5585;4,5585
"match";2,0143;-2,0143
"emji_applaudissements_peau_foncée";-0,5703;0,5703
"espérer";-1,4814;1,4814
"europe";-25,0989;25,0989
"vivre";3,1986;-3,1986
"apprendre";13,8383;-13,8383
"oublier";-0,291;0,291
"racine";1,2854;-1,2854
"croiser";1,2429;-1,2429
"doigt";1,549;-1,549
"suède";-2,7999;2,7999
"emji_doigts_croisés_peau_claire";-0,461;0,461
"emji_doigts_croisés";-0,9274;0,9274
"dernier";9,7089;-9,7089
"emji_doigts_croisés_peau_moyennement_claire";-0,5703;0,5703
"pffff";-1,5415;1,5415
"aimer";167,9026;-167,9026
"hippie";4,2546;-4,2546
"nage";0,9982;-0,9982
"payant";-0,2405;0,2405
"avion";-0,4376;0,4376
"gonfler";0,7426;-0,7426
"femme";22,3603;-22,3603
"prendre";-9,3772;9,3772
"analyse";-1,7714;1,7714
"correct";-1,9829;1,9829
"genre";-3,772;3,772
"clip";3,2646;-3,2646
"faute";-0,6955;0,6955
"traduction";1,3984;-1,3984
"ego";0,2798;-0,2798
"vrai";6,7336;-6,7336
"emji_drapeau_états";-5,7193;5,7193
"unir";-17,2916;17,2916
"correction";1,1228;-1,1228
"emji_coeurs_qui_tournent";1,98;-1,98
"honnêtement";-0,5401;0,5401
"regarder";4,8046;-4,8046
"emji_visage_avec_les_sourcils_relevés";0,3038;-0,3038
"fier";2,4954;-2,4954
"raison";3,741;-3,741
"rue";-1,6041;1,6041
"police";-124,5525;124,5525
"avertir";-0,2594;0,2594
"voiture";-0,6662;0,6662
"amande";-0,3198;0,3198
"argent";-52,2974;52,2974
"emji_visage_souriant_aux_yeux_rieurs";46,0031;-46,0031
"attendre";-5,0483;5,0483
"emji_coeur_enflammé";2,9934;-2,9934
"parent";15,7716;-15,7716
"avouer";0,797;-0,797
"meuf";9,4425;-9,4425
"vidéo";58,3832;-58,3832
"rajeunir";4,2546;-4,2546
"vendre";-4,465;4,465
"rêve";6,1793;-6,1793
"apercevoir";2,0372;-2,0372
"min";0,4891;-0,4891
"emji_visage_envoyant_un_bisou";12,84;-12,84
"publier";-3,6682;3,6682
"reportage";58,6193;-58,6193
"tecktonik";14,9695;-14,9695
"religieux";0,5629;-0,5629
"historien";-0,3406;0,3406
"représenter";-19,903;19,903
"musée";-1,8748;1,8748
"enseigner";3,8039;-3,8039
"histoire";-2,938;2,938
"temp";0,2648;-0,2648
"fesait";2,9801;-2,9801
"erreur";-2,6785;2,6785
"passer";-0,8792;0,8792
"dur";-1,3746;1,3746
"boiter";0,6526;-0,6526
"air";15,3863;-15,3863
"détester";12,3731;-12,3731
"anniversaire";6,9531;-6,9531
"photo";-3,0575;3,0575
"seigneur";4,2301;-4,2301
"emji_visage_avec_bouche_ouverte";22,4542;-22,4542
"emji_visage_avec_un_doigt_sur_la_bouche";1,3664;-1,3664
"ptn";0,5504;-0,5504
"gêner";0,6421;-0,6421
"pensée";3,9184;-3,9184
"my";6,177;-6,177
"vie";27,6274;-27,6274
"ahahah";0,8924;-0,8924
"chaud";6,4969;-6,4969
"imaginer";-0,3994;0,3994
"revoir";10,1036;-10,1036
"mtn";2,099;-2,099
"compte";-10,2671;10,2671
"heureusement";9,5389;-9,5389
"période";5,0194;-5,0194
"court";0,9355;-0,9355
"mulet";5,5698;-5,5698
"horreur";1,6963;-1,6963
"disparaître";3,3775;-3,3775
"arrivée";0,7823;-0,7823
"finalement";0,7954;-0,7954
"élève";17,8297;-17,8297
"allure";0,766;-0,766
"calme";2,6951;-2,6951
"vieux";50,9473;-50,9473
"france";0,8423;-0,8423
"partir";-27,3197;27,3197
"clairement";-5,698;5,698
"putain";5,8731;-5,8731
"relire";-1,4529;1,4529
"explication";-1,2801;1,2801
"punaise";5,2581;-5,2581
"subtil";2,9712;-2,9712
"gros";-0,9479;0,9479
"interviewer";9,5338;-9,5338
"nettement";-0,3372;0,3372
"conditionner";0,3286;-0,3286
"délire";0,4994;-0,4994
"amitié";0,3714;-0,3714
"hypocrisie";-7,6082;7,6082
"emji_visage_mécontent";0,5981;-0,5981
"irréprochable";0,308;-0,308
"vocabulaire";21,8403;-21,8403
"choisir";-3,6846;3,6846
"phrase";4,9868;-4,9868
"complexe";-1,5498;1,5498
"camp";-3,314;3,314
"vacance";2,8331;-2,8331
"emji_soleil";6,2352;-6,2352
"moniteur";3,4811;-3,4811
"nombreux";-2,6589;2,6589
