"";"X.rts_a";"X.rts_i"
"emji_visage_avec_un_sourire_malin";-2,2296;2,2296
"emji_visage_riant_aux_larmes";61,7247;-61,7247
"emji_visage_souriant_avec_yeux_rieurs";20,4088;-20,4088
"emji_se_rouler_par_terre_de_rire";6,328;-6,328
"emji_visage_souriant_avec_une_goutte_de_sueur";6,0127;-6,0127
"emji_feu";-0,7517;0,7517
"emji_yeux";-5,6071;5,6071
"emji_visage_avec_lunettes_de_soleil";2,1003;-2,1003
"emji_ok";2,639;-2,639
"emji_trinquer";-0,4324;0,4324
"emji_applaudissements";-3,9816;3,9816
"emji_ok_peau_claire";0,3477;-0,3477
"emji_homme_avec_la_paume_sur_le_visage";-6,3924;6,3924
"emji_visage_qui_hurle_de_peur";-0,8986;0,8986
"emji_applaudissements_peau_claire";-4,2481;4,2481
"emji_drapeau_suisse";-13,525;13,525
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";-2,9189;2,9189
"emji_visage_souriant_aux_yeux_rieurs";9,9036;-9,9036
"emji_visage_envoyant_un_bisou";1,1816;-1,1816
"emji_visage_avec_bouche_ouverte";-1,9672;1,9672
"emji_visage_avec_un_doigt_sur_la_bouche";-0,6822;0,6822
"emji_soleil";1,7967;-1,7967
"emji_visage_rieur";7,9525;-7,9525
"emji_pouce_vers_le_haut";17,7247;-17,7247
"emji_pouce_vers_le_haut_peau_moyennement_claire";0,9135;-0,9135
"emji_cornes_avec_les_doigts";-0,3427;0,3427
"emji_v_de_la_victoire_peau_moyennement_claire";-1,2675;1,2675
"emji_visage_avec_masque";0,4904;-0,4904
"emji_visage_qui_pleure";-28,0751;28,0751
"emji_visage_avec_une_main_sur_la_bouche";2,9754;-2,9754
"emji_visage_souriant";5,6145;-5,6145
"emji_couronne";1,644;-1,644
"emji_feuille";-0,66;0,66
"emji_visage_de_clown";-14,9497;14,9497
"emji_visage_de_geek";-4,273;4,273
"emji_cotillons";-0,7051;0,7051
"emji_papillon";2,4811;-2,4811
"emji_notes_de_musique";14,778;-14,778
"emji_visage_roulant_des_yeux";-15,8551;15,8551
"emji_fondue";0,4423;-0,4423
"emji_visage_souriant_avec_une_larme";-1,2753;1,2753
"emji_miam";2,6049;-2,6049
"emji_visage_souriant_avec_de_grands_yeux";2,6708;-2,6708
"emji_visage_qui_vomit";-0,8605;0,8605
"emji_visage_qui_bave";0,2555;-0,2555
"emji_drapeau_belgique";1,1152;-1,1152
"emji_cerveau";-0,6301;0,6301
