htag_dansleretro;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
eux;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0
dont;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;1;0;0;0;1;1
dame;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;2
celui;0;0;0;0;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;2;0
ainsi;0;0;0;0;1;2;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1
8;0;0;0;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;1;1;0
4;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0
22;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;3;0
1992;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;2;0;0;0;0;2
1988;0;0;0;1;0;0;0;0;0;2;0;2;0;0;0;1;0;0;0;0;1
1985;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0
1983;0;0;0;0;0;1;0;1;0;2;0;2;0;0;0;0;0;0;0;1;1
puis;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0
parmi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;2;0
oui;0;0;1;0;0;1;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0
or;0;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0
ma;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;0;0;0;0
ici;0;1;0;0;0;0;1;0;1;0;1;2;0;0;0;0;0;1;0;0;1
htag_swissfood;0;0;1;0;2;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0
htag_sport;0;0;0;0;0;1;1;0;0;0;0;1;0;1;2;0;1;0;0;0;0
htag_rtssportxarchives;0;1;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;1;1;0
