"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"*postDate_10-12-2025";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0984";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_350";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_5";0,895;0,817;0,068;1;0,405;0,643;1;1;1;1;0,87;1;1;0,989;0,27;1;0,704;0,674;0,967;0,045;1
"*postReposts_4";0,001;1;1;1;1;1;0,261;1;0,148;1;1;0,296;1;0,204;1;1;1;1;1;1;1
"*postDate_8-12-2025";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0983";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_1500";0,479;1;1;1;1;1;0,651;0,354;1;1;1;0,703;0,614;1;0,045;1;0,332;0,311;0,538;1;0,614
"*postComments_36";1;0,241;1;0,365;1;1;1;0,195;1;0,455;0,272;0,47;1;1;1;1;1;1;1;0,015;1
"*postDate_7-12-2025";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0982";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_12";0,589;1;1;1;0,883;1;1;1;1;0,375;0,557;0,107;0,799;1;0,681;0,191;0,368;1;0,681;1;0,061
"*postReposts_19";1;1;1;1;1;1;1;1;0,002;1;1;1;1;1;1;1;1;1;1;0,006;1
"*postDate_5-12-2025";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0981";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_10500";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_397";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postReposts_288";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_3-12-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0980";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postLikes_1800";1;0,529;1;0,703;0,153;0,384;1;1;1;0,819;0,056;0,837;0,743;0,682;0,662;1;1;0,408;1;1;1
"*postReposts_13";1;1;1;1;1;1;1;1;1;1;1;0,207;1;1;1;0,02;1;1;0,126;1;0,001
"*postDate_1-12-2025";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*a_0979";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_574";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_8";0,118;0,081;1;0,664;1;1;0,776;0,05;1;1;0,105;1;1;0,636;1;0,157;1;1;1;0,693;1
"*postReposts_14";1;1;1;1;1;1;1;1;0,002;1;1;1;0,006;1;1;1;1;1;1;1;1
"*postDate_30-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0978";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_76";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_20";1;1;1;1;1;0,004;1;1;1;1;1;1;0,037;1;1;1;1;1;1;0,034;1
"*postDate_28-11-2025";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0977";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_1000";0,539;1;1;1;1;0,01;0,718;0,406;1;0,755;1;1;1;1;0,601;1;1;0,36;0,064;0,661;0,68
"*postReposts_3";1;0,241;1;1;1;1;0,021;1;1;1;0,005;0,47;1;1;1;1;1;1;1;0,38;0,395
"*postDate_26-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0976";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_41";1;1;1;1;0,357;1;1;1;0,209;1;1;1;0,008;1;0,263;1;1;1;0,263;1;0,317
"*postReposts_15";1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;0;1;1;1
"*postDate_24-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0975";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postLikes_15400";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postComments_144";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postReposts_209";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*postDate_23-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1
"*a_0974";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_1900";1;0,007;1;0,438;1;1;1;1;0,335;0,536;1;0,552;0,029;1;1;1;1;1;1;1;0,471
"*postComments_32";1;1;1;0,215;1;1;1;1;1;1;0,148;1;0,238;1;1;0,039;1;0,079;0,192;1;1
"*postReposts_30";1;1;1;1;1;1;1;1;1;1;1;1;0,037;0,028;0,025;1;1;1;1;1;1
"*postDate_21-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0973";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;1;1;1;1;0,006
"*postComments_86";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postReposts_21";1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"*postDate_19-11-2025";1;1;1;1;1;1;1;1;1;0,01;1;1;1;1;1;1;1;0;1;1;1
"*a_0972";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_339";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postComments_23";0,046;1;1;0,641;0,737;0,337;1;1;0,517;0,755;1;0,773;0,68;1;1;1;1;0,36;0,601;1;0,68
"*a_0971";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
"*postLikes_1400";1;1;1;1;0,405;0,643;0,064;0,734;0,87;1;0,87;1;0,346;0,035;1;0,512;0,704;0,674;1;1;1
"*postComments_25";1;0,359;1;1;1;0,242;0,057;1;1;1;1;1;0,544;0,491;0,472;0,166;0,281;0,262;1;1;1
"*a_0970";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_7300";1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;0,006;1
"*postComments_90";1;1;1;0,005;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1
"*postReposts_127";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postDate_17-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0969";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_73";1;1;1;1;1;0;1;1;0,002;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_24";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_16-11-2025";1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0968";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postComments_19";1;0,529;0,358;1;0,009;1;1;1;0,574;1;1;1;0,006;1;0,662;1;0,433;1;0,662;0,723;1
"*postDate_14-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0967";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_5700";1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_223";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_45";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0966";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_513";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_6";0,978;1;0,687;1;0,107;0,72;1;0,813;0,259;1;1;0,54;1;1;1;1;1;0,752;0,05;0,408;1
"*postReposts_5";1;1;1;0,079;1;1;1;1;1;1;1;1;1;1;1;0,007;1;1;0,068;0,085;1
"*postDate_11-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0965";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_34700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_247";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_801";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_9-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0964";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_857";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_7-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0963";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postLikes_4500";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postComments_27";1;1;1;1;0,188;1;1;1;0,093;0,198;1;1;1;0,134;1;1;1;0,044;1;1;1
"*postReposts_66";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*postDate_6-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
"*a_0962";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_5400";1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;1;1;1;1;0,006;1
"*postComments_196";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postReposts_88";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_5-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0961";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postLikes_22900";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postComments_232";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postReposts_1100";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*postDate_3-11-2025";1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1
"*a_0960";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_39500";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_745";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postReposts_662";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_2-11-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0959";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_1100";1;1;0,856;1;0,718;1;0,036;0,988;1;1;1;1;1;1;0,124;0,125;0,263;0,925;1;1;1
"*postDate_31-10-2025";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0958";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*postLikes_5600";1;1;1;1;0,009;1;1;1;1;1;1;1;0,006;1;1;1;1;1;1;1;1
"*postComments_78";1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;1;1;1;1;0,004;1;1
"*postReposts_53";1;1;1;1;1;1;1;1;1;1;1;1;0,006;1;0,004;1;1;1;1;1;1
"*postDate_29-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
"*a_0957";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_1300";1;0,277;1;1;1;0,15;1;0,211;1;1;1;1;1;1;0,418;0,082;1;0,825;1;0,011;1
"*postDate_27-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0956";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_39";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_60";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_26-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0955";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postComments_54";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1
"*postReposts_16";1;1;1;1;1;1;0,008;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_24-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0954";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_2300";1;1;1;1;0,357;1;0,011;1;1;0,013;1;1;0,317;1;1;1;1;1;1;1;0,317
"*postComments_29";1;1;1;1;1;1;0,043;1;1;1;1;1;0,037;1;0,025;1;1;1;1;1;1
"*postDate_22-10-2025";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0952";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_53";1;1;1;1;0,11;1;0,104;1;0,047;1;1;1;1;1;1;1;1;1;1;0,085;1
"*postReposts_23";1;1;1;1;1;1;1;1;0,002;1;1;1;1;0,004;1;1;1;1;1;1;1
"*postDate_18-10-2025";1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0951";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_2400";1;1;1;1;1;1;0,043;1;1;1;1;1;1;1;0,025;1;1;0,005;1;1;1
"*postReposts_47";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_17-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0950";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_3100";0,101;1;1;0,143;1;1;1;1;1;1;0,093;1;1;1;1;1;1;1;1;0,152;0,161
"*postReposts_43";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_15-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0949";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_26700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_488";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_357";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_13-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0948";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_33200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_266";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_591";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_12-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0947";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_2500";1;1;1;1;1;1;1;1;1;1;1;1;1;0,028;0,025;1;1;0,005;1;1;1
"*postComments_56";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_10-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0946";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postDate_8-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0945";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_19300";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_316";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_381";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_6-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0944";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_26900";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_295";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postReposts_597";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_5-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0943";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postLikes_808";1;1;1;1;1;1;1;1;1;1;1;0,011;1;1;0,004;1;1;1;1;1;1
"*postReposts_8";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*postDate_3-10-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1
"*a_0942";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_14500";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_69";1;1;1;1;1;1;1;0,001;1;1;1;1;1;1;1;1;1;1;0,004;1;1
"*postReposts_413";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_1-10-2025";1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0940";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_22500";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_424";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_298";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_29-9-2025";0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0939";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postLikes_964";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*postComments_17";1;0,307;0,792;0,506;0,631;0,826;1;0,922;1;0,656;1;1;1;0,481;0,456;1;0,891;0,859;0,09;1;1
"*postDate_28-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1
"*a_0938";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_729";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_26-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0937";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_44000";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_1200";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_607";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_24-9-2025";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0936";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3200";0,101;1;1;1;1;1;1;1;1;0,002;1;0,207;1;1;0,126;1;1;1;1;1;1
"*postComments_124";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_50";1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
"*a_0935";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_9500";1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1
"*postComments_193";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_141";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_22-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0934";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_1600";0,416;1;0,223;1;0,596;1;1;0,301;1;1;0,397;0,63;0,047;1;1;1;1;0,262;1;0,527;1
"*postComments_42";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,006;1
"*a_0933";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_59";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0,006;1
"*postReposts_41";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,001;1;1;1;0,034;0,037
"*postDate_21-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0932";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_3600";0,222;0,183;1;0,29;1;1;1;1;1;1;0,209;1;1;1;0,263;0,065;0,132;1;1;1;1
"*postComments_81";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_19-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0931";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postLikes_195100";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postComments_880";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postReposts_4900";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*postDate_17-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1
"*a_0930";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_563";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_15-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0929";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_83";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_14-9-2025";1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0928";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_2000";0,287;1;1;1;1;1;1;1;0,272;0,455;1;1;1;0;1;0,095;1;1;1;0,38;1
"*postComments_66";1;1;1;1;1;1;0,001;1;1;0,198;0,093;1;1;1;1;0,02;1;1;1;1;1
"*postReposts_11";1;1;1;0,005;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_12-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0927";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_3900";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_206";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_37";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_10-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0926";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postLikes_8000";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postReposts_81";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_8-9-2025";1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0925";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postLikes_29700";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postComments_403";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postReposts_606";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*postDate_7-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"*a_0924";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postLikes_7800";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postComments_128";1;1;1;1;1;1;1;1;1;1;1;1;1;0,004;1;0;1;1;1;1;1
"*postReposts_95";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*postDate_5-9-2025";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
"*a_0923";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postComments_31";1;1;1;1;1;1;0,004;1;1;1;1;1;1;1;0,192;1;1;1;0,192;1;0,003
"*postReposts_38";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*postDate_3-9-2025";1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"*a_0922";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
