"";"";"";"";"retrouver";""
"141";"programme";"0.20949368825253";"1.2194977924508";"0.890539566590982";"435"
"142";"obligatoire";"0.32329299488636";"0.0657499583866865";"0.889287785105426";"436"
"143";"souhaiter";"0.317974601936901";"0.830304661713381";"0.889287785105426";"437"
"144";"ville";"0.275162746158227";"0.386699275442705";"0.887928708063966";"439"
"145";"musical";"0.176914656763523";"0.779206964503199";"0.88764854744577";"440"
"146";"plante";"0.790806047877353";"0.088588534331228";"0.88757105621095";"441"
"147";"prendre";"0.207672612933916";"1.0790356428979";"0.886730574356362";"443"
"148";"légende";"0.383043352774061";"-0.551299957576895";"0.885115180153574";"444"
"149";"milieu";"0.431823933380551";"-0.840910606968965";"0.884882706449113";"446"
"150";"tomber";"1.10762974750963";"-1.20194078294388";"0.884542937188748";"448"
"151";"novembre";"-0.547411235650969";"0.814142925199138";"0.881675761500404";"452"
"152";"banque";"-0.557578108581156";"0.790290850963186";"0.881675761500404";"453"
"153";"fabrication";"0.750870239077363";"1.4305308393102";"0.880191506310388";"454"
"154";"fou";"-0.642830952351131";"0.809601202536521";"0.880191506310388";"455"
"155";"éviter";"0.640028802059558";"-0.19399783115499";"0.880191506310388";"456"
"156";"travers";"0.317291565889466";"0.770822627362111";"0.880191506310388";"457"
"157";"jardin";"0.546796963998637";"0.750426545063919";"0.880191506310388";"458"
"158";"place";"0.485548623245711";"0.443548693771632";"0.879058942109171";"459"
"159";"contractuel";"0.866133002212173";"-1.84128395832837";"0.878945685689049";"460"
"160";"neuchâtel";"0.315410664947558";"-0.752963411155943";"0.878945685689049";"462"
"161";"simplicité";"1.08701768025449";"-1.53750920201874";"0.878945685689049";"464"
"162";"oser";"0.307700804823015";"-0.821089630042896";"0.878945685689049";"465"
"163";"symbole";"0.035079837994237";"-0.38596363117117";"0.878945685689049";"466"
"164";"bois";"0.491206290326989";"-0.703294628776424";"0.878027712599641";"467"
"165";"radio";"0.524543347099334";"0.728993242274438";"0.878027712599641";"468"
"166";"campagne";"-0.622887990901686";"0.792770211599842";"0.878027712599641";"469"
"167";"notamment";"0.477033941092621";"1.15890154367669";"0.878027712599641";"470"
"168";"pièce";"-0.238800677976113";"0.866494479394057";"0.878027712599641";"471"
"169";"rester";"0.452243187033788";"-0.705882146802741";"0.877616412968673";"472"
"170";"envie";"0.514938005384551";"-0.261644741372502";"0.876150040371308";"475"
"171";"militaire";"-0.021009024320707";"-0.305224586075563";"0.876150040371308";"477"
"172";"partie";"0.458687127146728";"1.47125800400072";"0.874802885058281";"478"
"173";"enthousiasme";"-0.248461097331651";"1.36718817430607";"0.874802885058281";"479"
"174";"manger";"0.330113618263292";"0.469675776454708";"0.873992207524778";"480"
"175";"voyageur";"0.546333279636097";"1.07701778434208";"0.873884911968874";"481"
"176";"entraîner";"0.922444289529728";"0.324021275786812";"0.873884911968874";"482"
"177";"arrivée";"0.506327443103484";"1.17200812659504";"0.873884911968874";"483"
"178";"panne";"0.469555070423425";"1.7202154997448";"0.873884911968874";"484"
"179";"genevoise";"-0.268968930662593";"1.30275622431466";"0.872037044061625";"485"
"180";"gymnastique";"0.84924441353543";"0.687565179911884";"0.871530370603185";"487"
"181";"leçon";"0.823880957079341";"1.35269020997627";"0.871530370603185";"489"
"182";"créer";"0.00544078262410965";"1.25973356636024";"0.871470761961016";"490"
"183";"recette";"-0.334753125801591";"0.152255767824323";"0.871303857762942";"491"
"184";"bousculer";"0.71252340870802";"-0.311730960305926";"0.869289085657619";"493"
"185";"remporter";"0.685086596134857";"1.70505933674302";"0.869289085657619";"494"
"186";"droit";"0.732966083909";"-0.53646289365681";"0.868585703680021";"495"
"187";"atteindre";"1.05785813159719";"-1.17226069638567";"0.867143174539523";"496"
"188";"enneigé";"1.08812601153682";"-1.9060544195708";"0.867143174539523";"497"
"189";"fond";"0.0686209573095138";"-1.07794662625579";"0.867143174539523";"498"
"190";"insolite";"1.23322957486818";"-1.37413039079857";"0.867143174539523";"500"
"191";"lever";"0.65108575589783";"1.01287632302413";"0.866219240585899";"501"
"192";"manière";"-0.0857291046924636";"1.06134343856891";"0.866219240585899";"502"
"193";"fameux";"-0.835426900675402";"0.517502209782091";"0.866219240585899";"503"
"194";"expliquer";"-1.37797000220807";"0.277468018271683";"0.866219240585899";"504"
"195";"décembre";"-0.770167761831793";"0.343130151660813";"0.866219240585899";"505"
"196";"langue";"-0.727157313303711";"-0.110036432592941";"0.866219240585899";"508"
"197";"personnage";"-1.6945404259432";"0.0941046147328818";"0.866219240585899";"509"
"198";"fromage";"0.0366082195957499";"0.370274941746472";"0.866219240585899";"510"
"199";"chanteur";"-0.209037030473849";"1.04752137752311";"0.864252155394311";"511"
"200";"urbain";"0.891124237816606";"-0.203706217679011";"0.863667990701052";"512"
"201";"réunir";"0.710415186370837";"0.061757158080882";"0.863667990701052";"513"
"202";"armée";"0.380166281445732";"-1.05956491005702";"0.862446013536581";"514"
"203";"premier";"-0.563199563505502";"0.583785313766481";"0.862231422424771";"515"
"204";"monde";"-0.350123407297183";"0.109695527760297";"0.861718788102115";"516"
"205";"possible";"1.12183997550788";"-0.0129744561952812";"0.861253840693194";"519"
"206";"courageux";"1.05331819251564";"-1.09455989913716";"0.861253840693194";"521"
"207";"citoyen";"1.01431765828391";"-0.218798881263853";"0.861253840693194";"522"
"208";"table";"0.752993494055421";"1.34760267388587";"0.861206153779459";"523"
"209";"jour";"0.423181318558661";"0.760236999667491";"0.860973680074999";"524"
"210";"pierre";"0.26459506232634";"-0.820274543913464";"0.859757663774744";"525"
"211";"mondial";"0.0186570210659729";"1.62469057871845";"0.859757663774744";"526"
"212";"invention";"-0.962650350737867";"0.20446903081904";"0.858964868833892";"528"
"213";"fin";"0.477070486601767";"0.50499465998768";"0.858577412659792";"529"
"214";"meilleur";"0.259233297335315";"-0.0655753235999339";"0.857653478706167";"530"
"215";"occasion";"0.268165783304137";"0.489186288532746";"0.857444848458575";"531"
"216";"lac";"0.28164450899601";"-0.704751387516645";"0.856836840308448";"533"
"217";"jouet";"0.518369430557233";"-0.379310531949279";"0.856789153394712";"534"
"218";"exercice";"0.890910410049425";"-1.27942655909652";"0.856789153394712";"535"
"219";"interroger";"0.814993688728804";"0.184983164949";"0.856789153394712";"536"
"220";"susciter";"0.844403905170657";"-0.237679056625801";"0.856789153394712";"538"
"221";"magasin";"0.72846160222291";"-0.579778795576785";"0.856789153394712";"541"
"222";"connaître";"0.0539273367964189";"-0.721488812566193";"0.853445108569013";"542"
"223";"romand";"-0.0916033905893422";"-0.419267223501317";"0.853027848073828";"543"
"224";"tabac";"0.560789588940812";"0.707726728205329";"0.852753648319849";"544"
"225";"passionné";"0.545503022064017";"0.263946970402381";"0.852753648319849";"545"
"226";"officiellement";"-0.644071609659037";"0.645736303048353";"0.852753648319849";"546"
"227";"matin";"0.567685641700293";"0.950185379479266";"0.852348309553098";"548"
"228";"policier";"-0.61422008161728";"-0.241196826807812";"0.851162097573928";"551"
"229";"htag_sécurité";"-0.515125153074575";"-1.03976158781009";"0.851162097573928";"552"
"230";"couleur";"-0.269360127077999";"-1.04380637118306";"0.851162097573928";"554"
"231";"vidéo";"-0.63478518237387";"-0.351017106435288";"0.851162097573928";"557"
"232";"baigner";"-0.63478518237387";"-0.351017106435288";"0.851162097573928";"558"
"233";"accro";"-1.89503032613425";"-0.0454381430175632";"0.851162097573928";"559"
"234";"écrivain";"-0.682654789016958";"-0.15282473672889";"0.851162097573928";"560"
"235";"tabou";"-0.648836847075505";"-1.03965811014807";"0.851162097573928";"561"
"236";"revendiquer";"-0.685918003254159";"-0.12029867210256";"0.851162097573928";"562"
"237";"accent";"-1.91167969709523";"0.00408671768796391";"0.851162097573928";"564"
"238";"scène";"-1.91167969709523";"0.00408671768796391";"0.851162097573928";"565"
"239";"routier";"-0.685252495276305";"0.585341127689416";"0.851162097573928";"566"
"240";"moustache";"-1.38791462162907";"0.297962765031681";"0.851162097573928";"568"
"241";"information";"-1.38791462162907";"0.297962765031681";"0.851162097573928";"569"
"242";"préparation";"-0.348825454387107";"-0.657263330936107";"0.851162097573928";"571"
"243";"pêcheur";"-0.457860658422577";"-0.541405099638372";"0.851162097573928";"572"
"244";"pénible";"-0.337275165362398";"-0.555068187995499";"0.851162097573928";"573"
"245";"remonter";"-0.596075292256316";"0.886511709321048";"0.851162097573928";"574"
"246";"approcher";"-1.15596337004303";"0.441720854894169";"0.851162097573928";"575"
"247";"courage";"1.14869896469961";"-0.553383062290818";"0.850875976091516";"576"
"248";"cher";"1.06726485547218";"0.391343492542236";"0.850875976091516";"577"
"249";"chemin";"0.77258833542291";"1.90381855167102";"0.849952042137891";"579"
"250";"bernard";"-0.7502265247436";"0.646129656635582";"0.849952042137891";"580"
"251";"françois";"-0.681857009797046";"0.286116563071833";"0.849952042137891";"581"
"252";"comédien";"-1.25813411841539";"0.299959919946266";"0.849952042137891";"582"
"253";"chanter";"-0.486828056747331";"0.940056691072522";"0.849952042137891";"583"
"254";"jacques";"-0.983950355008362";"0.558056487924794";"0.849952042137891";"584"
"255";"mouvement";"-1.0580615840023";"0.42513721737218";"0.849952042137891";"585"
"256";"genre";"-0.379954029643273";"0.367582961721135";"0.849952042137891";"586"
"257";"raconter";"-0.86943118398872";"-0.134032627639531";"0.84948709472897";"587"
"258";"devenir";"-0.134829294582799";"0.596920854464726";"0.84925462102451";"588"
"259";"vrai";"0.215021849887676";"1.69530225301023";"0.849153286332822";"589"
"260";"val";"-0.188329754759518";"0.28790790320016";"0.849087716826436";"590"
"261";"sécurité";"0.00384106390511608";"0.721691445400363";"0.849087716826436";"591"
"262";"valaisans";"0.887023764271367";"-0.264345571473095";"0.849087716826436";"592"
"263";"région";"-0.61947347807448";"0.18972772442085";"0.849087716826436";"593"
"264";"adepte";"0.904207401373541";"-0.492322080038289";"0.848771791022939";"594"
"265";"choisir";"-0.0684179672385068";"-1.07347036436005";"0.848771791022939";"595"
"266";"parcourir";"0.128377913530035";"1.1453753968793";"0.84783593534088";"596"
"267";"sourire";"0.117044733982099";"-0.519400460044754";"0.84783593534088";"597"
"268";"revenir";"-1.1451756427257";"-0.0355140427525422";"0.847520009537383";"598"
"269";"adolescent";"-0.841299583118658";"0.167293204896313";"0.847520009537383";"599"
"270";"scolaire";"0.980501222632837";"-1.06532574831625";"0.847376948796176";"600"
"271";"succès";"1.09931437580652";"0.193447621947275";"0.847376948796176";"601"
"272";"station";"0.51000386519744";"-0.95221100054187";"0.847376948796176";"602"
"273";"figure";"-0.548796085982976";"-1.00967079145232";"0.847376948796176";"603"
"274";"pratique";"0.338368314709997";"-0.833122060750317";"0.847376948796176";"604"
"275";"nature";"0.0806025012308792";"-0.158526634403579";"0.8467868232387";"605"
"276";"vraiment";"0.224672836471716";"1.14030717670199";"0.8467868232387";"606"
"277";"salle";"0.424357070428368";"1.03261795244789";"0.846017871754716";"607"
"278";"mettre";"-0.0311996193329127";"0.824643633249764";"0.845833084963991";"608"
"279";"journal";"0.590937745647655";"-1.33974501700125";"0.845827124099774";"609"
"280";"signe";"0.932177720888512";"-1.22989447044038";"0.845827124099774";"610"
"281";"profiter";"0.248809699392804";"0.462093108644353";"0.844259416810721";"611"
"282";"réaction";"-0.172488189100054";"0.496497331318291";"0.84393156927879";"612"
"283";"sexe";"0.173089356526622";"-1.50694433621573";"0.842125427421059";"613"
"284";"professeur";"0.692437268909796";"-1.26000194983813";"0.842125427421059";"614"
"285";"explication";"0.267470899517611";"-0.349463499320273";"0.842125427421059";"615"
"286";"jeûne";"-0.279361784872113";"0.809005214807733";"0.8419287189019";"616"
"287";"conscience";"0.681401593041194";"1.64975990902878";"0.8419287189019";"617"
"288";"confort";"0.62562566627469";"-1.23243287501365";"0.8419287189019";"618"
"289";"salaire";"0.512974907158403";"-0.465670879659306";"0.8419287189019";"619"
"290";"penser";"0.18554761072928";"-1.52457932002275";"0.8419287189019";"620"
"291";"entourer";"0.805311521685939";"-0.866933414218863";"0.8419287189019";"621"
"292";"zurich";"0.730418620444281";"0.945322873070779";"0.8419287189019";"622"
"293";"thème";"0.723247334179533";"-1.71246801775544";"0.8419287189019";"623"
"294";"geste";"0.766346965179602";"0.74676355346404";"0.8419287189019";"624"
"295";"fusée";"-0.671833949203259";"-0.987149330517877";"0.8419287189019";"625"
"296";"dépendre";"0.588411194557118";"-1.2927282939356";"0.8419287189019";"626"
"297";"beurre";"0.689429392238081";"-0.825634644336261";"0.8419287189019";"627"
"298";"tendance";"0.961086474372201";"-0.240455547125011";"0.8419287189019";"628"
"299";"paradis";"0.451556799020915";"-0.253937766438117";"0.8419287189019";"629"
"300";"simple";"-0.400873197039879";"0.452032049301128";"0.84109419791153";"631"
"301";"terminer";"0.696964039293862";"2.43905665592199";"0.839371508152837";"632"
"302";"stress";"0.944450938032565";"1.25255493674781";"0.839371508152837";"633"
"303";"georges";"1.04896473194202";"1.05183975532925";"0.839371508152837";"634"
"304";"véhicule";"0.817013480355974";"0.908081665466758";"0.839371508152837";"635"
"305";"ranger";"0.86765046710821";"0.0205249930691883";"0.839371508152837";"636"
"306";"privé";"0.833832525166757";"0.907358366488365";"0.839371508152837";"637"
"307";"bouteille";"0.974669104045793";"1.9109037744528";"0.839371508152837";"640"
"308";"détour";"0.974669104045793";"1.9109037744528";"0.839371508152837";"641"
"309";"épreuve";"0.166147035822725";"1.72045911273942";"0.839371508152837";"643"
"310";"lavaux";"-0.464292598289046";"0.447002111192164";"0.839371508152837";"645"
"311";"exemple";"1.09529843018187";"-0.181821872805578";"0.839371508152837";"646"
"312";"sauter";"0.75299766595914";"1.85798064310625";"0.839371508152837";"647"
"313";"pollution";"0.992802457457798";"-0.157521899002173";"0.839371508152837";"648"
"314";"célébrer";"-0.480446135121975";"1.15336520996253";"0.839371508152837";"649"
"315";"compagnon";"-0.349580828562406";"1.23053708012134";"0.839371508152837";"650"
"316";"communauté";"0.854587823624058";"1.27039490995725";"0.839371508152837";"651"
"317";"charger";"0.739441835385557";"1.82617787745832";"0.839371508152837";"652"
"318";"risque";"0.742717852459749";"1.76714568459032";"0.839371508152837";"654"
"319";"rare";"0.795952545471331";"0.141423147774439";"0.839371508152837";"655"
"320";"planète";"0.992802457457798";"-0.157521899002173";"0.839371508152837";"656"
"321";"eighties";"0.796618053449185";"0.847062947566416";"0.839371508152837";"657"
"322";"genève";"0.429167431946688";"-0.104732959414633";"0.839198643090546";"658"
"323";"retraité";"-0.23725299116085";"0.660039869676567";"0.838411809013911";"659"
"324";"helvétique";"-0.122907570415625";"-0.970441687094307";"0.838411809013911";"660"
"325";"exister";"-0.544503115024335";"0.374860384591983";"0.838411809013911";"662"
"326";"habitant";"-0.694602422911254";"-0.0534819417598909";"0.838411809013911";"663"
"327";"malade";"0.424857669277096";"0.843063321782552";"0.837225597034741";"664"
"328";"vieux";"-0.161361005116998";"-0.653087968433923";"0.837118301478836";"665"
"329";"air";"0.194174622596834";"-0.31156714068019";"0.837118301478836";"666"
"330";"entendeur";"0.589990205660764";"1.04421605545037";"0.837016966787148";"667"
"331";"choix";"0.672958490544223";"0.432600503040648";"0.837016966787148";"668"
"332";"estimer";"1.09211407297973";"-1.22907306045816";"0.837016966787148";"669"
"333";"réussir";"1.0210816593207";"-0.402535105960931";"0.837016966787148";"670"
"334";"engouement";"1.05489960126216";"-1.28936847938011";"0.837016966787148";"671"
"335";"sportif";"0.813782266586268";"1.46265203924676";"0.837016966787148";"672"
"336";"série";"-0.406105703921264";"0.789839371750976";"0.837016966787148";"673"
"337";"monter";"0.91277471799184";"1.61323217051606";"0.837016966787148";"674"
"338";"moderne";"0.714407162151684";"0.443574900456396";"0.837016966787148";"676"
"339";"guide";"-0.0705308479330063";"0.95403799982255";"0.837016966787148";"677"
"340";"grave";"0.8492433017741";"0.0238351766365592";"0.837016966787148";"678"
"341";"alcool";"-0.621903418674379";"-0.0602818168818824";"0.837016966787148";"679"
"342";"interview";"0.587704738333762";"0.521695892097963";"0.837016966787148";"680"
"343";"circuler";"0.588370246311615";"1.22733569188994";"0.837016966787148";"681"
"344";"traverser";"0.585107032074415";"1.25986175651627";"0.837016966787148";"682"
"345";"quartier";"0.581831015000223";"1.31889394938427";"0.837016966787148";"683"
"346";"remplir";"0.639007233063852";"0.33977901949237";"0.837016966787148";"684"
"347";"foyer";"0.869675086991772";"-0.84599940070342";"0.837016966787148";"685"
"348";"enquête";"-0.0500990627153349";"0.0842034224825709";"0.837016966787148";"686"
"349";"bricoler";"0.832593930813119";"0.0733600373420867";"0.837016966787148";"687"
"350";"boisson";"-0.0500990627153349";"0.0842034224825709";"0.837016966787148";"688"
"351";"famille";"0.31738289821905";"-0.529065824957295";"0.836885827774376";"689"
"352";"difficile";"0.728078041336537";"1.26793787636257";"0.83660566715618";"690"
