"";"";"";"";"retrouver";""
"353";"méthode";"0.677869071913619";"0.545403261192099";"0.835741341844725";"691"
"354";"heureux";"0.786687899884847";"0.561752868857877";"0.835741341844725";"692"
"355";"sauvage";"0.435586770659133";"1.94471251722668";"0.834841251347968";"693"
"356";"inaugurer";"0.658007157338141";"-0.443859427098839";"0.834841251347968";"694"
"357";"séduire";"0.890216352761135";"-0.479706976119742";"0.834841251347968";"695"
"358";"surnommer";"1.00286711187742";"-1.24646897147409";"0.834841251347968";"696"
"359";"solaire";"0.940853339513371";"-1.36726364851731";"0.834841251347968";"697"
"360";"capitaine";"0.217929101792731";"-0.736005872107934";"0.834841251347968";"698"
"361";"midi";"0.703012021911673";"1.32572467724155";"0.834841251347968";"699"
"362";"auprès_de";"0.802106950454378";"0.527159916239271";"0.834841251347968";"700"
"363";"débarquer";"0.0171689403696868";"1.03762301560542";"0.834841251347968";"701"
"364";"bateau";"0.48771014128661";"1.13244172667354";"0.834841251347968";"702"
"365";"techno";"0.679427963773296";"0.62481691616202";"0.834841251347968";"703"
"366";"convaincre";"0.679427963773296";"0.62481691616202";"0.834841251347968";"704"
"367";"automobile";"0.48134058382502";"1.272801545895";"0.834841251347968";"705"
"368";"vague";"0.508141926504282";"0.262607149333559";"0.834841251347968";"706"
"369";"france";"0.704991838490749";"-0.0363378974430542";"0.834841251347968";"707"
"370";"mini";"0.508141926504282";"0.262607149333559";"0.834841251347968";"708"
"371";"futur";"-0.752103217256095";"0.568186112751283";"0.834841251347968";"709"
"372";"sympa";"-0.752103217256095";"0.568186112751283";"0.834841251347968";"710"
"373";"perdre";"0.471060770325629";"1.18196658737907";"0.834841251347968";"711"
"374";"espoir";"-0.214782311216358";"0.893864925742937";"0.834841251347968";"712"
"375";"recevoir";"0.032704587522346";"-0.292636793431246";"0.834841251347968";"713"
"376";"avril";"-0.204502497716966";"0.984699884258874";"0.834841251347968";"714"
"377";"projet";"0.5770570181564";"1.4824138700323";"0.834841251347968";"715"
"378";"patient";"0.518421740003673";"0.353442107849496";"0.834841251347968";"716"
"379";"dessiner";"-0.741823403756704";"0.659021071267221";"0.834841251347968";"717"
"380";"ingénieur";"-1.4243904682245";"0.311887216763091";"0.834841251347968";"718"
"381";"personnalité";"-1.4243904682245";"0.311887216763091";"0.834841251347968";"719"
"382";"dessin";"0.704991838490749";"-0.0363378974430542";"0.834841251347968";"720"
"383";"cuire";"0.521697757077865";"0.294409914981495";"0.834841251347968";"721"
"384";"voir";"0.759514848092662";"0.409804898297427";"0.833810021838439";"722"
"385";"defaye";"-0.268060491947523";"0.71401073478034";"0.833124522453492";"723"
"386";"christian";"-0.268060491947523";"0.71401073478034";"0.833124522453492";"724"
"387";"voie";"-0.438083257596328";"1.2306608544432";"0.833124522453492";"725"
"388";"paix";"-0.165566862422417";"-0.772803729724858";"0.833124522453492";"726"
"389";"chef";"-0.404267028705303";"0.19749777610046";"0.833124522453492";"727"
"390";"garder";"-0.230767007275973";"-0.1626061892024";"0.833124522453492";"729"
"391";"vacancier";"0.871121542928026";"-0.122962830642802";"0.832826479242645";"730"
"392";"transporter";"0.888675011266061";"-1.62963784729463";"0.832826479242645";"731"
"393";"ecoutez";"1.21799931865268";"-1.10198758263321";"0.832826479242645";"732"
"394";"espérer";"0.835924892395831";"-0.359673457179906";"0.832826479242645";"734"
"395";"corvée";"0.634178842344351";"-0.521153642099985";"0.832826479242645";"735"
"396";"sexualité";"-0.408784604211888";"-1.38435430279885";"0.832826479242645";"736"
"397";"envahir";"0.953956512272566";"-1.71423324001998";"0.832826479242645";"737"
"398";"génie";"-0.108670783411462";"0.218661187882922";"0.832826479242645";"740"
"399";"avenir";"0.566892484631133";"0.415927891003112";"0.832826479242645";"742"
"400";"évoquer";"-0.135806259619754";"-0.455253180585973";"0.832361531833724";"743"
"401";"nombreux";"0.402306111314373";"-0.677445122801663";"0.832057527758661";"744"
"402";"pain";"0.303225489387181";"-0.785883221548382";"0.83174756281938";"745"
"403";"journaliste";"0.0124276533838747";"-0.144293385495183";"0.830006990468036";"746"
"404";"jouer";"0.791433729406474";"-0.180166614410268";"0.829834125405745";"747"
"405";"marier";"-0.540928792907671";"-1.01705433263029";"0.829834125405745";"748"
"406";"rêve";"0.395326184621176";"-0.607580162834474";"0.829655299479237";"749"
"407";"sport";"-0.00231459227818631";"-0.615935208367912";"0.828898269723687";"750"
"408";"vivre";"-0.343883231103143";"0.270778547641752";"0.827986257498496";"751"
"409";"maison";"0.447773809439323";"0.321155427324281";"0.827896844535242";"752"
"410";"tv";"-0.464432544979047";"0.51184286273248";"0.827896844535242";"753"
"411";"principalement";"0.728290622404811";"1.171097694076";"0.827604762188613";"754"
"412";"légèreté";"0.728290622404811";"1.171097694076";"0.827604762188613";"755"
"413";"plonger";"-0.130194066983749";"0.0991297368936452";"0.827604762188613";"756"
"414";"fonds";"1.07052103132512";"-1.06482984083173";"0.827604762188613";"757"
"415";"évoluer";"0.789580082723357";"-0.831073086292346";"0.827604762188613";"758"
"416";"parfaire";"0.971528579919551";"-1.21540997210103";"0.827604762188613";"759"
"417";"humeur";"0.595327876996237";"-1.27029390393404";"0.827604762188613";"760"
"418";"htag_bonneannée";"0.894673761706781";"-1.59353892451406";"0.827604762188613";"761"
"419";"bureau";"0.542093183984654";"0.355428632881837";"0.827604762188613";"762"
"420";"walkman";"-0.0931129108050962";"-0.820229701151861";"0.827604762188613";"763"
"421";"menace";"0.786304065649165";"-0.772040893424344";"0.827604762188613";"764"
"422";"jurassienne";"0.760488604997115";"0.467383957096389";"0.827604762188613";"765"
"423";"humain";"0.554970703743392";"-0.291902273020531";"0.827604762188613";"766"
"424";"gens";"-0.133470084057941";"0.158161929761646";"0.827604762188613";"767"
"425";"désormais";"0.651365448889617";"0.596843722667075";"0.827604762188613";"768"
"426";"camarade";"0.786304065649165";"-0.772040893424344";"0.827604762188613";"769"
"427";"aérien";"0.760488604997115";"0.467383957096389";"0.827604762188613";"770"
"428";"proposer";"0.14006025507912";"0.144669669474666";"0.827080206137523";"771"
"429";"canton";"0.201335981224312";"0.241749117098222";"0.827038480088004";"772"
"430";"plateau";"0.250626970117416";"0.802341786015828";"0.827038480088004";"773"
"431";"finir";"0.900577945965219";"0.118057206791812";"0.826782162926676";"774"
"432";"mai";"0.207044311086492";"0.1845862971164";"0.826227802554501";"775"
"433";"ressembler";"0.502612514228661";"0.00659483931985427";"0.826227802554501";"776"
"434";"américain";"0.0912408900413968";"-0.0273197906283592";"0.826227802554501";"778"
"435";"piquant";"-0.970292343105949";"-0.599565217264189";"0.826227802554501";"779"
"436";"helvète";"0.106471920839536";"0.542635174832292";"0.826227802554501";"780"
"437";"style";"0.39336621290988";"-1.52229365459202";"0.82537539897148";"781"
"438";"concours";"0.208903254142388";"0.448864669719444";"0.82537539897148";"782"
"439";"copain";"1.12088420668905";"-1.66548539631553";"0.824666056129665";"783"
"440";"base";"0.0165034323918336";"0.331983215813449";"0.824666056129665";"785"
"441";"habituer";"0.7980629482652";"0.829697201586878";"0.824666056129665";"786"
"442";"version";"-0.201396154492576";"0.876866129663739";"0.824666056129665";"787"
"443";"groupe";"0.71837799521453";"-0.0533366935222516";"0.824666056129665";"788"
"444";"âme";"0.576391510178546";"0.776774070240327";"0.824666056129665";"789"
"445";"vallée";"-0.106175554289248";"0.429640215736197";"0.824666056129665";"790"
"446";"guy";"0.566111696679155";"0.68593911172439";"0.824666056129665";"791"
"447";"nocturne";"0.576391510178546";"0.776774070240327";"0.824666056129665";"792"
"448";"ligne";"-0.164810832441975";"-0.69933154644661";"0.824666056129665";"793"
"449";"joyeux";"-0.755366431493295";"0.600712177377613";"0.824666056129665";"794"
"450";"sida";"-0.218045525453558";"0.926390990369266";"0.824666056129665";"795"
"451";"régie";"0.464521539014237";"1.2735248448734";"0.824666056129665";"796"
"452";"principe";"0.563513990419809";"1.4241049761427";"0.824666056129665";"797"
"453";"charles";"-0.218045525453558";"0.926390990369266";"0.824666056129665";"798"
"454";"philippe";"-0.22132154252775";"0.985423183237268";"0.824666056129665";"799"
"455";"obliger";"-0.122329091122177";"1.13600331450657";"0.824666056129665";"800"
"456";"continuer";"-0.22132154252775";"0.985423183237268";"0.824666056129665";"801"
"457";"construction";"0.560237973345617";"1.4831371690107";"0.824666056129665";"802"
"458";"article";"0.738809780432202";"-0.923171270862231";"0.824666056129665";"803"
"459";"architecte";"-0.218045525453558";"0.926390990369266";"0.824666056129665";"804"
"460";"théâtre";"-0.218045525453558";"0.926390990369266";"0.824666056129665";"805"
"461";"menacer";"0.701728624253549";"-0.0038118328167244";"0.824666056129665";"806"
"462";"intéresser";"0.701728624253549";"-0.0038118328167244";"0.824666056129665";"807"
"463";"hall";"0.797445058584929";"0.205800491320576";"0.824666056129665";"808"
"464";"difficulté";"1.03815566514275";"-1.24641629144225";"0.824666056129665";"809"
"465";"mort";"0.141293348587496";"1.92424762589393";"0.824314365140866";"811"
"466";"postal";"1.03938226164125";"1.07567249106965";"0.824314365140866";"812"
"467";"météo";"-0.25165771339947";"1.66723941909079";"0.824314365140866";"813"
"468";"montreux";"0.745585485153219";"0.955491457984256";"0.824314365140866";"814"
"469";"festival";"0.704426327533648";"1.0456225997794";"0.824314365140866";"815"
"470";"film";"0.771817962909773";"1.78085078966585";"0.824314365140866";"816"
"471";"sortie";"1.01418508601443";"0.129908277371167";"0.824314365140866";"818"
"472";"phénomène";"0.877657779471009";"0.406368871189335";"0.824314365140866";"819"
"473";"rejoindre";"0.767806253677704";"1.64656539776948";"0.824314365140866";"820"
"474";"qualité";"1.28204144356802";"-1.20694290303536";"0.824314365140866";"821"
"475";"hardy";"0.424939970532848";"1.56270226740899";"0.824314365140866";"822"
"476";"fribourg";"0.028275972682791";"0.0592101916813949";"0.824040165386887";"823"
"477";"attendre";"0.916025741154403";"-0.465118293465391";"0.824040165386887";"824"
"478";"travailler";"0.389950716876906";"-0.923963606439842";"0.824040165386887";"825"
"479";"salon";"0.355123988111753";"-0.65282804610158";"0.824040165386887";"826"
"480";"carte";"0.528039990753313";"2.18685090599031";"0.823336783409289";"827"
"481";"mars";"-0.253519525120054";"1.68913692021688";"0.823336783409289";"829"
"482";"domicile";"0.706611797839897";"-0.219457533882622";"0.823336783409289";"830"
"483";"congé";"-0.451137373196403";"0.0618214557316985";"0.823336783409289";"831"
"484";"inspiration";"0.871404526892612";"0.20700796478067";"0.823336783409289";"832"
"485";"espace";"-0.253519525120054";"1.68913692021688";"0.823336783409289";"833"
"486";"disparaître";"0.749711428839966";"2.23977403733686";"0.823336783409289";"834"
"487";"croiser";"0.887926062673706";"0.811857228377437";"0.823336783409289";"835"
"488";"consommateur";"0.472680729674777";"0.998846950939498";"0.823336783409289";"836"
"489";"caractère";"0.749711428839966";"2.23977403733686";"0.823336783409289";"837"
"490";"atterrissage";"0.0861835328433348";"0.387500268723352";"0.823336783409289";"838"
"491";"long";"-0.281778412041681";"0.696372898698311";"0.823223526989168";"839"
"492";"sentir";"0.622600201768026";"0.68029837634482";"0.822555910196871";"841"
"493";"rouler";"0.939423901400299";"-0.610230940930286";"0.822555910196871";"842"
"494";"partenaire";"0.67341583688703";"-0.561745301563085";"0.822555910196871";"843"
"495";"téléphonique";"0.732623326299714";"0.854938485534673";"0.822555910196871";"844"
"496";"palais";"0.563564311093724";"0.678451225017058";"0.822555910196871";"845"
"497";"tromper";"0.0649831979101037";"1.07137649893125";"0.822555910196871";"846"
"498";"touchant";"-0.144778328776961";"-0.783261052085069";"0.822555910196871";"848"
"499";"leysin";"0.861953669673125";"-0.378294321995931";"0.822555910196871";"849"
"500";"fermer";"0.73215990903951";"0.387015952834947";"0.822555910196871";"850"
"501";"débat";"0.63340335714775";"1.38928486643376";"0.822555910196871";"851"
"502";"dormir";"0.681420714754763";"0.710868265076187";"0.822555910196871";"852"
"503";"annonce";"-0.0879747972414363";"-0.0220480307123045";"0.822365162541929";"853"
"504";"inviter";"-0.558501767479825";"-0.353458693348333";"0.822365162541929";"854"
"505";"équipe";"0.385535137404878";"-0.0014846366976971";"0.821572367601077";"855"
"506";"soirée";"0.00115032608042343";"0.0899954821191667";"0.821572367601077";"856"
"507";"recueillir";"0.0251402071055903";"0.361526608613819";"0.820934555129866";"857"
"508";"près_de";"-0.277269675250376";"-0.774636569182972";"0.820535177227331";"858"
"509";"valoir";"0.353079537751232";"0.196278339290845";"0.820368273029257";"859"
"510";"national";"-0.427698745575871";"0.954082591377402";"0.819784108335998";"861"
"511";"fabriquer";"-0.486334023728598";"-0.174889170805405";"0.819784108335998";"862"
"512";"doute";"-0.725161229958731";"0.582990082320022";"0.819784108335998";"864"
"513";"discipline";"-0.688080073780078";"-0.336369355725484";"0.819784108335998";"865"
"514";"rock";"0.593719191954374";"1.40638288108511";"0.819784108335998";"866"
"515";"pull";"-1.41100431150072";"0.294888420683894";"0.819784108335998";"867"
"516";"château";"-1.41100431150072";"0.294888420683894";"0.819784108335998";"868"
"517";"aguerri";"0.812114612966835";"1.51833820529966";"0.819784108335998";"869"
"518";"double";"-0.704729444741059";"-0.286844495019957";"0.819784108335998";"870"
"519";"vertu";"0.811000889158512";"0.237603256968513";"0.819784108335998";"872"
"520";"joueur";"-1.43092969953589";"0.403445474257422";"0.819784108335998";"873"
"521";"revivre";"-0.649370183662524";"0.901159460030852";"0.819784108335998";"874"
"522";"déferler";"0.614150977172045";"0.536548303745126";"0.819784108335998";"875"
"523";"chaux";"0.997550316566373";"-1.08597209696218";"0.819432417347199";"876"
"524";"mari";"0.737115143032188";"0.0179666872924511";"0.819432417347199";"877"
"525";"camp";"0.837754010564437";"-1.52772547391538";"0.819432417347199";"878"
"526";"forme";"-0.362207140728387";"-0.322313762731946";"0.819432417347199";"879"
"527";"développer";"-0.820358997851574";"-0.673337769638982";"0.819432417347199";"880"
"528";"danger";"0.894919449952225";"-0.182390023554057";"0.819432417347199";"881"
"529";"sain";"0.733553946778934";"0.497923496690378";"0.818729035369601";"882"
"530";"édition";"0.494726740548802";"1.25580274981581";"0.818729035369601";"883"
"531";"nautique";"0.12866132893503";"-0.225378509740319";"0.818729035369601";"884"
"532";"tranche";"0.71200843775294";"0.0870231256992137";"0.818729035369601";"885"
"533";"tirer";"0.71200843775294";"0.0870231256992137";"0.818729035369601";"886"
"534";"alarme";"-0.207765711954166";"1.0172259488852";"0.818729035369601";"887"
"535";"ami";"0.862909745363341";"-1.06410603139387";"0.818293892281765";"888"
"536";"fille";"0.0231275431576115";"-0.746939474577247";"0.818126988083691";"889"
"537";"polémique";"1.13444003726264";"-1.6336826306676";"0.817733571045373";"890"
"538";"cliché";"1.15598554628863";"-1.22278225967643";"0.817733571045373";"891"
"539";"propre";"0.256190724716907";"-0.184303600804144";"0.816875206598135";"892"
"540";"installer";"0.535427476528131";"0.30870578239496";"0.816875206598135";"893"
"541";"téléphone";"0.70691653308689";"0.401422971242306";"0.816875206598135";"894"
"542";"crème";"0.907827908302984";"-0.674849728819075";"0.816875206598135";"895"
"543";"état";"-0.260433335895091";"-0.0518276940015233";"0.816875206598135";"896"
"544";"nom";"-0.339306955475375";"-1.26403893769829";"0.816875206598135";"897"
"545";"traditionnel";"0.0139057261324867";"1.07014908023176";"0.816785793634881";"898"
"546";"bienvenue";"0.350332767021684";"-0.172455378393769";"0.816785793634881";"899"
"547";"porte";"0.0460907442461273";"-0.309635589510443";"0.816785793634881";"900"
"548";"catherine";"-0.15075916774034";"-0.0106905427338309";"0.816785793634881";"901"
"549";"idée";"0.667839628983078";"0.0864485918207516";"0.81595127264451";"902"
"550";"route";"0.776173563109384";"0.740392755278913";"0.81595127264451";"903"
"551";"institution";"1.27010691672879";"-1.10265820157976";"0.815885703138124";"904"
"552";"pilote";"-0.011622563446725";"0.889854385582321";"0.815545933877759";"905"
"553";"sirène";"0.0202357836220464";"0.430195301734568";"0.815545933877759";"907"
"554";"retourner";"-0.897137207064246";"-0.0301400542362687";"0.815545933877759";"908"
"555";"souffle";"-0.897137207064246";"-0.0301400542362687";"0.815545933877759";"909"
"556";"rose";"-0.378349603407603";"-0.411962350973903";"0.815545933877759";"910"
"557";"soldat";"-0.441607330108315";"0.593038414565368";"0.815355186222817";"911"
"558";"profession";"0.0399567746911525";"-0.473288360588202";"0.815241929802695";"912"
"559";"chasseur";"0.716398178635455";"1.30872588116236";"0.8142226220216";"913"
"560";"éternel";"1.03617584856367";"0.11564628324236";"0.813447709673399";"914"
"561";"oeuvre";"0.691139714218816";"0.240798829633261";"0.813364257574362";"915"
"562";"réception";"0.52114550782668";"1.84644216948996";"0.813364257574362";"917"
"563";"existence";"0.896961499977121";"-0.111041686817626";"0.813364257574362";"918"
"564";"étudiant";"1.00092752144098";"-2.15683209543522";"0.813364257574362";"919"
"565";"marché";"0.899418512782764";"-0.155315831468627";"0.813364257574362";"920"
"566";"poser";"0.814093760804772";"0.230947197162281";"0.812368793250134";"921"
"567";"squatter";"-0.809268973931346";"0.160088680337563";"0.812368793250134";"922"
"568";"prévoir";"0.457068042202688";"1.75735914527394";"0.812368793250134";"923"
"569";"laisser";"0.992384333899053";"-0.606359626323947";"0.811623685223018";"924"
"570";"santé";"0.668891363362552";"-0.828397490511414";"0.811623685223018";"925"
"571";"tenter";"1.06157940095787";"-0.879357774163572";"0.811486585346028";"926"
"572";"technique";"-0.262193022849843";"0.877057053965265";"0.809740052130467";"927"
"573";"écran";"-0.703166288308396";"-0.186635305058215";"0.809740052130467";"928"
