"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21"
"*a_0725";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postLikes_545";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postDate_14-10-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*a_0724";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_13-10-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0723";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_781";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_12-10-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0722";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_541";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_9-10-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0721";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_7-10-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0720";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_7200";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_79";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_6-10-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0719";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_4-10-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0718";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0717";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postLikes_241";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postDate_3-10-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*a_0716";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_686";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_2-10-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;25,406;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0715";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_629";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_30-9-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0714";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*postComments_84";-0,097;-0,088;-0,067;-0,113;-0,129;-0,07;-0,126;-0,079;-0,094;-0,132;-0,094;-0,135;-0,119;8,172;-0,107;-0,058;-0,076;-0,073;-0,107;-0,116;7,451
"*postDate_29-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*a_0713";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_27-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0712";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_25-9-2024";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0711";-0,049;22,765;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postComments_83";-0,097;10,418;-0,067;-0,113;-0,129;-0,07;-0,126;-0,079;-0,094;-0,132;-0,094;-0,135;-0,119;-0,11;-0,107;-0,058;-0,076;12,794;-0,107;-0,116;-0,119
"*postDate_23-9-2024";-0,049;22,765;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0710";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_632";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_22-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0709";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_235";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_20-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0708";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_575";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_18-9-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0707";20,605;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_564";9,338;-0,088;-0,067;-0,113;-0,129;-0,07;-0,126;-0,079;-0,094;-0,132;-0,094;-0,135;-0,119;-0,11;-0,107;-0,058;-0,076;-0,073;-0,107;7,679;-0,119
"*postDate_16-9-2024";20,605;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0706";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postLikes_718";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*postDate_15-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;17,281;-0,06
"*a_0705";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;34,649;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_13-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;34,649;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0704";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_913";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_11-9-2024";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0703";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_128";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postComments_2";-0,644;-0,582;0,843;-0,747;-0,851;0,759;2,146;0,552;0,315;1,935;-0,623;-0,893;0,107;2,79;-0,705;-0,383;-0,502;-0,482;2,943;-0,767;-0,788
"*postDate_9-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;21,28;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0702";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_8-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;16,824;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0701";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_6-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0700";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_4-9-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0699";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_204";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_2-9-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0698";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_1-9-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0697";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_844";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_30-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0696";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postLikes_263";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_29-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0695";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_445";-0,146;-0,133;-0,101;4,674;-0,194;-0,105;-0,189;-0,119;-0,142;-0,198;-0,142;-0,203;-0,179;4,841;-0,16;-0,087;-0,114;-0,11;5,018;-0,175;-0,179
"*postDate_28-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0694";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_437";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_26-8-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0693";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*postDate_25-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;27,519;-0,053;-0,058;-0,06
"*a_0692";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_23-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;18,804;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0691";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_314";-0,097;-0,088;-0,067;-0,113;-0,129;-0,07;7,027;-0,079;-0,094;-0,132;-0,094;6,463;-0,119;-0,11;-0,107;-0,058;-0,076;-0,073;-0,107;-0,116;-0,119
"*postDate_21-8-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0690";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_933";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;15,203;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postComments_40";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_19-8-2024";-0,049;-0,044;29,999;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0689";-0,049;-0,044;29,999;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_978";-0,097;-0,088;14,034;-0,113;-0,129;-0,07;-0,126;-0,079;-0,094;-0,132;9,676;-0,135;-0,119;-0,11;-0,107;-0,058;-0,076;-0,073;-0,107;-0,116;-0,119
"*a_0688";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*postLikes_596";-0,097;-0,088;14,034;-0,113;-0,129;-0,07;-0,126;-0,079;-0,094;-0,132;-0,094;-0,135;-0,119;-0,11;-0,107;-0,058;-0,076;-0,073;-0,107;-0,116;7,451
"*postDate_18-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*a_0687";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_381";-0,049;-0,044;29,999;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_16-8-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0686";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_14-8-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0685";-0,049;22,765;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_13-8-2024";-0,049;22,765;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0684";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_10-8-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0683";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_8300";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postComments_68";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_8-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;21,28;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0682";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_653";-0,097;-0,088;-0,067;-0,113;-0,129;13,388;7,027;-0,079;-0,094;-0,132;-0,094;-0,135;-0,119;-0,11;-0,107;-0,058;-0,076;-0,073;-0,107;-0,116;-0,119
"*postDate_7-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;15,975;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0681";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_643";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_5-8-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0680";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_4-8-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;14,843;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0679";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postLikes_670";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_2-8-2024";-0,049;-0,044;-0,033;-0,056;15,58;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*a_0678";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postComments_50";-0,049;-0,044;-0,033;17,762;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
"*postDate_1-8-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0677";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*postComments_95";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*postDate_29-7-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;16,824
"*a_0676";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_480";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_28-7-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0675";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postLikes_883";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*postDate_26-7-2024";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;-0,055;-0,053;-0,029;-0,038;-0,036;18,804;-0,058;-0,06
"*a_0674";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postLikes_760";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_24-7-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0673";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_22-7-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0672";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*postDate_20-7-2024";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"*a_0671";-0,049;-0,044;-0,033;-0,056;-0,064;-0,035;-0,063;-0,039;-0,047;-0,066;-0,047;-0,068;-0,06;18,269;-0,053;-0,029;-0,038;-0,036;-0,053;-0,058;-0,06
