"";"V1"
"1";1
"2";9
"3";13
"4";7
"5";13
"6";20
"7";7
"8";20
"9";7
"10";12
"11";6
"12";11
"13";20
"14";0
"15";20
"16";4
"17";1
"18";12
"19";9
"20";13
"21";12
"22";0
"23";6
"24";20
"25";13
"26";17
"27";13
"28";0
"29";10
"30";18
"31";13
"32";6
"33";13
"34";0
"35";20
"36";0
"37";16
"38";14
"39";20
"40";11
"41";20
"42";8
"43";13
"44";20
"45";0
"46";16
"47";7
"48";9
"49";15
"50";20
"51";0
"52";0
"53";15
"54";19
"55";0
"56";20
"57";15
"58";8
"59";1
"60";19
"61";16
"62";0
"63";10
"64";0
"65";20
"66";20
"67";16
"68";20
"69";0
"70";5
"71";16
"72";0
"73";4
"74";21
"75";16
"76";7
"77";0
"78";20
"79";15
"80";20
"81";10
"82";0
"83";16
"84";3
"85";0
"86";3
"87";19
"88";20
"89";20
"90";20
"91";12
"92";16
"93";4
"94";7
"95";20
"96";1
"97";0
"98";0
"99";2
"100";14
"101";6
"102";12
"103";0
"104";0
"105";20
"106";0
"107";2
"108";14
"109";0
"110";3
"111";7
"112";1
"113";18
"114";3
"115";0
"116";2
"117";4
"118";19
"119";0
"120";0
"121";8
"122";9
"123";0
"124";19
"125";0
"126";0
"127";1
"128";0
"129";0
"130";21
"131";1
"132";8
"133";13
"134";0
"135";7
"136";18
"137";0
"138";0
"139";4
"140";7
"141";13
"142";0
"143";9
"144";19
"145";2
"146";10
"147";0
"148";13
"149";5
"150";0
"151";2
"152";0
"153";0
"154";14
"155";0
"156";11
"157";1
"158";7
"159";10
"160";19
"161";5
"162";0
"163";0
"164";7
"165";0
"166";0
"167";17
"168";7
"169";0
"170";4
"171";11
"172";0
"173";17
"174";12
"175";10
"176";5
"177";1
"178";9
"179";0
"180";9
"181";10
"182";19
"183";21
"184";13
"185";0
"186";11
"187";18
"188";21
"189";11
"190";11
"191";21
"192";7
"193";17
"194";21
"195";14
"196";12
"197";13
"198";13
"199";19
"200";4
"201";16
"202";0
"203";0
"204";0
"205";7
"206";10
"207";7
"208";2
"209";21
"210";0
"211";4
"212";11
"213";21
"214";0
"215";12
"216";2
"217";0
"218";0
"219";8
"220";0
"221";8
"222";20
"223";21
"224";0
"225";0
"226";0
"227";1
"228";0
"229";0
"230";12
"231";12
"232";13
"233";10
"234";0
"235";12
"236";0
"237";17
"238";16
"239";0
"240";7
"241";0
"242";7
"243";7
"244";17
"245";0
"246";10
"247";9
"248";19
"249";0
"250";0
"251";0
"252";15
"253";12
"254";2
"255";21
"256";21
"257";12
"258";5
"259";15
"260";19
"261";7
"262";18
"263";16
"264";1
"265";10
"266";0
"267";0
"268";15
"269";0
"270";14
"271";2
"272";15
"273";10
"274";19
"275";8
"276";15
"277";0
"278";0
"279";0
"280";0
"281";15
"282";20
"283";8
"284";0
"285";21
"286";15
"287";5
"288";2
"289";13
"290";15
