"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Coord. facteur 12";"Coord. facteur 13";"Coord. facteur 14";"Coord. facteur 15";"Coord. facteur 16";"Coord. facteur 17";"Coord. facteur 18";"Coord. facteur 19";"Coord. facteur 20";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"Corr. facteur 12";"Corr. facteur 13";"Corr. facteur 14";"Corr. facteur 15";"Corr. facteur 16";"Corr. facteur 17";"Corr. facteur 18";"Corr. facteur 19";"Corr. facteur 20";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"COR -facteur 12";"COR -facteur 13";"COR -facteur 14";"COR -facteur 15";"COR -facteur 16";"COR -facteur 17";"COR -facteur 18";"COR -facteur 19";"COR -facteur 20";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"CTR -facteur 12";"CTR -facteur 13";"CTR -facteur 14";"CTR -facteur 15";"CTR -facteur 16";"CTR -facteur 17";"CTR -facteur 18";"CTR -facteur 19";"CTR -facteur 20";"mass";"chi.distance";"inertie"
"film";0,771817962909773;1,78085078966585;-0,128849450711584;0,387181433543488;-0,717227665392803;-0,0245487866508162;-1,66812099937897;1,42100483339705;-0,992158773380486;-1,1917586443806;0,37902108257378;-1,06126809908103;0,668341722825437;1,2152082996523;-0,112159798070401;0,196758022355453;0,169374247586799;-0,402164272373099;1,27659092363861;0,196266186680024;0,188537349133655;0,435020825144266;-0,0314749526985672;0,0945795053005149;-0,175202196964528;-0,00599670308545748;-0,407483534163173;0,347118747255835;-0,242361533473046;-0,291119184077481;0,0925861195363011;-0,259243349774486;0,163260487306977;0,296847394686051;-0,0273980550126577;0,0480634524439206;0,0413742270666165;-0,0982394676895504;0,311841755747066;0,0479433083180892;0,0554355929395368;0,235105959562342;0,00118513663831143;0,0102600321419192;0,033204735065956;3,71565706564063e-05;0,167217196296158;0,120363872384051;0,0569162493952597;0,0810842245195026;0,00774384244774888;0,0586705059409354;0,0230094001071668;0,0747155284186643;0,000572288783133323;0,00172116896264646;0,00122316641774188;0,00644146618958577;0,0641733772948206;0,000919099923865061;0,000325921470589627;0,00173515499113855;9,08339813906549e-06;8,20185815788757e-05;0,00028144742114885;3,29718465888274e-07;0,00152243341188298;0,00110477622023678;0,000538574220542126;0,000777069438629947;7,85977190728493e-05;0,000616216647860514;0,000244388268893051;0,000807950327749331;6,88268105769007e-06;2,11810802140496e-05;1,56956015568837e-05;8,84891817663161e-05;0,000891634187562018;2,10753199474316e-05;0,000547120776911503;2,14755621210011;0,00252331975605514
"feu";0,605401210388895;1,18160653483503;1,15518670060263;-0,508863380128607;-1,40910744804679;1,31491723744796;-2,58514856109134;-0,455932371964342;-1,48763020065472;-0,210629784561392;-0,99872663273564;-1,54711596442534;1,40890034045427;-0,479041931382992;0,33792031221836;0,244244146615597;0,238224514141226;-1,27261645711244;-0,971285540826306;1,02743803942576;0,119481178759613;0,233200296248931;0,227986112856906;-0,10042860080559;-0,278099574302848;0,259510319446989;-0,510201486299468;-0,0899822073397778;-0,293596720459887;-0,0415696145125186;-0,197107361680396;-0,30533675178583;0,278058699823479;-0,0945430792914244;0,0666915039775526;0,0482037003593388;0,0470156736897596;-0,251161893625884;-0,191691624229736;0,2027738067689;0,023372815591752;0,0709283520083735;0,0652789517048536;0,0121447226325494;0,0878293570477838;0,0730529785480974;0,275208839706673;0,00849124610897121;0,0876858309522415;0,00173566075020772;0,036845848740078;0,0854438636248013;0,0700703401849441;0,0079564988984913;0,00355987641605319;0,0018174918285609;0,00165817063649159;0,0442016375767796;0,0254572078094198;0,0172603092328773;0,000451182550931891;0,00171874518239416;0,00164274474343354;0,000318763159174286;0,002444296840551;0,00212844563972643;0,00822690982713903;0,000255897818389451;0,00272430481809601;5,46141643139661e-05;0,0012278886585172;0,00294653402631893;0,00244357837833257;0,000282496313528699;0,000140570542564325;7,34368524694066e-05;6,98616156805373e-05;0,00199370453046379;0,00116134050285382;0,00129950216437307;0,00123102174805088;2,59424970219915;0,00828493826511329
"fan";-0,0442555552224415;1,37939690961762;0,318873677617686;-0,56379271142449;-0,113343885103127;0,337522240753321;-0,133086887732035;-0,558265236719924;0,335127406836271;0,675253425246714;-0,0482464596150517;-0,226465216203311;0,950957750018349;-0,596493194716141;0,268664134252394;0,272136673138929;0,590024955794676;-1,91737002539027;-0,342061989804259;1,20182898510075;-0,0137267155578421;0,427846604217631;0,0989048323886226;-0,174871203048067;-0,0351557959946781;0,104689044572577;-0,0412794697342253;-0,173156749966609;0,103946240560236;0,209442897083347;-0,0149645716674435;-0,0702425625651559;0,294957920568762;-0,185013889779536;0,0833313723653484;0,0844084473973848;0,183007640498766;-0,594709360788191;-0,106097135457732;0,372770481462234;0,000361228843095523;0,279559959180917;0,0143856179489645;0,0431167967009211;0,00164350126456736;0,013920930069728;0,00210952305417641;0,0368191799046546;0,0128700937698785;0,0515918661516245;0,000248684416775197;0,00529493368952461;0,0923248247997098;0,0356786410445387;0,00650800807008353;0,00652560302293335;0,0294184273559078;0,290186715247995;0,00913164303353951;0,0683038224304636;2,1431313560898e-06;0,00208205261579827;0,000111262943266232;0,000347818051106966;1,40575421039759e-05;0,000124657379842039;1,93813373669259e-05;0,00034103140421825;0,000122894683422573;0,000498938244625818;2,5470888966071e-06;5,61198130488442e-05;0,000989545224806413;0,000389335665537046;7,89828116904266e-05;8,10377446227592e-05;0,000380937708614974;0,00402276877501309;0,000128033270270933;0,00158051474154375;0,00109424155382301;1,52545917907487;0,00254632822543979
"esprit";-0,115979774528433;-0,0093499600855107;1,47046764363341;-1,1323394503293;-2,09524215697758;-1,23078931838321;0,672787881860582;-0,102907556457798;2,17902807359894;-0,188862271296034;-0,690185649467769;0,35502708074286;-0,0243705460207545;-0,592290929152231;1,52888364849647;-0,673215515626813;0,524550999678075;0,578135826931287;0,229691352216576;0,921761770514772;-0,0260210136811638;-0,00209774023352463;0,329911476619685;-0,254049643125636;-0,470084763086848;-0,276137678509008;0,150945479499303;-0,0230881543387293;0,48888282069265;-0,0423727996129615;-0,154848811358405;0,0796532374955497;-0,00546773188689049;-0,132885327923457;0,343017586438584;-0,151041422642208;0,117687319143262;0,129709514640088;0,0515331387974658;0,206804813501845;0,00108996614148979;5,64309860640975e-06;0,134401396299174;0,0764121649715326;0,246742496362353;0,081326587953201;0,0236849085870845;0,000549653663630165;0,239050207153701;0,00177312648305707;0,0223589382705811;0,00571718348129374;2,66396320140281e-05;0,0154550044740061;0,0925932273775842;0,017545122123853;0,0102154095521033;0,0115911647881856;0,00180896529037357;0,0176521942961764;1,47189802759307e-05;9,56605154978999e-08;0,00236605125533884;0,00140302845659643;0,0048037638587072;0,00165760344275333;0,000495301363948514;1,15879799492434e-05;0,00519563763702071;3,90304554989431e-05;0,00052124878208863;0,000137922831963668;6,49895788099807e-07;0,000383869287108208;0,00255777344892889;0,000495931205559486;0,000301084668322548;0,000365740428813046;5,7730124232613e-05;0,000929716604111642;0,00109424155382301;2,30144056351955;0,00579579118305367
"drôle";-0,977945944430752;-0,408393565638798;0,326635997159249;0,904772635598672;0,104194911475513;0,284575693143469;-0,807698389670062;-0,526343910272735;0,438103360511439;-0,137210957085596;-0,210430390609002;0,254922081436771;-2,4776012770286;-0,158689876158934;-0,269219524803392;-0,85282349914154;-1,07833222943039;-0,57475264802964;0,00491553930323688;-2,37127999930533;-0,233978702671472;-0,0977103051673927;0,0781493775769071;0,216471604279981;0,0249291797270045;0,0680862289707657;-0,19324608117767;-0,125930544511159;0,104818529605076;-0,0328284420156641;-0,0503465759817688;0,0609914466505675;-0,592779116103163;-0,0379673861957441;-0,064412185055887;-0,204042500583234;-0,257996648513966;-0,137512589227258;0,00117606859116479;-0,567341192085243;0,11203716812357;0,015564667348703;0,0095874886041867;0,0705297067657103;0,000882170362188257;0,0062855698289415;0,049351205085362;0,0207882406699749;0,0139701342041631;0,00135304058317045;0,00300483192892299;0,00426145606182105;0,398056271215512;0,00160391500520472;0,00415075780037484;0,0407052489688152;0,0624121943339614;0,0165620164268003;1,19775288798404e-06;0,168892718929729;0,000915695238900272;0,000159690484364136;0,000102152581381688;0,000783790815879793;1,03947554427205e-05;7,75384045816717e-05;0,00062462547130752;0,000265253095769163;0,000183769919496637;1,802597828073e-05;4,23972979131447e-05;6,22208826738326e-05;0,00587738429975874;2,4111248470437e-05;6,93959879288124e-05;0,000696369230586259;0,00111333644907649;0,00031628836614958;2,31346856095836e-08;0,00538377538582116;0,000957461359595131;1,91406990742211;0,00350781634160748
"cuisine";0,186415227084407;-0,707152679759486;-0,00977274433158322;-0,672827597424927;0,329492315665095;-0,616990168914948;0,665134368191809;-1,36830281929722;-0,275898724131442;0,296062889898403;0,804898569601418;-0,887659577591299;-0,0695970327811021;0,352215047625296;-2,47141013634849;-3,15152103541883;-1,08748596946939;-0,493881959042715;0,273374402842413;-0,325693558938606;0,0387296689609139;-0,146918197725914;-0,00203038753175719;-0,139786811000345;0,0684553966457684;-0,128186014457899;0,138188463987072;-0,284278897483366;-0,0573207801716271;0,0615100917275644;0,167225905497843;-0,184420350889733;-0,0144594949802758;0,0731762764819831;-0,513460718550016;-0,654760709917014;-0,225936326425294;-0,102609025446355;0,0567963266202505;-0,0676661661049964;0,00289537903585612;0,0331908732069002;6,10407807148463e-06;0,0277402896483704;0,00627422744419375;0,0210143408918053;0,0238028160172474;0,0999201802100848;0,00394055167946822;0,00448034459300927;0,0312676907505363;0,036749059093073;0,000223394934119204;0,00561964594671666;0,248779257483885;0,395350919071777;0,0451462663804042;0,00869776776830484;0,00263481914016509;0,0022660726260121;5,70383863585246e-05;0,000820787710284813;1,56760823587184e-07;0,000743039763408452;0,000178194806864746;0,000624828672199747;0,00072614481370524;0,00307304489995358;0,000124940674562753;0,000143870717726703;0,00106337580196374;0,00129329425636366;7,9503438193415e-06;0,000203619925767238;0,0100252245581388;0,016302149916598;0,00194111733080471;0,000400360097608322;0,000122664857003604;0,00017410963370389;0,00164136233073451;2,26961753627203;0,00845492615667382
"changer";-0,517113234399648;0,674700124058085;-0,50073391874223;-1,10735403793491;0,248375461370026;-0,224832146583117;0,0414389616514212;-1,65978051285509;0,630750757702605;0,0131071868359359;-0,0105346193887319;0,454446682546785;-0,0635014482753821;-0,557820191449445;-0,235214215632202;0,948897723719381;0,578405296654526;0,210510570964153;-0,288676876020581;3,19992527597813;-0,123102223471462;0,160616824174783;-0,119203019114974;-0,263612948135333;0,0591274202948949;-0,0535227785929245;0,00986481872497613;-0,395121721926683;0,150154387016696;0,00312025246236995;-0,00250783577736907;0,108184036588597;-0,0151169394947571;-0,132792783662607;-0,0559942987536112;0,225891375169463;0,137693204020406;0,0501134328538699;-0,06872143843734;0,761763362859524;0,0361814157913623;0,0490665440210631;0,0260239143542802;0,122024764956192;0,0057897344510692;0,00453155956727306;0,000150037177526983;0,23876006149736;0,0334460472904929;1,42604767336944e-05;8,69806782568692e-06;0,0156419468781689;0,000302016539573891;0,022890390269228;0,00365951259143702;0,058203987166175;0,020740089767352;0,00256614324902159;0,00477123385036758;0,355227642037494;0,000329182721203856;0,000560386037017638;0,000308659570019225;0,00150951944849906;7,59421868823634e-05;6,22275266358295e-05;2,11389521060479e-06;0,00339130654598297;0,000489757716465831;2,1148750113106e-07;1,36616584733828e-07;0,000254232811585284;4,9640138691888e-06;0,0003830488707288;6,81071734535972e-05;0,00110842046378312;0,000411841633809615;5,45523600586625e-05;0,000102586383359461;0,0126050739907802;0,00123102174805088;1,78101214579639;0,00390480623324694
"chance";0,605257704274088;1,49081916829786;1,10720583647885;1,57320381970007;0,163953989374377;0,970233525430899;-1,14370029561841;1,06284929368401;0,682757821346665;0,293837904311917;2,79803262822797;0,639454029996615;1,96794674363361;0,915468937055237;-0,329308343161968;0,0619471187876426;0,319868712309912;0,629583095791435;-0,778463046484272;-0,251232240849987;0,122337794230318;0,30133202329837;0,223794127422488;0,317984031954862;0,0331392219771552;0,196108580776975;-0,231170574845188;0,214828555291998;0,138002515733734;0,0593920256131109;0,565552718296104;0,129249731129482;0,397771498121814;0,185039281044814;-0,0665614927981688;0,0125210696499814;0,0646535061527547;0,127254567236273;-0,157346947133733;-0,0507803502013899;0,0238532402939824;0,115283274895508;0,0612305008437863;0,118521586494255;0,00121405322698088;0,0406102733620021;0,0549994190866386;0,047114676689005;0,0188588447267799;0,00344892046483118;0,29528617862008;0,0149037675557305;0,139586246338631;0,0296691047040364;0,00345186705955883;0,000119373692961286;0,00305240469219274;0,0110456600943596;0,0166968748345505;0,00105373232412982;0,000300645784639425;0,0018239981883991;0,00100607695062195;0,00203116147584645;2,20606570634168e-05;0,00077255075409936;0,00107349229889015;0,000927081346807221;0,000382567289790763;7,08581977927119e-05;0,00642510183720009;0,000335577723823481;0,00317834582337146;0,000687799240634424;8,89979358851707e-05;3,14931926638515e-06;8,39688084651632e-05;0,000325297393932152;0,000497336655512166;5,17994574004971e-05;0,000820681165367255;2,56738288396962;0,00540948286655739
"carrière";-1,51848556645157;-0,60407211185199;-1,00439225181912;0,81043824748584;-1,07782597335328;0,380020075776925;-0,758223875088554;-0,169370835082896;0,726698202063982;-0,239776859121281;0,974550646862686;0,824389631668002;0,527769933556919;0,262533161245708;0,44257245796188;0,0367146519532043;-0,0173161793298147;-0,564817767840646;0,750614537523091;-3,21873946936315;-0,337452169240941;-0,134242596061523;-0,223205509247733;0,180103223034913;-0,239524642715064;0,0844516416614357;-0,168499653254402;-0,0376391827275862;0,161493721170516;-0,05328547273145;0,216573826636675;0,183203631073157;0,117286007107141;0,0583425925918219;0,0983526213782387;0,00815907587023486;-0,00384816451793221;-0,125519125893997;0,166808634567967;-0,715298610770609;0,236300082137705;0,0297899481105114;0,0793037258718978;0,0495043240353554;0,0825784726563164;0,00980555645543129;0,0380455925097041;0,00188306756025052;0,0336252633069253;0,00361458034671749;0,0563796277467344;0,0389868600022977;0,015800871526145;0,00384026644245135;0,00981280494808779;6,59965210152633e-05;1,4079218324509e-05;0,0139919441467734;0,0244325579048467;0,272224378552508;0,00157693777562697;0,000249557595621203;0,000689921895441308;0,000449193101482642;0,000794493796221414;9,87657351890988e-05;0,000393177024178842;1,961871137784e-05;0,000361161453209564;3,93194789837686e-05;0,000649534238339817;0,000464791591301945;0,000190494530684362;4,71369585239126e-05;0,000133955943473137;9,21875029438467e-07;2,05067751731844e-07;0,000218177479734982;0,000385324978758723;0,00708540813270152;0,000683900971139379;2,04645754243463;0,00286416938379674
"bonheur";0,580819292530344;-0,483129850852993;-0,0860035456313479;-0,136402871459842;-0,626723899636919;0,543988450871786;0,227747218259443;-0,412329241845523;-0,843414192268788;0,0712474092850523;-0,645506844055649;1,11131962002471;-2,65801067827304;0,754658995693641;-3,09258573571666;2,48333561817106;4,29213557500268;1,34274212915524;-0,581396928460651;-0,824873282470819;0,0834137861051574;-0,0693842139170382;-0,0123513138283085;-0,0195893629746916;-0,0900063306842944;0,0781243613431186;0,0327076906608526;-0,0592162547396914;-0,121126091947587;0,0102321259556637;-0,0927038246007644;0,159601063999373;-0,381727564896802;0,108379602500607;-0,444138630359723;0,356641779543881;0,616410789710306;0,192836577910137;-0,0834967427158571;-0,118463357592904;0,0141131604963885;0,00777892519732552;0,000237366416768025;0,000572466371972322;0,011397818747156;0,00820234817448488;0,00140124888711777;0,00455592527607504;0,018490089317469;0,000130281029049984;0,0100975207827486;0,028922168852977;0,16360812638561;0,0129537110411359;0,195599424797462;0,123257320925201;0,353118876606505;0,032280947273617;0,00598384227080875;0,00729843115012544;0,000507572364427568;0,000351191216063137;1,11288070678152e-05;2,79938690695379e-05;0,00059097405418372;0,000445241113596053;7,80408630384429e-05;0,000255802139309253;0,00107028074092799;7,63754980551898e-06;0,000626927909034266;0,00185820602877453;0,0106299040382914;0,00085687487314932;0,0143899537491916;0,00927869152198709;0,027718055770242;0,00271269603056924;0,000508582447361274;0,0010237416568836;0,00150458213650663;3,20297021574249;0,0154355355262302
"attendre";0,916025741154403;-0,465118293465391;1,41276497321142;-0,00719734518655788;-0,277114935961034;-0,740257254802053;-0,72776235070593;-0,620157087192289;0,559522484124924;0,0169564129549227;-0,924984840188414;-0,598228075989281;0,103980464850114;-0,732461147620879;-0,842146847693181;0,616111363707153;0,529356889846236;-0,979055863486836;-0,180955061039862;-0,126265279925161;0,304652141836428;-0,154689194795948;0,469857838774202;-0,00239369542591421;-0,0921629764126502;-0,24619500091907;-0,242039441611176;-0,206252047731839;0,186086171529938;0,00563936938941262;-0,307631761935528;-0,198958889983966;0,0345818571493562;-0,24360216903234;-0,280081475185618;0,204906519686447;0,176053688277678;-0,325614720622248;-0,060182093630318;-0,041993348265846;0,144172662055584;0,0296103841617154;0,263058141582181;6,54595426809721e-06;0,00915196708886593;0,0623805980693563;0,0587643092611659;0,042326961395334;0,0334208610008101;3,03065390789116e-05;0,0851545055319025;0,0344200759983534;0,00102830106603811;0,0501172500215644;0,0595696542543063;0,0311591552484816;0,0220595454575287;0,0704857513478927;0,00238068254564691;0,00070234141992459;0,000918181543928299;0,000236722775999078;0,00218400204572078;5,66836577589581e-08;8,40297499468614e-05;0,000599623365654024;0,000579551950874048;0,000420839625544876;0,000342569180950706;3,14616266226639e-07;0,000936229741024085;0,000391603699523279;1,18308708198012e-05;0,000587059863519733;0,000776048489213035;0,000415366666654726;0,00030662696411181;0,00104888566141754;3,58306487385478e-05;1,74454065540466e-05;0,00109424155382301;1,58048444562478;0,00273333998945354
"adolescent";-0,841299583118658;0,167293204896313;0,34733286430903;0,437344215874199;0,328985085897983;0,462717725936489;0,00430541016696784;0,620400452986764;0,0651415544366536;0,78986870136301;0,771349648220519;0,425423312266248;-0,294198386949408;0,22634374785052;-0,085241503590218;-0,203819541475855;1,13755457136128;0,598131133968078;0,0403913254892074;1,08689827554979;-0,33840935082683;0,0672930142872974;0,139713238292505;0,175919939997144;0,132332918718139;0,186126331680529;0,00173183380674673;0,249553570167775;0,0262029265092948;0,317721486887968;0,310272272746382;0,171124804789444;-0,118340109919926;0,0910458560907226;-0,0342880496701733;-0,0819855852786487;0,457576720289623;0,240595826762587;0,0162472471306455;0,437200430410445;0,207752400986777;0,00654411533432571;0,0271631922864322;0,0412906975230961;0,0220355626714349;0,0416383590542057;3,51350578743237e-06;0,0723660761176409;0,000773884103430023;0,112345408393166;0,101162165059516;0,0297370548373738;0,0140628872145221;0,00817583643976784;0,00104262652796989;0,00582553773625877;0,174028766510091;0,0449424090723162;0,000202634492289511;0,0889068721336022;0,00106492065026835;4,21087649362983e-05;0,000181512967435408;0,000287781369818738;0,000162842710186888;0,000322142611524305;2,78897720919342e-08;0,000579108732420736;6,38457711101882e-06;0,000938697608989437;0,000895196700575721;0,000272306789880377;0,000130225632570096;7,70819879771874e-05;1,09324652274015e-05;6,25039612038989e-05;0,00194697502818688;0,000538280589200018;2,45466433080646e-06;0,00177743488925238;0,00150458213650663;1,20920979048264;0,00219998242256734
"époque";-1,61190489277078;0,22980418902795;-0,37940369413657;-0,256285309861723;-0,669760484656592;-0,831757192567734;-0,224084146077742;0,365037390121243;0,307927036584406;-1,4256409491374;0,179214835852334;0,0454650482039149;-0,540817184135815;-0,894824432861948;-0,513473373250451;0,686759748212855;0,618365969772099;0,244150809914325;0,111339299255464;2,79852735123765;-0,397297900283356;0,0566415066959585;-0,0935143827134246;-0,0631685007832604;-0,165080728670924;-0,205009233258611;-0,0552316461862966;0,0899734154729128;0,0758970120533396;-0,351388073943148;0,0441723815735598;0,0112061004769626;-0,13329913734859;-0,220553873800328;-0,126559509781714;0,169270660563033;0,152413149497197;0,0601776224927908;0,0274426053370796;0,689773351714971;0,317737366150363;0,00514463993300902;0,0135032069170065;0,00590741704683571;0,0380500757641223;0,0560530465676899;0,00396532357253009;0,0104378313047232;0,00720443778452341;0,152479198103331;0,00227514049984359;0,000141499679501651;0,0197988353663338;0,0532372503800652;0,0157618497224643;0,0275548978094936;0,0214245882591845;0,0031197847372541;0,000641473750051813;0,245562136651673;0,0035538741394315;7,2233573101893e-05;0,000196891209307176;8,9840186090712e-05;0,000613567373556877;0,000946272777168866;6,86824025761058e-05;0,000182262749537038;0,000129693694241081;0,0027799919516583;4,39310044994926e-05;2,82734319270182e-06;0,000400059125504844;0,00109521374045508;0,000360627691201199;0,00064510867427901;0,000523015281865939;8,15341512540294e-05;1,6955874105728e-05;0,0107122901595202;0,00136780194227876;1,87339464665879;0,00480044795804923
"vélomoteur";0,112707258450497;0,753824457525978;-0,0443692825367457;-0,656770048998727;1,51822412109044;0,141836685378598;-0,629077059183298;-1,21084323238604;-0,849193377078163;0,441515236305544;-1,2172767662586;3,21571958304401;1,48846934624474;-0,905401141737354;-0,621854836035751;0,0120618404811758;-1,66763665368993;1,63612754987224;2,23718318027132;1,0200955881639;0,0196598904321019;0,131492030271579;-0,00773947698857852;-0,114562516912541;0,264828727824323;0,0247410302773046;-0,109731939423623;-0,211211288486954;-0,148127538355092;0,0770149260057021;-0,212333510540482;0,560928333562272;0,259638506525884;-0,157932039944654;-0,108472143757318;0,00210398571954939;-0,290891237555042;0,285395002998494;0,390239074265066;0,177938561981625;0,000727081470025556;0,025910117993257;8,64347669251207e-05;0,0181579461710124;0,0915120109350556;0,000762909599897116;0,0146269543343311;0,0537528196307329;0,0256452825228852;0,00684496935467654;0,0491279689893757;0,331318987836077;0,0701953445635408;0,0255100826340031;0,0108202974588342;3,97837888426609e-06;0,0729313120583237;0,0655741162533348;0,121220160215487;0,0152712248333421;1,73750870023623e-05;0,000777255249301511;2,69270035949333e-06;0,000589997123870593;0,0031527896072505;2,75169543416595e-05;0,000541291131706616;0,0020053909635003;0,000986362182565196;0,000266633434400137;0,00202675793417179;0,0141442380478358;0,00303042127576287;0,00112125732110423;0,000528933712352688;1,98998763224363e-07;0,00380387362704164;0,00366148729236897;0,00684583310366421;0,00142332787442409;0,00136780194227876;2,73832098435371;0,0102563285642893
"style";0,39336621290988;-1,52229365459202;-0,191132007801129;-0,475966140390915;-0,984958960112873;-0,125676013544285;1,02679344159625;0,436762273641524;-0,885953235300695;1,38501642954441;0,291313609869269;-0,0904702661297074;0,469400357424561;0,00404009052838921;-1,12325265498054;-0,75206251605364;-1,42797158838994;-0,50698517512362;0,135995424314165;-0,183435654190918;0,112813130073059;-0,436577180318806;-0,0548145706203133;-0,136501886395093;-0,282475463415806;-0,0360425069508529;0,294473135422792;0,12525864593921;-0,254081703746943;0,397207572718795;0,08354555903296;-0,0259458834177333;0,134618891609304;0,00115865380230438;-0,322136583449429;-0,215683308993467;-0,409526642743397;-0,14539780649498;0,0390020011607089;-0,0526073405318564;0,02071507118145;0,247137604684644;0,00375148757872707;0,0223051515849978;0,0900856488910151;0,00140092130894637;0,0911434361578914;0,0163579420320601;0,0652873293552831;0,157544404771787;0,00658089118956449;0,000613358992166312;0,0163278261503337;1,18802341124012e-06;0,0825712941222237;0,0361742788832829;0,125072926443568;0,0147265720801541;0,00104769138124188;0,00115497518725135;0,000169319630648678;0,00253577127157557;3,99742244903197e-05;0,000247893603390643;0,00106157204552771;1,72829548684266e-05;0,00115366409159357;0,000208738923459459;0,000858884568611429;0,00209905130363338;9,28612986404753e-05;8,95622383102732e-06;0,000241101568103193;1,78605733580415e-08;0,00138060076807095;0,000618900865055868;0,00223127107892095;0,000281257248305433;2,02377299241031e-05;3,68197392733689e-05;0,00109424155382301;1,79051451744694;0,00350807521508766
"rétro";0,428965794011155;-1,21085727864132;2,13914129729613;-0,680984964224847;-1,01846508388134;-2,69148907747173;3,71508968217472;-2,06651568882816;-6,68936924747782;-0,641515244255899;4,75084031132674;0,610090138139059;-0,609943187956075;0,299934162662416;2,80870834779126;0,797100291787156;-1,61094538581637;-0,916965097665473;-0,664468881506701;-0,916820786861857;0,040027420945628;-0,112986850406057;0,19960637972645;-0,0635436955608691;-0,0950344554276567;-0,25114675290804;0,346660411238523;-0,192829578773635;-0,624194755077768;-0,0598607186945085;0,443307805987879;0,0569283964246189;-0,0569146842897249;0,0279872921162352;0,262084653182431;0,0743785853340504;-0,150319652472832;-0,0855633443718132;-0,0620025559069347;-0,0855498785212395;0,00262596466551139;0,0166678316146922;0,050091823894903;0,00486720165241715;0,01026745627108;0,0684928793825898;0,127188856216604;0,0390361586323464;0,396760909859222;0,00360295076344636;0,186575776636616;0,00297332404324963;0,0029388101992882;0,000697984707524197;0,0550349664180271;0,00433180765149229;0,0169682496371116;0,0051353256619328;0,00266615444823862;0,00307556764370621;0,000276860645157685;0,00220598123945087;0,00688485574993507;0,000697735704623646;0,00156065960852682;0,0108993636979409;0,0207660791701014;0,00642529859306551;0,0673265312843826;0,00061919845366431;0,0339591465327587;0,000560020481903967;0,000559750734218878;0,000135352964198065;0,0118694116280229;0,000955964659668836;0,00390460886293445;0,00126509026038889;0,000664301441580963;0,00126469209512268;0,00150458213650663;5,48406041552041;0,0452501853442562
"route";0,776173563109384;0,740392755278913;-0,700039883578846;0,102560846226602;-0,165270833232038;-0,277852172046977;-0,805081369911139;0,277501982880118;-0,939478370536857;-0,511487297263748;-1,05056894867018;0,359151779702593;0,914405019247959;0,608876473028992;-0,569174645768149;-0,409607813011998;-0,765712510232133;0,0790400357119498;-0,776008978352705;0,0217554439873315;0,278780339231917;0,265928850571301;-0,251435201475008;0,0368370540584043;-0,0593607681882306;-0,0997969094299918;-0,289163233689646;0,0996711310482326;-0,337434964661897;-0,183712263624095;-0,377335665393588;0,1289975074391;0,328429301869161;0,218691794939986;-0,204431983220085;-0,147119936172621;-0,275023014828649;0,0283890214972124;-0,278721224883684;0,00781396113342569;0,125239600066217;0,0907816221446419;0,0781472851987632;0,00160822908287086;0,00393861411161191;0,0106333032467733;0,0870102543486228;0,0102542114521819;0,114002017555738;0,0333652587483222;0,132905801797094;0,0150103460760552;0,0962166865840708;0,0419018165242082;0,0329228129303167;0,0166632656671843;0,0558453892613646;0,000555823700616141;0,0529724340908247;2,52274125226343e-05;0,000741623389499282;0,000674823264755232;0,000603269395077248;1,29487819188142e-05;3,36246799144998e-05;9,50371311176315e-05;0,000797894147121046;9,47977232282282e-05;0,00108652393357397;0,000322058992936611;0,00135867269090271;0,00015878949634412;0,00102930226412703;0,000456377381298595;0,000398801531455025;0,000206539056808132;0,000721767314311853;7,6905957062121e-06;0,000741308905807152;5,82641784676961e-07;0,00123102174805088;1,43685193515225;0,00254149792804772
