romand;0;0;1;3;1;0;3;1;0;3;1;0;3;0;5;0;3;0;0;2;1
premier;2;0;1;0;1;0;1;0;3;2;0;0;0;1;4;0;1;0;2;5;0
femme;0;6;0;0;0;0;3;0;0;0;5;1;1;0;1;2;1;0;0;1;7
enfant;1;0;1;1;0;0;0;0;0;3;5;1;10;1;0;5;1;1;0;0;4
18h45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;15;0;0;0;0;0
passer;0;0;1;0;1;1;4;0;1;1;1;1;2;2;0;4;1;10;0;2;1
homme;0;10;0;3;0;1;0;0;0;1;2;1;2;0;1;0;1;2;0;0;4
beau;0;1;0;2;3;0;0;1;1;7;3;6;1;0;0;2;0;1;0;0;0
rencontre;1;0;1;1;0;0;7;1;0;1;1;0;1;5;2;0;0;0;2;3;4
amour;0;1;1;14;1;0;0;0;3;1;1;0;0;1;0;5;1;0;2;0;1
prendre;2;0;0;1;1;3;7;0;0;1;0;1;0;2;3;0;4;0;4;2;0
jour;3;0;0;1;3;0;2;1;1;4;0;1;0;2;1;1;0;4;0;0;1
souvenir;1;0;0;0;1;0;1;1;0;0;0;3;1;1;5;8;0;0;1;2;2
question;0;2;0;1;0;0;0;5;2;1;0;1;15;1;1;0;0;0;0;1;2
occasion;1;0;0;0;0;0;0;0;0;0;1;2;2;2;0;0;2;0;4;4;0
lausanne;0;2;0;2;0;0;0;0;1;0;1;0;1;0;2;0;9;2;2;0;0
partir;0;0;10;0;1;0;0;4;0;1;1;0;0;0;2;0;0;1;0;3;0
télévision;1;1;1;0;0;1;1;0;1;1;1;0;0;0;3;8;1;0;0;1;0
suivre;0;0;1;0;8;0;1;0;1;2;0;1;1;0;2;2;0;0;1;3;1
noël;0;0;0;0;0;0;7;0;0;1;0;0;2;0;2;0;1;1;0;0;0
trouver;1;1;0;0;0;0;4;1;1;1;3;0;9;0;0;0;0;0;0;1;0
raconter;1;1;1;0;0;0;0;0;0;0;0;1;0;0;3;2;1;2;0;4;2
nombreux;1;1;1;3;2;1;0;0;0;0;0;2;3;0;1;0;2;0;0;4;1
jeu;0;0;1;0;0;1;4;0;1;3;0;0;0;5;0;0;0;0;0;1;2
fin;3;0;0;0;2;2;0;1;4;2;0;1;2;0;1;0;0;1;0;1;0
âge;0;0;0;2;0;0;1;5;0;1;0;0;1;0;0;0;1;0;4;1;0
vacance;4;0;1;0;0;1;0;0;2;1;0;2;0;0;1;0;0;0;0;0;0
journée;1;0;0;0;0;0;0;0;0;2;10;1;0;0;0;0;0;0;7;0;1
ski;0;0;0;0;0;0;1;0;0;0;0;17;0;1;0;0;0;0;0;0;1
public;0;0;0;0;0;0;5;1;0;1;2;0;2;0;0;0;6;1;0;6;0
jean;1;0;0;0;0;0;0;0;1;1;0;0;0;1;5;0;0;0;0;2;0
découvrir;0;1;0;1;2;0;0;1;0;1;1;1;0;1;0;0;0;0;1;11;0
vivre;1;1;0;0;0;1;1;1;2;0;1;0;0;3;3;1;0;0;0;0;1
vaudois;0;1;0;0;0;0;0;0;0;5;0;0;1;2;3;1;1;1;0;0;0
mode;1;0;5;0;0;0;2;2;0;0;0;2;0;0;0;1;0;0;0;1;9
connaître;0;1;3;1;0;0;0;1;1;3;1;1;1;0;3;0;1;0;0;0;1
école;0;0;0;0;0;1;0;0;1;0;1;3;7;0;1;0;0;0;0;0;2
voiture;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;5;1;0;2;0
voir;2;0;1;2;1;1;4;0;0;2;2;0;2;0;0;0;1;0;1;0;1
soleil;0;0;1;6;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;4
pays;0;1;1;0;1;0;0;1;1;0;1;1;0;0;4;0;0;0;1;1;1
devenir;0;1;0;0;0;3;0;1;0;1;2;0;0;4;1;2;0;0;0;2;2
rue;0;0;0;5;0;0;2;0;5;0;0;0;0;0;0;0;4;0;0;2;0
passion;0;3;0;0;0;0;1;0;1;1;0;1;1;0;4;0;0;0;0;0;0
musique;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;8;0;0
histoire;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;3;0;0;5;0
festival;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
proposer;1;0;0;1;2;1;1;2;0;0;0;0;1;0;1;0;1;0;0;3;1
lancer;0;0;0;0;2;6;2;0;0;5;0;4;0;0;1;0;0;1;1;0;0
évoquer;0;2;0;1;0;0;0;0;1;0;0;0;2;2;3;0;1;2;0;1;0
venir;0;0;0;1;3;0;0;0;1;0;0;1;1;0;1;0;4;1;0;1;3
réponse;0;0;2;0;1;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0
place;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;3;2;0;0
danse;0;0;0;0;0;0;4;2;0;0;1;1;0;0;0;0;0;0;6;0;0
voyage;1;0;11;0;0;2;0;0;1;0;0;0;0;1;0;0;0;1;0;2;0
travail;0;1;1;0;0;0;0;1;1;1;1;2;2;0;1;1;0;0;0;1;1
secret;0;1;0;2;12;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0
prêt;0;0;3;1;0;1;2;0;2;1;0;1;0;0;1;0;4;0;2;0;0
plutôt;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0
partager;0;8;0;0;2;1;0;1;0;1;1;0;0;1;0;2;1;1;0;1;0
parler;0;2;0;0;0;0;0;0;0;7;1;0;1;0;1;2;0;0;0;0;0
métier;0;8;0;0;0;0;0;0;0;0;0;1;3;1;1;1;0;0;0;0;0
mettre;0;0;0;0;4;0;2;0;0;0;2;0;1;1;2;1;0;0;3;1;0
ville;0;1;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;4;3;0
présenter;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;4;2;0;1;2;1
meilleur;0;0;0;0;2;0;2;0;0;0;0;0;3;1;1;0;0;0;0;1;0
genevois;0;0;0;1;0;0;2;0;0;7;0;0;3;0;0;0;0;0;0;0;1
eau;0;0;0;0;1;1;0;0;0;1;0;3;0;5;0;1;1;2;0;1;0
début;0;0;1;0;1;0;0;0;1;2;0;0;0;0;1;0;0;0;0;2;4
cinéma;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;4;0;0;0
valoir;0;0;0;0;2;0;0;1;1;3;2;2;1;0;0;2;1;0;2;0;0
retour;0;0;0;1;1;1;7;0;1;0;1;0;0;0;0;0;1;0;1;1;0
plaisir;0;0;1;3;0;1;1;0;0;1;0;0;2;0;0;0;0;0;1;0;6
mot;1;0;1;1;1;0;0;0;0;5;0;0;1;1;0;1;1;1;1;0;0
matin;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;2;1;1;0;0
laisser;0;1;0;2;2;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;2
français;1;0;0;0;0;0;1;0;0;4;1;0;0;0;1;0;0;0;0;1;0
fois;0;0;0;1;0;0;1;0;1;1;0;0;0;0;5;0;1;2;0;2;0
famille;1;0;0;0;2;0;0;0;3;1;0;4;1;0;2;0;0;0;1;1;2
donner;0;0;1;1;0;0;2;0;8;0;1;0;1;0;0;1;0;0;0;2;0
complet;0;0;0;0;2;0;1;0;0;0;0;0;0;0;4;7;0;0;0;3;0
chose;0;0;0;0;0;0;0;0;0;4;0;0;1;8;1;0;0;0;0;0;1
champion;0;0;0;0;0;1;0;0;0;0;0;1;0;8;2;0;0;1;0;0;0
blanc;0;0;0;6;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;2
avis;0;0;0;0;0;0;0;1;1;0;1;1;9;0;0;0;0;1;0;0;2
équipe;0;1;0;0;0;0;2;1;0;0;1;0;1;0;0;0;1;0;0;1;0
tour;0;0;0;0;0;0;0;4;0;0;0;1;1;0;0;2;5;0;1;0;0
rire;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;8;0;0
neige;0;1;0;2;0;0;0;1;0;0;0;8;2;0;0;0;0;0;0;0;0
armée;0;2;1;1;0;0;0;3;0;0;0;1;1;2;1;0;0;0;0;1;1
tête;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;7
radio;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0
propre;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0
nouveau;0;1;0;0;0;0;0;3;0;0;5;2;1;0;0;0;0;0;0;1;0
ambiance;0;1;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
vin;1;0;0;0;2;0;0;0;1;5;0;1;0;0;1;0;0;1;0;0;0
village;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;4
sport;0;1;0;0;0;0;2;0;0;0;0;2;0;0;1;0;0;0;0;1;0
rester;0;3;0;0;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0
reportage;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;5;1;0;0;3;0
présent;1;1;1;0;0;0;3;0;2;0;0;0;0;1;0;3;0;0;1;0;0
piste;0;0;0;0;1;0;0;1;0;0;0;10;0;0;1;0;0;0;1;0;0
oublier;0;3;1;0;0;0;3;0;1;0;0;2;0;0;0;0;0;1;0;0;0
maison;2;0;0;1;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;1;1
lausannois;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;6;2;0;0;0
journaliste;1;2;0;0;0;0;1;0;2;1;0;0;0;0;0;1;0;1;0;2;3
haut;0;3;0;1;0;0;0;1;1;0;0;0;0;1;0;2;1;0;0;1;0
fêter;4;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0
droit;0;1;0;0;0;0;0;0;1;1;2;0;3;0;0;0;1;0;0;0;0
dernier;1;1;0;0;0;1;0;0;0;0;4;0;0;3;1;0;0;2;1;0;0
course;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;1;1
couper;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0
conseil;1;1;0;2;0;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
compte;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;10;0
commencer;6;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0
art;0;0;0;0;1;0;4;0;1;0;1;0;0;0;0;1;0;2;0;0;0
appeler;0;0;0;0;0;0;0;0;1;2;0;1;0;0;6;2;0;0;0;0;0
animal;5;0;1;0;0;0;0;1;0;0;1;0;0;0;3;0;0;0;0;0;0
événement;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;4;0
sortir;1;0;0;0;1;2;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0
sembler;0;0;0;0;0;1;0;0;4;1;0;2;1;0;0;0;1;1;1;0;0
santé;1;0;0;2;0;0;1;1;0;1;0;2;1;0;1;0;0;0;1;0;0
saison;0;0;0;0;1;0;3;0;0;0;0;5;0;0;1;1;0;0;0;0;1
saint;0;0;0;1;4;0;0;1;0;0;0;0;0;0;2;0;0;1;1;1;0
plateau;0;0;1;0;2;0;0;1;0;0;0;0;0;1;0;1;1;2;2;1;0
jeunesse;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0
froid;0;0;0;0;0;0;6;0;0;0;0;4;0;0;1;0;0;0;2;0;0
fille;0;0;0;0;0;0;0;0;1;0;1;0;2;0;1;0;1;0;0;1;2
face;0;0;0;0;1;2;0;3;0;0;0;1;2;0;0;0;0;1;0;0;0
comédien;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;1;0;0;0
coeur;0;0;1;4;0;0;1;0;5;0;0;0;0;0;0;1;0;0;0;0;0
automne;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10;1;0;0;0;0;1
témoignage;0;2;3;0;0;0;0;0;1;0;1;1;0;0;0;2;0;0;0;1;1
tsr;0;0;0;0;0;0;0;1;0;1;5;0;0;1;0;0;1;0;0;1;0
terre;0;0;0;0;0;0;0;1;0;0;0;0;1;5;0;0;2;0;0;1;0
soirée;0;0;0;0;1;0;2;0;0;0;0;1;0;0;1;0;1;0;0;1;1
simple;0;2;0;0;1;0;0;0;0;0;2;0;0;3;1;2;0;0;1;1;0
rêve;0;0;0;0;0;0;0;0;0;1;2;2;2;0;0;0;0;0;0;2;0
revenir;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;2;2;1;0;2;0
rendre;0;0;0;0;1;3;0;0;0;1;0;2;0;3;0;0;0;1;1;0;0
quotidien;1;4;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;2;1
mois;0;0;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
manquer;0;0;0;1;0;0;0;0;1;0;0;5;1;0;0;0;0;1;0;0;1
lac;0;0;0;0;0;0;1;0;0;1;0;3;1;1;0;1;0;0;0;1;0
corps;0;0;0;6;0;0;0;1;1;0;0;0;0;1;1;0;0;0;0;1;2
choisir;0;0;0;0;0;0;0;0;1;0;0;2;1;0;2;0;0;0;1;1;3
chat;0;0;1;0;0;1;0;0;0;2;3;0;0;0;0;0;0;0;0;1;1
chanson;0;0;0;0;2;0;0;0;0;4;1;1;0;0;0;0;0;0;0;1;0
canton;1;0;1;1;1;0;0;0;2;1;1;0;0;0;1;0;0;2;0;1;0
adepte;0;1;0;2;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;3
vraiment;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;1;0;1;0
vieux;0;0;0;0;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0;1;2
témoigner;0;1;0;1;0;0;0;0;4;0;0;0;1;0;0;2;1;0;0;1;0
train;1;0;0;0;1;4;0;0;0;2;0;0;1;0;0;0;1;0;0;0;0
spécial;1;0;0;0;0;0;0;0;0;1;1;1;0;0;2;1;0;1;0;2;0
seul;0;0;0;0;1;0;0;1;0;1;2;0;0;4;1;0;0;0;0;0;0
servir;1;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0
semaine;4;0;2;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0
romands;0;0;0;0;0;0;0;1;0;2;0;1;4;0;0;0;0;1;0;1;0
recette;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;1;1;0;0;3;0
projection;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;6;0
permettre;1;0;0;0;2;1;0;0;0;1;0;0;1;0;0;0;2;1;1;0;1
ouvrir;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;1;0;0;2;0
nature;0;0;1;0;0;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;1
mort;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
montagne;0;0;0;1;0;0;0;0;0;1;1;2;0;1;1;0;0;0;1;1;1
moment;3;1;0;0;0;0;0;0;0;0;0;1;0;5;0;0;1;0;0;0;0
long;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;2;2;0
liberté;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1
inviter;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1
hiver;0;1;0;0;1;0;0;1;1;0;0;5;0;0;0;0;0;0;1;0;0
fribourg;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;1;1;1;1;0
florilège;0;0;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
film;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0
feu;0;0;0;1;0;4;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0
fan;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;2;0;0;1;0
esprit;3;0;0;2;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0
drôle;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;0;0;0;0;1
cuisine;0;0;1;0;2;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;6
changer;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;3;1;1;0;0;0
chance;0;0;0;0;0;1;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
carrière;0;0;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0
bonheur;0;0;0;0;0;0;1;0;7;0;0;1;0;2;0;0;0;0;0;0;0
attendre;1;0;0;1;0;1;0;0;1;0;0;0;2;0;0;0;1;0;0;0;1
adolescent;0;0;0;0;0;0;0;1;1;2;1;0;0;1;1;2;0;0;0;2;0
époque;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;0;0;2;0;0
vélomoteur;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;5;0;1;1
style;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;2
rétro;0;0;10;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
route;0;0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;1;1;1;0;1
regard;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1
rassembler;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;1;0;1
programme;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0
profiter;0;0;2;0;0;0;0;0;1;2;2;0;0;2;0;0;0;0;0;1;0
prix;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0
parent;0;0;0;0;0;0;1;1;0;1;0;0;5;0;0;0;0;0;0;0;1
oeil;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;1;2;0;1;0
nuit;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5;0;0
mondial;1;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0
jouer;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;2;0;0
international;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;2;1;0
image;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;3;0
helvétique;0;0;0;2;0;0;0;1;0;0;0;0;0;0;2;0;1;0;1;0;0
fou;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0
créer;1;0;0;0;0;0;1;0;0;3;1;0;0;1;1;0;0;0;0;0;0
cours;0;0;0;0;0;0;0;3;0;0;0;0;4;0;1;1;0;0;0;0;0
chien;0;0;1;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1
chanter;0;0;0;0;1;1;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0
cas;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0
émotion;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;0;1
âgé;0;0;0;1;0;0;0;2;0;0;1;0;0;0;4;0;0;0;0;1;0
vrai;1;0;0;0;0;2;0;0;0;1;2;0;0;0;0;0;0;0;1;2;0
valaisan;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;2
val;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;1
soir;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;5;2;0;0;0
société;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
salle;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;2;2;1;0
rêver;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;1;0
répondre;0;0;0;0;0;0;0;6;0;1;0;0;0;1;0;0;0;1;0;1;0
retraite;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;1;0
préférer;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
offrir;0;0;0;2;4;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0
occuper;1;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;1;1
nouvelle;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
national;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
milieu;0;0;0;0;0;0;0;0;1;1;0;3;0;0;1;0;0;0;1;0;0
lever;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0
journal;0;0;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0
installer;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1
génération;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;1;0;0;1;1
glisser;0;1;0;1;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0
garçon;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;1;3
fédéral;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0
fondue;0;0;0;0;4;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
exister;1;0;0;0;0;0;0;1;1;1;0;0;0;1;2;0;0;0;0;0;0
envie;0;0;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;1;0
difficile;1;0;0;0;0;1;1;0;0;1;0;1;0;2;0;0;0;0;0;0;0
concours;0;0;0;0;0;1;0;0;0;2;0;1;0;1;0;0;0;0;0;2;1
compagnie;7;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
claude;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0
classe;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;1
caméra;0;2;1;0;0;0;0;0;4;0;0;0;0;0;1;1;0;0;0;0;0
cadeau;0;0;0;0;2;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0
bel;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
arrêter;0;0;0;0;1;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0
air;0;0;0;0;0;0;1;1;2;0;0;1;0;1;1;0;1;0;0;0;0
éviter;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;0;2;0;0;0;0
écolier;0;0;0;0;0;0;0;0;0;1;0;1;4;0;1;0;0;0;0;0;0
véritable;0;3;0;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1
tv;2;0;0;0;0;0;0;1;0;2;0;0;1;0;1;1;0;0;0;1;0
travailler;0;0;0;0;0;0;0;0;1;0;1;1;2;0;0;1;0;0;1;0;1
table;1;0;1;0;3;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0
succès;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0
siècle;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
salon;0;0;0;0;0;0;0;1;0;1;1;1;2;1;1;0;0;0;0;0;0
réussir;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
rouge;0;0;0;0;2;1;0;0;0;0;0;3;0;0;0;0;2;1;0;0;0
roi;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
repos;0;3;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
rencontrer;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
père;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1
près_de;0;0;0;2;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;2;0
peur;3;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0
passant;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
passage;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0
pari;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0
montreux;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
masculin;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0
marier;0;0;0;1;0;0;1;0;0;0;1;0;2;0;2;1;0;0;0;0;0
manger;0;1;0;0;3;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1
main;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1
juin;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;2;3;0
invention;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0
idée;0;0;0;0;2;0;2;1;0;0;0;2;0;0;0;0;1;0;0;1;0
humour;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;3;0;0;0;0;0
htag_été;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
georges;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
féminin;0;3;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
fromage;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;2;0;0
football;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1
finir;1;0;0;2;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1
expérience;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;3;1;0;1;1
décembre;0;0;0;0;0;1;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0
document;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0
