"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Coord. facteur 10";"Coord. facteur 11";"Coord. facteur 12";"Coord. facteur 13";"Coord. facteur 14";"Coord. facteur 15";"Coord. facteur 16";"Coord. facteur 17";"Coord. facteur 18";"Coord. facteur 19";"Coord. facteur 20";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"Corr. facteur 10";"Corr. facteur 11";"Corr. facteur 12";"Corr. facteur 13";"Corr. facteur 14";"Corr. facteur 15";"Corr. facteur 16";"Corr. facteur 17";"Corr. facteur 18";"Corr. facteur 19";"Corr. facteur 20";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"COR -facteur 10";"COR -facteur 11";"COR -facteur 12";"COR -facteur 13";"COR -facteur 14";"COR -facteur 15";"COR -facteur 16";"COR -facteur 17";"COR -facteur 18";"COR -facteur 19";"COR -facteur 20";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"CTR -facteur 10";"CTR -facteur 11";"CTR -facteur 12";"CTR -facteur 13";"CTR -facteur 14";"CTR -facteur 15";"CTR -facteur 16";"CTR -facteur 17";"CTR -facteur 18";"CTR -facteur 19";"CTR -facteur 20";"mass";"chi.distance";"inertie"
"classe 11";0,288704236710176;0,672948076411329;0,410436585456045;1,07180146069651;0,806869757418267;-0,167543436339502;0,0994391162625497;0,938017707503941;0,582827977300979;0,0227308513017831;0,970387778657501;0,450404984450941;1,01903815577872;-0,092312388301041;-0,281224021665157;-0,173167623629885;-0,478633838063588;1,9563059383263;-3,42400589218844;-0,384017037653335;0,0615651515722953;0,143503783652953;0,0875241419466362;0,228557849150754;0,172062105775138;-0,0357280418559962;0,0212050378431567;0,200028939644381;0,124285993070237;0,00484727318763402;0,206931742179197;0,0960472608667542;0,217306262053403;-0,0196852884547705;-0,0599700223206857;-0,036927379790725;-0,102066963491068;0,417175282868284;-0,730157077495992;-0,0818902673506836;0,00778770372021809;0,0337066705813468;0,0120736779208489;0,0789391665103386;0,0421926693155392;0,00173769908098111;0,000596601750403379;0,0526588400086146;0,019719635100283;2,96166082590048e-05;0,0509641262083391;0,0106101167484035;0,0537072867254326;0,000432886025016621;0,00361234980182191;0,00133855486192436;0,00980712614649933;0,153036660142898;0,463515830080679;0,00353278266215208;0,00362540601034345;0,0196976060877493;0,0073272746049104;0,0499665110143717;0,0283176501338689;0,00122097050652752;0,000430095449883525;0,038271229083562;0,0147751234383355;2,24740704537548e-05;0,0409582103990936;0,00882382146160638;0,0451680381086939;0,000370655381857722;0,00343997404116602;0,00130431872901268;0,00996453721772053;0,166465363142822;0,509940309016234;0,00641433033732153;0,0434961017644645;2,14324813146699;0,199799889463231
"classe 12";0,976551560124724;-1,45099611118854;-2,54356356761106;1,20045304326146;-2,04438575328321;0,464379076331396;0,342597260068236;0,16939351965062;-0,0604343488704481;1,02897795003953;-0,098939416716645;0,652910224417312;0,55259703630533;-0,380451890863583;0,0771260531967828;0,460739993790629;-0,415252128168919;-0,29653290620779;-0,209575389931559;0,0859242466929466;0,2302418675748;-0,342101808163774;-0,599696779991008;0,28303119046891;-0,482005470165982;0,109486800454802;0,0807742634439556;0,0399379632494225;-0,0142486253852504;0,242602453965802;-0,0233269773064438;0,153936848361928;0,130285976542794;-0,0896992616176947;0,0181840337487482;0,108628812822958;-0,0979041244804434;-0,0699136562886089;-0,0494116554064963;0,0202583865884308;0,0723840480817421;0,127301829841853;0,376688230348507;0,0804458427968445;0,220041817058321;0,0108446221693845;0,0057529047923601;0,00139505780350126;0,000172240466035815;0,0493021047976217;0,000430389871287998;0,0181121551855514;0,0128297687604131;0,00597313719227832;0,00022071740899009;0,00769775368782571;0,00599664172881991;0,0028563875097321;0,00141067033808206;0,000143680160846067;0,0502197217328796;0,110870611428456;0,340697649385056;0,0758882083154352;0,220094726667696;0,0113561006313424;0,00618089998678856;0,00151104545648415;0,000192332040966637;0,0557565742500352;0,000515492839473194;0,0224486839067482;0,0160805555389649;0,00762225439553347;0,000313246452121391;0,0111788150216253;0,00908045643965178;0,00463051967154353;0,00231294076939018;0,000388790292074118;0,0526603747777322;2,37792280215298;0,297768976665935
"classe 13";0,775108614633252;-1,40836998304724;0,822702995947262;1,88994259914281;1,57298836754875;-1,61467676366981;-0,874077055398499;-0,497356178950432;0,67379054699275;0,239412856589867;-0,591421309569103;-1,07130098080503;-0,390359582121933;-0,488222841063917;0,377342156406991;1,28136758013868;-0,342613734694688;-0,553694766176775;0,403761127274489;-0,0393111032233563;0,184245926657966;-0,334774285442021;0,195559271295558;0,449245717226601;0,37390462953163;-0,383814101609737;-0,207771058148492;-0,118223237801512;0,160162280950517;0,0569092418578034;-0,140582835966009;-0,254651849059121;-0,0927897865925568;-0,116052212643731;0,0896955006844;0,304585386789737;-0,081440437950025;-0,131615109616831;0,0959753789839531;-0,00934438155452738;0,0504566125271474;0,132701588494603;0,0436037126216102;0,220623074312243;0,144135515156815;0,145071059114079;0,0414342333904638;0,0133068146116751;0,0236896026600952;0,00295317179941445;0,0170160102962735;0,0539543727726996;0,00708389094530814;0,0108837770048653;0,00584582055300106;0,0658779538145572;0,00451683637708046;0,0110192649600576;0,00579341219425226;3,32763937558508e-05;0,0321310635359272;0,106079995838744;0,0361981296457905;0,191028076045601;0,132327770501639;0,139434795649551;0,0408600989222647;0,0132292434656556;0,0242800625325899;0,00306545475545115;0,0187065591131529;0,061379448018912;0,00814947557264044;0,0127478269910792;0,00761501262121931;0,0878106995340319;0,00627782942685868;0,016396109504828;0,00871864474464572;8,26476363185903e-05;0,0534810559430994;2,26061979166933;0,273309686829769
"classe 14";0,308907917453761;0,832287449068097;0,486777671556987;0,788155528025776;-0,0149131068252798;1,57742552667278;-0,214458991426344;0,299059409616613;-0,123619191076659;0,691457348827892;-0,22424362487527;0,945080743241953;-4,01410557053681;-0,100323865255889;0,367456247478695;-0,490266113906219;-0,804855907155969;-0,221743631701171;-0,381767980804077;-0,0330132570842032;0,0643427728194303;0,173358076080609;0,101391461224851;0,164165789288102;-0,00310626756478167;0,32856371289826;-0,0446699012384326;0,0622914161963976;-0,0257487784487034;0,144024418268975;-0,0467079533942823;0,196851916453509;-0,836102502412941;-0,0208965691903737;0,0765378694320487;-0,102118072751744;-0,16764432978402;-0,0461872270426333;-0,0795188762433913;-0,00687636794196539;0,00715385013698091;0,0413692919717901;0,0136265967780948;0,034250455522489;1,15649840020645e-05;0,123593637929897;0,00222657425021529;0,00429479867107951;0,000711817301566686;0,0219893992656987;0,00218369916888943;0,0374826482598107;0,668664942769138;0,000410242600269881;0,0049485150242132;0,00860885092943126;0,0222510181656489;0,00157762179478973;0,00462352508828133;2,09493877155733e-05;0,00396784664827635;0,0288033824311844;0,0098527643911966;0,0258297766998642;9,24768562103551e-06;0,103465254114139;0,00191242898879713;0,00371887638708686;0,000635431286875131;0,0198805132862018;0,00209091804162893;0,037139378172482;0,669999348044051;0,000418509491687051;0,00561446102018626;0,00999448805678985;0,026935998018095;0,00204455647829401;0,00606032341879845;4,5318293470871e-05;0,0415811790452742;2,39267178057196;0,238047187506743
"classe 15";-2,08862848731984;-0,3479360035082;-0,29672016399369;0,0739193415471746;-0,397456701898411;-0,0276793097194426;-0,623629129948707;-0,450575079685023;0,359829410445373;-0,645851058338755;0,102220785000633;0,0862789196249424;-0,0449311167447045;-0,0755707827854272;0,322771741797699;-0,164256348749786;-0,0821047322888596;-0,0259138988702624;0,072065511990367;-1,84005176363597;-0,680173138008629;-0,113307237150651;-0,0966285226306585;0,0240722324745225;-0,129433919815824;-0,0090139165792691;-0,203088191531425;-0,146732206191019;0,117180389301539;-0,210324882430465;0,0332887502615675;0,0280971957730005;-0,0146320606350122;-0,0246100332256271;0,105112359527744;-0,0534909663663287;-0,0267378491413443;-0,00843900100933821;0,0234685228753084;-0,599222786517005;0,691351747827899;0,0152835784505565;0,0107032369431992;0,000636874105236236;0,0173653419484359;8,04458804451697e-05;0,0398012179357077;0,0206090092975217;0,0127492598140156;0,040554797267104;0,000959237026349048;0,000660384312042632;0,00017710071387025;0,000492079188028208;0,00807141254713151;0,00204277566390098;0,000489491221155541;4,55471299814103e-05;0,000348276427932812;0,137578186299483;0,418276657035812;0,0116075342960769;0,00844180575297907;0,000523910875036557;0,015146799719417;7,34601388001542e-05;0,0372901405411198;0,0194659485167075;0,0124146519545406;0,0399950261632691;0,00100188911355328;0,000713757411041546;0,000193568934701178;0,000547581889040125;0,00998923535897788;0,00258693527852995;0,000646364674055797;6,43882695137998e-05;0,000497961982071132;0,324639465941015;0,0958829161537409;1,64564316949602;0,259664498749492
"classe 16";-1,98388408010867;-0,373630553789997;-0,0636892188232077;-0,0626450849941931;-0,168379497914569;0,0247287620751699;-0,474588357245658;-0,289026562985623;0,0293805865443347;-0,378589272058086;0,26034382784124;0,0896937677755013;-0,0768562098385055;-0,146755072109723;0,00551946517362048;0,361200508316405;-0,0342433967320558;0,0959008993630342;-0,365491444776354;3,26116702731016;-0,502640198941849;-0,0946636639563486;-0,016136407333837;-0,0158718638351518;-0,0426609120855848;0,00626532064734758;-0,12024250241898;-0,0732282549041949;0,00744391469932237;-0,0959200131361013;0,0659611490063648;0,0227249634847881;-0,0194724182680204;-0,0371821112838993;0,00139842095651538;0,0915143667810016;-0,00867596444692592;0,0242976127576452;-0,0926015256414917;0,826254749370228;0,541418480499032;0,015298008446392;0,00042803243847572;0,000397040891704049;0,00270524081489653;5,5734212726621e-05;0,0200079021774596;0,00736075081493277;7,37796176821846e-05;0,0120958922736619;0,00540089709483108;0,000619492006503594;0,000449787759958842;0,00161078366275803;2,04869047725956e-06;0,00857426440437789;7,39070765086722e-05;0,000541457878503679;0,00777584115222585;0,37511065808689;0,237407475735072;0,00842066854191083;0,000244677283284215;0,00023672046822637;0,00171017371019305;3,68864243103171e-05;0,0135861362324458;0,00503891836452953;5,20694186525661e-05;0,00864566517310969;0,00408842822247406;0,000485273237887376;0,000356303207894476;0,00129911634178077;1,83762038695649e-06;0,00786970605645481;7,07319254423876e-05;0,000554762588141118;0,0080577954214575;0,641516588371852;0,0603200656544932;1,76633779369327;0,188195540668893
"classe 17";0,321759954286105;0,671679291712757;-0,073472953503135;-0,915760281910018;1,05394495359247;0,315022355768201;-0,257424490801447;-0,318594874749954;-0,411221313729403;0,03491768567857;-1,088693286227;1,24258223448642;0,928244907596617;-1,02055005460267;0,419113865372172;-0,147095219974317;0,924642536952146;-3,16836780341815;-1,57375868286435;-0,0881108985850576;0,069956833335382;0,146036060856085;-0,0159744402446885;-0,199103985947788;0,229148004532517;0,0684919491870624;-0,0559690600385571;-0,0692686838666421;-0,0894074620701391;0,00759177978780083;-0,236702963695133;0,270161395554459;0,201818384886431;-0,221887308004683;0,091123455351805;-0,0319813440146893;0,201035159878376;-0,688864401602401;-0,342165556716098;-0,019157012441221;0,00980210379123065;0,0340274081076855;0,000392061916286868;0,0583955377065416;0,07294880653434;0,00622521981731734;0,00405155690822912;0,00615572190606121;0,00994767372434138;7,0818549755534e-05;0,0650035750983219;0,0818307015035296;0,0451574780461246;0,0536135320294145;0,0081302000910811;0,000978705680503053;0,0370881276332722;0,406766635117436;0,0992256722734405;0,000188463565085994;0,00467305765286895;0,0203639055398985;0,000243664439315602;0,0378530399391181;0,0501386935462998;0,00447940061949618;0,00299114096474448;0,00458157421578305;0,00763287918555066;5,50336171712003e-05;0,053499317957461;0,0696927234471645;0,0388921817532605;0,0470116805639907;0,00792868589913514;0,000976639479410009;0,0385908987794596;0,45311489501479;0,111792697212968;0,00035042607691477;0,045137464095199;2,12910142229186;0,204611413748286
"classe 18";0,545903540403522;0,80832015758751;-0,264536157902724;-0,600867955160958;1,2877403579209;-0,0157064914501135;-0,688472592229021;-1,42389249185443;-0,878467515948898;0,0616025508014155;-1,3625273549135;2,89015731435451;0,999729277104649;-0,939774330116755;-0,0038383115530858;0,402966829571637;-1,51681696456644;2,28672254839327;1,83255004319073;0,0447768483045632;0,100572932424847;0,148918485721119;-0,0487360406437616;-0,110699139642856;0,237243055617837;-0,00289363923537858;-0,1268387221732;-0,262326643380382;-0,161841877877629;0,0113491646791104;-0,25102121794526;0,532459628415112;0,184182181626933;-0,173136558388271;-0,000707140034608791;0,0742394081013028;-0,279446310176776;0,421287599937403;0,337614464860837;0,0082493308898559;0,0186835423898301;0,0326320123443652;0,00336543983819723;0,0166473928250919;0,0721125799287188;1,02471334531856e-05;0,0191896748743198;0,0814194019302119;0,0300603338580898;0,000145957227002795;0,0674199925234927;0,293144024099925;0,0346849790287931;0,030104057937789;4,51533221945794e-07;0,00486368760027579;0,0660884569982129;0,140305008582445;0,0890905303138508;3,22290327129801e-05;0,00978286993599014;0,0214487148842773;0,00229723032705573;0,0118520246053118;0,0544366099111444;8,09828062938004e-06;0,0155599346820041;0,0665562520593981;0,0253329561453403;0,000124575273376807;0,0609431528235565;0,27420629632226;0,0328094748461283;0,0289922295132178;4,83631861421483e-07;0,00533056268313554;0,0755267526958246;0,171656955710471;0,11024176153626;6,58175180661426e-05;0,0328272466146902;2,61643715020548;0,224726905571616
"classe 19";0,503465132362518;1,09642962563786;-1,4804067631252;-0,457647595826639;0,205611881418618;-1,37743901145161;-0,173474391245048;2,60577359937962;-0,514703793594714;-2,12525389100276;0,437197741146114;-0,583918959474676;-0,654284926454651;-1,60179012529153;-0,486444166612308;0,0147398714935746;-0,163020668722286;-0,0974359223701676;0,847257572013943;0,0611806477298351;0,107538513870119;0,234193799977726;-0,316210066986576;-0,0977520371678745;0,0439180287580994;-0,294216490312131;-0,0370535654405228;0,556584760983017;-0,109939055335878;-0,453947315006039;0,0933840147570989;-0,124723189524232;-0,139753131082552;-0,342137158133231;-0,10390289097639;0,0031483885837683;-0,0348206843287105;-0,0208119959372031;0,180971460192361;0,0130679872578353;0,0180961947588458;0,068369062677624;0,120020362285821;0,0109969329145157;0,00209349485649436;0,089744914811707;0,00138735023947949;0,310504523563212;0,0117510909843261;0,19782032766678;0,00790451308613275;0,0136258717840517;0,0169173178612954;0,0995887252068719;0,00825840784264062;7,41029562278147e-06;0,000869291959354132;0,000290071788068803;0,0216856198221999;6,85155949559457e-05;0,0110599381072403;0,052453614792568;0,0956260066740359;0,0091385284786107;0,00184463444179739;0,0827863350370326;0,00131306021738352;0,296269714175953;0,0115592228764754;0,197076816890978;0,00834007042694313;0,0148771263908689;0,0186787465504664;0,111950264279658;0,0103247584170065;9,4798462474932e-06;0,00115957605791013;0,00041424006440049;0,0313216633119755;0,000163321003757195;0,0436328819586924;2,45188318248403;0,262309155222927
"classe 20";-1,03259181475536;0,223357896962792;0,247217540304935;-0,431892728548752;0,615895727615448;0,258120101561795;1,13275284855709;1,32092157124952;-0,545867291094933;2,18541477659566;-0,649117480556;-0,926782010856457;0,436543507674215;-0,127681544881022;-0,278240404349232;0,221808544204837;-0,175912233555392;0,136446514186381;0,559404859015664;-0,227707804840836;-0,2988338111591;0,0646401517502694;0,0715451727381789;-0,124990483402876;0,178241261387042;0,0747003923372757;0,327820583117674;0,382276928538583;-0,157974913856584;0,63246271888008;-0,187855692668355;-0,26821227561594;0,126336426718581;-0,0369512542383624;-0,0805232418676772;0,0641917664513801;-0,0509092968118497;0,0394878511247453;0,161892708824323;-0,0658990224199879;0,137987693692938;0,00514322189610662;0,00606716645489576;0,0177539717803855;0,0340505712742255;0,00571272452369876;0,107230969032781;0,144638254688014;0,0239591898831044;0,37918536141008;0,0315864231317045;0,0622227026570819;0,0136517171723837;0,00114706952647686;0,00489784745068377;0,00304185997040475;0,00183487694234348;0,00103116156382725;0,0171367288976958;0,00172048805116765;0,082400343124521;0,00385544300733653;0,00472313355388436;0,0144152921447007;0,0293147400111685;0,00514891021188666;0,0991612493491339;0,134842168722016;0,0230274478471257;0,36909606433537;0,0325625399416364;0,066378411440382;0,0147274220027721;0,00125987634390787;0,00598290429161804;0,00380214089857502;0,00239146346076629;0,00143878716276734;0,024183777171938;0,00400707523974413;0,0772808097387498;1,82109460197821;0,256292960659979
"classe 21";0,388224866556223;-0,883971480637224;0,405824910800946;-0,129717300965874;0,0471612119373199;-0,394882878892831;0,19739044993412;-0,680848707379326;0,0775983705769297;-0,177620391546009;-0,00121004100212504;-0,203046172077244;0,100029257312753;0,378988057017513;-2,94378597667231;-2,51128413502888;-1,14862883857042;-0,649374736393742;0,15824185931596;0,11917478158085;0,089634084936176;-0,204092992495419;0,093697616143504;-0,0299493736081504;0,0108886690179866;-0,0911712993052078;0,0455738770984228;-0,157195625842494;0,0179160572605776;-0,0410093289578764;-0,0002793765348491;-0,0468796808287432;0,0230949424378911;0,0875014730350471;-0,67966682455864;-0,579809988615069;-0,265197579407635;-0,149928856421911;0,0365351771106375;0,0275152969700903;0,015836474344505;0,0654060539878904;0,013274358878193;0,00130031433796444;0,000162102135686612;0,0108553802095746;0,0026436927606638;0,0311988901798274;0,000393108100431128;0,00203365960273973;8,91174632588642e-08;0,00242489029816305;0,000581962641636991;0,00820527869347676;0,445129246817681;0,316579788095409;0,0635159930299028;0,0189627537982545;0,00111333795524361;0,000382625015293152;0,00762766548962672;0,039545898519298;0,00833493742905764;0,00085157077319824;0,00011256279130308;0,0078915361203386;0,001971865161855;0,0234599009801445;0,00030474047777212;0,00159665316542118;7,41011782143069e-08;0,00208648156999482;0,000506382896711825;0,00726902209327132;0,438568468648261;0,319166018675102;0,0667704605737087;0,0213410467594834;0,00126726574130977;0,00071877616864889;0,0506086718643141;2,02105487499413;0,206719359713156
