"";"V1";"V2";"V3";"V4";"V5"
"1";"classe 9";"0.468993715928448";"-0.215911473532538";"1";"9"
"2";"classe 13";"0.14418044327446";"0.0248980711567282";"1";"13"
"3";"classe 15";"0.141237023111958";"0.718999744846215";"1";"15"
"4";"classe 16";"0.190637143457646";"0.834082291275523";"1";"16"
"5";"classe 17";"0.576462215879912";"-0.0662273956283485";"1";"17"
"6";"classe 18";"0.442821615679107";"-0.0250351722594988";"1";"18"
