toute;31;22;10;12;1;70;6;5;30;41;53;43;5;6;7;11;11;61;33
ah;14;11;12;12;1;40;4;24;34;38;37;27;3;5;21;39;16;56;18
comment;41;16;21;23;2;14;3;4;53;43;29;40;5;1;11;22;14;57;18
toutes;24;25;9;16;0;29;7;6;32;55;33;38;8;1;5;14;13;58;42
mal;46;9;20;10;1;5;3;17;45;52;57;48;3;2;10;23;4;48;4
surtout;28;10;9;18;1;6;5;19;35;46;42;46;4;2;6;13;21;65;17
madame;50;3;2;3;2;27;5;3;18;26;18;37;3;0;3;4;5;39;129
ton;17;4;15;7;1;10;3;6;83;50;24;38;4;5;8;27;11;42;7
parce_que;43;1;21;22;1;2;2;9;44;59;33;47;1;2;7;14;19;59;2
deux;27;25;8;9;0;20;3;6;26;50;28;40;8;0;10;18;13;57;14
2;42;35;9;11;2;11;1;11;25;18;27;34;0;3;10;27;19;72;8
eux;58;6;9;7;0;7;1;5;25;44;31;41;4;1;1;11;10;44;27
ni;22;9;12;7;0;1;7;4;27;39;27;23;3;1;1;3;14;24;1
cet;12;4;4;4;0;24;4;28;28;60;39;42;4;0;5;8;9;25;33
entre;26;19;14;12;0;8;1;16;29;55;33;27;2;2;9;13;12;40;3
ceux;40;12;16;10;0;4;0;3;34;48;32;36;3;1;8;8;11;40;7
contre;32;7;12;3;2;4;0;12;21;48;29;20;1;1;13;14;39;50;10
oh;14;8;7;3;8;66;4;13;15;10;23;13;4;3;13;29;4;22;37
chaque;27;16;2;39;0;10;4;5;26;26;30;18;6;2;3;6;9;47;3
certains;32;6;11;4;0;2;1;15;27;57;25;30;3;1;0;5;13;39;6
vos;25;2;8;8;0;18;1;5;25;47;25;32;7;0;6;5;14;28;18
ta;10;5;15;6;0;5;2;5;41;32;14;36;9;1;8;26;5;34;5
tant;25;4;9;5;2;14;6;6;21;37;25;34;4;0;1;4;5;38;23
plein;25;7;5;4;0;7;4;5;15;35;22;32;8;1;3;11;8;43;29
1;13;14;4;7;1;9;2;11;16;27;13;19;4;4;8;15;14;44;3
dommage;20;12;4;10;1;11;4;4;28;23;29;19;7;1;4;6;9;27;10
