archive;5;3;1;2;0;69;0;9;27;6;25;21;35;2;5;18;3;30;46
emji_drapeau_suisse;2;3;3;2;0;129;1;10;6;5;7;7;2;1;5;5;9;8;33
super;14;13;3;14;0;48;2;2;22;16;21;30;3;1;6;11;9;51;31
pays;8;4;4;16;1;5;9;18;23;27;22;18;2;0;2;4;100;26;12
cas;17;4;13;7;0;2;0;10;47;83;29;21;0;2;6;13;7;39;4
problème;34;6;13;7;0;3;0;1;43;106;16;11;1;0;3;6;15;25;2
pareil;26;6;8;4;0;15;5;8;44;13;30;36;0;2;11;57;4;23;11
moment;10;7;11;4;1;28;1;5;18;19;66;53;7;1;0;9;10;29;17
heureux;25;2;0;2;0;9;1;1;10;7;43;120;4;1;0;5;3;17;41
arrêter;23;10;8;4;0;3;3;3;40;41;29;21;1;0;4;5;6;83;1
manquer;15;0;5;11;0;8;6;5;31;45;72;24;5;2;4;11;5;14;24
accord;15;2;8;4;1;16;5;2;29;45;24;10;4;0;3;5;5;17;17
pauvre;67;3;3;2;0;3;8;2;18;25;26;54;5;0;7;10;5;35;6
fin;5;5;6;3;0;6;1;7;25;32;21;27;15;1;16;12;12;79;7
malheureusement;58;6;7;2;1;2;0;3;25;39;43;37;2;0;2;1;3;37;6
emji_visage_en_pleine_réflexion;16;4;4;6;0;4;1;11;105;9;19;6;4;0;15;4;6;24;1
niveau;7;25;5;3;0;2;1;0;81;39;45;8;4;0;1;5;16;26;1
incroyable;5;5;3;6;2;27;0;2;19;20;27;22;3;2;6;11;8;25;80
génial;4;7;0;6;1;176;1;0;6;8;16;9;2;0;1;7;2;21;7
emji_étincelles;2;2;0;3;2;40;0;0;5;4;2;9;0;0;0;1;2;5;114
père;1;6;2;1;0;9;0;5;6;11;8;122;3;4;7;30;13;24;9
besoin;63;3;4;20;0;0;0;4;19;34;21;40;1;1;1;4;11;32;6
renard;225;0;0;0;0;8;0;0;1;0;1;0;0;0;0;1;0;0;24
génération;5;4;8;2;0;8;2;2;27;31;107;29;2;3;2;6;4;7;9
laisser;35;7;1;1;0;2;1;2;23;64;30;37;2;0;2;3;3;46;5
hiver;8;1;0;1;0;12;178;2;3;1;2;6;0;1;0;1;3;17;9
plutôt;23;7;3;10;1;1;1;16;25;62;19;20;0;6;6;11;8;35;0
classe;1;29;2;3;1;7;1;3;19;26;88;16;3;2;1;7;3;16;20
sûr;17;4;8;3;0;3;0;4;79;23;31;22;0;1;5;10;9;31;7
heure;9;40;3;1;1;25;4;5;20;15;15;16;4;1;6;8;7;54;3
coeur;24;15;1;1;0;18;7;3;10;15;14;39;1;1;2;4;5;17;72
touchant;2;0;0;0;1;4;0;0;10;4;16;21;0;0;0;0;1;5;195
etc;41;12;5;8;0;1;2;8;19;35;10;22;4;3;1;5;15;38;1
blanc;8;1;118;2;1;0;1;4;10;9;12;5;0;14;6;16;7;17;1
oublier;10;7;4;8;0;6;1;2;21;18;11;52;1;2;9;22;18;51;2
emji_coeur_cartes;4;1;0;0;1;21;2;0;1;1;0;1;0;0;0;0;1;6;111
maison;20;26;3;41;0;6;0;3;10;16;18;20;1;1;3;10;4;48;0
laver;0;0;1;211;0;1;2;0;3;2;3;3;0;0;0;1;0;8;1
genre;11;7;8;1;0;6;1;2;38;55;30;21;2;0;4;11;6;30;6
âge;6;5;3;0;1;11;1;2;25;17;98;38;0;1;4;6;1;8;15
rendre;36;3;5;0;0;2;1;5;13;64;23;32;0;0;1;1;11;38;5
emji_visage_roulant_des_yeux;11;5;10;4;0;5;1;1;67;14;18;14;1;3;32;3;3;21;0
part;14;4;2;7;0;3;2;12;14;45;45;26;1;1;4;12;7;37;3
mère;16;4;3;7;0;4;1;7;8;13;12;112;2;2;6;6;4;20;9
air;24;6;2;5;0;6;4;3;17;11;44;39;1;0;7;16;6;39;8
plaisir;26;2;3;1;0;39;0;1;13;7;21;97;1;1;4;4;2;10;8
écouter;0;3;9;0;0;6;0;4;101;16;17;18;8;1;3;5;3;16;22
travailler;7;6;0;4;0;4;1;4;13;17;29;60;2;1;3;2;5;70;1
simple;10;7;4;7;1;1;1;0;17;20;18;106;0;1;3;2;3;12;24
triste;9;3;3;1;1;1;1;2;6;24;42;104;2;0;0;2;3;16;16
perdre;15;8;4;2;0;2;0;10;15;15;35;45;4;0;5;14;26;26;5
mignon;21;1;2;0;0;142;0;1;6;3;9;7;1;0;1;2;4;11;27
emji_visage_retenant_ses_larmes;2;1;0;0;1;62;0;1;5;6;4;13;0;2;0;1;2;5;83
travail;6;2;4;10;0;3;0;2;11;23;12;23;2;0;0;4;4;104;8
genève;5;2;2;0;0;5;0;106;3;4;16;9;4;2;1;3;12;41;4
