"";"X.rts_a";"X.rts_i"
"il";0,6631;-0,6631
"y";-0,3877;0,3877
"avoir";0,8341;-0,8341
"des";-0,7601;0,7601
"gens";0,7157;-0,7157
"qui";-0,2933;0,2933
"mourir";-0,949;0,949
"de";-4,1538;4,1538
"faim";-2,9369;2,9369
"pour";-1,7844;1,7844
"leur";1,7665;-1,7665
"contre";-0,5151;0,5151
"une";-1,3159;1,3159
"maladie";0,3832;-0,3832
"et";-1,2426;1,2426
"faire";-0,6534;0,6534
"la";-4,7519;4,7519
"comme";0,2847;-0,2847
"bête";0,7127;-0,7127
"sauvage";7,6565;-7,6565
"bravo";-0,2515;0,2515
"l";0,2862;-0,2862
"être";-0,697;0,697
"humain";0,6116;-0,6116
"vraiment";-0,2558;0,2558
"devenir";-0,3958;0,3958
"avec";1,1058;-1,1058
"les";3,0136;-3,0136
"c";-0,7171;0,7171
"je";0,443;-0,443
"que";-1,2568;1,2568
"on";-0,7637;0,7637
"m";0,2785;-0,2785
"donc";-0,4699;0,4699
"après";-0,9066;0,9066
"emji_visage_qui_pleure";0,6317;-0,6317
"pauvre";-0,9881;0,9881
"comment";-0,8005;0,8005
"s";-0,7739;0,7739
"appeler";0,9809;-0,9809
"le";-0,4772;0,4772
"chien";-3,5718;3,5718
"aller";-1,6156;1,6156
"ta";-0,8164;0,8164
"ailleurs";0,7714;-0,7714
"place";-1,4394;1,4394
"femme";0,782;-0,782
"ne";1,0467;-1,0467
"plus";-0,3802;0,3802
"à";-0,7098;0,7098
"depuis";0,4076;-0,4076
"mais";-0,6262;0,6262
"homme";0,7528;-0,7528
"toujours";0,5606;-0,5606
"se";0,568;-0,568
"nourrir";10,9884;-10,9884
"sans";-1,1745;1,1745
"emji_visage_riant_aux_larmes";-1,528;1,528
"tu";-2,6055;2,6055
"peut_être";-1,1139;1,1139
"falloir";-0,6996;0,6996
"arrêter";-2,7968;2,7968
"d";-3,9437;3,9437
"enterrer";1,2354;-1,2354
"vivant";-1,2716;1,2716
"emji_visage_en_pleine_réflexion";0,2273;-0,2273
"bouffer";0,6541;-0,6541
"bien";2,9582;-2,9582
"pas";-0,3953;0,3953
"aujourd_hui";2,8927;-2,8927
"grand";-0,5068;0,5068
"élevage";0,3719;-0,3719
"nos";-0,7589;0,7589
"jour";0,6694;-0,6694
"penser";1,5798;-1,5798
"aux";1,1767;-1,1767
"animal";-2,2146;2,2146
"aussi";0,3774;-0,3774
"vie";0,5948;-0,5948
"emji_visage_déçu";-1,6989;1,6989
"emji_visage_démoralisé_avec_goutte_de_sueur";-1,7884;1,7884
"elle";7,7451;-7,7451
"du";1,5157;-1,5157
"abattre";0,4685;-0,4685
"en";-1,5329;1,5329
"raison";0,991;-0,991
"son";2,4951;-2,4951
"mettre";-0,48;0,48
"bas";0,2273;-0,2273
"dire";-1,1799;1,1799
"domestique";-0,3736;0,3736
"ça";0,3244;-0,3244
"mes";-0,3958;0,3958
"sous";-0,6607;0,6607
"un";-3,36;3,36
"petit";1,0074;-1,0074
"dans";-0,6749;0,6749
"jardin";-0,2653;0,2653
"enfant";-1,8424;1,8424
"emji_mains_en_prière";1,0587;-1,0587
"sa";0,3069;-0,3069
"mort";-0,2862;0,2862
"ses";0,6205;-0,6205
"nous";-0,2875;0,2875
"parent";0,2733;-0,2733
"devoir";0,3429;-0,3429
"emji_jeune_pousse";-1,1233;1,1233
"rien";0,6356;-0,6356
"car";0,8265;-0,8265
"ils";2,6257;-2,6257
"sur";-3,2924;3,2924
"1";-1,2836;1,2836
"jamais";-0,4717;0,4717
"parler";-0,7589;0,7589
"ce";0,4103;-0,4103
"j";2,7026;-2,7026
"prendre";0,5972;-0,5972
"puis";-0,3801;0,3801
"sucre";-0,2206;0,2206
"vous";0,3035;-0,3035
"ni";-2,3237;2,3237
"coeur";0,3635;-0,3635
"maintenant";0,7343;-0,7343
"tenir";1,359;-1,359
"ramasser";0,3346;-0,3346
"bon";-0,6476;0,6476
"nature";1,1826;-1,1826
"an";0,3433;-0,3433
"même";0,2919;-0,2919
"quand";0,6482;-0,6482
"t";-0,3998;0,3998
"toi";0,7021;-0,7021
"si";-0,8141;0,8141
"tout";-0,8074;0,8074
"monde";0,31;-0,31
"rester";-0,4216;0,4216
"autant";-0,4608;0,4608
"qu";0,8702;-0,8702
"pouvoir";-0,6099;0,6099
"madame";5,1917;-5,1917
"empoisonner";0,3832;-0,3832
"essayer";-0,232;0,232
"me";1,374;-1,374
"croire";-1,094;1,094
"valoir";1,1799;-1,1799
"juste";-0,5164;0,5164
"chat";10,8791;-10,8791
"tellement";-0,2885;0,2885
"pourtant";-0,5998;0,5998
"adorer";1,4686;-1,4686
"mal";-0,8412;0,8412
"retrouver";-0,3801;0,3801
"cette";1,8648;-1,8648
"emji_visage_avec_bouche_ouverte";0,6334;-0,6334
"comprendre";0,4529;-0,4529
"amour";2,6709;-2,6709
"moi";2,3455;-2,3455
"alors";-1,2605;1,2605
"sortir";-0,9691;0,9691
"décéder";-0,2758;0,2758
"rat";-1,4195;1,4195
"savoir";0,4899;-0,4899
"monsieur";0,3998;-0,3998
"encore";-1,982;1,982
"non";-1,8428;1,8428
"longtemps";-0,6992;0,6992
"vrai";-0,5412;0,5412
"cochon";-0,7741;0,7741
"très";1,8999;-1,8999
"intelligent";1,7297;-1,7297
"10";-0,4639;0,4639
"trouver";-0,3606;0,3606
"terre";0,3346;-0,3346
"sauf";1,359;-1,359
"certains";-0,685;0,685
"autres";-1,3801;1,3801
"trop";0,6453;-0,6453
"voir";0,4452;-0,4452
"souvent";-0,7371;0,7371
"parfois";1,1799;-1,1799
"entre";-0,3801;0,3801
"passer";-0,8002;0,8002
"autre";-0,4046;0,4046
"rapport";-0,6607;0,6607
"suisse";-6,7058;6,7058
"où";0,5764;-0,5764
"viande";-3,0396;3,0396
"votre";-0,2464;0,2464
"beau";1,6013;-1,6013
"ville";0,5403;-0,5403
"rue";1,487;-1,487
"au";-0,5128;0,5128
"stériliser";1,3836;-1,3836
"chaque";0,3998;-0,3998
"manger";-2,2086;2,2086
"partout";0,3346;-0,3346
"compagnie";-0,2558;0,2558
"fragile";1,0797;-1,0797
"plutôt";-0,2834;0,2834
"occuper";0,41;-0,41
"tes";0,3346;-0,3346
"ma";1,3766;-1,3766
"oui";0,3022;-0,3022
"oiseau";0,5399;-0,5399
"ca";2,4713;-2,4713
"donner";2,6747;-2,6747
"idée";-0,2758;0,2758
"là";0,6023;-0,6023
"chasse";0,5632;-0,5632
"pourquoi";-0,5017;0,5017
"problème";-0,5277;0,5277
"interdire";1,8024;-1,8024
"tête";0,3346;-0,3346
"tous";-0,3273;0,3273
"mdr";-0,2698;0,2698
"moment";0,3998;-0,3998
"feu";-1,1233;1,1233
"voisin";1,7097;-1,7097
"aimer";3,7804;-3,7804
"chez";1,4996;-1,4996
"gentil";2,1043;-2,1043
"merci";0,7185;-0,7185
"déjà";-0,5872;0,5872
"tranquille";-4,9945;4,9945
"seul";1,8671;-1,8671
"poule";3,0032;-3,0032
"quelle";-1,4174;1,4174
"adopter";-0,3248;0,3248
"ah";-0,5529;0,5529
"main";-0,6607;0,6607
"bah";-0,4639;0,4639
"espèce";-1,3933;1,3933
"te";-0,3264;0,3264
"foutre";0,3346;-0,3346
"deux";0,8529;-0,8529
"heure";-0,2698;0,2698
"exister";0,8456;-0,8456
"vouloir";-0,3018;0,3018
"pendant";0,6541;-0,6541
"attendre";1,6062;-1,6062
"maltraitance";-1,066;1,066
"cause";0,41;-0,41
"par";-1,3631;1,3631
"notre";-0,9066;0,9066
"époque";2,1241;-2,1241
"jeune";-0,6607;0,6607
"lieu";-0,2698;0,2698
"moins";0,7157;-0,7157
"vite";0,6029;-0,6029
"chasser";0,6754;-0,6754
"ou";-3,4936;3,4936
"importer";-0,8364;0,8364
"quoi";-0,7567;0,7567
"quelqu_un";0,2733;-0,2733
"emji_visage_faisant_un_clin_d_oeil";0,41;-0,41
"heureux";2,4713;-2,4713
"beaucoup";-0,2938;0,2938
"certaines";0,3998;-0,3998
"personne";-0,8187;0,8187
"emji_visage_boudeur";0,3569;-0,3569
"vétérinaire";-1,2681;1,2681
"air";0,3998;-0,3998
"traiter";1,7297;-1,7297
"mauvais";0,503;-0,503
"santé";-0,8749;0,8749
"tuer";0,6928;-0,6928
"habituer";0,6029;-0,6029
"perdre";-1,0388;1,0388
"adorable";2,2325;-2,2325
"dame";9,8854;-9,8854
"question";-0,3279;0,3279
"seulement";-0,5998;0,5998
"crever";-2,4095;2,4095
"eux";2,2106;-2,2106
"respecter";-0,4425;0,4425
"éviter";-0,8164;0,8164
"mieux";0,3084;-0,3084
"leurs";1,1252;-1,1252
"naturel";-0,4608;0,4608
"ton";-0,3898;0,3898
"emji_coeur_rouge";2,6487;-2,6487
"carence";-5,1342;5,1342
"vivre";0,31;-0,31
"riz";8,2205;-8,2205
"toutes";0,2733;-0,2733
"ces";-0,4035;0,4035
"ok";-0,9558;0,9558
"pigeon";1,7445;-1,7445
"genre";-0,4639;0,4639
"représenter";-0,6607;0,6607
"besoin";0,3399;-0,3399
"changer";0,6149;-0,6149
"eau";0,2758;-0,2758
"loup";-0,7247;0,7247
"etc";0,567;-0,567
"tant";-1,0323;1,0323
"habitat";0,3832;-0,3832
"sentir";-0,9376;0,9376
"arriver";-0,8447;0,8447
"fruit";0,3346;-0,3346
"avant";-1,0477;1,0477
"emji_visage_souriant_avec_une_goutte_de_sueur";-0,4284;0,4284
"france";-0,3279;0,3279
"enfin";-0,2206;0,2206
"requin";-4,5677;4,5677
"exemple";-0,9892;0,9892
"graine";0,6029;-0,6029
"mon";0,2559;-0,2559
"4";-1,2836;1,2836
"chercher";0,4685;-0,4685
"plaisir";-0,2515;0,2515
"part";0,277;-0,277
"prédateur";0,3346;-0,3346
"peu";1,2459;-1,2459
"finir";0,2778;-0,2778
"ceux";0,337;-0,337
"blaireau";-0,2698;0,2698
"fou";-0,4639;0,4639
"population";-0,6992;0,6992
"uniquement";-2,1471;2,1471
"aucun";-0,606;0,606
"également";-1,1233;1,1233
"chasseur";5,3045;-5,3045
"emji_applaudissements";1,7445;-1,7445
"préférer";-0,4908;0,4908
"maltraiter";-1,4394;1,4394
"parce_que";-0,5164;0,5164
"venir";0,7352;-0,7352
"vos";-1,1722;1,1722
"2";0,5632;-0,5632
"laisser";-2,5156;2,5156
"chose";0,2487;-0,2487
"soin";0,6921;-0,6921
"ben";-0,2758;0,2758
"lui";0,3069;-0,3069
"malheureux";2,0162;-2,0162
"objet";-0,4908;0,4908
"errant";0,4417;-0,4417
"maison";0,788;-0,788
"temps";-0,764;0,764
"année";-0,5017;0,5017
"toute";0,323;-0,323
"elles";-0,5998;0,5998
"instinct";-0,2206;0,2206
"demander";-1,013;1,013
"triste";-1,7884;1,7884
"fois";-0,2698;0,2698
"aucune";-0,3306;0,3306
"légume";0,2758;-0,2758
"créer";0,277;-0,277
"ici";-1,4847;1,4847
