"";"X.rts_a";"X.rts_i"
"pro_per";87,54;71,58
"aux";62,43;58,79
"art_ind";34,94;40,13
"nom";171,46;177,4
"pro_rel";24,36;25,57
"ver";97,08;95,74
"pre";96,36;110,77
"con";55,84;59,07
"ver_sup";23,58;25,1
"art_def";88,82;82,12
"adj";52,7;54,03
"ono";12,11;10,17
"adv";9,73;10,45
"pro_dem";30,07;28,74
"nr";28,24;34,43
"adj_pos";13,78;11,66
"adv_sup";72,49;66,54
"nom_sup";6,04;3,83
"pro_ind";14,99;15,58
"num";5,22;6,72
"adj_dem";5,65;4,11
"adj_sup";1,31;1,68
"adj_ind";3,2;3,55
"adj_int";1,01;1,4
"adj_num";0,82;0,56
"pro_pos";0,23;0,28
