"";"V1";"V2";"V3";"V4";"V5"
"1";"classe 32";"0.234831418610239";"0.173061486577534";"1";"32"
"2";"classe 38";"0.560308905269384";"-0.194172595752905";"1";"38"
"3";"classe 43";"0.774445148612408";"0.12356890544318";"1";"43"
"4";"classe 44";"0.782052921305737";"0.0327261119604091";"1";"44"
"5";"classe 46";"0.78675821420883";"-0.164819849669757";"1";"46"
"6";"classe 49";"0.781897574777099";"0.0464617382925652";"1";"49"
"7";"classe 50";"-1.20749160820124";"1.30312609048961";"1";"50"
"8";"classe 52";"-1.37388237083469";"1.57862042521715";"1";"52"
