"";"Valeurs propres";"Pourcentages";"Pourcentage cumules"
"facteur 1";0,321634520457261;4,98729945841845;4,98729945841845
"facteur 2";0,283121133141701;4,39010673349676;9,37740619191521
"facteur 3";0,23289803778609;3,61134201660307;12,9887482085183
"facteur 4";0,227221557337474;3,52332190039522;16,5120701089135
"facteur 5";0,211891938565489;3,2856191833778;19,7976892922913
"facteur 6";0,197222409360441;3,0581518861624;22,8558411784537
"facteur 7";0,185601659054561;2,87795928238176;25,7338004608355
"facteur 8";0,175441510899224;2,72041493260075;28,4542153934362
"facteur 9";0,167556602972978;2,59815070246047;31,0523660958967
"facteur 10";0,162029502439394;2,51244688727739;33,5648129831741
"facteur 11";0,153466504122925;2,37966811463367;35,9444810978077
"facteur 12";0,149514236817075;2,31838383281602;38,2628649306238
"facteur 13";0,143792693284494;2,22966496358273;40,4925298942065
"facteur 14";0,141415894432202;2,19281006501041;42,6853399592169
"facteur 15";0,136810728622843;2,12140186879351;44,8067418280104
"facteur 16";0,135770550036404;2,10527274778552;46,9120145757959
"facteur 17";0,130395994003743;2,0219343040363;48,9339488798322
"facteur 18";0,125167601370484;1,94086228567465;50,8748111655069
"facteur 19";0,121937614484307;1,89077776170868;52,7655889272156
"facteur 20";0,121724164930343;1,88746798997345;54,653056917189
"facteur 21";0,119165043683007;1,84778598073911;56,5008428979281
"facteur 22";0,118306479184731;1,83447298731048;58,3353158852386
"facteur 23";0,117040207034686;1,81483803519417;60,1501539204328
"facteur 24";0,1145546624597;1,77629691375272;61,9264508341855
"facteur 25";0,111020316998605;1,72149297299747;63,647943807183
"facteur 26";0,109788957503311;1,70239938025977;65,3503431874427
"facteur 27";0,107419285556512;1,66565499225036;67,0159981796931
"facteur 28";0,107107293351002;1,66081720756432;68,6768153872574
"facteur 29";0,104597474630667;1,62189968861499;70,2987150758724
"facteur 30";0,103231013951613;1,60071120239496;71,8994262782674
"facteur 31";0,100066247150705;1,55163798808403;73,4510642663514
"facteur 32";0,0975216392218381;1,51218102392645;74,9632452902779
"facteur 33";0,0966677893268805;1,49894113564381;76,4621864259217
"facteur 34";0,095670028645133;1,483469751227;77,9456561771487
"facteur 35";0,0940419553648453;1,45822467188197;79,4038808490307
"facteur 36";0,0919441786874558;1,42569632115596;80,8295771701866
"facteur 37";0,0906021113436984;1,40488608061596;82,2344632508026
"facteur 38";0,0905289188890207;1,40375115054361;83,6382144013462
"facteur 39";0,0867672548295197;1,34542238315872;84,9836367845049
"facteur 40";0,0849390615511217;1,3170742216048;86,3007110061097
"facteur 41";0,0831459691096428;1,28927033740242;87,5899813435121
"facteur 42";0,081858351181993;1,26930439536334;88,8592857388755
"facteur 43";0,0796629193096361;1,23526179268365;90,0945475315591
"facteur 44";0,0792609800763965;1,22902927971395;91,323576811273
"facteur 45";0,0773235103506397;1,19898666581718;92,5225634770902
"facteur 46";0,0753643172037192;1,16860720621601;93,6911706833062
"facteur 47";0,0749167734455173;1,16166754457855;94,8528382278848
"facteur 48";0,0723855289068555;1,1224177945864;95,9752560224712
"facteur 49";0,0695556981419793;1,07853813446466;97,0537941569359
"facteur 50";0,0689211268748375;1,06869840416319;98,122492561099
"facteur 51";0,0664736123117184;1,03074698017499;99,153239541274
"facteur 52";0,0546081895332717;0,846760458725971;100
