htag_rtsarchives;0;21;25;7;28;22;1;1;25;4;0;30;5;0;4;30;0;20;23;2;3;0;11;8;32;27;1;1;2;3;0;1;15;11;3;2;39;2;2;0;28;19;0;0;34;3;32;40;1;28;13;26;2
qui;6;9;4;5;7;6;10;14;9;13;18;4;19;20;17;12;23;2;5;12;17;16;17;23;3;4;12;23;14;15;13;8;12;10;7;10;14;14;6;12;8;5;12;10;4;19;8;3;14;6;14;8;17
avec;3;2;4;7;3;4;14;14;6;16;18;4;13;19;14;5;9;2;5;10;15;15;12;24;0;2;16;10;10;12;11;14;15;7;10;16;14;9;7;7;4;4;9;10;2;12;6;2;14;6;14;4;22
ce;21;2;12;5;3;3;8;15;4;14;12;2;15;12;12;2;10;1;1;6;14;14;13;17;2;8;13;20;10;19;11;19;6;9;12;13;37;11;5;14;2;7;10;8;8;10;3;4;12;3;6;4;22
il;2;5;6;9;2;4;5;9;4;5;6;10;15;15;17;9;16;2;6;6;11;6;11;15;5;4;16;17;10;9;9;7;11;3;7;6;21;8;8;13;10;3;4;5;12;17;5;6;11;6;12;5;14
ne;2;7;7;6;7;8;4;10;9;13;12;8;11;12;11;11;17;2;14;11;11;14;12;16;7;2;10;16;15;7;9;8;8;8;5;5;8;10;13;13;9;3;7;8;6;16;3;6;10;11;8;4;4
son;3;8;2;6;2;4;7;14;3;7;2;3;11;19;8;3;14;0;4;4;7;6;14;23;1;1;15;16;9;9;9;11;13;9;3;3;19;12;6;10;8;2;3;9;3;19;2;6;8;4;13;2;14
s;0;6;3;6;1;1;7;12;3;13;8;5;9;17;16;6;16;0;3;12;8;15;12;16;1;2;13;11;10;14;10;15;7;5;8;14;9;11;11;18;3;6;13;10;6;16;4;3;13;2;6;1;18
cette;3;1;5;1;2;1;8;9;2;13;13;5;14;12;11;3;21;0;1;13;13;23;7;13;3;3;11;19;13;14;15;16;12;5;6;6;6;6;6;11;2;3;14;12;4;19;4;1;10;3;6;1;17
pas;3;4;6;7;9;7;0;7;9;10;9;8;11;8;5;10;15;4;12;10;7;13;6;18;10;4;9;15;11;6;8;6;7;6;1;3;4;9;7;8;6;4;7;8;9;8;6;4;9;7;4;4;3
an;4;6;3;4;3;0;2;9;3;10;17;9;11;14;10;3;12;3;0;1;6;6;16;13;1;0;11;9;7;6;6;6;13;7;1;1;27;8;4;7;6;7;8;5;5;19;3;5;12;2;12;1;12
se;3;2;5;5;1;2;7;6;7;10;6;4;10;9;11;3;8;0;5;5;10;9;13;14;4;1;4;14;12;15;5;7;8;8;6;13;11;8;9;12;5;3;5;6;4;7;6;6;13;5;7;4;10
aux;2;3;0;3;1;2;12;4;2;17;15;3;8;18;14;6;12;1;5;10;10;15;10;8;2;0;6;4;12;8;10;11;10;1;6;5;3;7;7;7;5;2;6;9;5;10;5;1;6;3;6;8;13
faire;5;5;2;5;2;4;2;9;8;7;5;3;8;10;9;8;10;3;9;11;5;7;9;12;1;3;5;13;8;6;4;7;6;2;3;7;7;9;9;17;4;4;4;9;7;11;4;8;8;5;2;5;7
sa;2;1;1;3;3;2;6;15;5;1;4;0;9;15;7;2;5;1;1;3;2;6;14;15;0;0;11;7;5;6;5;5;14;5;2;3;9;7;6;7;4;2;0;5;1;13;4;2;9;7;9;1;10
user_utilisateurice;22;3;4;6;6;10;3;9;3;1;0;9;24;1;1;7;0;2;2;0;2;0;18;26;6;6;0;0;1;4;1;0;9;5;3;1;6;0;0;0;6;10;0;1;2;0;8;6;0;3;5;7;3
ou;1;4;5;2;2;3;3;2;3;12;13;4;7;5;5;4;10;7;1;6;17;18;6;8;4;5;4;5;11;3;9;7;2;2;5;5;1;5;3;4;3;2;4;3;8;4;6;12;8;3;2;4;12
qu;1;4;6;4;0;2;6;11;2;1;11;4;9;7;6;6;7;0;2;4;8;9;10;10;2;3;7;10;3;7;4;3;8;3;1;3;3;7;6;14;1;2;1;5;8;11;4;7;8;4;5;1;6
ces;1;1;1;5;1;1;5;2;2;12;9;3;2;8;7;4;9;3;1;7;15;16;2;4;1;0;7;10;9;5;9;8;0;1;6;3;4;6;4;6;3;2;7;5;3;7;4;3;8;2;1;1;16
pouvoir;0;0;2;3;1;1;2;7;0;7;12;1;3;8;5;0;10;0;2;6;19;23;5;13;0;0;10;12;10;7;8;10;2;1;6;13;3;4;4;6;3;1;7;9;3;9;3;0;5;1;3;1;8
ses;3;4;1;3;1;0;3;5;5;1;3;6;6;9;7;8;5;0;3;8;6;8;7;12;0;1;7;4;8;7;5;10;11;1;4;2;7;3;1;10;3;3;5;7;1;7;6;4;6;4;7;2;13
c;1;6;4;4;8;7;2;5;4;6;5;4;10;3;2;9;3;0;3;1;1;4;6;15;7;6;0;2;5;4;0;0;5;5;3;3;8;4;3;1;5;3;1;1;8;1;10;8;2;4;6;12;2
mais;0;2;6;3;2;2;5;8;3;7;10;3;11;8;5;0;5;2;0;3;8;10;5;16;0;3;6;14;8;4;8;6;1;3;3;5;8;6;5;10;2;2;5;6;2;10;4;4;9;4;4;1;6
comme;0;1;1;0;3;1;4;3;1;7;16;1;8;11;6;2;9;0;0;5;11;17;10;8;0;1;6;9;6;6;15;12;9;3;3;3;4;7;1;9;1;0;8;6;1;9;1;1;6;2;5;0;16
après;0;0;1;2;0;1;5;11;2;7;2;1;6;13;6;0;5;1;2;2;2;4;10;13;0;0;17;9;6;6;4;5;2;1;3;8;16;11;11;16;2;4;4;6;0;16;0;0;1;1;4;0;8
elle;2;1;0;5;0;2;0;9;2;4;5;1;11;8;5;1;9;1;0;4;6;12;3;8;1;1;3;5;5;5;9;5;4;0;2;2;8;0;2;4;1;0;3;4;0;8;1;3;4;2;7;2;9
leur;1;1;3;3;2;0;2;0;3;6;7;3;3;4;3;3;8;2;0;7;6;13;6;8;0;1;4;11;5;6;7;8;4;4;4;0;4;4;3;7;0;1;5;3;3;5;1;0;7;0;1;0;3
vous;0;6;4;2;5;4;0;0;2;2;1;8;2;1;0;3;0;5;10;1;2;0;0;1;14;9;0;0;1;2;1;1;2;1;0;1;1;1;0;0;3;6;0;1;10;2;4;15;0;6;1;4;0
on;1;5;2;4;3;2;1;6;5;5;5;4;10;1;1;2;1;2;1;1;4;5;3;8;3;0;0;2;6;0;2;1;6;3;1;4;6;0;3;1;4;3;1;3;6;1;2;8;2;7;1;4;1
selon;0;0;0;0;0;0;3;1;0;9;11;0;1;10;7;0;5;0;0;9;11;11;2;5;1;0;10;7;7;8;7;3;1;2;5;10;0;7;4;14;1;0;5;7;0;4;0;0;15;0;0;3;0
entre;1;0;1;3;3;1;2;3;1;8;6;0;4;14;2;1;5;1;0;7;2;9;3;7;0;2;0;3;4;8;1;6;2;0;14;7;0;1;9;12;1;2;2;9;2;7;1;1;10;1;0;0;9
deux;0;1;2;2;0;0;2;6;1;2;8;3;6;9;9;1;3;0;0;2;4;5;4;11;0;1;5;4;5;6;5;1;3;2;3;4;2;5;5;14;2;0;4;6;2;9;0;1;4;0;2;0;6
personne;0;0;0;0;1;0;4;0;2;5;6;1;2;1;6;2;4;0;1;4;7;9;2;3;1;0;4;6;9;5;2;4;0;0;8;1;2;10;10;11;1;1;3;3;2;6;0;0;12;1;0;0;2
depuis;0;0;1;4;3;1;2;4;0;3;1;1;5;9;6;2;8;0;0;3;4;3;8;9;0;0;8;8;7;6;4;4;2;6;6;6;4;3;2;11;1;0;2;0;0;5;2;2;3;1;3;1;4
bien;0;2;1;2;0;1;3;2;2;5;8;1;4;5;5;2;2;2;1;5;6;6;6;8;1;0;2;1;2;5;4;4;3;3;2;2;1;2;3;3;3;2;0;7;6;3;3;5;6;2;2;2;6
devoir;0;1;0;3;0;1;1;2;1;10;3;0;5;5;8;0;16;0;1;8;2;6;4;5;0;0;6;11;8;5;1;3;0;0;9;9;1;4;1;10;0;0;5;8;2;4;0;1;5;1;2;0;1
y;0;3;0;2;3;2;2;1;6;0;2;2;6;2;4;7;4;0;1;3;0;4;4;5;3;1;1;7;4;3;2;3;5;0;0;5;6;3;1;5;4;2;4;2;4;3;2;3;3;1;5;3;4
contre;0;0;0;0;0;0;1;0;0;3;6;0;4;5;1;4;13;0;0;7;6;3;3;14;0;1;5;8;4;5;4;3;0;0;2;0;2;6;1;5;1;0;6;2;1;10;0;0;13;2;0;2;3
sans;1;5;1;2;2;0;3;3;2;8;7;1;4;3;4;3;6;1;0;2;6;5;2;3;0;0;5;6;9;4;3;2;2;2;5;2;2;1;5;6;5;0;1;3;1;8;3;1;3;2;4;5;2
tout;0;2;2;2;5;6;1;8;4;2;3;2;6;5;5;6;7;1;1;2;3;4;5;9;0;1;1;5;3;3;4;4;4;1;2;3;4;2;0;2;2;3;2;2;1;3;4;1;1;3;5;2;6
autres;0;3;1;0;0;0;0;3;1;2;4;1;5;0;4;3;4;1;3;4;8;6;3;3;0;0;3;2;0;1;2;1;2;1;1;2;35;4;1;3;0;5;3;6;0;6;1;0;2;1;0;1;6
nous;0;2;0;1;2;0;2;0;4;1;2;0;4;3;1;0;0;0;5;3;0;5;1;4;1;0;2;2;3;1;1;0;5;1;2;1;22;2;0;2;3;2;1;1;3;2;0;2;0;1;2;0;1
million;0;0;0;1;0;0;1;0;0;1;8;0;3;3;3;0;10;0;0;1;5;3;1;1;0;0;1;2;6;13;6;7;4;0;1;2;1;0;1;4;1;0;2;5;0;1;0;0;2;0;0;0;3
1;1;0;0;0;0;0;0;3;0;4;3;2;4;2;4;1;3;0;0;2;3;4;2;14;1;0;3;1;2;4;1;5;0;1;1;5;33;1;1;1;0;0;2;4;1;3;0;2;5;0;1;0;3
si;1;4;2;1;2;2;1;1;1;3;2;0;6;4;3;4;3;1;2;1;1;5;3;9;0;1;3;3;2;3;0;5;3;2;2;3;0;0;0;3;1;1;2;1;1;2;2;5;2;3;0;4;2
savoir;1;2;0;1;5;1;11;3;2;6;2;0;1;9;1;0;1;0;3;1;4;2;2;6;0;1;2;4;2;1;1;0;0;2;3;4;2;2;6;2;0;2;10;13;0;9;2;3;3;0;0;0;3
avant;0;2;1;1;0;0;1;4;0;2;6;1;6;3;2;2;2;0;0;2;2;2;4;9;0;2;1;8;6;3;1;4;3;0;1;6;1;7;4;2;1;1;2;1;1;5;2;1;2;0;3;3;2
lors;0;0;0;1;1;0;1;9;1;2;0;3;5;9;3;0;3;0;0;6;5;0;8;8;0;0;5;7;2;3;1;4;2;2;0;1;0;3;7;6;1;4;2;0;0;4;0;0;6;0;4;0;3
000;0;0;0;1;0;1;4;0;0;6;3;0;4;1;3;0;5;0;0;4;2;5;3;3;2;0;1;3;6;15;2;3;2;1;0;2;0;1;1;4;1;1;3;6;0;2;1;0;4;0;2;0;5
encore;1;0;2;1;0;1;2;6;0;3;1;2;6;3;6;1;5;2;1;1;3;3;4;8;1;0;2;6;4;7;1;3;2;0;1;2;2;3;3;6;1;0;2;0;2;2;2;1;6;0;0;1;1
via;0;2;0;1;0;0;14;0;0;2;1;0;0;11;2;0;3;1;0;1;2;4;1;1;0;0;5;4;2;1;4;3;0;0;8;1;0;4;3;6;0;4;9;7;0;9;1;0;4;1;2;0;6
même;1;0;2;0;0;0;2;6;2;6;4;0;8;4;4;2;6;0;1;1;3;6;5;7;1;0;2;3;5;2;4;5;0;2;2;2;2;1;0;1;1;2;1;3;0;1;0;1;3;1;1;1;5
aussi;2;2;4;2;2;2;4;6;1;3;6;0;6;1;0;0;5;0;0;2;2;2;2;7;1;0;2;2;4;3;2;5;3;2;3;0;3;1;1;4;1;2;1;4;2;2;3;1;8;0;1;2;3
ils;0;1;3;0;2;1;2;0;1;4;2;3;2;4;5;3;3;0;1;3;3;3;1;4;0;0;0;4;3;2;1;2;5;1;2;0;2;6;3;3;0;1;1;1;4;2;0;1;0;1;1;4;3
déjà;0;0;0;1;1;0;0;3;1;4;1;2;6;3;2;1;6;0;1;0;1;6;4;7;0;1;3;4;7;7;3;3;1;0;2;4;1;0;0;6;2;0;5;2;3;8;1;1;1;0;2;1;1
ainsi;0;0;0;0;1;0;1;7;1;2;4;0;0;3;4;0;11;1;0;5;3;3;4;5;1;0;1;4;3;8;3;6;2;1;5;3;0;1;4;1;1;0;5;5;1;4;0;0;5;0;3;1;3
moins;0;0;0;0;0;0;3;4;1;5;11;2;2;2;1;0;4;0;0;1;4;6;4;4;0;3;3;1;4;1;0;3;0;1;4;2;2;4;1;7;0;0;0;2;3;2;0;2;9;0;1;1;2
cet;1;2;0;3;1;2;5;2;4;2;3;0;3;3;2;0;6;1;0;3;2;2;1;6;1;0;0;4;3;4;5;1;0;1;2;1;17;4;2;5;1;0;1;0;0;2;0;1;1;0;4;0;6
tous;1;1;1;1;0;1;1;0;1;4;1;5;4;0;2;1;3;2;0;1;3;2;2;4;1;0;5;2;2;3;2;1;2;1;3;2;33;0;0;3;0;0;1;2;1;1;1;1;1;0;2;0;0
2026;1;0;0;2;0;0;3;1;0;4;3;0;2;3;1;0;12;0;0;8;0;1;2;12;0;0;3;7;4;6;3;4;2;0;4;1;0;0;0;0;0;0;1;7;0;4;0;0;4;0;2;0;6
leurs;0;0;1;2;2;0;2;1;2;2;10;2;0;2;3;2;5;1;1;3;3;4;3;3;1;0;1;2;5;3;6;4;1;0;0;3;0;3;1;2;2;1;4;2;0;2;0;0;2;1;0;4;8
alors;0;2;2;0;1;2;1;4;0;2;3;3;4;4;3;4;1;0;0;1;0;3;5;9;0;1;2;3;0;2;1;6;1;0;1;3;1;1;2;8;2;3;0;3;2;7;0;3;2;0;0;0;2
3;2;0;0;0;0;0;0;3;0;3;2;0;4;2;3;1;3;0;0;1;3;5;9;10;2;0;3;2;3;7;0;3;1;1;0;8;0;3;1;1;0;2;3;2;0;3;0;1;5;1;1;0;4
bon;1;2;4;1;4;2;3;3;3;1;1;2;1;2;2;5;0;0;4;1;1;4;2;7;2;1;1;1;1;2;1;0;1;2;1;0;0;0;0;0;1;2;0;0;2;0;6;10;2;0;2;0;0
notre;0;0;1;2;0;0;2;0;0;3;2;1;2;2;2;1;1;0;0;0;2;6;1;7;1;0;0;1;1;1;1;2;4;1;1;1;8;1;1;2;5;7;2;1;0;1;2;2;0;0;1;4;2
dont;0;0;0;1;0;0;3;3;1;0;0;0;3;2;6;0;1;0;0;8;2;4;4;1;0;0;3;8;3;4;4;0;4;1;2;1;1;7;2;6;0;0;1;1;0;7;0;0;3;1;1;0;3
où;1;2;0;0;1;0;1;0;0;1;5;1;4;1;6;1;2;0;2;2;3;3;4;6;0;0;5;2;4;0;2;4;3;2;0;4;2;2;3;2;1;0;1;1;0;5;1;0;1;0;1;0;6
5;1;1;0;2;0;0;3;1;0;2;4;2;2;2;3;1;6;0;0;1;3;5;6;4;1;0;4;2;3;6;1;3;0;1;1;9;0;3;0;1;2;0;1;1;0;2;0;0;6;0;2;0;2
2;1;0;0;0;0;0;1;2;0;5;1;1;5;0;3;1;2;0;0;3;2;6;6;12;0;0;2;2;6;5;0;6;0;1;1;5;1;1;0;1;2;1;0;3;1;2;1;1;6;1;3;0;4
plusieurs;1;0;0;2;0;0;1;1;0;3;2;0;0;1;4;0;3;0;0;2;2;2;2;3;0;0;3;6;0;4;2;1;2;1;7;5;2;7;4;9;0;0;2;1;1;5;0;0;1;0;1;0;1
sous;0;0;0;1;0;0;2;1;0;1;3;1;0;4;5;1;4;0;0;0;1;2;1;2;1;0;3;4;1;5;1;4;1;1;3;2;1;7;1;7;1;1;4;3;0;1;0;3;5;0;3;2;2
htag_suisse;0;0;1;2;0;0;0;14;0;0;0;2;14;0;0;0;0;1;1;1;0;0;5;13;1;2;0;0;0;0;0;0;0;1;1;0;25;0;0;0;1;2;0;0;4;0;0;3;0;6;2;0;0
trois;0;0;1;0;0;0;1;3;0;7;4;0;1;0;2;0;3;0;0;2;4;3;7;7;0;0;1;4;4;5;3;5;2;3;5;0;0;4;1;5;0;1;3;2;0;4;0;0;2;0;0;0;2
2025;0;0;0;1;0;0;2;4;0;4;1;0;4;4;1;0;2;0;0;2;3;1;4;4;1;0;0;2;9;10;5;6;0;1;1;1;0;2;0;3;0;0;2;1;0;0;0;0;6;0;1;0;1
très;0;0;1;2;0;0;2;4;0;1;2;1;3;3;2;1;2;0;1;1;1;3;2;9;0;0;2;3;2;2;0;4;0;0;0;3;2;2;2;2;2;1;0;0;0;3;1;1;3;2;3;0;0
dès;2;0;0;0;0;0;1;4;0;5;3;1;3;3;4;0;5;0;0;1;1;0;1;7;0;0;2;1;3;3;0;3;1;0;9;7;0;0;1;2;0;1;0;4;0;2;1;1;0;0;0;1;5
plein;0;1;1;0;0;0;1;3;0;2;2;0;1;0;1;0;2;0;1;0;0;0;2;3;1;1;2;1;1;0;1;0;0;1;0;1;35;3;0;0;1;2;1;2;0;2;2;0;0;0;1;1;0
4;3;0;0;0;0;0;1;2;0;1;2;0;3;1;2;1;2;0;0;2;2;4;7;9;1;0;2;2;2;3;0;3;1;1;2;3;0;2;0;1;0;0;1;2;0;3;0;0;6;0;2;1;4
toujours;0;3;0;2;2;1;0;1;0;1;2;0;1;3;4;3;1;0;0;1;0;0;3;4;2;1;2;1;1;0;0;2;2;2;1;0;15;1;4;1;1;0;1;0;0;4;0;0;1;3;0;0;1
jusqu_à;0;0;0;1;0;0;2;0;0;1;1;0;0;0;3;0;4;0;0;1;1;4;0;2;0;0;2;1;5;4;1;1;0;1;9;10;0;1;3;5;1;0;1;2;0;5;0;0;1;0;0;0;4
lui;0;1;0;1;0;0;2;3;0;0;0;1;4;2;4;0;1;0;1;0;0;1;5;3;0;0;3;1;1;2;3;1;1;2;1;1;2;1;2;4;1;1;0;1;0;4;3;0;0;3;2;4;4
htag_sport;0;0;0;0;0;0;0;17;0;0;0;0;20;1;3;0;0;1;0;0;0;0;17;26;1;0;0;1;1;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
malgré;0;0;1;2;0;0;1;4;0;1;3;0;1;5;2;0;2;0;0;4;3;2;2;3;0;0;2;3;1;3;1;1;1;1;0;0;0;1;2;7;1;0;2;5;0;5;0;0;7;0;4;0;1
non;0;0;1;0;0;2;1;1;0;3;5;0;0;3;5;0;3;0;0;1;7;3;0;1;1;0;1;1;0;3;1;2;0;0;1;1;0;1;4;3;0;0;5;5;2;5;1;1;1;0;1;0;2
je;0;2;0;1;1;0;0;3;1;0;0;2;1;2;0;1;1;1;2;1;0;0;2;5;2;0;1;1;0;0;1;0;4;2;0;0;0;0;0;0;2;0;0;0;3;1;0;0;0;5;0;1;1
20;3;1;0;2;0;0;2;1;0;2;2;1;3;1;2;0;2;0;0;1;1;4;4;2;1;0;2;4;4;8;0;4;1;0;0;4;2;2;1;3;1;0;0;2;4;2;0;0;1;0;3;0;2
ça;0;3;1;0;6;1;0;3;2;0;0;3;4;0;0;2;0;1;0;2;0;0;1;5;3;4;0;0;0;0;0;0;1;2;0;0;2;0;0;0;1;0;0;1;2;0;4;5;0;2;0;0;0
grâce;0;1;0;0;0;0;2;2;0;1;0;1;5;0;0;2;1;0;2;0;2;5;3;8;1;0;3;1;1;5;2;4;4;0;2;1;1;0;0;0;1;0;1;1;0;2;1;0;2;1;1;1;7
environ;0;0;0;1;0;0;1;1;0;5;4;0;2;2;4;1;5;0;0;3;1;3;1;0;0;0;4;3;3;5;1;2;4;0;1;4;0;2;2;0;0;0;2;3;0;1;0;0;4;0;0;0;1
chez;0;0;0;0;2;1;2;1;2;4;4;0;4;0;3;1;1;0;0;0;8;3;2;1;0;0;1;2;0;1;1;3;1;1;0;3;1;1;3;1;0;0;0;0;1;0;2;0;2;1;0;0;2
10;0;0;0;1;0;0;0;1;0;4;1;0;2;1;3;1;2;0;0;3;3;3;4;6;1;0;3;0;2;5;0;2;2;2;1;7;0;0;1;4;0;1;1;0;0;2;0;0;2;0;1;1;0
vouloir;1;0;1;0;2;0;0;2;2;2;1;1;2;2;3;0;4;1;2;3;0;1;3;3;1;1;1;3;3;2;3;1;2;0;1;0;0;0;0;1;1;1;1;2;1;2;0;0;1;0;1;2;0
htag_rtssport;0;0;0;0;0;0;0;18;0;0;0;0;20;1;3;0;0;0;0;0;0;0;15;27;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
peu;0;0;3;2;0;0;0;3;0;2;0;2;2;3;0;1;2;2;2;0;0;1;1;3;1;0;2;1;2;3;0;0;0;0;0;3;3;1;3;0;2;0;1;1;1;1;1;1;0;1;1;0;3
6;3;1;0;0;0;0;0;3;0;1;0;0;3;0;2;1;3;0;0;2;1;1;5;6;0;0;4;1;1;3;1;3;0;1;1;2;0;2;0;1;1;0;0;1;0;1;0;0;4;0;0;0;1
dire;0;1;3;1;2;0;1;3;0;1;1;1;1;5;1;0;2;0;1;0;0;1;1;1;1;0;3;2;1;0;1;0;3;0;1;1;0;3;0;3;2;0;1;1;0;1;0;3;2;1;2;0;0
chaque;0;0;0;1;1;0;2;0;1;1;6;0;4;3;7;0;1;0;0;0;4;4;0;1;0;0;1;2;3;5;3;1;1;3;3;1;2;1;0;0;1;1;0;2;0;1;0;1;2;0;0;1;2
toute;0;1;0;1;0;0;1;2;0;1;2;0;2;0;3;1;3;0;0;1;3;0;3;4;0;1;2;2;4;2;1;3;0;2;1;0;5;1;2;5;2;0;1;1;1;2;1;0;2;0;1;4;1
30;1;0;0;1;0;1;1;0;1;2;5;2;0;3;0;0;2;1;0;0;3;3;1;3;1;0;2;1;1;1;0;4;1;2;0;2;4;2;0;0;0;0;2;2;0;2;0;0;3;0;2;0;3
2024;0;0;0;1;0;0;1;4;0;2;2;0;4;1;2;0;1;0;0;3;0;0;4;0;0;0;1;5;3;6;1;1;2;0;0;2;0;2;0;4;1;0;2;4;0;1;0;1;9;0;0;0;3
certains;0;3;0;1;0;0;1;0;1;2;6;0;0;1;2;4;1;0;0;2;2;1;0;0;0;1;2;4;1;1;3;1;0;0;2;1;0;2;3;0;0;1;2;1;0;4;0;0;1;0;0;0;2
t;2;0;2;0;0;1;0;3;0;2;2;0;6;2;1;0;2;1;2;3;0;2;1;2;0;0;2;3;0;1;0;0;3;1;0;1;0;0;0;3;0;0;0;1;1;0;0;2;2;0;3;3;1
quelques;1;1;0;1;3;2;1;0;0;2;1;0;3;3;1;1;1;0;3;0;0;2;3;3;3;0;1;1;0;0;0;0;0;0;3;1;0;2;3;2;2;0;0;3;0;2;1;1;0;6;1;1;0
elles;1;0;1;1;0;0;2;1;0;6;4;0;0;0;3;2;2;1;0;2;2;5;2;0;0;1;1;3;0;2;3;3;1;0;1;1;1;2;0;3;0;1;2;2;1;3;0;0;1;0;0;0;0
souvent;0;0;0;2;0;0;1;1;0;4;6;0;1;0;0;2;1;0;1;1;5;5;0;0;0;0;1;2;1;1;2;1;0;0;1;3;0;2;0;0;0;0;1;1;0;0;0;2;3;1;1;0;4
htag_archives;0;2;1;0;2;0;0;0;2;0;0;4;1;0;0;5;0;3;1;0;0;0;1;0;1;0;0;0;0;2;0;0;1;1;1;0;2;1;0;0;0;8;0;0;1;0;2;2;0;4;3;2;0
