"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"978";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152
"979";3;4;7;9;9;12;15;17;18;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;57;57;60;60;60;60;60;60;60;60;60;60;60;60;85;85;85;85;85;85;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97
"980";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70
"981";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
"982";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;83;83;83;83;83;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;195;195;195
"983";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68;68
"984";3;4;7;9;9;12;15;17;18;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
"985";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;37;37;37;43;44;46;46;46;53;53;53;53;53;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63
"986";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;94;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136
"987";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;37;37;37;43;44;46;46;46;53;53;53;53;53;62;62;62;62;62;62;62;62;62;81;81;81;81;81;91;91;91;91;91;91;91;91;107;107;107;107;107;107;107;120;120;125;125;125;125;125;125;125;125;125;125;125;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146
"988";3;4;7;9;9;12;15;17;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;197;197
"989";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;39;39;39;39;39;39;39;39;55;55;55;55;55;65;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;66;129;129;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133
"990";3;4;7;9;9;12;15;17;18;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;57;57;60;60;60;60;60;60;60;60;60;60;60;60;85;85;85;85;85;85;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97
"991";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;112;112;112;112;112;123;123;126;126;126;126;126;126;126;126;126;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144
"992";3;4;7;9;9;12;15;17;18;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;57;57;60;60;60;60;60;60;60;60;60;60;60;60;85;85;85;85;85;85;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97;97
"993";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;37;37;37;43;44;46;46;46;53;53;53;53;53;62;62;62;62;62;62;62;62;62;81;81;81;81;81;91;91;91;91;91;91;91;91;107;107;107;107;107;107;107;120;120;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124;124
"994";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;37;37;37;43;44;46;46;46;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;186;186;186;186;186;186;186
"995";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;37;37;37;43;44;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
"996";3;4;7;9;9;12;15;17;18;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;57;57;60;60;60;60;60;60;60;60;60;60;60;60;85;85;85;85;85;85;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;96;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;130;0;0;0;0;0;0
"997";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;79;79;79;79;79;79;79;79;79;79;99;99;99;99;99;109;109;109;109;109;109;109;109;109;109;109;109;109;109;109;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139
"998";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;79;79;79;79;79;79;79;79;79;79;99;99;99;99;99;109;109;109;109;109;109;109;109;109;109;109;109;109;109;109;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139
"999";3;4;7;9;9;12;15;17;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;196;196
"1000";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;37;37;37;43;44;46;46;46;53;53;53;53;53;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63;63
"1001";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;39;39;39;39;39;39;39;39;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54;54
"1002";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"1003";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;112;112;112;112;112;123;123;126;126;126;126;126;126;126;126;126;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144
"1004";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88;88
"1005";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153
"1006";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1007";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;101;101;101;101;101;101;101;101;101;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119;119
"1008";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;83;83;83;83;83;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164;164
"1009";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152
"1010";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;190;190;190;190;190
"1011";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;190;190;190;190;190
"1012";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;103;199
"1013";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153
"1014";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;101;101;101;101;101;101;101;101;101;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;118;180;180;180;180;180;180;180;180;180;180
"1015";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;184;184;184;184;184;184;184;184
"1016";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159;159
"1017";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;143;143;143;143;143;143;155;155;155;155;155;155;155;155;155;155;175;175;175;175;175;175;175;175;175;175;175;175;175
"1018";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;83;83;83;83;83;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;194;194;194
"1019";3;5;5;5;11;11;11;11;11;11;11;25;25;25;25;25;25;25;25;25;25;25;25;25;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;102;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158;158
"1020";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1021";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;83;83;83;83;83;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168
"1022";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162
"1023";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;143;143;143;143;143;143;155;155;155;155;155;155;155;155;155;155;174;174;174;174;174;174;174;174;174;174;174;174;174
"1024";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153;153
"1025";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1026";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;79;79;79;79;79;79;79;79;79;79;99;99;99;99;99;109;109;109;109;109;109;109;109;109;109;109;109;109;109;109;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139;139
"1027";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;191;191;191;191;191
"1028";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150
"1029";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110
"1030";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78
"1031";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150;150
"1032";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;184;184;184;184;184;184;184;184
"1033";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;35;35;35;35;35;35;35;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;135;190;190;190;190;190
"1034";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;83;83;83;83;83;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;165;165;165;165;165;165;165;165;165;165;165;165;165;165;165;194;194;194
"1035";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;41;41;41;41;41;41;41;41;41;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;58;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;111;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151;151
"1036";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152
"1037";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;115;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152;152
"1038";3;4;7;9;9;12;15;17;18;21;23;23;27;29;29;32;32;37;37;37;43;44;46;46;46;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;186;186;186;186;186;186;186
"1039";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;163;163;163;163;163;163;163;177;177;177;177;177;177;177;177;177;177;177;177
"1040";3;5;5;5;11;11;11;11;11;11;11;24;24;24;31;31;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;105;105;105;105;105;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114;114
"1041";3;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;71;71;71;71;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78;78
"1042";3;4;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;69;69;69;69;69;69;69;83;83;83;83;83;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168
"1043";3;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;163;163;163;163;163;163;163;177;177;177;177;177;177;177;177;177;177;177;177
