"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11";"classe 12";"classe 13";"classe 14";"classe 15";"classe 16";"classe 17";"classe 18";"classe 19";"classe 20";"classe 21";"classe 22";"classe 23";"classe 24";"classe 25";"classe 26";"classe 27";"classe 28";"classe 29";"classe 30";"classe 31";"classe 32";"classe 33";"classe 34";"classe 35";"classe 36";"classe 37";"classe 38";"classe 39";"classe 40";"classe 41";"classe 42";"classe 43";"classe 44";"classe 45";"classe 46";"classe 47";"classe 48";"classe 49";"classe 50";"classe 51";"classe 52";"classe 53"
"mari";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;-0,102;-0,078;-0,102;-0,146;-0,134;-0,122;-0,118;-0,146;-0,13;6,424;-0,15;-0,078;-0,106;-0,102;-0,13;4,976;-0,122;-0,142;-0,126;-0,11;-0,102;6,179;-0,106;-0,122;-0,094;6,685;6,179;-0,078;-0,102;-0,098;-0,166;-0,098;-0,098;-0,126;-0,114;-0,078;-0,086;-0,102;-0,146;-0,158;-0,13;4,654;-0,134;-0,11;-0,11;-0,106;-0,15
"marcher";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;8,295;-0,078;-0,102;5,333;-0,134;-0,122;-0,118;-0,146;6,179;-0,126;-0,15;-0,078;-0,106;-0,102;6,179;-0,154;-0,122;-0,142;-0,126;-0,11;-0,102;6,179;-0,106;-0,122;-0,094;-0,122;-0,13;11,297;-0,102;-0,098;-0,166;-0,098;-0,098;-0,126;-0,114;-0,078;-0,086;-0,102;-0,146;-0,158;-0,13;-0,162;-0,134;-0,11;-0,11;-0,106;-0,15
"manifestant";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;-0,136;-0,104;-0,136;-0,195;-0,179;-0,163;-0,157;-0,195;-0,173;-0,168;-0,2;-0,104;-0,141;-0,136;-0,173;-0,206;-0,163;-0,189;-0,168;-0,147;-0,136;48,76;5,501;-0,163;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;-0,131;27,996;-0,168;-0,152;-0,104;-0,115;26,79;-0,195;-0,211;-0,173;-0,216;-0,179;-0,147;-0,147;-0,141;-0,2
"luca";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;-0,136;83,568;-0,136;-0,195;-0,179;-0,163;-0,157;-0,195;-0,173;-0,168;-0,2;-0,104;-0,141;-0,136;-0,173;3,311;-0,163;-0,189;-0,168;-0,147;-0,136;-0,173;-0,141;-0,163;6,399;-0,163;4,203;-0,104;-0,136;-0,131;-0,222;-0,131;-0,131;-0,168;-0,152;-0,104;7,135;-0,136;-0,195;3,19;-0,173;-0,216;-0,179;-0,147;-0,147;-0,141;-0,2
"loyer";-0,115;-0,12;-0,136;29,303;-0,147;-0,115;-0,136;-0,104;-0,136;3,575;-0,179;-0,163;-0,157;-0,195;-0,173;-0,168;17,279;-0,104;-0,141;5,777;-0,173;-0,206;-0,163;-0,189;-0,168;-0,147;-0,136;-0,173;-0,141;4,579;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;-0,131;-0,131;-0,168;-0,152;-0,104;-0,115;-0,136;-0,195;-0,211;-0,173;-0,216;4,032;-0,147;-0,147;-0,141;-0,2
"look";-0,086;-0,09;-0,102;-0,094;-0,11;10,113;-0,102;-0,078;-0,102;-0,146;-0,134;-0,122;-0,118;-0,146;-0,13;-0,126;-0,15;-0,078;-0,106;-0,102;-0,13;-0,154;-0,122;-0,142;-0,126;-0,11;-0,102;-0,13;-0,106;-0,122;-0,094;-0,122;-0,13;-0,078;-0,102;-0,098;-0,166;-0,098;-0,098;-0,126;-0,114;-0,078;-0,086;-0,102;-0,146;-0,158;192,383;-0,162;-0,134;-0,11;-0,11;-0,106;-0,15
"lettre";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;26,79;-0,104;-0,136;-0,195;-0,179;-0,163;-0,157;-0,195;-0,173;-0,168;3,44;-0,104;5,501;-0,136;-0,173;-0,206;-0,163;-0,189;-0,168;-0,147;-0,136;20,398;-0,141;-0,163;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;-0,131;-0,131;-0,168;-0,152;-0,104;-0,115;-0,136;-0,195;16,251;-0,173;-0,216;-0,179;-0,147;-0,147;-0,141;-0,2
"leanza";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;-0,153;-0,117;-0,153;69,392;-0,201;-0,183;-0,177;-0,219;-0,195;-0,189;2,878;-0,117;-0,159;-0,153;-0,195;2,765;-0,183;-0,213;-0,189;-0,165;-0,153;-0,195;22,414;-0,183;-0,141;-0,183;-0,195;-0,117;-0,153;-0,147;-0,25;-0,147;5,208;-0,189;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;-0,225
"lapin";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;-0,102;-0,078;8,295;-0,146;27,498;-0,122;-0,118;-0,146;6,179;-0,126;-0,15;-0,078;-0,106;-0,102;-0,13;-0,154;-0,122;-0,142;-0,126;-0,11;-0,102;-0,13;-0,106;-0,122;-0,094;-0,122;-0,13;-0,078;8,295;-0,098;-0,166;-0,098;-0,098;-0,126;-0,114;-0,078;-0,086;-0,102;-0,146;-0,158;-0,13;-0,162;-0,134;7,581;-0,11;-0,106;-0,15
"jeter";-0,129;-0,135;4,944;-0,141;-0,165;-0,129;-0,153;-0,117;-0,153;-0,219;-0,201;-0,183;4,066;-0,219;42,726;-0,189;-0,225;-0,117;-0,159;-0,153;-0,195;-0,231;-0,183;-0,213;-0,189;-0,165;-0,153;-0,195;4,699;-0,183;-0,141;-0,183;-0,195;-0,117;-0,153;-0,147;-0,25;-0,147;5,208;-0,189;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;3,551;-0,244;3,4;-0,165;-0,165;-0,159;-0,225
"jeffrey";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;-0,17;-0,156;-0,142;-0,138;-0,17;-0,152;-0,147;-0,175;-0,091;-0,124;-0,119;-0,152;-0,18;-0,142;-0,166;-0,147;-0,128;-0,119;5,047;-0,124;-0,142;-0,11;-0,142;-0,152;-0,091;-0,119;-0,114;-0,194;-0,114;-0,114;-0,147;-0,133;-0,091;-0,1;-0,119;-0,17;195,106;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"invention";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;-0,102;-0,078;-0,102;-0,146;-0,134;-0,122;-0,118;-0,146;-0,13;125,495;-0,15;-0,078;-0,106;-0,102;-0,13;-0,154;-0,122;-0,142;-0,126;-0,11;-0,102;-0,13;-0,106;-0,122;-0,094;-0,122;-0,13;-0,078;-0,102;-0,098;4,505;-0,098;-0,098;-0,126;-0,114;11,297;-0,086;-0,102;-0,146;-0,158;-0,13;-0,162;-0,134;-0,11;-0,11;-0,106;-0,15
"intégralité";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;-0,153;-0,117;-0,153;-0,219;-0,201;-0,183;19,835;-0,219;-0,195;-0,189;-0,225;-0,117;-0,159;-0,153;-0,195;-0,231;-0,183;15,973;-0,189;-0,165;-0,153;-0,195;-0,159;-0,183;-0,141;-0,183;-0,195;-0,117;-0,153;-0,147;-0,25;-0,147;-0,147;-0,189;4,262;31,452;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;3,4;-0,165;4,473;-0,159;-0,225
"introduction";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;-0,153;-0,117;-0,153;-0,219;3,4;-0,183;-0,177;-0,219;-0,195;-0,189;107,77;-0,117;-0,159;-0,153;-0,195;2,765;-0,183;-0,213;-0,189;-0,165;-0,153;-0,195;-0,159;-0,183;-0,141;-0,183;-0,195;-0,117;4,944;-0,147;-0,25;-0,147;-0,147;-0,189;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;3,4;-0,165;-0,165;-0,159;-0,225
"interrompre";-0,129;-0,135;-0,153;5,494;-0,165;-0,129;-0,153;-0,117;-0,153;-0,219;-0,201;-0,183;-0,177;-0,219;-0,195;-0,189;2,878;-0,117;-0,159;-0,153;-0,195;-0,231;-0,183;3,124;-0,189;-0,165;-0,153;-0,195;-0,159;-0,183;-0,141;-0,183;-0,195;-0,117;55,541;-0,147;-0,25;-0,147;-0,147;3,712;-0,171;-0,117;-0,129;-0,153;-0,219;2,657;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;2,878
"interpeller";-0,072;-0,075;-0,085;-0,078;-0,091;-0,072;-0,085;-0,065;-0,085;-0,122;-0,111;-0,101;-0,098;6,753;-0,108;-0,105;-0,125;-0,065;-0,088;-0,085;-0,108;-0,128;-0,101;-0,118;-0,105;-0,091;-0,085;-0,108;-0,088;-0,101;-0,078;-0,101;-0,108;-0,065;-0,085;-0,081;-0,138;10,799;47,028;-0,105;-0,095;-0,065;-0,072;-0,085;-0,122;6,124;-0,108;-0,135;-0,111;-0,091;-0,091;-0,088;-0,125
"intensifier";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;8,895;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;8,355;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;13,962;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;8,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"instance";-0,072;-0,075;-0,085;-0,078;-0,091;-0,072;-0,085;-0,065;-0,085;-0,122;-0,111;-0,101;-0,098;6,753;-0,108;-0,105;-0,125;-0,065;-0,088;-0,085;-0,108;-0,128;-0,101;-0,118;-0,105;-0,091;-0,085;7,773;43,311;-0,101;-0,078;-0,101;-0,108;-0,065;-0,085;-0,081;-0,138;-0,081;-0,081;-0,105;-0,095;-0,065;-0,072;-0,085;-0,122;6,124;-0,108;-0,135;-0,111;-0,091;-0,091;-0,088;-0,125
"insecte";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;8,895;9,825;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;37,223;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"inconnu";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;-0,136;-0,104;5,777;-0,195;-0,179;-0,163;-0,157;3,575;-0,173;-0,168;-0,2;-0,104;-0,141;-0,136;-0,173;-0,206;-0,163;-0,189;-0,168;-0,147;-0,136;-0,173;5,501;-0,163;-0,125;21,929;-0,173;-0,104;-0,136;-0,131;-0,222;-0,131;6,076;-0,168;-0,152;-0,104;-0,115;-0,136;-0,195;3,19;-0,173;-0,216;-0,179;-0,147;5,246;-0,141;-0,2
"inaugurer";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;-0,136;-0,104;-0,136;-0,195;-0,179;4,579;-0,157;-0,195;-0,173;-0,168;-0,2;-0,104;-0,141;-0,136;-0,173;-0,206;-0,163;-0,189;-0,168;-0,147;-0,136;4,203;-0,141;21,929;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;-0,131;-0,131;-0,168;5,008;-0,104;-0,115;-0,136;3,575;-0,211;-0,173;-0,216;-0,179;-0,147;-0,147;-0,141;17,279
"immédiatement";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;-0,136;-0,104;-0,136;-0,195;-0,179;-0,163;-0,157;-0,195;4,203;-0,168;-0,2;-0,104;-0,141;-0,136;-0,173;-0,206;-0,163;3,719;-0,168;-0,147;-0,136;-0,173;-0,141;-0,163;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;6,076;6,076;50,433;-0,152;-0,104;-0,115;-0,136;-0,195;3,19;-0,173;-0,216;-0,179;-0,147;-0,147;-0,141;-0,2
"hôtel";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;-0,17;-0,156;-0,142;-0,138;-0,17;-0,152;-0,147;-0,175;-0,091;-0,124;-0,119;-0,152;-0,18;-0,142;4,49;-0,147;-0,128;-0,119;-0,152;-0,124;5,479;-0,11;5,479;5,047;-0,091;31,145;-0,114;-0,194;-0,114;7,196;-0,147;-0,133;-0,091;-0,1;-0,119;-0,17;-0,185;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"hygiène";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;6,854;-0,091;-0,119;4,325;-0,156;-0,142;-0,138;-0,17;-0,152;-0,147;-0,175;-0,091;-0,124;-0,119;163,58;-0,18;-0,142;-0,166;-0,147;-0,128;-0,119;-0,152;-0,124;-0,142;-0,11;-0,142;-0,152;-0,091;-0,119;-0,114;-0,194;-0,114;-0,114;-0,147;-0,133;-0,091;-0,1;-0,119;-0,17;-0,185;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"hospitalier";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;4,325;-0,156;5,479;-0,138;-0,17;-0,152;-0,147;4,169;-0,091;-0,124;31,145;-0,152;4,021;-0,142;-0,166;-0,147;-0,128;-0,119;-0,152;-0,124;-0,142;-0,11;-0,142;-0,152;-0,091;-0,119;-0,114;-0,194;-0,114;-0,114;5,256;-0,133;-0,091;-0,1;-0,119;-0,17;-0,185;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"honorer";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;4,944;-0,117;-0,153;-0,219;-0,201;-0,183;4,066;2,997;-0,195;-0,189;2,878;-0,117;-0,159;-0,153;-0,195;-0,231;-0,183;-0,213;-0,189;-0,165;-0,153;3,551;-0,159;-0,183;-0,141;3,883;-0,195;-0,117;-0,153;-0,147;-0,25;-0,147;-0,147;-0,189;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;-0,201;-0,165;51,225;-0,159;-0,225
"hivernal";-0,129;-0,135;-0,153;-0,141;-0,165;6,147;-0,153;-0,117;-0,153;2,997;-0,201;-0,183;-0,177;-0,219;-0,195;3,712;-0,225;-0,117;-0,159;-0,153;3,551;2,765;3,883;-0,213;-0,189;-0,165;-0,153;-0,195;-0,159;-0,183;-0,141;-0,183;-0,195;-0,117;-0,153;24,478;-0,25;-0,147;-0,147;-0,189;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;2,878
"heureux";-0,072;-0,075;-0,085;-0,078;-0,091;-0,072;-0,085;-0,065;-0,085;6,753;-0,111;-0,101;-0,098;-0,122;-0,108;8,068;-0,125;-0,065;-0,088;-0,085;-0,108;-0,128;-0,101;-0,118;-0,105;-0,091;-0,085;-0,108;9,873;-0,101;-0,078;-0,101;-0,108;-0,065;-0,085;-0,081;-0,138;-0,081;-0,081;-0,105;-0,095;-0,065;-0,072;-0,085;6,753;-0,132;-0,108;-0,135;-0,111;9,46;-0,091;-0,088;-0,125
"harcèlement";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;4,325;4,85;-0,142;5,717;-0,17;-0,152;-0,147;-0,175;-0,091;-0,124;31,145;-0,152;-0,18;-0,142;-0,166;-0,147;-0,128;-0,119;-0,152;-0,124;-0,142;-0,11;-0,142;-0,152;-0,091;-0,119;-0,114;-0,194;-0,114;-0,114;-0,147;-0,133;-0,091;-0,1;-0,119;-0,17;19,093;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"habituer";-0,129;-0,135;-0,153;-0,141;4,473;-0,129;-0,153;-0,117;4,944;-0,219;3,4;-0,183;-0,177;-0,219;-0,195;-0,189;-0,225;-0,117;-0,159;-0,153;3,551;-0,231;3,883;-0,213;-0,189;-0,165;-0,153;-0,195;-0,159;3,883;-0,141;-0,183;-0,195;6,932;4,944;-0,147;-0,25;-0,147;-0,147;-0,189;-0,171;-0,117;-0,129;-0,153;2,997;-0,238;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;-0,225
"google";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;-0,102;-0,078;-0,102;-0,146;-0,134;-0,122;-0,118;-0,146;6,179;-0,126;-0,15;-0,078;-0,106;-0,102;-0,13;4,976;-0,122;-0,142;-0,126;-0,11;-0,102;6,179;-0,106;-0,122;9,128;-0,122;-0,13;-0,078;-0,102;-0,098;-0,166;-0,098;8,694;-0,126;-0,114;-0,078;-0,086;-0,102;-0,146;-0,158;-0,13;-0,162;-0,134;-0,11;-0,11;-0,106;5,15
"gardien";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;-0,17;-0,156;-0,142;-0,138;-0,17;5,047;-0,147;-0,175;-0,091;-0,124;-0,119;-0,152;-0,18;5,479;94,038;-0,147;-0,128;-0,119;-0,152;-0,124;-0,142;-0,11;-0,142;-0,152;9,423;-0,119;-0,114;-0,194;-0,114;-0,114;-0,147;-0,133;-0,091;-0,1;-0,119;-0,17;-0,185;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"galerie";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;9,825;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;-0,052;-0,07;-0,068;-0,086;-0,103;10,936;-0,094;-0,084;-0,073;-0,068;-0,086;-0,07;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;13,962;-0,065;-0,084;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;9,825;-0,073;-0,073;-0,07;-0,1
"gabriel";-0,072;-0,075;-0,085;-0,078;-0,091;-0,072;-0,085;-0,065;-0,085;-0,122;-0,111;-0,101;8,717;-0,122;-0,108;-0,105;-0,125;-0,065;-0,088;-0,085;-0,108;-0,128;-0,101;-0,118;-0,105;-0,091;45,098;-0,108;-0,088;-0,101;-0,078;-0,101;-0,108;-0,065;-0,085;-0,081;-0,138;-0,081;-0,081;-0,105;-0,095;-0,065;-0,072;10,318;-0,122;6,124;-0,108;-0,135;-0,111;-0,091;-0,091;-0,088;-0,125
"fumer";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;-0,102;-0,078;-0,102;-0,146;-0,134;-0,122;-0,118;-0,146;-0,13;-0,126;-0,15;-0,078;-0,106;-0,102;6,179;-0,154;-0,122;-0,142;-0,126;-0,11;-0,102;-0,13;-0,106;-0,122;-0,094;-0,122;-0,13;-0,078;-0,102;-0,098;-0,166;-0,098;-0,098;-0,126;-0,114;-0,078;10,113;-0,102;-0,146;-0,158;-0,13;-0,162;-0,134;-0,11;-0,11;149,722;-0,15
"fondateur";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;-0,136;-0,104;-0,136;-0,195;-0,179;-0,163;-0,157;-0,195;-0,173;-0,168;3,44;-0,104;-0,141;-0,136;-0,173;-0,206;-0,163;3,719;-0,168;-0,147;-0,136;-0,173;-0,141;4,579;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;2,964;-0,131;-0,131;-0,168;5,008;-0,104;-0,115;-0,136;-0,195;-0,211;-0,173;-0,216;-0,179;-0,147;5,246;25,673;-0,2
"fer";-0,115;-0,12;-0,136;-0,125;5,246;-0,115;-0,136;-0,104;-0,136;-0,195;-0,179;4,579;-0,157;-0,195;-0,173;-0,168;-0,2;-0,104;5,501;-0,136;-0,173;-0,206;-0,163;-0,189;-0,168;-0,147;-0,136;4,203;-0,141;-0,163;-0,125;-0,163;-0,173;-0,104;5,777;6,076;2,964;-0,131;-0,131;-0,168;-0,152;-0,104;7,135;-0,136;-0,195;-0,211;-0,173;-0,216;-0,179;-0,147;-0,147;-0,141;-0,2
"fabrication";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;8,295;-0,078;8,295;-0,146;5,949;-0,122;-0,118;-0,146;-0,13;6,424;5,15;-0,078;-0,106;-0,102;-0,13;-0,154;-0,122;-0,142;-0,126;-0,11;-0,102;-0,13;-0,106;-0,122;-0,094;-0,122;-0,13;-0,078;-0,102;-0,098;-0,166;-0,098;-0,098;-0,126;-0,114;-0,078;-0,086;-0,102;-0,146;-0,158;-0,13;4,654;-0,134;-0,11;-0,11;-0,106;-0,15
"extérieur";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;-0,153;-0,117;-0,153;-0,219;-0,201;-0,183;19,835;-0,219;3,551;3,712;-0,225;-0,117;-0,159;-0,153;-0,195;-0,231;-0,183;3,124;-0,189;-0,165;-0,153;-0,195;-0,159;-0,183;-0,141;-0,183;-0,195;-0,117;-0,153;5,208;-0,25;5,208;5,208;3,712;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;-0,225
"essayer";-0,115;-0,12;-0,136;-0,125;-0,147;7,135;-0,136;-0,104;-0,136;-0,195;-0,179;-0,163;4,786;-0,195;-0,173;-0,168;-0,2;-0,104;-0,141;-0,136;-0,173;-0,206;-0,163;18,422;4,385;5,246;-0,136;-0,173;-0,141;-0,163;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;-0,131;-0,131;-0,168;-0,152;-0,104;-0,115;-0,136;-0,195;3,19;-0,173;-0,216;-0,179;-0,147;5,246;-0,141;-0,2
"essai";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;-0,17;4,85;-0,142;-0,138;4,325;5,047;-0,147;4,169;-0,091;-0,124;-0,119;5,047;-0,18;-0,142;-0,166;-0,147;-0,128;-0,119;5,047;-0,124;-0,142;-0,11;-0,142;-0,152;-0,091;-0,119;-0,114;-0,194;7,196;-0,114;-0,147;-0,133;-0,091;-0,1;-0,119;-0,17;-0,185;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"entretenir";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;5,777;-0,104;-0,136;-0,195;-0,179;-0,163;-0,157;3,575;4,203;-0,168;-0,2;-0,104;-0,141;-0,136;4,203;-0,206;-0,163;3,719;-0,168;-0,147;-0,136;4,203;-0,141;-0,163;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;-0,131;-0,131;-0,168;-0,152;-0,104;-0,115;-0,136;3,575;-0,211;-0,173;3,074;-0,179;-0,147;-0,147;-0,141;-0,2
"enthousiasme";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;-0,17;-0,156;5,479;-0,138;-0,17;-0,152;-0,147;-0,175;-0,091;-0,124;-0,119;-0,152;-0,18;-0,142;-0,166;-0,147;-0,128;-0,119;-0,152;-0,124;-0,142;-0,11;-0,142;-0,152;173,823;-0,119;-0,114;3,621;-0,114;-0,114;-0,147;-0,133;-0,091;8,41;-0,119;-0,17;-0,185;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
"ennio";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;-0,153;-0,117;-0,153;69,392;-0,201;-0,183;-0,177;-0,219;-0,195;-0,189;2,878;-0,117;-0,159;-0,153;-0,195;2,765;-0,183;-0,213;-0,189;-0,165;-0,153;-0,195;22,414;-0,183;-0,141;-0,183;-0,195;-0,117;-0,153;-0,147;-0,25;-0,147;5,208;-0,189;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;-0,225
"emji_voiture_de_police_de_face";-0,115;-0,12;-0,136;-0,125;-0,147;-0,115;-0,136;-0,104;-0,136;-0,195;-0,179;-0,163;-0,157;-0,195;-0,173;-0,168;-0,2;-0,104;-0,141;-0,136;-0,173;-0,206;-0,163;-0,189;-0,168;-0,147;-0,136;-0,173;-0,141;-0,163;-0,125;-0,163;-0,173;-0,104;-0,136;-0,131;-0,222;6,076;189,613;-0,168;-0,152;-0,104;-0,115;5,777;-0,195;3,19;-0,173;-0,216;-0,179;-0,147;-0,147;-0,141;-0,2
"emji_robot";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;-0,153;-0,117;-0,153;-0,219;3,4;-0,183;-0,177;-0,219;3,551;-0,189;-0,225;-0,117;-0,159;-0,153;-0,195;-0,231;-0,183;-0,213;-0,189;-0,165;-0,153;-0,195;-0,159;-0,183;348,252;-0,183;-0,195;-0,117;-0,153;-0,147;-0,25;-0,147;-0,147;-0,189;-0,171;-0,117;-0,129;-0,153;-0,219;-0,238;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;-0,225
"emji_maison";-0,129;-0,135;-0,153;-0,141;-0,165;-0,129;4,944;-0,117;-0,153;2,997;3,4;-0,183;-0,177;-0,219;3,551;3,712;2,878;-0,117;-0,159;-0,153;-0,195;-0,231;-0,183;-0,213;-0,189;-0,165;-0,153;-0,195;-0,159;-0,183;-0,141;-0,183;-0,195;6,932;-0,153;-0,147;-0,25;5,208;-0,147;-0,189;-0,171;-0,117;6,147;-0,153;-0,219;-0,238;-0,195;-0,244;-0,201;-0,165;-0,165;-0,159;-0,225
"el";-0,057;-0,06;-0,068;-0,062;-0,073;-0,057;-0,068;-0,052;-0,068;-0,097;-0,089;-0,081;-0,078;-0,097;-0,086;-0,084;-0,1;17,875;-0,07;-0,068;-0,086;-0,103;-0,081;-0,094;-0,084;-0,073;-0,068;-0,086;12,804;-0,081;-0,062;-0,081;-0,086;-0,052;-0,068;-0,065;-0,111;-0,065;-0,065;46,014;-0,076;-0,052;-0,057;-0,068;-0,097;-0,105;-0,086;-0,108;-0,089;-0,073;-0,073;-0,07;-0,1
"efficacité";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;-0,17;4,85;-0,142;-0,138;-0,17;-0,152;-0,147;-0,175;-0,091;-0,124;-0,119;23,837;-0,18;-0,142;-0,166;-0,147;-0,128;-0,119;5,047;-0,124;-0,142;7,566;-0,142;-0,152;-0,091;-0,119;-0,114;-0,194;-0,114;-0,114;-0,147;-0,133;-0,091;-0,1;6,854;-0,17;-0,185;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;4,169
"dépendre";-0,086;-0,09;-0,102;-0,094;-0,11;-0,086;-0,102;-0,078;-0,102;-0,146;-0,134;-0,122;6,964;-0,146;-0,13;6,424;-0,15;-0,078;-0,106;-0,102;-0,13;4,976;-0,122;-0,142;-0,126;7,581;-0,102;-0,13;-0,106;-0,122;-0,094;-0,122;-0,13;-0,078;-0,102;-0,098;-0,166;-0,098;-0,098;-0,126;-0,114;-0,078;-0,086;-0,102;-0,146;-0,158;-0,13;-0,162;27,498;-0,11;-0,11;-0,106;-0,15
"définitif";-0,1;-0,105;-0,119;-0,11;-0,128;-0,1;-0,119;-0,091;-0,119;-0,17;-0,156;-0,142;-0,138;4,325;-0,152;-0,147;-0,175;-0,091;-0,124;-0,119;-0,152;-0,18;-0,142;-0,166;-0,147;-0,128;31,145;-0,152;-0,124;-0,142;-0,11;-0,142;-0,152;-0,091;31,145;-0,114;-0,194;7,196;-0,114;-0,147;-0,133;-0,091;-0,1;-0,119;-0,17;3,881;-0,152;-0,189;-0,156;-0,128;-0,128;-0,124;-0,175
