,;4;20;21;22;25;17;26;19;21;36;34;23;29;37;32;26;38;15;23;26;33;39;27;34;16;9;26;33;26;31;24;31;32;19;26;24;40;25;24;32;27;18;22;26;28;39;30;30;33;24;27;24;38
.;4;23;26;24;28;22;26;19;26;36;34;30;30;37;33;32;38;20;27;26;33;39;31;35;32;27;26;33;27;31;24;30;33;20;26;25;41;25;25;32;29;20;22;26;36;39;33;39;34;28;28;27;38
suisse;8;2;3;8;5;2;8;16;2;19;13;3;17;13;15;4;24;4;1;15;13;5;16;21;3;4;2;8;13;12;4;6;8;3;5;14;37;2;4;8;13;3;12;16;1;9;2;5;26;4;4;4;8
emji_main_qui_écrit;22;0;1;16;0;0;8;19;0;28;31;1;21;28;27;1;28;0;2;22;19;36;19;26;0;0;21;26;23;26;21;25;10;5;15;19;1;21;17;27;1;0;9;18;1;26;1;0;30;0;12;0;22
!;5;8;7;20;9;12;16;14;5;6;2;20;11;9;4;8;1;13;8;1;6;1;18;25;32;3;3;5;2;3;1;3;8;5;4;5;10;1;5;2;10;12;14;14;12;7;21;8;3;19;5;7;6
rts;0;1;1;18;0;0;22;7;0;18;20;0;9;20;12;1;18;0;1;15;15;19;7;12;0;1;8;16;14;11;4;24;8;4;10;13;37;6;16;14;2;8;21;21;0;17;1;1;14;1;3;0;26
emji_appareil_photo;0;0;1;0;0;0;18;10;0;26;19;0;5;26;15;0;23;0;1;10;19;18;4;4;0;0;21;21;10;19;13;23;10;3;16;14;0;13;17;22;0;0;17;22;0;23;1;0;23;0;10;0;17
keystone;0;0;1;0;0;0;16;12;0;23;8;0;4;21;15;0;25;0;0;19;16;13;10;6;0;0;13;25;11;15;4;9;3;1;19;16;0;10;11;20;0;0;14;24;0;18;0;0;30;0;3;0;9
?;14;6;18;2;5;13;0;2;7;3;4;10;14;3;0;6;0;16;16;1;4;1;3;13;22;28;0;2;2;1;2;2;4;2;0;1;5;2;0;0;3;5;1;2;34;0;11;29;1;7;1;9;0
:;16;1;1;6;1;0;3;5;4;8;9;5;17;8;1;5;8;2;6;5;8;17;4;11;1;0;6;5;11;8;10;5;7;2;6;3;38;9;3;5;5;5;2;4;3;7;4;3;7;3;4;1;10
info;1;1;0;1;0;0;21;0;0;15;14;0;2;18;10;1;17;0;0;13;16;17;2;0;0;1;7;13;12;10;3;22;3;3;10;13;0;4;14;11;1;4;19;20;0;15;1;1;12;0;3;0;24
rtsinfo;0;0;1;0;0;0;4;1;0;15;9;0;0;13;11;0;19;0;2;9;12;19;1;0;0;0;12;16;12;12;14;5;7;3;9;10;0;14;7;17;0;0;3;6;1;19;0;0;19;0;10;0;6
année;1;2;5;1;2;3;8;4;4;13;7;2;8;5;3;1;9;2;3;8;8;3;9;5;3;1;1;6;10;10;5;11;6;5;4;3;12;5;3;3;2;4;0;2;1;3;8;4;14;1;5;5;6
premier;1;1;1;2;1;0;4;13;1;6;6;1;11;8;7;1;7;0;2;3;6;4;13;12;0;0;12;7;6;6;4;6;5;3;4;4;4;1;5;9;6;2;3;2;0;7;1;2;3;0;9;0;10
emji_drapeau_suisse;2;1;0;4;0;0;9;18;0;16;6;2;11;7;11;0;25;0;0;11;4;4;8;14;0;1;5;15;11;11;0;2;1;1;11;12;0;2;8;3;0;0;5;19;0;7;1;1;23;0;0;0;7
monde;3;2;0;2;2;0;4;15;1;1;8;3;16;4;3;2;3;1;0;3;5;3;8;20;0;2;1;1;3;1;0;4;7;2;1;0;5;3;0;2;1;1;3;1;0;1;1;2;3;2;2;0;7
grand;2;4;1;1;1;2;1;8;3;0;3;2;4;6;3;3;8;0;0;6;0;10;10;9;1;0;4;8;5;6;0;7;4;5;5;2;4;1;2;1;0;2;2;4;1;3;4;3;5;1;2;1;4
mettre;1;0;0;12;1;0;2;1;1;5;3;1;4;9;11;3;11;1;0;6;7;3;1;6;0;0;2;5;6;5;6;3;2;2;4;0;3;4;5;4;1;1;6;4;1;8;1;1;4;0;1;0;3
genève;3;0;1;3;0;1;2;0;2;9;3;3;2;3;2;1;6;1;0;3;3;5;3;3;0;1;2;5;4;4;0;1;1;3;12;4;3;0;2;1;2;1;4;6;2;2;4;1;2;0;1;3;3
lien;0;2;0;2;0;0;19;1;0;6;2;0;2;12;0;1;2;2;0;1;4;3;0;5;1;0;2;3;1;1;2;1;1;1;3;4;9;3;6;4;2;6;16;15;0;10;3;1;3;2;3;1;6
retrouver;0;1;0;14;0;0;1;3;0;1;2;0;0;2;3;1;2;0;1;0;3;3;2;6;1;0;2;1;1;0;0;1;3;1;0;0;40;4;4;1;4;0;3;2;0;5;1;0;1;1;3;1;3
jour;1;1;0;3;1;1;3;4;0;3;0;2;9;8;4;1;5;0;0;2;3;3;5;6;2;2;4;5;5;8;3;5;2;4;2;7;2;6;3;9;0;0;0;2;1;5;1;0;1;0;3;1;4
bio;0;2;0;2;0;0;19;1;1;6;2;0;2;11;0;1;1;1;0;1;4;3;0;5;1;0;2;3;1;1;2;0;1;0;3;5;9;2;6;4;2;8;15;15;0;9;3;0;3;1;3;1;4
emji_appareil_photo_avec_flash;0;0;0;0;0;0;0;7;0;3;5;0;6;4;7;0;8;0;0;11;5;13;14;20;0;0;1;8;11;5;1;2;0;0;5;4;0;4;1;7;0;0;0;2;0;8;0;0;10;0;0;0;3
ats;0;0;0;0;0;0;1;10;0;3;6;0;2;3;9;0;9;0;0;13;5;7;8;7;0;0;5;8;9;10;3;3;2;0;6;4;0;3;4;12;0;0;1;1;0;3;0;0;12;0;0;0;2
emji_main_avec_index_pointant_à_droite;22;1;0;1;0;0;17;1;0;4;0;0;6;9;1;1;8;0;0;2;9;3;4;8;0;1;4;5;1;1;1;3;2;0;8;4;0;0;5;4;0;0;12;7;0;10;0;1;3;0;1;0;10
dernier;0;0;0;2;0;0;5;7;0;5;3;1;3;5;7;0;3;0;0;4;2;2;8;10;0;0;10;2;9;5;1;2;5;0;1;3;1;2;2;6;0;0;0;1;0;5;0;0;8;2;1;1;4
jeune;0;2;1;0;2;3;2;1;1;5;10;1;2;1;3;2;6;1;1;0;8;3;1;1;0;0;3;1;2;1;0;1;6;1;0;1;6;4;1;0;4;3;3;0;4;2;3;4;1;2;3;3;3
pays;0;0;1;1;1;0;1;1;0;2;7;0;0;6;4;0;3;0;0;7;1;4;4;9;0;0;12;8;2;2;0;1;2;0;1;4;5;1;1;10;1;2;1;2;0;3;0;0;2;1;0;1;0
rester;0;0;0;0;0;0;2;4;0;3;13;0;2;5;6;0;3;0;0;3;8;9;1;6;0;0;0;3;3;1;1;5;4;3;2;5;1;2;5;5;0;1;2;4;1;5;0;1;10;1;2;0;1
nouveau;0;1;0;0;0;1;3;2;0;4;3;1;2;3;6;0;11;0;0;3;3;10;2;5;0;0;7;6;0;7;3;7;4;3;7;3;0;2;1;6;2;1;1;8;1;3;1;0;4;0;0;1;8
émission;0;0;0;9;0;0;1;0;2;4;1;1;1;0;0;1;2;1;3;1;2;0;1;1;0;0;0;2;2;1;0;1;3;2;0;0;37;0;0;0;14;4;2;0;1;2;1;4;0;0;0;2;1
petit;0;1;2;0;1;1;0;3;1;1;2;0;3;0;1;4;0;14;2;0;3;7;1;5;0;0;0;1;4;1;0;0;0;1;0;1;2;0;0;0;4;2;0;0;1;3;12;13;1;4;2;7;2
afp;0;0;0;0;0;0;0;2;0;2;3;0;1;9;3;0;2;0;0;1;2;9;3;4;0;0;5;2;4;3;6;7;2;2;0;0;0;8;1;12;0;0;1;0;0;13;0;0;5;0;6;0;5
femme;1;2;1;0;0;1;0;2;0;1;13;1;4;2;1;4;5;1;0;2;1;5;1;2;0;1;2;1;0;1;1;1;2;1;0;1;2;3;3;1;0;1;1;0;0;6;0;0;4;0;2;0;2
également;0;0;2;0;2;0;1;1;0;7;5;0;3;8;3;0;3;0;0;8;6;4;2;2;0;0;1;7;4;7;3;7;2;2;9;5;1;2;2;1;0;0;1;9;1;8;0;0;5;0;2;0;2
notamment;0;1;0;0;0;0;6;3;0;4;6;0;2;3;1;2;9;1;0;4;6;11;4;3;0;0;5;3;1;8;3;2;5;2;5;5;0;1;4;7;0;0;5;7;0;5;0;0;2;0;2;0;2
public;0;0;0;0;0;0;1;1;3;2;0;4;3;3;5;2;8;0;0;1;4;3;2;1;0;0;0;10;5;7;2;7;5;2;3;2;0;1;4;2;0;7;0;6;0;12;1;1;1;0;2;0;4
emji_chaînons;0;0;0;15;0;0;18;0;0;5;2;0;0;11;2;0;2;0;0;1;3;2;0;0;0;0;2;3;1;1;2;0;0;0;3;4;1;1;6;3;1;0;18;15;0;8;1;0;3;0;2;0;5
emji_caméscope;22;1;0;10;0;0;6;0;0;2;8;1;2;3;1;2;5;0;1;0;0;4;0;0;0;0;2;1;1;3;7;3;2;3;2;2;1;3;3;1;0;0;1;1;0;4;0;0;0;0;2;0;8
conseil;0;1;0;0;0;0;1;0;1;3;0;0;0;8;1;0;15;0;3;6;1;1;0;1;0;0;4;12;1;2;0;2;0;0;2;0;0;1;0;2;1;0;7;11;0;2;0;0;4;2;0;1;1
prendre;0;3;0;2;2;1;2;6;1;8;4;0;5;0;3;1;6;0;2;3;4;3;5;4;0;0;3;7;6;1;0;3;0;4;2;1;3;5;3;2;1;1;1;1;0;4;0;0;2;1;2;1;0
vie;0;3;3;1;1;4;0;1;3;1;5;2;1;1;1;4;0;0;0;0;6;9;1;0;0;1;1;3;0;1;1;3;1;3;0;0;4;3;0;2;4;2;2;0;0;2;5;1;3;6;4;1;7
permettre;0;3;0;0;1;0;3;3;1;7;3;0;0;4;4;0;11;2;0;3;4;10;2;4;0;0;4;2;7;4;5;5;0;1;4;1;0;2;2;4;0;0;5;2;0;3;1;0;1;0;0;0;9
passer;1;2;0;2;1;1;0;2;1;6;1;1;2;4;6;2;5;2;4;2;3;2;3;5;2;0;4;4;2;1;3;1;2;2;5;0;2;4;1;0;3;1;3;5;1;3;3;0;3;1;1;2;1
souligner;0;0;0;0;0;0;4;1;0;9;13;0;1;3;1;1;5;0;0;5;9;2;0;2;0;0;1;7;2;5;5;6;1;1;1;2;0;0;2;2;0;0;4;7;0;8;0;0;6;0;1;0;11
heure;0;0;1;1;0;2;0;1;0;7;0;1;5;2;3;1;1;1;1;2;4;2;2;3;1;2;1;3;0;7;2;2;2;1;8;1;4;1;6;5;1;1;2;2;2;5;1;2;2;0;2;1;1
aller;1;1;0;1;0;1;2;5;2;1;3;1;4;8;8;1;5;0;2;2;1;3;1;11;3;0;3;2;9;1;1;2;3;2;0;2;1;0;0;0;0;2;0;1;4;3;2;3;0;1;2;3;1
place;0;1;0;1;0;0;3;8;1;5;1;0;5;1;9;1;2;0;1;0;0;1;5;6;0;0;5;3;2;3;1;0;0;2;7;1;0;3;3;2;0;2;2;2;0;3;0;1;4;0;0;0;1
face;0;0;0;0;0;1;2;3;1;8;2;0;1;6;6;1;3;0;4;6;2;3;10;10;0;0;6;3;3;2;0;1;0;0;1;1;1;1;5;1;2;0;4;6;0;6;0;1;5;0;1;0;2
enfant;3;0;0;0;0;0;1;0;2;5;8;0;1;0;1;1;0;1;2;1;9;1;0;0;0;0;1;3;0;0;0;0;4;0;0;0;1;4;0;4;2;0;2;0;4;0;0;0;3;1;2;0;3
prévoir;0;0;1;0;0;0;3;1;0;6;2;1;0;11;9;0;11;0;0;13;1;0;0;1;0;0;1;8;1;7;5;3;0;1;9;8;0;0;0;7;0;0;2;2;0;5;0;0;1;0;2;0;2
fin;0;0;1;1;2;0;1;4;0;0;1;1;5;9;0;0;7;0;2;1;2;2;5;7;1;1;4;3;5;1;2;3;3;1;1;4;1;1;5;4;1;1;0;4;1;3;1;2;5;0;1;1;1
voir;0;2;1;1;0;0;9;3;1;3;1;0;7;2;0;0;6;1;0;4;1;3;1;6;3;1;5;3;4;4;5;5;3;2;2;1;0;1;1;1;1;2;3;2;0;2;0;1;3;0;3;1;5
annoncer;0;0;0;2;0;0;1;5;0;1;0;0;3;15;7;0;3;0;0;3;1;1;2;1;0;0;5;11;1;3;3;5;4;0;5;4;0;5;2;13;0;0;0;4;0;6;0;0;1;0;1;0;1
homme;0;1;0;0;1;1;1;3;2;4;9;0;2;2;0;2;2;0;0;1;1;3;2;6;0;0;1;0;0;0;1;1;0;1;0;0;1;5;8;2;2;1;2;0;2;9;1;0;2;0;1;0;1
canton;0;1;1;1;0;0;2;0;0;8;2;0;0;1;7;0;9;0;0;3;2;0;2;0;1;1;3;6;1;7;0;0;0;0;3;1;1;0;1;0;1;1;9;5;0;1;0;1;7;0;0;0;1
fédéral;0;0;0;1;1;1;2;0;0;11;4;1;1;5;1;0;10;0;0;5;2;1;0;0;1;1;1;8;2;2;0;2;0;2;0;0;0;1;2;1;0;1;6;3;0;2;0;0;9;0;0;0;2
temps;0;1;0;1;0;0;2;2;1;5;4;1;4;2;2;2;5;0;0;1;2;1;3;11;5;1;1;1;0;1;1;3;1;1;3;3;2;0;2;1;2;1;1;3;1;1;3;5;0;1;0;2;4
novembre;9;0;0;1;0;0;2;2;0;2;0;0;4;2;5;1;2;0;0;3;1;0;1;6;0;0;3;9;3;1;1;3;2;0;2;10;0;2;2;4;0;2;1;1;0;3;0;0;2;0;3;1;1
mondial;0;1;0;2;3;0;2;2;0;0;5;1;7;2;1;0;0;0;0;3;0;2;12;13;0;0;0;2;2;2;3;8;0;1;0;1;1;0;1;2;2;0;0;1;0;1;0;1;4;0;1;0;2
projet;1;0;0;0;1;0;3;0;0;6;0;1;2;4;3;0;13;0;0;2;0;3;0;0;0;0;0;2;1;6;4;6;0;2;4;0;0;2;0;1;0;0;4;2;0;1;0;0;1;0;0;0;8
franc;0;0;0;1;1;0;1;0;0;4;0;1;2;2;3;0;13;0;1;4;0;0;0;0;0;0;2;1;6;13;0;2;0;0;2;0;0;0;1;3;0;0;4;8;0;2;0;0;8;0;0;1;2
état;0;0;0;1;0;0;1;2;0;1;2;1;0;14;2;0;2;0;0;1;2;1;0;5;0;0;3;7;0;0;2;4;0;1;2;0;1;6;3;7;0;0;2;3;0;5;0;0;0;2;1;0;0
partir;0;1;0;1;0;1;0;1;0;3;1;0;0;3;3;1;5;0;0;1;0;1;1;0;0;1;13;7;4;0;1;1;3;0;4;3;3;0;1;2;2;0;2;2;0;3;3;0;0;2;1;0;1
devenir;0;2;0;3;0;1;2;2;0;2;5;1;8;1;3;0;0;1;1;0;0;3;3;3;0;0;5;4;6;0;1;8;5;1;1;0;2;1;0;0;2;0;6;3;1;3;0;1;2;1;4;3;2
américain;2;0;1;0;0;0;0;3;0;0;1;0;3;27;0;0;0;0;0;5;1;0;2;0;1;0;2;3;2;1;3;3;3;0;0;0;0;2;0;10;1;0;1;1;0;3;0;0;1;0;3;0;1
président;0;0;0;3;1;0;2;0;0;3;0;0;0;14;1;0;1;0;0;1;1;0;1;0;1;0;12;12;1;2;0;0;0;0;1;0;1;2;0;6;0;0;0;3;0;10;0;0;0;0;3;0;0
lausanne;0;0;0;2;0;0;5;0;0;1;0;1;1;0;5;1;2;3;0;2;2;2;2;0;0;1;0;3;1;5;0;1;2;1;12;1;1;0;6;0;0;1;0;2;1;2;1;0;2;0;3;1;3
viser;0;0;0;0;0;0;1;0;0;4;0;0;0;7;2;0;9;0;0;4;1;6;0;0;0;0;1;5;2;2;3;2;0;1;1;0;0;1;1;8;0;0;10;5;0;5;0;0;3;0;0;0;10
national;0;0;0;1;1;0;0;0;1;1;0;2;2;4;1;0;10;0;0;1;2;0;1;9;0;0;3;9;4;0;1;0;0;0;1;1;1;2;2;1;0;1;1;3;0;1;0;2;8;0;0;0;4
groupe;0;1;0;0;0;0;1;0;2;0;1;0;0;2;7;0;2;0;0;4;0;3;2;7;0;0;2;2;0;0;3;1;5;0;0;0;1;5;2;5;0;0;2;2;0;2;0;0;1;0;0;0;1
équipe;0;0;0;1;0;1;1;0;0;1;1;1;3;0;4;0;2;0;1;0;0;6;4;24;0;0;0;0;1;3;0;0;1;0;0;1;0;0;1;1;2;1;1;0;1;0;0;1;0;0;0;0;5
samedi;0;0;0;0;0;0;2;5;0;1;0;0;1;1;2;0;2;0;0;0;2;0;4;2;0;0;0;3;2;2;0;0;1;0;2;3;35;1;8;3;0;3;0;1;0;3;0;0;1;0;0;0;0
offrir;0;0;1;0;0;0;9;1;0;4;0;0;0;3;6;0;5;0;2;5;3;5;0;0;0;0;0;1;0;1;3;4;2;2;6;2;0;0;0;0;0;1;0;0;0;1;0;2;1;0;1;1;19
ville;1;0;1;4;0;0;2;0;0;4;0;0;1;0;4;1;1;0;0;0;3;0;2;3;1;1;4;4;2;7;0;1;0;2;5;1;1;2;2;0;0;3;3;1;0;1;1;0;4;2;0;1;4
travail;0;0;1;1;0;1;4;0;0;0;5;0;1;3;6;2;0;0;0;4;1;0;0;1;0;1;0;1;2;0;4;0;1;0;2;0;2;2;0;1;1;0;8;2;0;1;1;0;7;0;3;0;6
fois;0;1;0;2;0;0;1;4;0;5;2;0;4;4;2;1;2;0;0;1;2;3;5;2;1;0;2;0;6;7;1;1;3;1;6;0;5;0;1;0;1;1;1;1;0;2;1;1;5;1;2;0;5
cliquer;0;0;0;0;0;0;16;0;0;5;1;0;0;9;0;0;1;0;0;1;3;1;0;0;0;0;2;3;0;1;2;0;0;0;3;4;0;1;5;2;0;0;10;13;0;7;1;0;3;0;1;0;4
près_de;0;0;1;2;0;0;3;1;0;3;1;0;3;2;2;1;3;0;0;4;0;7;1;0;0;0;1;2;3;7;0;3;0;0;1;2;1;4;3;2;0;2;0;0;0;3;0;0;8;0;0;2;6
archive;0;0;0;3;0;0;0;0;0;0;2;0;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;2;1;5;1;0;1;37;0;0;0;0;15;0;0;0;2;1;1;0;0;2;0;1
noël;0;0;1;1;1;0;3;1;0;3;1;1;1;0;1;0;0;0;18;1;0;0;0;0;0;0;1;1;4;8;2;1;1;4;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
jean;0;0;1;1;0;0;6;1;0;3;0;1;0;2;6;0;4;1;0;3;2;0;1;3;0;0;1;6;0;3;1;0;2;1;4;4;5;0;0;0;1;1;0;8;0;4;1;0;2;0;1;0;2
décembre;6;0;0;2;0;0;2;1;0;2;2;0;2;4;3;0;3;0;3;1;0;0;3;3;0;0;0;3;5;5;2;4;0;1;7;3;2;0;1;3;2;2;0;3;0;2;0;0;1;0;4;0;2
